match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_id,competition_country_name,competition_name,competition,season_id,season,home_team_id,home_team,home_team_gender,home_team_group,home_team_country_id,home_team_country_name,away_team_id,away_team,away_team_gender,away_team_group,away_team_country_id,away_team_country_name,competition_stage_id,competition_stage,stadium_id,stadium,stadium_country_id,stadium_country_name,referee_id,referee,referee_country_id,referee_country_name,home_managers,away_managers,home_manager_id,home_manager_name,home_manager_nickname,home_manager_dob,home_manager_country_id,home_manager_country_name,away_manager_id,away_manager_name,away_manager_nickname,away_manager_dob,away_manager_country_id,away_manager_country_name,data_version,shot_fidelity_version,xy_fidelity_version
3923881,2024-02-11,20:00:00.000,1,2,available,unscheduled,2026-05-02T01:57:22.880456,,8,1267,Africa,African Cup of Nations,Africa - African Cup of Nations,107,2023,775,Nigeria,male,,166,Nigeria,3374,Côte d'Ivoire,male,,55,Côte d'Ivoire,26,Final,117860,Stade Olympique Alassane Ouattara,55,Côte d'Ivoire,1003587,Dahane Beida,144,Mauritania,José Vítor dos Santos Peseiro,Emerse Faé,523,José Vítor dos Santos Peseiro,José Peseiro,1960-04-04,183,Portugal,1868,Emerse Faé,,1984-01-24,55,Côte d'Ivoire,1.1.0,2,2
3923880,2024-02-10,20:00:00.000,0,0,available,available,2026-05-02T02:06:23.996186,2026-05-02T02:07:18.902396,7,1267,Africa,African Cup of Nations,Africa - African Cup of Nations,107,2023,4976,South Africa,male,,211,South Africa,4881,Congo DR,male,,52,"Congo, (Kinshasa)",25,3rd Place Final,117916,Stade Félix Houphouët-Boigny      ,55,Côte d'Ivoire,1000963,Bamlak Tessema Weyesa,72,Ethiopia,Hugo Henri Broos,Sébastien Desabre,1801,Hugo Henri Broos,,1952-04-10,22,Belgium,5011,Sébastien Desabre,,1976-08-02,78,France,1.1.0,2,2
3922838,2024-02-07,22:00:00.000,1,0,available,unscheduled,2024-02-13T15:29:15.994740,,6,1267,Africa,African Cup of Nations,Africa - African Cup of Nations,107,2023,3374,Côte d'Ivoire,male,,55,Côte d'Ivoire,4881,Congo DR,male,,52,"Congo, (Kinshasa)",15,Semi-finals,117860,Stade Olympique Alassane Ouattara,55,Côte d'Ivoire,1003537,Ibrahim Mutaz,130,Libya,Emerse Faé,Sébastien Desabre,1868,Emerse Faé,,1984-01-24,55,Côte d'Ivoire,5011,Sébastien Desabre,,1976-08-02,78,France,1.1.0,2,2
3922837,2024-02-07,17:00:00.000,1,1,available,unscheduled,2026-05-02T02:05:23.826134,,6,1267,Africa,African Cup of Nations,Africa - African Cup of Nations,107,2023,775,Nigeria,male,,166,Nigeria,4976,South Africa,male,,211,South Africa,15,Semi-finals,1001316,Stade de Bouaké,55,Côte d'Ivoire,2387,Amin Mohamed Omar,66,Egypt,José Vítor dos Santos Peseiro,Hugo Henri Broos,523,José Vítor dos Santos Peseiro,José Peseiro,1960-04-04,183,Portugal,1801,Hugo Henri Broos,,1952-04-10,22,Belgium,1.1.0,2,2
3922242,2024-01-29,20:00:00.000,1,1,available,unscheduled,2026-05-02T01:59:01.541948,,4,1267,Africa,African Cup of Nations,Africa - African Cup of Nations,107,2023,787,Senegal,male,,202,Senegal,3374,Côte d'Ivoire,male,,55,Côte d'Ivoire,33,Round of 16,1000822,Stade Charles Konan Banny de Yamoussoukro,55,Côte d'Ivoire,1003708,Pierre Ghislain Atcho,82,Gabon,Aliou Cissé,Emerse Faé,635,Aliou Cissé,,1976-03-24,202,Senegal,1868,Emerse Faé,,1984-01-24,55,Côte d'Ivoire,1.1.0,2,2
3922239,2024-01-28,17:00:00.000,0,1,available,unscheduled,2026-05-02T14:24:36.229512,,4,1267,Africa,African Cup of Nations,Africa - African Cup of Nations,107,2023,4992,Equatorial Guinea,male,,69,Equatorial Guinea,4892,Guinea,male,,95,Guinea,33,Round of 16,117860,Stade Olympique Alassane Ouattara,55,Côte d'Ivoire,1003731,Omar Abdulkadir Artan,210,Somalia,Juan Micha Obiang Bicogo,Kaba Diawara,1000467,Juan Micha Obiang Bicogo,Juan Micha,1975-07-28,69,Equatorial Guinea,1000780,Kaba Diawara,,1975-12-16,95,Guinea,1.1.0,2,2
3922659,2024-02-03,17:00:00.000,1,2,available,unscheduled,2026-05-02T02:03:04.475633,,5,1267,Africa,African Cup of Nations,Africa - African Cup of Nations,107,2023,4930,Mali,male,,140,Mali,3374,Côte d'Ivoire,male,,55,Côte d'Ivoire,11,Quarter-finals,1001316,Stade de Bouaké,55,Côte d'Ivoire,2618,Mohamed Adel Elsaid,66,Egypt,Éric Chelle,Emerse Faé,1000157,Éric Chelle,,1977-11-11,140,Mali,1868,Emerse Faé,,1984-01-24,55,Côte d'Ivoire,1.1.0,2,2
3922244,2024-01-30,17:00:00.000,2,1,available,unscheduled,2026-05-02T14:26:29.856507,,4,1267,Africa,African Cup of Nations,Africa - African Cup of Nations,107,2023,4930,Mali,male,,140,Mali,4921,Burkina Faso,male,,36,Burkina Faso,33,Round of 16,1001609,Stade Amadou Gon Coulibaly,55,Côte d'Ivoire,1003537,Ibrahim Mutaz,130,Libya,Éric Chelle,Hubert Velud,1000157,Éric Chelle,,1977-11-11,140,Mali,1000428,Hubert Velud,,1959-06-08,78,France,1.1.0,2,2
3922356,2024-02-02,20:00:00.000,3,1,available,unscheduled,2026-05-02T02:01:49.622695,,5,1267,Africa,African Cup of Nations,Africa - African Cup of Nations,107,2023,4881,Congo DR,male,,52,"Congo, (Kinshasa)",4892,Guinea,male,,95,Guinea,11,Quarter-finals,117860,Stade Olympique Alassane Ouattara,55,Côte d'Ivoire,2311,Mustapha Ghorbal,4,Algeria,Sébastien Desabre,Kaba Diawara,5011,Sébastien Desabre,,1976-08-02,78,France,1000780,Kaba Diawara,,1975-12-16,95,Guinea,1.1.0,2,2
3922321,2024-02-02,17:00:00.000,1,0,available,unscheduled,2026-05-02T02:00:56.035988,,5,1267,Africa,African Cup of Nations,Africa - African Cup of Nations,107,2023,775,Nigeria,male,,166,Nigeria,4901,Angola,male,,7,Angola,11,Quarter-finals,117916,Stade Félix Houphouët-Boigny      ,55,Côte d'Ivoire,1003564,Issa Sy,202,Senegal,José Vítor dos Santos Peseiro,Pedro Valdemar Soares Gonçalves,523,José Vítor dos Santos Peseiro,José Peseiro,1960-04-04,183,Portugal,1000419,Pedro Valdemar Soares Gonçalves,Pedro Gonçalves,1976-02-07,183,Portugal,1.1.0,2,2
