50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,37731fae-f894-49b2-949d-ad3532ca5695,1,,,3920419,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia,4963,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 389156, 'name': 'Tresford Lawrence Mulenga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 108291, 'name': 'Tandi Mwape'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 23203, 'name': 'Stopilla Sunzu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 47979, 'name': 'Frankie Musonda'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 23420, 'name': 'Lubambo Musonda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 160904, 'name': 'Miguel Changa Chaiwa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 23260, 'name': 'Emmanuel Justine Rabby Banda'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 29217, 'name': 'Edward Chilufya'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 389675, 'name': 'Kennedy Musonda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 44751, 'name': 'Lameck Banda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 8785, 'name': 'Patson Daka'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Zambia,4963,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0015c28a-8fd1-4545-b8d2-8eae491e78f6,2,,,3920419,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia,4963,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 12149, 'name': 'Nayef Aguerd'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7378, 'name': 'Yunis Abdelhamid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 31295, 'name': 'Yahia Attiyat allah'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 5234, 'name': 'Sofyan Amrabat'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 46258, 'name': 'Azzedine Ounahi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 39174, 'name': 'Ismael Saibari'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 5229, 'name': 'Ayoub El Kaabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Morocco,788,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e7528f52-61ba-4427-9b8c-3c58481d9cce,3,,,3920419,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia,4963,['991d56f4-0fe0-4059-8ec7-c523cf5a57c0'],0,,,,,,,,,,,,,,,,,Zambia,4963,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,991d56f4-0fe0-4059-8ec7-c523cf5a57c0,4,,,3920419,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Zambia,4963,['e7528f52-61ba-4427-9b8c-3c58481d9cce'],0,,,,,,,,,,,,,,,,,Morocco,788,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8a7e1c72-822a-4bab-bf33-59ebc4d6bab2,1613,,,3920419,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,75,Morocco,788,['52ce0c7a-6d48-4a5b-a200-05782ea9d5ef'],0,,,,,,,,,,,,,,,,,Morocco,788,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,52ce0c7a-6d48-4a5b-a200-05782ea9d5ef,1614,,,3920419,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,75,Morocco,788,['8a7e1c72-822a-4bab-bf33-59ebc4d6bab2'],0,,,,,,,,,,,,,,,,,Zambia,4963,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.022845,,,,,,,,,,,2eb45aa1-71a0-4bfd-962f-7e957b19fd6d,5,,"[61.0, 40.1]",3920419,0,,,,,2.9952114,,Left Foot,,,,"[45.4, 42.4]",Ground Pass,,15.76864,,,Sofyan Amrabat,5234.0,,,,,Kick Off,1,From Kick Off,Ayoub El Kaabi,5229.0,Center Forward,2,Morocco,788,['d5f001a9-caeb-4e28-b5ec-7bc1371be246'],0,,,,,,,,,,,,,,,,,Morocco,788,00:00:00.993,Pass,
,,,,,,,,,,,,,,,,,2.074267,,,,,,,,,,,1d033350-89aa-4cc4-a639-6e878ecb6178,8,,"[44.5, 42.4]",3920419,0,,,,,-2.125326,,Right Foot,,,,"[34.9, 26.9]",Ground Pass,,18.232115,,,Yunis Abdelhamid,7378.0,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,['d1c4b4a4-e2f9-4717-803e-16d64c9b5d0c'],3,,,,,,,,,,,,,,,,,Morocco,788,00:00:03.365,Pass,
,,,,,,,,,,,,,,,,,1.319846,,,,,,,,,,,182bdf7a-6a3a-4af0-8b63-84fd21894620,11,,"[36.2, 25.4]",3920419,0,,,,,-1.2847449,,Right Foot,,,,"[41.2, 8.4]",Ground Pass,,17.720045,,,Yahia Attiyat allah,31295.0,,,,,,1,From Kick Off,Yunis Abdelhamid,7378.0,Left Center Back,2,Morocco,788,['ad37f1e1-6323-46aa-a182-1f5e7353caf3'],6,,,,,,,,,,,,,,,,,Morocco,788,00:00:06.269,Pass,
,,,,,,,,,,,,,,,,,0.759416,,,,,,,,,,,6d135620-4bb6-4c12-818e-50eb9d4da8a5,14,,"[41.6, 8.4]",3920419,0,,,,,0.98530626,,Left Foot,,,,"[47.7, 17.6]",Ground Pass,,11.0385685,,,Ismael Saibari,39174.0,,,,,,1,From Kick Off,Yahia Attiyat allah,31295.0,Left Back,2,Morocco,788,['ef15b0e4-8c0c-461a-a20f-1f16ec89b515'],8,,,,,,,,,,,,,,,,,Morocco,788,00:00:08.879,Pass,
,,,,,,,,,,,,,,,,,0.732046,,,,,,,,,,,7ca0ca96-91f6-4e10-a122-bf5121f9eeb7,17,,"[47.7, 17.6]",3920419,0,,,,,2.0909874,,Right Foot,,,,"[41.8, 27.9]",Ground Pass,,11.870131,,,Sofyan Amrabat,5234.0,,,,,,1,From Kick Off,Ismael Saibari,39174.0,Left Center Midfield,2,Morocco,788,['c8cceed8-a537-4c50-a023-cb08910ca817'],10,,,,,,,,,,,,,,,,,Morocco,788,00:00:10.770,Pass,
,,,,,,,,,,,,,,,,,1.281055,,,,,,,,,,,1ac93f94-11d4-42b8-b3b0-3a586a00a7db,20,,"[41.8, 27.9]",3920419,0,,,,,-2.9348013,,Right Foot,,,,"[27.5, 24.9]",Ground Pass,,14.611297,,,Yunis Abdelhamid,7378.0,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,['27e467a0-3cd9-4477-b306-51d3afdee411'],11,,,,,,,,,,,,,,,,,Morocco,788,00:00:11.694,Pass,
,,,,,,,,,,,,,,,,,1.736947,,,,,,,,,,,3000801c-5b7f-4b2b-96f5-f097b2fbc211,23,,"[27.5, 25.6]",3920419,0,,,,,1.5530046,,Left Foot,,,,"[28.0, 53.7]",Ground Pass,,28.104448,,,Nayef Aguerd,12149.0,,,,,,1,From Kick Off,Yunis Abdelhamid,7378.0,Left Center Back,2,Morocco,788,['4158deaf-7c09-4506-b768-13c1a628aba2'],13,,,,,,,,,,,,,,,,,Morocco,788,00:00:13.047,Pass,
,,,,,,,,,,,,,,,,,2.879959,,,,,,,,,,,15a47fe3-bf11-4bbe-a83c-6090567daa30,26,,"[29.2, 53.6]",3920419,0,,,,,-1.2180365,,Right Foot,,,,"[36.6, 33.5]",Ground Pass,,21.418917,,,Yunis Abdelhamid,7378.0,,,,,,1,From Kick Off,Nayef Aguerd,12149.0,Right Center Back,2,Morocco,788,['24a4cbaf-5172-4d25-8afd-8dc2112eb177'],16,,,,,,,,,,,,,,,,,Morocco,788,00:00:16.371,Pass,
,,,,,,,,,,,,,,,,,2.707754,,,,,,,,,,,aa443523-2a32-4a20-9319-796b02906142,29,,"[40.9, 27.5]",3920419,0,,,,,-0.25190055,,Left Foot,,,,"[91.8, 14.4]",High Pass,,52.558727,,,Ayoub El Kaabi,5229.0,,,,,,1,From Kick Off,Yunis Abdelhamid,7378.0,Left Center Back,2,Morocco,788,['957d8cff-5569-4bbf-a7a8-baac4e043b98'],21,,,,,,,,,,,,,,,,,Morocco,788,00:00:21.196,Pass,
,,,,,,,,,,,,,,,,,1.029892,,,,,,,,,,,962835c0-fbbd-48a3-8b38-0ab6cdb9e37f,31,,"[92.1, 14.4]",3920419,0,,,,,-2.1527014,,Head,,,,"[87.1, 6.8]",Low Pass,,9.097252,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Ayoub El Kaabi,5229.0,Center Forward,2,Morocco,788,['7eb4a98c-8cb5-4e33-b411-55705116dc07'],24,,,,,,,,,,,,,,,,,Morocco,788,00:00:24.026,Pass,
,,,,,,,,,,,,,,,,,1.106606,,,,,,,,,,,181f649e-bad9-44ba-a91d-5feee437bec0,38,,"[87.7, 9.7]",3920419,0,,,,,-0.5159255,,Left Foot,,,,"[94.4, 5.9]",Ground Pass,,7.702597,,,Yahia Attiyat allah,31295.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Left Midfield,2,Morocco,788,['372559a7-a89d-4ad5-bca9-5e200d34ead1'],29,,,,,,,,,,,,,,,,,Morocco,788,00:00:29.580,Pass,
,,,,,,,,,,,,,,,,,0.656036,,,,,,,,,,,775b442e-f359-4a5c-89c6-4d064171acf2,42,,"[95.0, 12.5]",3920419,0,,,,,2.0787697,,Left Foot,,,,"[89.6, 22.2]",Ground Pass,,11.101802,,,Azzedine Ounahi,46258.0,,,,,,1,From Kick Off,Yahia Attiyat allah,31295.0,Left Back,2,Morocco,788,['b384f044-299e-4625-9ce4-5e98a8beca40'],32,,,,,,,,,,,,,,,,,Morocco,788,00:00:32.024,Pass,
,,,,,,,,,,,,,,,,,0.735776,,,,,,,,,,,00c35ef4-35d7-4cd3-941e-8afac3be9457,45,,"[89.6, 22.2]",3920419,0,,,,,-1.5610878,,Right Foot,,,,"[89.7, 11.9]",Ground Pass,,10.300486,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Azzedine Ounahi,46258.0,Right Center Midfield,2,Morocco,788,['5b1ba19c-7189-4805-be0c-be981998c470'],32,,,,,,,,,,,,,,,,,Morocco,788,00:00:32.692,Pass,
,,,,,,,,,,,,,,,,,0.674132,,,,,,,,,,,b8e81e67-5ba8-4785-aa15-b903d8779567,48,,"[89.6, 12.6]",3920419,0,,,,,1.6879051,,Right Foot,,,,"[88.4, 22.8]",Ground Pass,,10.270346,,,Azzedine Ounahi,46258.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Left Midfield,2,Morocco,788,['25f73248-c128-4152-8f0e-15a13012ccb8'],33,,,,,,,,,,,,,,,,,Morocco,788,00:00:33.522,Pass,
,,,,,,,,,,,,,,,,,0.589892,,,,,,,,,,,9f122c8d-53b6-477f-bc22-23eee8e74062,52,,"[89.3, 20.0]",3920419,0,,,,,-1.6366351,,Right Foot,,,,"[88.7, 10.9]",Ground Pass,,9.119759,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Azzedine Ounahi,46258.0,Right Center Midfield,2,Morocco,788,"['3028cc6a-9589-442f-9ef7-0565cd12eb9d', '19003e53-fdad-4bdc-8f1c-b275dd35a0c9']",34,,,,,,,,,,,,,,,,,Morocco,788,00:00:34.912,Pass,True
,,,,,,,,,,,,,,,,,1.119141,,,,,,,,,,,0757e984-7dcb-432f-a57c-b324505af751,55,,"[88.7, 10.9]",3920419,0,,,,,-0.42331076,,Left Foot,,,,"[97.8, 6.8]",Ground Pass,,9.980982,,,Ismael Saibari,39174.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Left Midfield,2,Morocco,788,['67f448be-7a68-4d06-8ca8-90887ebb88a7'],36,,,,,,,,,,,,,,,,,Morocco,788,00:00:36.427,Pass,
,,,,,,,,,,,,,,,,,0.69313,,,,,,,,,,,1fbd3bca-5e7d-40ae-8e53-4f6a189c50d4,58,,"[98.5, 7.6]",3920419,0,,,,,1.0093026,,Right Foot,,,,"[102.4, 13.8]",Ground Pass,,7.324616,,,Azzedine Ounahi,46258.0,,,,,,1,From Kick Off,Ismael Saibari,39174.0,Left Center Midfield,2,Morocco,788,['4c281227-9fb5-4d39-a7ee-9147f28858e9'],38,,,,,,,,,,,,,,,,,Morocco,788,00:00:38.118,Pass,
,,,,,,,,,,,,,,,,,0.587289,,,,,,,,,,,7be8c23b-ab16-4fe2-af4c-9d4e14f89c2d,61,,"[103.0, 13.8]",3920419,0,,,,,2.3639462,,Right Foot,,,,"[96.5, 20.2]",Ground Pass,,9.121951,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Azzedine Ounahi,46258.0,Right Center Midfield,2,Morocco,788,['b59d7b33-fc87-44a7-bda5-fcf19d921b53'],39,,,,,,,,,,,,,,,,,Morocco,788,00:00:39.457,Pass,
,,,,,,,,,,,,,,,,,0.468826,,,,,,,,,,,bc45d40b-3877-467a-bd27-9784168fac10,64,,"[96.5, 20.2]",3920419,0,,,,,1.3016288,,Right Foot,,,,"[98.1, 26.0]",Ground Pass,,6.0166435,,,Ismael Saibari,39174.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Left Midfield,2,Morocco,788,['e983c4d1-d715-42e2-8096-8b3869f31c7c'],40,,,,,,,,,,,,,,,,,Morocco,788,00:00:40.353,Pass,
,,,,,,,,,,,,,,,,,1.111853,,,,,,,,,,,e59f9ca5-8d5f-4f65-8f5a-bf0cca9ffbe4,68,,"[90.2, 30.3]",3920419,0,,,,,2.3513165,,Left Foot,,,,"[80.0, 40.6]",Ground Pass,,14.495861,,,Sofyan Amrabat,5234.0,,,,,,1,From Kick Off,Ismael Saibari,39174.0,Left Center Midfield,2,Morocco,788,['e8ef7fe3-f701-4af5-98a8-c6c2168193e1'],43,,,,,,,,,,,,,,,,,Morocco,788,00:00:43.304,Pass,
,,,,,,,,,,,,,,,,,1.763213,,,,,,,,,,,20bb7b68-3df7-4488-85a3-b6eb4a73b22e,72,,"[76.8, 40.0]",3920419,0,,,,,2.185155,,Right Foot,,,,"[67.7, 52.9]",Ground Pass,,15.786703,,,Nayef Aguerd,12149.0,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,"['b45855a1-e39b-4ae8-bbf7-d7e1e0ef0186', '05525b99-2cb5-42cd-bd05-4ddbd81665b8']",45,,,,,,,,,,,,,,,,,Morocco,788,00:00:45.041,Pass,True
,,,,,,,,,,,,,,,,,1.984313,,,,,,,,,,,42565def-2b6b-4dbe-939e-35bfd0e86b28,76,,"[67.7, 53.6]",3920419,0,,,,,1.5037329,,Left Foot,,,,"[68.6, 67.0]",Ground Pass,,13.43019,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Nayef Aguerd,12149.0,Right Center Back,2,Morocco,788,['0bc3dfed-1f59-4da6-9888-e7810c423882'],47,,,,,,,,,,,,,,,,,Morocco,788,00:00:47.047,Pass,
,,,,,,,,,,,,,,,,,0.512236,,,,,,,,,,,e22bdaae-ab32-4432-aa2a-a680aeccda72,79,,"[68.6, 67.0]",3920419,0,,,,,0.73072636,,Right Foot,,,,"[79.2, 76.5]",Ground Pass,,14.234114,,,Hakim Ziyech,5237.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,['e6f4023e-c7bf-4fd0-b449-d233a82398c5'],49,,,,,,,,,,,,,,,,,Morocco,788,00:00:49.305,Pass,
,,,,,,,,,,,,,,,,,1.070773,,,,,,,,,,,cd02c2a2-88c1-4310-ba72-be58dc63f391,92,,"[25.7, 9.7]",3920419,0,,,,,1.3567356,,Right Foot,,,,"[26.7, 14.3]",Ground Pass,,4.707441,Incomplete,,Emmanuel Justine Rabby Banda,23260.0,,,,,Recovery,1,From Kick Off,Lubambo Musonda,23420.0,Left Back,2,Morocco,788,"['fc5a7659-feae-4848-aece-aac3a9b5666c', '5083aedc-7146-4b94-9254-c94b214a921a']",56,,,,,,,,,,,,,,,,,Zambia,4963,00:00:56.343,Pass,
,,,,,,,,,,,,,,,,,0.405378,,,,,,,,,,,6a4eb912-ff18-4e22-a429-ebcca758d204,97,,"[93.2, 69.2]",3920419,0,,,,,-0.8450289,,Right Foot,,,,"[99.5, 62.1]",Ground Pass,,9.492102,Incomplete,,Hakim Ziyech,5237.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,"['e7d1dd8e-3a5b-4a55-ae4b-746d73b1ef36', 'a2324a6a-a4be-405a-8433-eddbe00bcaba']",59,,,,,,,,,,,,,,,,,Morocco,788,00:00:59.820,Pass,
,,,,,,,,,,,,,,,,,2.256866,,,,,,,,,,,bacceb5a-d732-459f-81b0-666c9eaac922,101,,"[21.3, 16.7]",3920419,1,,,,,-0.25767908,,Left Foot,,,,"[49.0, 9.4]",Ground Pass,,28.645767,Incomplete,,Lameck Banda,44751.0,,,,,,1,From Kick Off,Emmanuel Justine Rabby Banda,23260.0,Left Defensive Midfield,2,Morocco,788,"['1cdb3b18-0c6e-4012-8006-7ca7646f88f6', '89eb15e4-d415-42b8-8cf5-059b62513bdc']",1,,,,,,,,,,,,,,,,,Zambia,4963,00:01:01.219,Pass,
,,,,,,,,,,,,,,,,,1.201637,,,,,,,,,,,fbe52bed-9d54-4b7e-881a-bd1e6fec8940,104,,"[65.4, 69.8]",3920419,1,,True,,,-0.18697926,,Right Foot,,,,"[76.5, 67.7]",Ground Pass,,11.296903,,,Ismael Saibari,39174.0,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,['f15bec12-3ced-4c36-a608-3b1c31d3cded'],5,,,,,,,,,,,,,,,,,Morocco,788,00:01:05.488,Pass,
,,,,,,,,,,,,,,,,,0.827103,,,,,,,,,,,e92712ae-92d6-4080-a382-c22975ecc73c,106,,"[76.5, 67.7]",3920419,1,,,,,2.8418167,,Right Foot,,,,"[65.5, 71.1]",Ground Pass,,11.513471,,,Sofyan Amrabat,5234.0,,,,,,1,From Kick Off,Ismael Saibari,39174.0,Left Center Midfield,2,Morocco,788,['1f195d70-ec36-4e3a-bf9c-093bb06d3221'],6,,,,,,,,,,,,,,,,,Morocco,788,00:01:06.740,Pass,
,,,,,,,,,,,,,,,,,1.505836,,,,,,,,,,,54b3d2ac-f159-4474-8ec3-c5d62807f97b,109,,"[64.8, 70.8]",3920419,1,,,,,0.3545257,,Right Foot,,,,"[82.9, 77.5]",Ground Pass,,19.300259,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,['f6c1bd93-9409-4c1d-b3d1-bef4aef5aa46'],8,,,,,,,,,,,,,,,,,Morocco,788,00:01:08.628,Pass,
,,,,,,,,,,,,,,,,,0.853246,,,,,,,,,,,e532073b-3a05-4afb-9df9-71d469a52171,112,,"[88.6, 77.5]",3920419,1,,,,,-2.5849934,,Right Foot,,,,"[84.1, 74.7]",Ground Pass,,5.3,,,Hakim Ziyech,5237.0,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,['6c06a3e0-192b-4c29-b766-79ba76ab2cc8'],11,,,,,,,,,,,,,,,,,Morocco,788,00:01:11.356,Pass,
,,,,,,,,,,,,,,,,,2.109296,,,,,,,,,,,c9daa523-d5e3-4f08-9d45-98587b6db748,116,,"[86.2, 55.8]",3920419,1,,,,,-1.4733406,,Left Foot,,,,"[89.7, 20.0]",Ground Pass,,35.970684,,,Yahia Attiyat allah,31295.0,,,,,,1,From Kick Off,Hakim Ziyech,5237.0,Right Midfield,2,Morocco,788,['86362fb9-cd0a-4742-863b-7f4a2133e2f5'],16,,,,,,,,,,,,,,,,,Morocco,788,00:01:16.360,Pass,
,,,,,,,,,,,,,,,,,1.062244,,,,,,,,,,,2ce5e10c-4998-4e1c-9fa9-8addfc97a88c,119,,"[91.6, 16.5]",3920419,1,,,,,-0.8390053,,Left Foot,,,,"[101.3, 5.7]",Ground Pass,,14.516542,,,Sofiane Boufal,3625.0,,,,,,1,From Kick Off,Yahia Attiyat allah,31295.0,Left Back,2,Morocco,788,['17532767-4a16-4c0d-aaed-832d357042ad'],19,,,,,,,,,,,,,,,,,Morocco,788,00:01:19.773,Pass,
,,,,,,,,,,,,,,,,,3.4378,,,,,,,,,,,b8484ca7-4246-4543-a0e7-528748021a78,123,,"[102.6, 6.2]",3920419,1,,,,,0.9011574,,Right Foot,,,,"[115.9, 23.0]",Ground Pass,,21.427319,Incomplete,,Ismael Saibari,39174.0,,,,,,1,From Kick Off,Sofiane Boufal,3625.0,Left Midfield,2,Morocco,788,"['9bb1376b-6295-4c51-9f84-134477593421', '0021b6fa-964e-4b0d-922e-ec4e8971657c', '55a04c9a-2833-421f-87ff-7dde769b0213']",25,,,,,,,,,,,,,,,,,Morocco,788,00:01:25.332,Pass,True
,,,,,,,,,,,,,,,,,1.627952,,,,,,,,,,,e85c4b2c-9cde-4a6e-90dd-5a5609dcd30b,126,,"[14.5, 54.5]",3920419,1,,True,,,0.43535328,,Keeper Arm,,,,"[31.7, 62.5]",Ground Pass,,18.96945,,,Stopilla Sunzu,23203.0,,,,,,1,From Keeper,Tresford Lawrence Mulenga,389156.0,Goalkeeper,3,Zambia,4963,['37a19c8c-2a5a-4362-ae1d-9c7faec8622a'],49,,,,,,,,,,,,,,,,,Zambia,4963,00:01:49.588,Pass,
,,,,,,,,,,,,,,,,,2.442868,,,,,,,,,,,b53a2e9f-8898-475c-a93f-e178e5f3a316,128,,"[31.1, 60.6]",3920419,1,,,,,-1.5623219,,Right Foot,,,,"[31.4, 25.2]",Ground Pass,,35.40127,,,Frankie Musonda,47979.0,,,,,,1,From Keeper,Stopilla Sunzu,23203.0,Right Center Back,3,Zambia,4963,['f7327947-d2dd-4a08-9e74-e8766ff3c069'],52,,,,,,,,,,,,,,,,,Zambia,4963,00:01:52.613,Pass,
,,,,,,,,,,,,,,,,,1.703641,,,,,,,,,,,4a9de322-7f19-46e7-938a-9ad07e9e93f6,132,,"[30.2, 23.4]",3920419,1,,,,,2.3826435,,Right Foot,,,,"[10.8, 41.8]",Ground Pass,,26.737988,,,Tresford Lawrence Mulenga,389156.0,,,,,,1,From Keeper,Frankie Musonda,47979.0,Left Center Back,3,Zambia,4963,"['a0da91c0-7cc1-46d6-80e4-ceeb1252aaa9', '366b69f3-9c31-4cb0-b435-2ac0a9d0f13c']",56,,,,,,,,,,,,,,,,,Zambia,4963,00:01:56.406,Pass,True
,,,,,,,,,,,,,,,,,2.39438,,,,,,,,,,,ad01ab28-008d-4ca4-9515-f46ea23d3a74,135,,"[10.1, 42.4]",3920419,1,,,,,1.2588601,,Left Foot,,,,"[19.0, 70.0]",Ground Pass,,28.999483,,,Stopilla Sunzu,23203.0,,,,,,1,From Keeper,Tresford Lawrence Mulenga,389156.0,Goalkeeper,3,Zambia,4963,['50edff23-b0dd-4b99-bd17-aadbf3ff1f25'],58,,,,,,,,,,,,,,,,,Zambia,4963,00:01:58.110,Pass,
,,,,,,,,,,,,,,,,,3.257076,,,,,,,,,,,0e45eb26-4b3e-4eca-8b3b-7bf29c8888ba,146,,"[12.3, 72.5]",3920419,3,,,,,-0.23439524,,Left Foot,,,,"[81.4, 56.0]",High Pass,,71.04266,Incomplete,,Kennedy Musonda,389675.0,,,,,Free Kick,1,From Free Kick,Tresford Lawrence Mulenga,389156.0,Goalkeeper,4,Zambia,4963,"['2f9b6982-8a4d-4014-9eab-68a49809ab93', 'eb4d60a2-72ff-434a-92c1-e64c208c03ee']",0,,,,,,,,,,,,,,,,,Zambia,4963,00:03:00.354,Pass,
,,,,,,,,,,,,,,,,,1.109172,,,,,,,,,,,2c1a4199-6168-43fe-b4c8-c3414ffc9e67,151,,"[44.7, 21.9]",3920419,3,,,,,-2.2116692,,Right Foot,,,,"[35.6, 9.7]",Ground Pass,,15.220053,,,Yahia Attiyat allah,31295.0,,,,,,1,From Free Kick,Sofyan Amrabat,5234.0,Center Defensive Midfield,4,Zambia,4963,"['1df68140-e5b3-420b-84b9-74ebce0b5bab', '295186b8-904f-4757-992a-59c389eef226']",6,,,,,,,,,,,,,,,,,Morocco,788,00:03:06.034,Pass,True
,,,,,,,,,,,,,,,,,2.893071,,,,,,,,,,,aaad2483-e010-43db-b34f-5833b11df391,154,,"[35.6, 9.7]",3920419,3,,,,,0.19676185,,Left Foot,,,,"[96.3, 21.8]",High Pass,,61.894264,Incomplete,,Ayoub El Kaabi,5229.0,,,,,,1,From Free Kick,Yahia Attiyat allah,31295.0,Left Back,4,Zambia,4963,"['3ea934b8-84ad-4e04-bdd4-6b6d45ecab21', '2a990c49-66cf-4ac8-8cd3-8c555aae2289']",8,,,,,,,,,,,,,,,,,Morocco,788,00:03:08.898,Pass,
