50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.518356,,,,,,,,,ccc2b549-be30-402d-aaf8-f5562bdec7f3,405,,"[76.4, 15.3]",3920397,10,,,,1.2076494,,Right Foot,,,"[78.3, 20.3]",,Ground Pass,,5.3488317,,Incomplete,,Emilio Nsue López,13581.0,,,,,,1,From Free Kick,José Antonio Miranda Boacho,105762.0,Left Wing,25,Equatorial Guinea,4992,"['5e8b77fa-8051-44d4-8257-2ecdcc5b1b54', '10df467d-4de9-4cfc-b6b0-a0f65627bb57', '355d6745-17b7-4753-a524-af846a23d886']",29,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:10:29.133,Pass,True
,,,,,,,,,,,,,,,,,,1.052392,,,,,,,,,d9c741dd-9df0-4b6f-b499-1d8a8e26f94d,413,,"[70.8, 14.9]",3920397,10,True,,,1.443357,,Left Foot,,,"[75.4, 50.8]",,Low Pass,,36.19351,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Pablo Ganet Cómitre,105942.0,Left Defensive Midfield,26,Equatorial Guinea,4992,['dfe8e757-e4aa-430d-aade-ea40d9781ca5'],43,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:10:43.137,Pass,
,,,,,,,,,,,,,,,,,,1.355604,,,,,,,,,406e7496-716e-4a14-83bc-4aef26224b48,417,,"[44.1, 26.8]",3920397,10,,,,-2.4908583,,Left Foot,,,"[35.3, 20.1]",,Ground Pass,,11.060289,,,,Fali Candé,41052.0,,,,,,1,Regular Play,Franculino Gluda Djú,143863.0,Center Forward,27,Guinea-Bissau,4894,['80748167-36e8-47af-9324-0cb8138c0109'],44,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:10:44.938,Pass,
,,,,,,,,,,,,,,,,,,0.074347,,,,,,,,,b6b4c20d-c67e-4dc5-84d0-3b655fb66e3a,420,,"[35.3, 20.1]",3920397,10,,,,-0.23737425,,Left Foot,,,"[41.5, 18.6]",,High Pass,,6.3788714,,Incomplete,,Franculino Gluda Djú,143863.0,,,,,,1,Regular Play,Fali Candé,41052.0,Left Back,27,Guinea-Bissau,4894,"['6557d015-eb79-4e96-8072-d66a1d357fd3', '36e81d03-4e59-4eb7-b4a3-8c31aaf44f76']",46,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:10:46.413,Pass,
,,,,,,,,,,,,,,,,,,1.279961,,,,,,,,,8a3eaa12-5dd7-4dfe-9eb1-76155a898140,423,,"[37.4, 19.1]",3920397,10,,,,-0.6318982,,Head,,,"[52.7, 7.9]",,High Pass,,18.961277,,,,Moreto Moro Cassamã,24909.0,,,,,Recovery,1,Regular Play,Fali Candé,41052.0,Left Back,27,Guinea-Bissau,4894,['b5a1f2b9-499f-4b80-a422-13bf20a10ea4'],48,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:10:48.451,Pass,
,,,,,,,,,,,,,,,,,,1.956414,,,,,,,,,1f748482-f4fe-405b-a76e-e5be26d6765b,427,,"[51.0, 4.3]",3920397,10,,,,-3.1068242,,Right Foot,,,"[39.5, 3.9]",,Low Pass,,11.506954,,,,Fali Candé,41052.0,,,,,,1,Regular Play,Moreto Moro Cassamã,24909.0,Left Center Midfield,27,Guinea-Bissau,4894,['4f5634e9-79cb-4f55-b8c3-cfa151de0c08'],50,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:10:50.701,Pass,
,,,,,,,,,,,,,,,,,,1.177326,,,,,,,,,27bb89ad-e1df-4bf8-84c8-e3f8fc811f5f,430,,"[39.0, 4.4]",3920397,10,,,,2.4440901,,Left Foot,,,"[24.8, 16.3]",,Ground Pass,,18.527008,,,,Manconi Soriano Mané,30104.0,,,,,,1,Regular Play,Fali Candé,41052.0,Left Back,27,Guinea-Bissau,4894,['f1fb1aa3-5b82-41f0-b866-347f07cc8a85'],53,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:10:53.190,Pass,
,,,,,,,,,,,,,,,,,,1.471205,,,,,,,,,04efcfdb-7fc2-4db4-b109-7eb060e780c4,433,,"[19.8, 23.0]",3920397,10,,,,1.344728,,Right Foot,,,"[24.4, 43.0]",,Ground Pass,,20.522182,,,,Marcelo Amado Djaló Taritolay,25056.0,,,,,,1,Regular Play,Manconi Soriano Mané,30104.0,Left Center Back,27,Guinea-Bissau,4894,['6f530180-1b50-43c2-82eb-68976e4566b6'],56,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:10:56.051,Pass,
,,,,,,,,,,,,,,,,,,1.165275,,,,,,,,,812afbb4-16b8-484d-a174-dfbea2843265,436,,"[26.0, 48.0]",3920397,10,,,,1.2548261,,Right Foot,,,"[32.8, 68.8]",,Ground Pass,,21.883327,,,,Jefferson Anilson Silva Encada,32433.0,,,,,,1,Regular Play,Marcelo Amado Djaló Taritolay,25056.0,Right Center Back,27,Guinea-Bissau,4894,['daef3509-c528-41a6-9c61-90c90175f5f2'],59,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:10:59.057,Pass,
,,,,,,,,,,,,,,,,,,1.374837,,,,,,,,,ec3dde41-311f-4adf-b9af-7ea4f54fec1f,439,,"[34.5, 74.4]",3920397,11,,,,0.22679885,,Right Foot,,,"[47.5, 77.4]",,Ground Pass,,13.341664,,,,Mauro Daniel Rodrigues Teixeira,43007.0,,,,,,1,Regular Play,Jefferson Anilson Silva Encada,32433.0,Right Back,27,Guinea-Bissau,4894,['c993663a-4968-4b2c-af0f-44d3f7b389d6'],1,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:11:01.614,Pass,
,,,,,,,,,,,,,,,,,,1.168124,,,,,,,,,c1ea5421-256f-43d3-b871-410f5ac2bad4,443,,"[47.4, 77.4]",3920397,11,,,,-2.714012,,Right Foot,,,"[39.5, 73.8]",,Ground Pass,,8.68159,,Incomplete,,Jefferson Anilson Silva Encada,32433.0,,,,,,1,Regular Play,Mauro Daniel Rodrigues Teixeira,43007.0,Right Wing,27,Guinea-Bissau,4894,"['80d1604b-7736-404e-a205-340f054beb93', 'fe1b5637-4ab1-4e46-904b-b783ff43058f']",3,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:11:03.262,Pass,
,,,,,,,,,,,,,,,,,,1.163151,,,,,,,,,98e901a4-135a-421d-80cf-8692b0bfadf4,452,,"[17.6, 74.2]",3920397,11,,,,-1.1718357,,Right Foot,,,"[21.9, 64.0]",,Ground Pass,,11.069327,,,,Janio Bikel Figueiredo Silva,36813.0,,,,,,1,Regular Play,Jefferson Anilson Silva Encada,32433.0,Right Back,27,Guinea-Bissau,4894,['f747a57f-fbff-48e2-b8a8-ab3a4709b5dc'],11,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:11:11.745,Pass,
,,,,,,,,,,,,,,,,,,0.926504,,,,,,,,,724859b9-f75d-4fc3-b7db-46a6f16018cd,455,,"[21.9, 64.0]",3920397,11,,,,0.5840133,,Right Foot,,,"[39.3, 75.5]",,Ground Pass,,20.856894,,Incomplete,,Alfa Semedo Esteves,10323.0,,,,,,1,Regular Play,Janio Bikel Figueiredo Silva,36813.0,Center Defensive Midfield,27,Guinea-Bissau,4894,"['bd63807e-f598-4064-bdcf-673b573bd64d', '1d9f9a31-a541-46fc-8528-f93c5998f90d']",14,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:11:14.062,Pass,
,,,,,,,,,,,,,,,,,,1.332298,,,,,,,,,1d9f9a31-a541-46fc-8528-f93c5998f90d,457,,"[80.8, 4.6]",3920397,11,,,,0.7695265,,Left Foot,,,"[93.6, 17.0]",,Ground Pass,,17.821335,,Incomplete,,Basilio Ndong Owono Nchamaaa,105764.0,,,,,Interception,1,Regular Play,Pablo Ganet Cómitre,105942.0,Left Defensive Midfield,27,Guinea-Bissau,4894,"['724859b9-f75d-4fc3-b7db-46a6f16018cd', 'd8b8fa28-bc26-463d-8995-baca4062a316', '1642288b-d14b-405d-bd84-73ba81a84977']",14,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:11:14.989,Pass,
,,,,,,,,,,,,,,,,,,1.502392,,,,,,,,,56377b80-b30e-4780-8dcf-992379e79a81,461,,"[28.5, 61.5]",3920397,11,,,,-1.7548949,,Right Foot,,,"[23.1, 32.5]",,Ground Pass,,29.498474,,,,Manconi Soriano Mané,30104.0,,,,,,1,Regular Play,Janio Bikel Figueiredo Silva,36813.0,Center Defensive Midfield,27,Guinea-Bissau,4894,['faa4bec2-7258-4a97-af2a-cca7c3867112'],17,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:11:17.439,Pass,
,,,,,,,,,,,,,,,,,,0.815027,,,,,,,,,14ac1258-fd14-4431-944c-f177ccc9e310,465,,"[33.8, 20.7]",3920397,11,,,,-0.9843441,,Right Foot,,,"[43.7, 5.8]",,Low Pass,,17.889103,,,,Fali Candé,41052.0,,,,,,1,Regular Play,Manconi Soriano Mané,30104.0,Left Center Back,27,Guinea-Bissau,4894,['1a91a6d7-bfac-4ed5-93df-63efa9518533'],21,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:11:21.300,Pass,
,,,,,,,,,,,,,,,,,,1.87267,,,,,,,,,a6be7a1a-7929-4fa1-b876-9670e7901a0d,468,,"[68.7, 80.0]",3920397,11,,,,-0.17739822,,,,,"[93.8, 75.5]",,Low Pass,,25.500196,,,,Emilio Nsue López,13581.0,,,,,Throw-in,1,From Throw In,Carlos Akapo Martínez,17618.0,Right Back,28,Equatorial Guinea,4992,['c92fc77e-ff20-4cec-a9d1-5970c6eeb82c'],37,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:11:37.139,Pass,
,,,,,,,,,,,,,,,,,,0.225284,,,,,,,,,90995d55-dd51-402f-a69a-73bd7daf626f,472,,"[94.3, 76.0]",3920397,11,,,,2.8864102,,Right Foot,,,"[92.0, 76.6]",,Low Pass,,2.376973,,Incomplete,,Ibán Salvador Edu,30423.0,,,,,,1,From Throw In,Emilio Nsue López,13581.0,Center Forward,28,Equatorial Guinea,4992,"['8eac8190-7659-4b57-970f-220c622283b7', '84530946-8bab-4d43-b083-45f2be67b73a']",40,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:11:40.342,Pass,
,,,,,,,,,,,,,,,,,,0.50594,,,,,,,,,21216671-3495-4108-ac84-8c48151372ed,475,,"[93.2, 80.0]",3920397,11,True,,,-1.2141762,,,,,"[95.1, 74.9]",,Low Pass,,5.4424257,,,,Ibán Salvador Edu,30423.0,,,,,Throw-in,1,From Throw In,Carlos Akapo Martínez,17618.0,Right Back,29,Equatorial Guinea,4992,['7af0c62c-8ece-4586-80e1-36ed2d75ef87'],52,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:11:52.466,Pass,
,,,,,,,,,,,,,,,,,,0.859222,,,,,,,,,72750a55-6f20-45f3-92f5-d12980928bc6,477,,"[95.1, 74.9]",3920397,11,,,,0.21109334,,Left Foot,,,"[99.3, 75.8]",,Ground Pass,,4.2953463,,Incomplete,,Carlos Akapo Martínez,17618.0,,,,,,1,From Throw In,Ibán Salvador Edu,30423.0,Right Wing,29,Equatorial Guinea,4992,"['bb49536a-85f7-484c-93f9-d7092b8801f0', 'da78445b-eed2-4fc6-a5d5-67fd2ac11f85']",53,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:11:53.888,Pass,
,,,,,,,,,,,,,,,,,,0.481405,,,,,,,,,da78445b-eed2-4fc6-a5d5-67fd2ac11f85,479,,"[20.8, 4.3]",3920397,11,,,,0.18131977,,Left Foot,,,"[32.8, 6.5]",,Low Pass,,12.2,,,,Franculino Gluda Djú,143863.0,,,,,Recovery,1,Regular Play,Fali Candé,41052.0,Left Back,30,Guinea-Bissau,4894,"['72750a55-6f20-45f3-92f5-d12980928bc6', 'c343520f-0f0a-49cd-8120-35d12943cfac']",54,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:11:54.747,Pass,
,,,,,,,,,,,,,,,,,,0.719883,,,,,,,,,0c4dad28-8604-4936-af79-b5883320b8f6,483,,"[32.3, 5.0]",3920397,11,,,,2.0276413,,Left Foot,,,"[29.4, 10.9]",,Low Pass,,6.574192,,,,Moreto Moro Cassamã,24909.0,,,,,,1,Regular Play,Franculino Gluda Djú,143863.0,Center Forward,30,Guinea-Bissau,4894,['8432a9ac-06ed-48b2-b214-7d750a36d751'],56,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:11:56.051,Pass,
,,,,,,,,,,,,,,,,,,0.800628,,,,,,,,,4669b0b1-5868-4f3e-b6ba-3910670f8f2a,487,,"[27.3, 8.2]",3920397,11,,,,-2.771422,,Right Foot,,,"[20.6, 5.6]",,Ground Pass,,7.1867933,,,,Fali Candé,41052.0,,,,,,1,Regular Play,Moreto Moro Cassamã,24909.0,Left Center Midfield,30,Guinea-Bissau,4894,"['c72d3f3d-9741-4de0-aa64-2a554f0e69f5', '9b102d5f-ff8c-4c1b-bb10-dffea7c777de']",58,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:11:58.638,Pass,True
,,,,,,,,,,,,,,,,,,1.012287,,,,,,,,,4d26d78a-9f32-4c56-9822-da96c273c4f7,491,,"[20.6, 6.5]",3920397,12,,,,1.8736812,,Left Foot,,,"[16.6, 19.3]",,Ground Pass,,13.410443,,,,Manconi Soriano Mané,30104.0,,,,,,1,Regular Play,Fali Candé,41052.0,Left Back,30,Guinea-Bissau,4894,['8c720af2-2493-4ba5-9c8a-8a4fc6ead0cd'],0,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:12:00.668,Pass,
,,,,,,,,,,,,,,,,,,1.710895,,,,,,,,,ddb6bc45-a236-4930-988e-7a33157838cd,495,,"[20.4, 19.5]",3920397,12,,,,0.2119977,,Left Foot,,,"[50.6, 26.0]",,High Pass,,30.891584,,,,Mama Samba Baldé,12064.0,,,,,,1,Regular Play,Manconi Soriano Mané,30104.0,Left Center Back,30,Guinea-Bissau,4894,['0d77f8df-88f2-48cc-a203-5d8bf29d2f88'],3,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:12:03.084,Pass,
,,,,,,,,,,,,,,,,,,0.652079,,,,,,,,,ea58f5f2-1624-4ad7-af4f-277bd42bea81,498,,"[50.2, 26.0]",3920397,12,,,,-1.3292307,,Other,,,"[51.9, 19.1]",,Low Pass,,7.106335,,,,Alfa Semedo Esteves,10323.0,,,,,,1,Regular Play,Mama Samba Baldé,12064.0,Left Wing,30,Guinea-Bissau,4894,['c7dd202e-caae-411e-bc67-a0063979b618'],4,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:12:04.915,Pass,
,,,,,,,,,,,,,,,,,,3.327171,,,,,,,,,12dd093d-e66d-40eb-bbda-04385daea4ba,502,,"[62.6, 23.7]",3920397,12,,,,-0.31938648,,Right Foot,,,"[100.7, 11.1]",,Ground Pass,,40.129417,,Pass Offside,,Franculino Gluda Djú,143863.0,,,,,,1,Regular Play,Alfa Semedo Esteves,10323.0,Right Center Midfield,30,Guinea-Bissau,4894,['d6b6daea-42f8-45f5-881e-751addbfe051'],7,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:12:07.205,Pass,
,,,,,,,,,,,,,,,,,,1.476631,,,,,,,,,9af41c04-4c2d-465e-95a2-c34c5f2eef91,504,,"[26.3, 57.0]",3920397,12,True,,,-1.2616351,,Right Foot,,,"[37.0, 23.5]",,Ground Pass,,35.167313,,,,Saúl Basilio Coco-Bassey Oubiña,52324.0,,,,,Free Kick,1,From Free Kick,Esteban Orozco Fernández,482851.0,Right Center Back,31,Equatorial Guinea,4992,['f096d18c-48d9-45a7-9599-a79fbead5681'],50,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:12:50.681,Pass,
,,,,,,,,,,,,,,,,,,0.900298,,,,,,,,,dc8449fd-1081-4e64-8804-e1fddc90830d,506,,"[53.4, 18.9]",3920397,12,,,,1.8475945,,Right Foot,,,"[50.9, 27.7]",,Ground Pass,,9.148224,,,,Pablo Ganet Cómitre,105942.0,,,,,,1,From Free Kick,Saúl Basilio Coco-Bassey Oubiña,52324.0,Left Center Back,31,Equatorial Guinea,4992,['b80d15dc-6f8a-4db1-ae89-2c83da8e31d8'],53,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:12:53.420,Pass,
,,,,,,,,,,,,,,,,,,1.574287,,,,,,,,,2e3f4e9b-44a2-4454-b0d1-91e3e872b016,509,,"[51.1, 27.9]",3920397,12,,,,-1.2213451,,Right Foot,,,"[55.4, 16.1]",,Ground Pass,,12.55906,,,,Saúl Basilio Coco-Bassey Oubiña,52324.0,,,,,,1,From Free Kick,Pablo Ganet Cómitre,105942.0,Left Defensive Midfield,31,Equatorial Guinea,4992,['c4baf1cc-fc1e-40ff-a4e1-08a358dfe3aa'],57,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:12:57.426,Pass,
,,,,,,,,,,,,,,,,,,1.092696,,,,,,,,,cb15b569-8bf5-4edf-ba73-936a78cb85c0,512,,"[55.4, 16.1]",3920397,13,,,,0.0,,Right Foot,,,"[75.2, 16.1]",,Ground Pass,,19.8,,,,José Ndong Machín Dicombo,23559.0,,,,,,1,From Free Kick,Saúl Basilio Coco-Bassey Oubiña,52324.0,Left Center Back,31,Equatorial Guinea,4992,['2d89751d-6c27-408d-b763-7b6ae65b3e33'],0,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:00.164,Pass,
,,,,,,,,,,,,,,,,,,0.677682,,,,,,,,,fd2358ce-262e-44fd-ab0f-06833f922d17,516,,"[74.8, 16.8]",3920397,13,,,,-0.9484935,,Right Foot,,,"[78.1, 12.2]",,Ground Pass,,5.661272,,,,José Antonio Miranda Boacho,105762.0,,,,,,1,From Free Kick,José Ndong Machín Dicombo,23559.0,Center Attacking Midfield,31,Equatorial Guinea,4992,"['8bcef714-f01d-4ad7-ab4d-2e7a5cfa9fdc', 'e87cdd6c-3fe5-4665-8cd5-c134aab7e62d']",1,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:01.322,Pass,True
,,,,,,,,,,,,,,,,,,0.720698,,,,,,,,,d80e1d32-721d-44c3-871a-c81cb43069cd,519,,"[75.6, 20.6]",3920397,13,,,,2.2885015,,Right Foot,,,"[70.1, 26.9]",,Ground Pass,,8.363014,,,,Pablo Ganet Cómitre,105942.0,,,,,,1,From Free Kick,José Antonio Miranda Boacho,105762.0,Left Wing,31,Equatorial Guinea,4992,['3285c81b-9525-4a9c-9ae4-be4dfd4a2696'],4,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:04.003,Pass,
,,,,,,,,,,,,,,,,,,1.51057,,,,,,,,,78686e2b-7d67-4e7a-b77a-6a9b7b56fe1b,522,,"[70.1, 26.9]",3920397,13,,,,-0.99039817,,Right Foot,,,"[86.1, 2.5]",,Ground Pass,,29.178074,,,,Basilio Ndong Owono Nchamaaa,105764.0,,,,,,1,From Free Kick,Pablo Ganet Cómitre,105942.0,Left Defensive Midfield,31,Equatorial Guinea,4992,['35737e60-b325-4673-912e-12a1fc0d2a0e'],5,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:05.284,Pass,
,,,,,,,,,,,,,,,,,,0.841788,,,,,,,,,acb46725-b301-4211-a66c-5b6b4dc4fe4e,525,,"[86.1, 2.5]",3920397,13,,,,0.5414472,,Left Foot,,,"[100.4, 11.1]",,Ground Pass,,16.686821,,,,José Ndong Machín Dicombo,23559.0,,,,,,1,From Free Kick,Basilio Ndong Owono Nchamaaa,105764.0,Left Back,31,Equatorial Guinea,4992,['728feaf6-372c-486e-ac33-f7bae6244aa7'],7,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:07.521,Pass,
,,,,,,,,,,,,,,,,,,0.957964,,,,,,,,,290f0538-00eb-480b-8591-45e16511c551,533,,"[79.4, 5.7]",3920397,13,,,,0.28605145,,Right Foot,,,"[93.0, 9.7]",,Ground Pass,,14.176036,,,,José Ndong Machín Dicombo,23559.0,,,,,,1,From Free Kick,Pablo Ganet Cómitre,105942.0,Left Defensive Midfield,31,Equatorial Guinea,4992,['051139a3-deba-4200-ba4d-affcbe4fbddb'],19,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:19.899,Pass,
,,,,,,,,,,,,,,,,,,0.441037,,,,,,,,,3cc67577-5cac-4b7b-ab0e-669d1e5b7a29,535,,"[93.0, 9.7]",3920397,13,,,,-0.81569195,,Right Foot,,,"[97.8, 4.6]",,Ground Pass,,7.0035706,,,,Ibán Salvador Edu,30423.0,,,,,,1,From Free Kick,José Ndong Machín Dicombo,23559.0,Center Attacking Midfield,31,Equatorial Guinea,4992,['a44ba722-e104-41a5-a1b1-7912ccd59387'],20,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:20.857,Pass,
,,,,,,,,,,,,,,,,,,0.477946,,,,,,,,,10f182be-05da-4e44-8c15-07cf1398e584,538,,"[96.8, 5.9]",3920397,13,,,,1.3761108,,Left Foot,,,"[98.2, 13.0]",,Ground Pass,,7.236712,,Incomplete,,Emilio Nsue López,13581.0,,,,,,1,From Free Kick,Ibán Salvador Edu,30423.0,Right Wing,31,Equatorial Guinea,4992,"['dc566264-c8a2-48b6-9347-22fdea1e1aeb', '56e37cbb-7930-4311-808a-cae5f039b0e5']",23,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:23.571,Pass,
,,,,,,,,,,,,,,,,,,0.757326,,,,,,,,,526504d9-ecf6-477e-916b-4d057a892efb,542,,"[100.4, 8.6]",3920397,13,,,,1.2653487,,Left Foot,,,"[103.9, 19.7]",,Ground Pass,,11.638728,,Incomplete,,Emilio Nsue López,13581.0,,,,,Recovery,1,From Free Kick,Ibán Salvador Edu,30423.0,Right Wing,31,Equatorial Guinea,4992,"['058f110a-e4a6-4f20-8c27-4fc5401f5eb1', '95944cb7-9f89-4c70-b92f-db8736585490', 'dd2e96a6-03a4-49e6-b37a-56040df50090']",24,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:24.934,Pass,True
,,,,,,,,,,,,,,,,,,1.456177,,,,,,,,,3dd728a8-f46e-405b-96ca-c7411c50e17b,545,,"[72.7, 0.1]",3920397,13,,,,2.915781,,,,,"[57.9, 3.5]",,Low Pass,,15.185519,,,,Saúl Basilio Coco-Bassey Oubiña,52324.0,,,,,Throw-in,1,From Throw In,Basilio Ndong Owono Nchamaaa,105764.0,Left Back,32,Equatorial Guinea,4992,['4fa7da91-c0b4-4924-bd16-08b24b80314c'],37,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:37.936,Pass,
,,,,,,,,,,,,,,,,,,1.859839,,,,,,,,,d21f39ef-0cac-4123-9231-6bc84bb4c8ed,548,,"[62.6, 4.6]",3920397,13,,,,-0.22096956,,Right Foot,,,"[76.4, 1.5]",,Ground Pass,,14.143904,,,,Pablo Ganet Cómitre,105942.0,,,,,,1,From Throw In,Saúl Basilio Coco-Bassey Oubiña,52324.0,Left Center Back,32,Equatorial Guinea,4992,['02e6f286-3f1a-4431-841c-765916225db1'],47,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:47.784,Pass,
,,,,,,,,,,,,,,,,,,0.766175,,,,,,,,,cebdcc29-595a-407d-881e-13b38b8d9424,552,,"[91.4, 8.0]",3920397,13,,,,1.0743736,,Left Foot,,,"[96.6, 17.6]",,Ground Pass,,10.917875,,,,José Antonio Miranda Boacho,105762.0,,,,,,1,From Throw In,Pablo Ganet Cómitre,105942.0,Left Defensive Midfield,32,Equatorial Guinea,4992,['b0c9079f-9daa-4fe1-ab56-8a7907c1e88f'],52,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:52.082,Pass,
,,,,,,,,,,,,,,,,,,1.104574,,,,,,,,,f5eb33c2-eb33-47a7-97ae-9ccd1014aea7,554,,"[96.6, 17.6]",3920397,13,,,,0.14373867,,Right Foot,,,"[104.2, 18.7]",,Ground Pass,,7.6791925,,,,Pablo Ganet Cómitre,105942.0,,,,,,1,From Throw In,José Antonio Miranda Boacho,105762.0,Left Wing,32,Equatorial Guinea,4992,['54c01ce6-ec5d-432f-b028-0ed7f778fbcd'],52,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:13:52.848,Pass,
,,,,,,,,,,,,,,,,,,3.121192,,,,,,,,,21e0ef9b-a2df-48ac-b1cd-1a9cda93a363,562,,"[46.6, 76.8]",3920397,13,,,,-0.6473245,,Right Foot,,,"[92.5, 42.1]",,High Pass,,57.54042,,Incomplete,,Franculino Gluda Djú,143863.0,,,Through Ball,True,,1,Regular Play,Alfa Semedo Esteves,10323.0,Right Center Midfield,33,Guinea-Bissau,4894,"['63c12ec9-a0e6-42f5-836d-350e33d81f26', '1351c587-f83c-4e1d-8bdc-a669d9689281']",59,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:13:59.001,Pass,
,,,,,,,,,,,,,,,,,,1.703358,,,,,,,,,4e3815dd-679f-410f-9a84-4ecb4d817dc0,565,,"[82.0, 0.1]",3920397,14,,,,2.8418167,,,,,"[65.5, 5.2]",,Low Pass,,17.270206,,,,Manconi Soriano Mané,30104.0,,,,,Throw-in,1,From Throw In,Fali Candé,41052.0,Left Back,34,Guinea-Bissau,4894,['e76e37fe-0690-4330-a040-71db85b44b66'],16,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:14:16.118,Pass,
,,,,,,,,,,,,,,,,,,0.440279,,,,,,,,,bf8ec3af-db77-4372-9ba4-7a67dbd49dbc,570,,"[77.4, 6.0]",3920397,14,,,,1.017115,,Right Foot,,,"[80.8, 11.5]",,Ground Pass,,6.4660654,,,,Moreto Moro Cassamã,24909.0,,,,,,1,From Throw In,Manconi Soriano Mané,30104.0,Left Center Back,34,Guinea-Bissau,4894,['0b9c9cb2-3d22-430f-bc67-ea9127342596'],20,,,,,,,,,,,,,,,,,,,Guinea-Bissau,4894,00:14:20.637,Pass,
