50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.417619,,,,,,,,,,,,,,,d4bf88b0-31ce-4d82-8574-66215c1f0370,62,,"[12.9, 37.2]",3920410,2,,,,0.46643117,,Right Foot,,,,"[70.3, 66.1]",,High Pass,,64.26484,,Incomplete,,Joseph Paintsil,16546.0,,,,,,1,From Throw In,Richard Ofori Antwi,68757.0,Goalkeeper,5,Ghana,4885,"['9e7b0fa9-d977-4102-a512-a7714906bb55', '178681f7-e0ab-418a-b238-e64d62291c96']",36,,,,,,,,,,,,,,,,Ghana,4885,00:02:36.127,Pass,
,,,,,,,,,,,,,,,,,0.019198,,,,,,,,,,,,,,,9e7b0fa9-d977-4102-a512-a7714906bb55,65,,"[49.8, 14.0]",3920410,2,,,True,0.348771,,,,,,"[50.9, 14.4]",,High Pass,,1.17047,,Incomplete,,Feliciano João Jone,129475.0,,,,,Recovery,1,From Throw In,Bruno Alberto Langa,106070.0,Left Back,5,Ghana,4885,"['d4bf88b0-31ce-4d82-8574-66215c1f0370', 'd672b694-379d-488d-86a4-2124979217ec', '0c3937df-5027-4302-a021-6c2d4903c78c', '1cc734bc-2015-4681-9735-7e36c02814fc']",38,,,,,,,,,,,,,,,,Mozambique,4978,00:02:38.545,Pass,True
,,,,,,,,,,,,,,,,,1.399996,,,,,,,,,,,,,,,f6771bc0-7634-4726-a175-2dce84d6ba94,71,,"[55.4, 32.3]",3920410,2,,,,-2.3988516,,Right Foot,,,,"[38.3, 16.6]",,Ground Pass,,23.21422,,,,Bruno Alberto Langa,106070.0,,,,,,1,From Throw In,Infren David da Conceição Matola,417067.0,Right Back,5,Ghana,4885,['c57f4e7e-bf36-419b-89d8-142faee0f638'],42,,,,,,,,,,,,,,,,Mozambique,4978,00:02:42.649,Pass,
,,,,,,,,,,,,,,,,,0.921942,,,,,,,,,,,,,,,01f86528-2741-4c8a-a05c-105e880df494,74,,"[41.7, 31.6]",3920410,2,,,,0.038941342,,Left Foot,,,,"[64.8, 32.5]",,Ground Pass,,23.117525,,Incomplete,,Pachoio Lau Há King,106082.0,,,,,,1,From Throw In,Bruno Alberto Langa,106070.0,Left Back,5,Ghana,4885,"['6184e04f-344c-4c75-859e-93de5e4aefa3', 'ee3312ae-e30c-4e9c-87cd-aaa0da4d73dd']",48,,,,,,,,,,,,,,,,Mozambique,4978,00:02:48.769,Pass,
,,,,,,,,,,,,,,,,,1.36733,,,,,,,,,,,,,,,3b73a4c5-747b-48c8-9c9b-99160002a354,79,,"[57.3, 40.4]",3920410,2,,,,-2.2018757,,Right Foot,,,,"[44.0, 22.2]",,Ground Pass,,22.541739,,,,Gideon Mensah,23615.0,,,,,,1,From Throw In,Salis Abdul Samed,31029.0,Left Defensive Midfield,5,Ghana,4885,"['7c7975d3-0cbe-495d-903b-3eec5d5f0c66', '5aa7b8dd-0eb3-4b03-9425-d1c1a727eb25']",52,,,,,,,,,,,,,,,,Ghana,4885,00:02:52.658,Pass,True
,,,,,,,,,,,,,,,,,1.10044,,,,,,,,,,,,,,,609388e4-fa32-4ecb-ab82-a2b7e0be6dd6,82,,"[44.0, 20.7]",3920410,2,,,,-0.9871605,,Left Foot,,,,"[54.5, 4.8]",,Ground Pass,,19.054132,,,,Jordan Ayew,3450.0,,,,,,1,From Throw In,Gideon Mensah,23615.0,Left Back,5,Ghana,4885,['04621acb-48c7-42ad-8084-63336ceef73d'],57,,,,,,,,,,,,,,,,Ghana,4885,00:02:57.483,Pass,
,,,,,,,,,,,,,,,,,1.26134,,,,,,,,,,,,,,,95a25738-538b-4f23-ab5f-0b45179142a6,90,,"[57.5, 12.4]",3920410,3,True,,,1.9148362,,Right Foot,,,,"[50.8, 31.1]",,Ground Pass,,19.864038,,,,Majeed Ashimeru,30693.0,,,,,Free Kick,1,From Free Kick,Salis Abdul Samed,31029.0,Left Defensive Midfield,6,Ghana,4885,['93274938-7fee-4bb5-be83-6c80c156f5b3'],10,,,,,,,,,,,,,,,,Ghana,4885,00:03:10.400,Pass,
,,,,,,,,,,,,,,,,,1.142447,,,,,,,,,,,,,,,df4cf865-95e5-432e-944c-07d209a1c36f,92,,"[50.8, 31.1]",3920410,3,,,,0.58052146,,Right Foot,,,,"[60.1, 37.2]",,Ground Pass,,11.12205,,,,Mohammed Kudus,17033.0,,,,,,1,From Free Kick,Majeed Ashimeru,30693.0,Right Defensive Midfield,6,Ghana,4885,['5277ddd6-3eb4-4a13-b4e3-4ed5b621ee11'],11,,,,,,,,,,,,,,,,Ghana,4885,00:03:11.851,Pass,
,,,,,,,,,,,,,,,,,1.790054,,,,,,,,,,,,,,,fddd78e0-65bc-4e8f-b79a-c4c53c7f08a7,95,,"[63.8, 38.5]",3920410,3,,,,2.2175548,,Left Foot,,,,"[49.0, 58.1]",,Ground Pass,,24.560131,,,,Alexander Djiku,2989.0,,,,,,1,From Free Kick,Mohammed Kudus,17033.0,Center Attacking Midfield,6,Ghana,4885,['faadea96-e7e8-4690-8529-53e5c9978116'],13,,,,,,,,,,,,,,,,Ghana,4885,00:03:13.357,Pass,
,,,,,,,,,,,,,,,,,1.318362,,,,,,,,,,,,,,,4aa1234b-5450-4c1c-81a3-d571f52552f4,98,,"[49.5, 58.1]",3920410,3,,,,1.2216136,,Left Foot,,,,"[56.6, 77.6]",,Ground Pass,,20.75235,,,,Denis Odoi,12259.0,,,,,,1,From Free Kick,Alexander Djiku,2989.0,Right Center Back,6,Ghana,4885,['0d0d683e-9c09-45cb-96d7-1679561888bc'],16,,,,,,,,,,,,,,,,Ghana,4885,00:03:16.310,Pass,
,,,,,,,,,,,,,,,,,1.362027,,,,,,,,,,,,,,,b6b99678-c808-4ac7-ba43-9881f96c5572,101,,"[59.2, 77.6]",3920410,3,,,,-0.7853982,,Right Foot,,,,"[64.2, 72.6]",,Ground Pass,,7.071068,,,,Majeed Ashimeru,30693.0,,,,,,1,From Free Kick,Denis Odoi,12259.0,Right Back,6,Ghana,4885,['99f06bd7-d182-43b7-8e14-dc03652846f0'],19,,,,,,,,,,,,,,,,Ghana,4885,00:03:19.739,Pass,
,,,,,,,,,,,,,,,,,0.943611,,,,,,,,,,,,,,,44ae9498-00fb-4163-8888-a95eb9a58b1c,103,,"[64.2, 72.4]",3920410,3,,,,-0.8665592,,Right Foot,,,,"[73.8, 61.1]",,Ground Pass,,14.827339,,,,Mohammed Kudus,17033.0,,,,,,1,From Free Kick,Majeed Ashimeru,30693.0,Right Defensive Midfield,6,Ghana,4885,['54083cb3-16bb-43da-80cb-11c1d95a3c68'],21,,,,,,,,,,,,,,,,Ghana,4885,00:03:21.101,Pass,
,,,,,,,,,,,,,,,,,0.783438,,,,,,,,,,,,,,,2c62dce0-6620-4e97-b7b7-989b0f1fbabd,105,,"[73.8, 61.1]",3920410,3,,,,-1.9696,,Left Foot,,,,"[67.1, 45.2]",,Ground Pass,,17.253984,,,,Salis Abdul Samed,31029.0,,,,,,1,From Free Kick,Mohammed Kudus,17033.0,Center Attacking Midfield,6,Ghana,4885,['577dd167-d4a1-43f1-9a79-ab36d68a6745'],22,,,,,,,,,,,,,,,,Ghana,4885,00:03:22.045,Pass,
,,,,,,,,,,,,,,,,,1.356862,,,,,,,,,,,,,,,8f3f452c-96e2-4846-9e3a-90a5436a03b6,112,,"[65.4, 57.7]",3920410,3,,,,0.7374001,,Left Foot,,,,"[77.4, 68.6]",,Ground Pass,,16.211416,,Incomplete,,Infren David da Conceição Matola,417067.0,,,,,,1,From Free Kick,Geny Cipriano Catamo,127300.0,Right Wing,6,Ghana,4885,"['f0757aaf-29f0-42fa-ae6e-11ed5c3ccfc5', 'a1328a1d-2d3c-43c0-ac59-d0c3c834f400']",29,,,,,,,,,,,,,,,,Mozambique,4978,00:03:29.071,Pass,
,,,,,,,,,,,,,,,,,2.88297,,,,,,,,,,,,,,,a1328a1d-2d3c-43c0-ac59-d0c3c834f400,114,,"[42.7, 11.5]",3920410,3,,,,-0.032775145,,Left Foot,,,,"[67.1, 10.7]",,Low Pass,,24.41311,,,,Jordan Ayew,3450.0,,,,,Interception,1,From Free Kick,Gideon Mensah,23615.0,Left Back,6,Ghana,4885,"['23fa79b4-5d57-45fb-9a0c-6a170eae81b7', '8f3f452c-96e2-4846-9e3a-90a5436a03b6']",30,,,,,,,,,,,,,,,,Ghana,4885,00:03:30.428,Pass,
