50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7719992d-e4e3-4c18-8460-2ee50ae28279,1,,,,3920412,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guinea,4892,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 182573, 'name': 'Ibrahim Kone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 131849, 'name': 'Antoine Conte'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 46008, 'name': 'Saidou Sow'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 16025, 'name': 'Mohamed Aly Camara'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 39073, 'name': 'Moriba Kourouma Kourouma'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 39559, 'name': 'Aguibou Camara'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 406457, 'name': 'Facinet Conte'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 25}, {'player': {'id': 8505, 'name': 'Naby Deco Keïta'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 9102, 'name': 'Serhou Guirassy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Guinea,4892,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e1b92f60-dabe-42a9-b8fe-15ff3064755e,2,,,,3920412,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guinea,4892,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 7379, 'name': 'Edouard Mendy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 20758, 'name': 'Krépin Diatta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 25759, 'name': 'Abdoulaye Seck'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 32915, 'name': 'Ismail Jakobs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 21026, 'name': 'Pape Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 2941, 'name': 'Ismaïla Sarr'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 50498, 'name': 'Pape Matar Sarr'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 18516, 'name': 'Habibou Mouhamadou Diallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Senegal,787,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,90f56239-24bd-451c-b9cc-e595e3867bb7,3,,,,3920412,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guinea,4892,['bcb4025b-30c8-434b-b0e9-13715c384711'],0,,,,,,,,,,,,,,,,,Senegal,787,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bcb4025b-30c8-434b-b0e9-13715c384711,4,,,,3920412,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guinea,4892,['90f56239-24bd-451c-b9cc-e595e3867bb7'],0,,,,,,,,,,,,,,,,,Guinea,4892,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2f9c5373-c881-4ca4-8d0e-1e901955a6a2,1616,,,,3920412,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Guinea,4892,['6b072cfd-cbf0-45ca-a9bd-7819f943c683'],0,,,,,,,,,,,,,,,,,Guinea,4892,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6b072cfd-cbf0-45ca-a9bd-7819f943c683,1617,,,,3920412,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Guinea,4892,['2f9c5373-c881-4ca4-8d0e-1e901955a6a2'],0,,,,,,,,,,,,,,,,,Senegal,787,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.001956,,,,,,,,,,,,29884af8-12e0-42e8-88b2-4503b49551d2,5,,,"[61.0, 40.1]",3920412,0,,,,,2.6868734,,Right Foot,,"[52.0, 44.5]",,Ground Pass,,10.017983,,,,Pape Matar Sarr,50498.0,,,,,Kick Off,1,From Kick Off,Habibou Mouhamadou Diallo,18516.0,Center Forward,2,Senegal,787,['f23bcc43-8096-444a-947b-23bdfc1fecf9'],1,,,,,,,,,,,,,,,,,Senegal,787,00:00:01.006,Pass,
,,,,,,,,,,,,,,,,,1.712613,,,,,,,,,,,,0f3edc66-d864-4d99-bef6-6354fc4e9421,8,,,"[50.8, 44.1]",3920412,0,,,,,-2.0518198,,Right Foot,,"[37.7, 19.0]",,Ground Pass,,28.312895,,,,Kalidou Koulibaly,5675.0,,,,,,1,From Kick Off,Pape Matar Sarr,50498.0,Right Center Midfield,2,Senegal,787,['295be0ab-f425-4826-b172-93a462f2d581'],2,,,,,,,,,,,,,,,,,Senegal,787,00:00:02.795,Pass,
,,,,,,,,,,,,,,,,,0.762399,,,,,,,,,,,,86e8103e-4710-4234-ab53-26a289105be4,11,,,"[35.8, 17.8]",3920412,0,,,,,0.9861951,,Right Foot,,"[40.3, 24.6]",,Ground Pass,,8.15414,,,,Nampalys Mendy,4506.0,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Senegal,787,['7738153b-1154-4d41-8632-70df80d323ea'],5,,,,,,,,,,,,,,,,,Senegal,787,00:00:05.444,Pass,
,,,,,,,,,,,,,,,,,1.502146,,,,,,,,,,,,fa2eecff-5b4e-4230-ba13-772138bbfd09,14,,,"[39.9, 24.2]",3920412,0,,,,,3.028673,,Right Foot,,"[30.2, 25.3]",,Ground Pass,,9.762172,,,,Abdoulaye Seck,25759.0,,,,,,1,From Kick Off,Nampalys Mendy,4506.0,Left Center Midfield,2,Senegal,787,['52ab34e6-cb08-4333-909d-c228c7f978c3'],6,,,,,,,,,,,,,,,,,Senegal,787,00:00:06.327,Pass,
,,,,,,,,,,,,,,,,,1.595404,,,,,,,,,,,,851249b9-a9fe-41ed-b486-2753d7deea4e,17,,,"[30.2, 32.1]",3920412,0,,,,,1.3696694,,Left Foot,,"[36.5, 63.0]",,Ground Pass,,31.535694,,,,Pape Gueye,21026.0,,,,,,1,From Kick Off,Abdoulaye Seck,25759.0,Right Center Back,2,Senegal,787,['dfc87486-7038-40b8-a9d7-c65252c3e3a9'],8,,,,,,,,,,,,,,,,,Senegal,787,00:00:08.647,Pass,
,,,,,,,,,,,,,,,,,2.052666,,,,,,,,,,,,5608ef8c-d7bb-4637-8e20-359064dac509,20,,,"[36.8, 58.1]",3920412,0,,,,,-1.4582518,,Right Foot,,"[41.4, 17.4]",,Ground Pass,,40.959126,,,,Kalidou Koulibaly,5675.0,,True,,,,1,From Kick Off,Pape Gueye,21026.0,Center Defensive Midfield,2,Senegal,787,['e6e0ffba-a373-4e57-b560-40ab6c8daf8f'],11,,,,,,,,,,,,,,,,,Senegal,787,00:00:11.988,Pass,
,,,,,,,,,,,,,,,,,1.553672,,,,,,,,,,,,bd466f92-9637-4d02-b5c3-0968db3cd171,23,,,"[40.7, 19.3]",3920412,0,,,,,1.8228923,,Right Foot,,"[37.3, 32.5]",,Ground Pass,,13.630847,,,,Abdoulaye Seck,25759.0,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Senegal,787,['c896d2f3-42ce-468e-816b-8a8b8a45f4e6'],16,,,,,,,,,,,,,,,,,Senegal,787,00:00:16.283,Pass,
,,,,,,,,,,,,,,,,,1.501661,,,,,,,,,,,,6b6f9b3c-7517-4392-b2ba-1ead0febc0f6,26,,,"[39.5, 40.0]",3920412,0,,,,,0.85059774,,Left Foot,,"[53.1, 55.5]",,Ground Pass,,20.62062,,,,Pape Matar Sarr,50498.0,,,,,,1,From Kick Off,Abdoulaye Seck,25759.0,Right Center Back,2,Senegal,787,['aa1b95f0-0f21-469b-a7b9-e045d0b7c55f'],19,,,,,,,,,,,,,,,,,Senegal,787,00:00:19.657,Pass,
,,,,,,,,,,,,,,,,,1.114301,,,,,,,,,,,,6c53dd40-2688-41ad-ad7f-ccac64094231,29,,,"[57.9, 62.3]",3920412,0,,,,,0.67267054,,Right Foot,,"[75.6, 76.4]",,Ground Pass,,22.629627,,,,Krépin Diatta,20758.0,,,,,,1,From Kick Off,Pape Matar Sarr,50498.0,Right Center Midfield,2,Senegal,787,['1bb512a5-74ac-4b8f-83f1-171f9e088b89'],22,,,,,,,,,,,,,,,,,Senegal,787,00:00:22.929,Pass,
,,,,,,,,,,,,,,,,,1.399259,,,,,,,,,,,,7844bcbb-e723-49f1-b86f-e52440682555,32,,,"[71.9, 75.7]",3920412,0,,,,,3.010124,,Right Foot,,"[59.8, 77.3]",,Ground Pass,,12.205327,,,,Pape Gueye,21026.0,,,,,,1,From Kick Off,Krépin Diatta,20758.0,Right Back,2,Senegal,787,['f51a637f-bfbb-40f6-9655-ed5eb6568f8d'],25,,,,,,,,,,,,,,,,,Senegal,787,00:00:25.284,Pass,
,,,,,,,,,,,,,,,,,1.403413,,,,,,,,,,,,d966207f-d22c-42a1-9f8f-727f4009510c,35,,,"[60.6, 74.3]",3920412,0,,,,,-2.125792,,Right Foot,,"[48.2, 54.3]",,Ground Pass,,23.532106,,,,Abdoulaye Seck,25759.0,,,,,,1,From Kick Off,Pape Gueye,21026.0,Center Defensive Midfield,2,Senegal,787,['d0645b30-7567-4d68-8658-b89e8b97b3e4'],27,,,,,,,,,,,,,,,,,Senegal,787,00:00:27.789,Pass,
,,,,,,,,,,,,,,,,,1.306841,,,,,,,,,,,,0ac2e7d7-51e2-42e5-b468-2d4625f1ecbd,38,,,"[49.2, 43.8]",3920412,0,,,,,-1.3108072,,Left Foot,,"[54.6, 23.5]",,Ground Pass,,21.00595,,,,Kalidou Koulibaly,5675.0,,,,,,1,From Kick Off,Abdoulaye Seck,25759.0,Right Center Back,2,Senegal,787,['deff7fe7-68e2-44cd-8d20-1debd70183d2'],30,,,,,,,,,,,,,,,,,Senegal,787,00:00:30.869,Pass,
,,,,,,,,,,,,,,,,,1.116696,,,,,,,,,,,,86b82fd4-a9ac-4fb3-a27d-0cc150b75f94,41,,,"[57.6, 16.7]",3920412,0,,,,,-0.55317795,,Right Foot,,"[75.9, 5.4]",,Ground Pass,,21.507673,,,,Ismail Jakobs,32915.0,,,,,,1,From Kick Off,Kalidou Koulibaly,5675.0,Left Center Back,2,Senegal,787,['9295d14d-a9bb-4df0-8dde-384ae08b16cb'],33,,,,,,,,,,,,,,,,,Senegal,787,00:00:33.490,Pass,
,,,,,,,,,,,,,,,,,0.399997,,,,,,,,,,,,801c56e5-f051-4427-9f4e-6ac4b912264e,45,,,"[75.6, 5.4]",3920412,0,,,,,2.1133757,,Left Foot,,"[71.5, 12.2]",,Ground Pass,,7.940403,,Unknown,,Nampalys Mendy,4506.0,,,,,,1,From Kick Off,Ismail Jakobs,32915.0,Left Back,2,Senegal,787,"['069da9cc-3c81-4e80-a857-83b07e8695a0', 'ca4a55ad-66d8-467f-a5ed-ff9c535947c7']",35,,,,,,,,,,,,,,,,,Senegal,787,00:00:35.120,Pass,True
,,,,,,,,,,,,,,,,,1.748509,,,,,,,,,,,,415b1327-126d-41df-a6f3-858629969b41,49,,,"[76.3, 6.1]",3920412,1,,,,,2.626267,,Left Foot,,"[53.7, 18.9]",,Ground Pass,,25.973063,,,,Pape Gueye,21026.0,,,,,Free Kick,1,From Free Kick,Ismail Jakobs,32915.0,Left Back,3,Senegal,787,['f8d8c898-163b-45e2-b667-5264a8e73f95'],10,,,,,,,,,,,,,,,,,Senegal,787,00:01:10.226,Pass,
,,,,,,,,,,,,,,,,,0.938889,,,,,,,,,,,,47b519dd-9305-4b0a-ba26-8c9713df1a66,52,,,"[56.0, 26.5]",3920412,1,,,,,-1.3232337,,Right Foot,,"[58.3, 17.4]",,Ground Pass,,9.38616,,,,Kalidou Koulibaly,5675.0,,,,,,1,From Free Kick,Pape Gueye,21026.0,Center Defensive Midfield,3,Senegal,787,['26dd8c22-9f71-470a-a0f7-1e85c5126664'],14,,,,,,,,,,,,,,,,,Senegal,787,00:01:14.653,Pass,
,,,,,,,,,,,,,,,,,1.379775,,,,,,,,,,,,ea051593-36ed-45be-9bf9-6530ec537ff3,56,,,"[60.2, 16.7]",3920412,1,,,,,-1.0034947,,Right Foot,,"[67.4, 5.4]",,Ground Pass,,13.398881,,,,Ismail Jakobs,32915.0,,,,,,1,From Free Kick,Kalidou Koulibaly,5675.0,Left Center Back,3,Senegal,787,"['76400769-6c46-4017-8f61-04d880cd6838', '37e55e33-0772-482e-bc5c-219ccf506b34']",16,,,,,,,,,,,,,,,,,Senegal,787,00:01:16.977,Pass,True
,,,,,,,,,,,,,,,,,1.337748,,,,,,,,,,,,29ff1b22-2d88-4614-8173-606f24b2a728,60,,,"[68.9, 5.4]",3920412,1,,,,,-0.7853982,,Left Foot,,"[74.2, 0.1]",,Ground Pass,,7.495332,,Out,,Sadio Mané,3629.0,,,,,,1,From Free Kick,Ismail Jakobs,32915.0,Left Back,3,Senegal,787,"['7a82adbd-d892-4312-8b38-370174847010', 'e31f6cdd-06ed-467e-a672-a851714ee611']",18,,,,,,,,,,,,,,,,,Senegal,787,00:01:18.437,Pass,True
,,,,,,,,,,,,,,,,,1.132527,,,,,,,,,,,,65517545-222b-42d6-b4ce-9058923b9113,62,,,"[45.6, 80.0]",3920412,1,,,,,-0.92835563,,,,"[56.9, 64.9]",,Low Pass,,18.86001,,Incomplete,,Serhou Guirassy,9102.0,,,,,Throw-in,1,From Throw In,Antoine Conte,131849.0,Right Back,4,Guinea,4892,"['80f82fbd-8b56-420f-abe7-7e169254acd5', '54e33496-b102-4edf-ab28-3b474b1a7122']",27,,,,,,,,,,,,,,,,,Guinea,4892,00:01:27.877,Pass,
,,,,,,,,,,,,,,,,,2.751923,,,,,,,,,,,,7712aa85-e4f2-45df-9604-b1b6b55e4b6d,70,,,"[57.3, 74.7]",3920412,1,,True,,,-2.7191203,,Right Foot,,"[35.5, 64.9]",,Ground Pass,,23.901464,,,,Saidou Sow,46008.0,,,,,Free Kick,1,From Free Kick,Antoine Conte,131849.0,Right Back,5,Guinea,4892,['4b1fbc5c-836c-43d5-84aa-a7bd45bc398a'],37,,,,,,,,,,,,,,,,,Guinea,4892,00:01:37.321,Pass,
,,,,,,,,,,,,,,,,,1.782316,,,,,,,,,,,,7466ae18-6e87-440f-b027-d650f469d3e8,72,,,"[31.3, 63.0]",3920412,1,,,,,-1.5595609,,Right Foot,,"[31.6, 36.3]",,Ground Pass,,26.701685,,,,Mohamed Aly Camara,16025.0,,,,,,1,From Free Kick,Saidou Sow,46008.0,Right Center Back,5,Guinea,4892,['b5ccf347-e686-40bc-8666-740f4b7d6cea'],41,,,,,,,,,,,,,,,,,Guinea,4892,00:01:41.401,Pass,
,,,,,,,,,,,,,,,,,1.649555,,,,,,,,,,,,78730aa1-d875-487d-85d0-7b1de49677d4,75,,,"[34.3, 27.6]",3920412,1,,,,,-1.4160795,,Right Foot,,"[37.7, 5.8]",,Ground Pass,,22.063545,,,,Issiaga Sylla,4352.0,,,,,,1,From Free Kick,Mohamed Aly Camara,16025.0,Left Center Back,5,Guinea,4892,['571fef0b-7351-4bcf-9a78-f5c6e700032d'],44,,,,,,,,,,,,,,,,,Guinea,4892,00:01:44.846,Pass,
,,,,,,,,,,,,,,,,,1.404063,,,,,,,,,,,,e6f9d586-f247-445e-8520-6febd1e84d95,78,,,"[39.2, 6.6]",3920412,1,,,,,2.5380204,,Right Foot,,"[26.0, 15.7]",,Ground Pass,,16.03278,,,,Mohamed Aly Camara,16025.0,,,,,,1,From Free Kick,Issiaga Sylla,4352.0,Left Back,5,Guinea,4892,['7b224047-6d15-4d69-9868-4266842eb05b'],46,,,,,,,,,,,,,,,,,Guinea,4892,00:01:46.530,Pass,
,,,,,,,,,,,,,,,,,2.317968,,,,,,,,,,,,9d7cb386-a09d-4efa-812b-d8004c024ee8,81,,,"[21.9, 15.2]",3920412,1,,,,,2.1160803,,Right Foot,,"[9.1, 36.3]",,Ground Pass,,24.678938,,,,Ibrahim Kone,182573.0,,,,,,1,From Free Kick,Mohamed Aly Camara,16025.0,Left Center Back,5,Guinea,4892,['4fca68ee-8388-471b-aa9b-2a894fe836b2'],49,,,,,,,,,,,,,,,,,Guinea,4892,00:01:49.143,Pass,
,,,,,,,,,,,,,,,,,0.998758,,,,,,,,,,,,475ce97c-d611-4468-9445-204fc73e470a,85,,,"[9.8, 38.9]",3920412,1,,,,,1.4606668,,Left Foot,,"[12.1, 59.7]",,Ground Pass,,20.926777,,,,Saidou Sow,46008.0,,,,,,1,From Free Kick,Ibrahim Kone,182573.0,Goalkeeper,5,Guinea,4892,"['77c9c198-00a0-4942-bf24-45917148b0ec', '66414b04-3973-49ad-b973-23f453a19960']",52,,,,,,,,,,,,,,,,,Guinea,4892,00:01:52.860,Pass,True
,,,,,,,,,,,,,,,,,2.035599,,,,,,,,,,,,4279e9ad-be8c-4d3e-a363-1e5f76cf95d8,88,,,"[12.9, 62.7]",3920412,1,,,,,0.020447047,,Right Foot,,"[61.8, 63.7]",,High Pass,,48.910225,,,,Aguibou Camara,39559.0,,,,,,1,From Free Kick,Saidou Sow,46008.0,Right Center Back,5,Guinea,4892,['6c66834c-5260-406c-a25d-92eab1e78f31'],54,,,,,,,,,,,,,,,,,Guinea,4892,00:01:54.995,Pass,
,,,,,,,,,,,,,,,,,0.561008,,,,,,,,,,,,dcf2876c-c623-4e78-ad41-4321c03794e9,97,,,"[61.8, 62.0]",3920412,2,,,,,-2.7659523,,Right Foot,,"[54.7, 59.2]",,Ground Pass,,7.632169,,,,Naby Deco Keïta,8505.0,,,,,,1,From Free Kick,Aguibou Camara,39559.0,Right Midfield,5,Guinea,4892,"['80240c92-40ee-450e-9e13-9c44044d54fd', 'f36e76c1-689c-4821-a94f-b3d65378140b']",0,,,,,,,,,,,,,,,,,Guinea,4892,00:02:00.887,Pass,True
,,,,,,,,,,,,,,,,,1.264017,,,,,,,,,,,,31d580ef-20b7-4d4e-9e51-db00ab3419de,100,,,"[54.3, 60.4]",3920412,2,,,,,1.4704155,,Left Foot,,"[55.7, 74.3]",,Ground Pass,,13.970325,,,,Antoine Conte,131849.0,,,,,,1,From Free Kick,Naby Deco Keïta,8505.0,Right Center Forward,5,Guinea,4892,['67852362-4b12-41a7-b729-c340fcace48c'],1,,,,,,,,,,,,,,,,,Guinea,4892,00:02:01.463,Pass,
,,,,,,,,,,,,,,,,,2.016321,,,,,,,,,,,,5ac6757c-577a-41d8-95ff-5369cf2ed143,103,,,"[55.4, 75.8]",3920412,2,,,,,-2.737228,,Left Foot,,"[32.5, 66.0]",,Ground Pass,,24.908834,,,,Saidou Sow,46008.0,,,,,,1,From Free Kick,Antoine Conte,131849.0,Right Back,5,Guinea,4892,['f5f689c8-95e4-4e30-a06a-26c351c09822'],4,,,,,,,,,,,,,,,,,Guinea,4892,00:02:04.575,Pass,
,,,,,,,,,,,,,,,,,1.331837,,,,,,,,,,,,a184f7ab-2908-46c7-a507-c4d717511393,106,,,"[33.2, 64.2]",3920412,2,,,,,-1.0993364,,Right Foot,,"[38.4, 54.0]",,Ground Pass,,11.449018,,,,Amadou Diawara,8284.0,,,,,,1,From Free Kick,Saidou Sow,46008.0,Right Center Back,5,Guinea,4892,['80c73f46-77bb-4019-b2eb-9fe618d03ea7'],7,,,,,,,,,,,,,,,,,Guinea,4892,00:02:07.220,Pass,
,,,,,,,,,,,,,,,,,0.750178,,,,,,,,,,,,89d6b9c8-2e0c-4afc-88d3-b02865467ef0,109,,,"[35.8, 49.9]",3920412,2,,,,,0.50817263,,Right Foot,,"[43.7, 54.3]",,Ground Pass,,9.042677,,,,Moriba Kourouma Kourouma,39073.0,,,,,,1,From Free Kick,Amadou Diawara,8284.0,Right Defensive Midfield,5,Guinea,4892,['19056ec6-18d9-41d4-ad0e-15a4e7aab329'],9,,,,,,,,,,,,,,,,,Guinea,4892,00:02:09.889,Pass,
,,,,,,,,,,,,,,,,,2.182841,,,,,,,,,,,,5d9fceda-ff13-4a89-96f0-dc2a662600bb,115,,,"[45.2, 66.0]",3920412,3,,,,,1.7226788,,Right Foot,,"[43.7, 75.8]",,Ground Pass,,9.914131,,,,Antoine Conte,131849.0,,,,,Recovery,1,Regular Play,Moriba Kourouma Kourouma,39073.0,Left Defensive Midfield,8,Guinea,4892,['a6e3443d-add1-427e-802b-b409e46cabfc'],28,,,,,,,,,,,,,,,,,Guinea,4892,00:03:28.343,Pass,
,,,,,,,,,,,,,,,,,1.157013,,,,,,,,,,,,281140c2-5f38-463e-9d4c-52291525339c,118,,,"[43.7, 75.1]",3920412,3,,,,,-2.7252634,,Right Foot,,"[29.0, 68.6]",,Ground Pass,,16.072958,,,,Saidou Sow,46008.0,,,,,,1,Regular Play,Antoine Conte,131849.0,Right Back,8,Guinea,4892,['06952115-1681-4897-9123-689e334524aa'],30,,,,,,,,,,,,,,,,,Guinea,4892,00:03:30.645,Pass,
,,,,,,,,,,,,,,,,,2.065485,,,,,,,,,,,,4237e570-c7d5-4325-881d-0c6aca44dca8,121,,,"[26.0, 60.4]",3920412,3,,,,,-2.2910693,,Right Foot,,"[8.8, 40.8]",,Ground Pass,,26.076809,,,,Ibrahim Kone,182573.0,,,,,,1,Regular Play,Saidou Sow,46008.0,Right Center Back,8,Guinea,4892,['dd6a0a1e-474f-4ab7-a730-a488b8bb2e4b'],36,,,,,,,,,,,,,,,,,Guinea,4892,00:03:36.656,Pass,
,,,,,,,,,,,,,,,,,3.055892,,,,,,,,,,,,c8cab77b-c0d5-42d0-b9d5-ce8a08a0454e,124,,,"[12.1, 43.8]",3920412,3,,,,,-0.49252045,,Right Foot,,"[66.7, 14.5]",,High Pass,,61.96491,,Incomplete,,Serhou Guirassy,9102.0,,,,,,1,Regular Play,Ibrahim Kone,182573.0,Goalkeeper,8,Guinea,4892,"['d7cc6856-f2b6-4dad-b48d-972d1afd4eeb', 'ed0c3343-accb-4995-9e41-21a6600e1bcb']",46,,,,,,,,,,,,,,,,,Guinea,4892,00:03:46.439,Pass,
,,,,,,,,,,,,,,,,,1.038855,,,,,,,,,,,,ed0c3343-accb-4995-9e41-21a6600e1bcb,127,,,"[53.4, 65.6]",3920412,3,,,,True,0.47469687,,,,"[60.6, 69.3]",,Low Pass,,8.09506,,,,Ismaïla Sarr,2941.0,,,,,Recovery,1,Regular Play,Abdoulaye Seck,25759.0,Right Center Back,8,Guinea,4892,"['05712b69-099f-410a-94c0-d5a6377100cf', '8f02aa76-3215-45eb-be93-8836bb3c7bfb', 'c8cab77b-c0d5-42d0-b9d5-ce8a08a0454e']",49,,,,,,,,,,,,,,,,,Senegal,787,00:03:49.495,Pass,True
,,,,,,,,,,,,,,,,,1.140921,,,,,,,,,,,,18ec2f98-7686-4fba-ba12-d25cc42d6d28,133,,,"[59.2, 11.5]",3920412,3,,,,True,0.32511756,,,,"[68.1, 14.5]",,Low Pass,,9.392018,,,,Serhou Guirassy,9102.0,,,,,,1,Regular Play,Issiaga Sylla,4352.0,Left Back,8,Guinea,4892,"['382bf160-7e37-407c-9a68-5fe34dd719f8', 'fc2a4a5a-8d2b-4e24-b71e-af9ca1fc5ea6']",51,,,,,,,,,,,,,,,,,Guinea,4892,00:03:51.849,Pass,True
,,,,,,,,,,,,,,,,,1.075977,,,,,,,,,,,,f506587e-09ef-4374-906b-c25022792988,136,,,"[68.1, 14.5]",3920412,3,,,,,3.1415927,,Right Foot,,"[53.1, 14.5]",,Ground Pass,,15.0,,,,Amadou Diawara,8284.0,,,,,,1,Regular Play,Serhou Guirassy,9102.0,Left Center Forward,8,Guinea,4892,['7cbf257b-7005-40c6-a831-897900be03f6'],53,,,,,,,,,,,,,,,,,Guinea,4892,00:03:53.030,Pass,
,,,,,,,,,,,,,,,,,0.666772,,,,,,,,,,,,b0c4c08a-2b4b-4989-877c-2770ed4d1d25,140,,,"[49.8, 16.4]",3920412,3,,,,,1.0929652,,Right Foot,,"[52.7, 22.0]",,Ground Pass,,6.306346,,,,Moriba Kourouma Kourouma,39073.0,,,,,,1,Regular Play,Amadou Diawara,8284.0,Right Defensive Midfield,8,Guinea,4892,"['8ed5ffb5-3f77-4757-af0a-200ce422d846', 'aa1005a9-6203-4e94-b960-b96cef1447be']",55,,,,,,,,,,,,,,,,,Guinea,4892,00:03:55.194,Pass,True
,,,,,,,,,,,,,,,,,2.937477,,,,,,,,,,,,13ee383d-295c-48fa-8a38-2f1e8a9ed23c,146,,,"[51.2, 22.0]",3920412,4,,True,,,-2.2027705,,Right Foot,,"[43.0, 10.8]",,Ground Pass,,13.880922,,,,Issiaga Sylla,4352.0,,,,,Free Kick,1,From Free Kick,Moriba Kourouma Kourouma,39073.0,Left Defensive Midfield,9,Guinea,4892,['c38d928a-1264-44c7-ab92-7e9a6ed97f2d'],5,,,,,,,,,,,,,,,,,Guinea,4892,00:04:05.634,Pass,
