50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.966985,,,,,,,,,,,,,d5018464-d3d5-4669-8208-968047fbf4e0,562,,"[63.8, 17.2]",3920385,13,,,,1.4824195,,Left Foot,,"[64.5, 25.1]",,Ground Pass,,7.930952,,,,Alfons Amade,23706.0,,,,,,,1,From Throw In,Reinildo Isnard Mandava,10848.0,Left Back,20,Mozambique,4978,['16fff510-854b-438c-940d-467e8a9bb81c'],31,,,,,,,,,,,,,,,,,Mozambique,4978,00:13:31.281,Pass,
,,,,,,,,,,,,,,,,,,1.481784,,,,,,,,,,,,,3d172868-576f-4234-b962-1e884ba5f1f5,565,,"[65.6, 14.6]",3920385,13,,,,-0.19189507,,Right Foot,,"[83.1, 11.2]",,Ground Pass,,17.827227,,,,Gildo Lourenço Vilanculos,106068.0,,,,,,,1,From Throw In,Alfons Amade,23706.0,Left Defensive Midfield,20,Mozambique,4978,['bf059690-5204-4442-a10f-bb96a4dd95c1'],33,,,,,,,,,,,,,,,,,Mozambique,4978,00:13:33.888,Pass,
,,,,,,,,,,,,,,,,,,1.239999,,,,,,,,,,,,,da54ab0f-c1dc-4af2-9bd1-bec675850dd4,568,,"[83.1, 11.2]",3920385,13,,,,-2.4242709,,Left Foot,,"[78.4, 7.1]",,Ground Pass,,6.2369866,,,,Alfons Amade,23706.0,,,,,,,1,From Throw In,Gildo Lourenço Vilanculos,106068.0,Left Midfield,20,Mozambique,4978,['99477873-5c72-4664-bc5b-07d03b42d623'],35,,,,,,,,,,,,,,,,,Mozambique,4978,00:13:35.410,Pass,
,,,,,,,,,,,,,,,,,,1.319999,,,,,,,,,,,,,a0521182-3674-4fcd-99fc-d2cda9f44e64,571,,"[80.6, 6.5]",3920385,13,,,,1.85292,,Right Foot,,"[76.6, 20.3]",,Ground Pass,,14.36802,,,,Ricardo Martins Guimarães,29482.0,,,,,,,1,From Throw In,Alfons Amade,23706.0,Left Defensive Midfield,20,Mozambique,4978,['6ad856f1-e5a5-49a8-a64d-f55a1a59944a'],38,,,,,,,,,,,,,,,,,Mozambique,4978,00:13:38.713,Pass,
,,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,e671fa65-6c38-4e18-a394-c593d6bd0fe4,574,,"[83.9, 15.8]",3920385,13,,,,-0.58235294,,Right Foot,,"[96.2, 7.7]",,Ground Pass,,14.727526,,,,Gildo Lourenço Vilanculos,106068.0,,,,,,,1,From Throw In,Ricardo Martins Guimarães,29482.0,Right Defensive Midfield,20,Mozambique,4978,['9a027acd-bc9d-41f0-b9e3-47a203d4bb54'],41,,,,,,,,,,,,,,,,,Mozambique,4978,00:13:41.233,Pass,
,,,,,,,,,,,,,,,,,,2.639998,,,,,,,,,,,,,04ccbe22-bdc4-4463-a50f-ddbae147edaa,577,,"[94.8, 5.1]",3920385,13,,,,0.24497867,,Left Foot,,"[120.0, 11.4]",,Ground Pass,,25.975565,,Out,,Ricardo Martins Guimarães,29482.0,,,,,,,1,From Throw In,Gildo Lourenço Vilanculos,106068.0,Left Midfield,20,Mozambique,4978,['c9b8a9a9-05be-4b06-bd8d-32520a8128f7'],43,,,,,,,,,,,,,,,,,Mozambique,4978,00:13:43.193,Pass,
,,,,,,,,,,,,,,,,,,1.250781,,,,,,,,,,,,,35dbea96-e282-497f-b9a8-64d6d10f413a,579,,"[4.2, 42.1]",3920385,13,,,,-1.1912869,,Right Foot,,"[11.1, 24.8]",,Ground Pass,,18.625252,,,,Mohamed Abdelmonem,69563.0,,,,,,Goal Kick,1,From Goal Kick,Mohamed El Sayed Mohamed El Shenawy Gomaa,5265.0,Goalkeeper,21,Egypt,774,['05cc491f-5649-43c8-90c1-643bcb78447d'],55,,,,,,,,,,,,,,,,,Egypt,774,00:13:55.781,Pass,
,,,,,,,,,,,,,,,,,,1.480575,,,,,,,,,,,,,db3edc0c-0634-46ab-a50a-7a967ced5196,582,,"[24.5, 21.0]",3920385,14,,,,1.6991196,,Right Foot,,"[20.9, 48.9]",,Ground Pass,,28.1313,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,,1,From Goal Kick,Mohamed Abdelmonem,69563.0,Left Center Back,21,Egypt,774,['925a1d93-b02f-4f86-9247-11d6250aa031'],3,,,,,,,,,,,,,,,,,Egypt,774,00:14:03.979,Pass,
,,,,,,,,,,,,,,,,,,1.762267,,,,,,,,,,,,,557513f6-0ce5-4d43-a86b-782e17f48562,585,,"[28.2, 55.2]",3920385,14,,,,0.6155581,,Right Foot,,"[54.5, 73.8]",,Ground Pass,,32.212574,,,,Ahmed Sayed,66878.0,,,,,,,1,From Goal Kick,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,21,Egypt,774,['cef98f55-a5c3-49b9-8bcf-85ffac313e9f'],7,,,,,,,,,,,,,,,,,Egypt,774,00:14:07.248,Pass,
,,,,,,,,,,,,,,,,,,1.683583,,,,,,,,,,,,,fa7759be-8f1f-46cd-a4c7-1d552aecfbba,588,,"[55.9, 76.8]",3920385,14,,,,-2.428532,,Right Foot,,"[48.5, 70.4]",,Ground Pass,,9.78366,,,,Mohamed Hany Gamal Eldemerdash,66892.0,,,,,,,1,From Goal Kick,Ahmed Sayed,66878.0,Right Wing,21,Egypt,774,['33deb7ea-2b4f-475e-9088-510172a9c0de'],11,,,,,,,,,,,,,,,,,Egypt,774,00:14:11.084,Pass,
,,,,,,,,,,,,,,,,,,2.483367,,,,,,,,,,,,,55acfd06-95ec-4569-a98e-ee5b11421d1d,591,,"[53.2, 70.4]",3920385,14,,,,-0.30021957,,Right Foot,,"[98.1, 56.5]",,High Pass,,47.002342,,,,Mohamed Salah,3531.0,,,,,,,1,From Goal Kick,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,21,Egypt,774,['e42df1c7-9cf0-4e38-a816-51cb6f1fc5ab'],14,,,,,,,,,,,,,,,,,Egypt,774,00:14:14.336,Pass,
,,,,,,,,,,,,,,,,,,0.999998,,,,,,,,,,,,,107f63aa-3edc-421a-aad3-2e50c509ca6a,598,,"[12.2, 19.4]",3920385,14,,,,2.109018,,Right Foot,,"[8.2, 26.1]",,Ground Pass,,7.8032045,,,,Edmilson Gabriel Dove,65742.0,,,,,,,1,From Goal Kick,Reinildo Isnard Mandava,10848.0,Left Back,21,Egypt,774,['ec479d8d-9c2f-4c37-a32d-15596c1d9603'],19,,,,,,,,,,,,,,,,,Mozambique,4978,00:14:19.410,Pass,
,,,,,,,,,,,,,,,,,,0.753972,,,,,,,,,,,,,242f4ce0-d7bd-4553-a449-86c698220f6f,601,,"[8.2, 26.1]",3920385,14,,,,-0.51180315,,Left Foot,,"[24.4, 17.0]",,Ground Pass,,18.580904,,Incomplete,,Gildo Lourenço Vilanculos,106068.0,,,,,,,1,From Goal Kick,Edmilson Gabriel Dove,65742.0,Left Center Back,21,Egypt,774,"['57bdc7f4-e569-421a-9c4d-1d8431243f9c', 'a69820f6-2ed4-4c28-82bc-4f2fa7ef1ce1']",22,,,,,,,,,,,,,,,,,Mozambique,4978,00:14:22.290,Pass,
,,,,,,,,,,,,,,,,,,0.769992,,,,,,,,,,,,,2f36b857-2bc8-4dff-9444-9cb1e23649ec,605,,"[97.3, 62.7]",3920385,14,,,,-0.6998929,,Right Foot,,"[106.8, 54.7]",,Ground Pass,,12.419743,,,,Mohamed Salah,3531.0,,,,,,,1,From Goal Kick,Ahmed Sayed,66878.0,Right Wing,21,Egypt,774,['f422eae4-16ab-4ff3-812f-708e0f1cec48'],24,,,,,,,,,,,,,,,,,Egypt,774,00:14:24.208,Pass,
,,,,,,,,,,,,,,,,,,1.423277,,,,,,,,,,,,,180b7416-3db0-46d7-a1d1-85cc50b5316e,609,,"[106.2, 54.8]",3920385,14,,,,-1.7947009,,Right Foot,,"[103.9, 44.7]",,Low Pass,,10.358571,,,,Mostafa Mohamed Ahmed Abdallah,66886.0,,,,,,,1,From Goal Kick,Mohamed Salah,3531.0,Center Attacking Midfield,21,Egypt,774,['99910923-4f54-4eb3-b5ba-2b7798236d1f'],25,,,,,,,,,,,,,,,,,Egypt,774,00:14:25.005,Pass,
,,,,,,,,,,,,,,,,,,1.02372,,,,,,,,,,,,,dbcb6558-b3bc-4d37-8473-4c734e2ae0de,612,,"[101.0, 46.3]",3920385,14,,,,-2.496444,59ec0af2-dd50-405b-be8a-d3c45124f50b,Right Foot,,"[91.3, 39.0]",,Ground Pass,,12.140017,,,,Hamdi Fathi,66887.0,True,,,,,,1,From Goal Kick,Mostafa Mohamed Ahmed Abdallah,66886.0,Center Forward,21,Egypt,774,['c754e0f5-d76b-4c0e-b5b8-53717bea796e'],27,,,,,,,,,,,,,,,,,Egypt,774,00:14:27.174,Pass,
,,,,,,,,,,,,,,,,,,1.775105,,,,,,,,,,,,,383b7754-75e7-41ab-8a35-77491b0ef46e,618,,"[102.4, 80.0]",3920385,14,,,,-0.5848776,,,,"[117.2, 70.2]",,Low Pass,,17.750492,,,,Ahmed Sayed,66878.0,,,,,,Throw-in,1,From Throw In,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,22,Egypt,774,['f8462db1-52cb-4ca8-baf4-14ebc4cb06a6'],54,,,,,,,,,,,,,,,,,Egypt,774,00:14:54.307,Pass,
,,,,,,,,,,,,,,,,,,2.204974,,,,,,,,,,,,,33a6b47e-9d32-43c4-9f6f-36fc2ef257c0,623,,"[117.2, 69.5]",3920385,14,,,,-1.9162294,,Right Foot,True,"[106.8, 40.6]",,High Pass,,30.714329,,Incomplete,,Mahmoud Ibrahim Hassan,5261.0,,,,,,,1,From Throw In,Ahmed Sayed,66878.0,Right Wing,22,Egypt,774,"['62698404-d4ff-4bae-b73d-cb3768c23b9e', 'a1dd7178-2f8c-4d6c-b1b3-6968e898b830', '67a21ede-db9d-4965-85a3-6d65393d58be']",56,,,,,,,,,,,,,,,,,Egypt,774,00:14:56.122,Pass,True
,,,,,,,,,,,,,,,,,,2.254439,,,,,,,,,,,,,06c5dafe-f255-4e2e-90c1-c0a708b9384e,636,,"[79.5, 51.4]",3920385,15,,,,-1.920099,,Right Foot,,"[74.0, 36.3]",,Low Pass,,16.070469,,,,Mohamed Hamdy Sharaf,70835.0,,,,,,Recovery,1,From Throw In,Mohamed Naser Elsayed Elneny,3568.0,Right Defensive Midfield,22,Egypt,774,['c87ad3c3-d117-42a6-9825-1f965003d6f3'],3,,,,,,,,,,,,,,,,,Egypt,774,00:15:03.243,Pass,
,,,,,,,,,,,,,,,,,,0.910164,,,,,,,,,,,,,ce690c97-67c5-42fd-b96f-bfa5b2777923,639,,"[73.8, 36.4]",3920385,15,,,,0.670122,,Head,,"[79.1, 40.6]",,High Pass,,6.762396,,,,Hamdi Fathi,66887.0,,,,,,,1,From Throw In,Mohamed Hamdy Sharaf,70835.0,Left Back,22,Egypt,774,"['10c4e900-e88e-4cb0-9d76-2b7a66185fd0', '22037d63-52f6-48df-bcf1-50854c6561db']",5,,,,,,,,,,,,,,,,,Egypt,774,00:15:05.497,Pass,True
,,,,,,,,,,,,,,,,,,1.932808,,,,,,,,,,,,,e2f6d8ab-5aef-4c0b-994d-ba7f8d167b48,643,,"[76.3, 40.3]",3920385,15,,,,-2.7443793,,Right Foot,,"[55.8, 31.7]",,Ground Pass,,22.230835,,,,Mohamed Abdelmonem,69563.0,,,,,,,1,From Throw In,Hamdi Fathi,66887.0,Left Defensive Midfield,22,Egypt,774,['6b67e91e-2ddf-4021-bfce-91a75e8c58a0'],7,,,,,,,,,,,,,,,,,Egypt,774,00:15:07.324,Pass,
,,,,,,,,,,,,,,,,,,2.888958,,,,,,,,,,,,,1a90bd5a-6c76-4d9a-80bc-9f32583f0a99,647,,"[50.4, 26.8]",3920385,15,,,,2.8832345,,Right Foot,,"[17.1, 35.6]",,Ground Pass,,34.443142,,,,Mohamed El Sayed Mohamed El Shenawy Gomaa,5265.0,,,,,,,1,From Throw In,Mohamed Abdelmonem,69563.0,Left Center Back,22,Egypt,774,"['39c5d43a-6b2f-4e99-b26b-78a00c96ebfb', 'edbe8d5d-07b4-458a-b850-5ffe2d48d503']",10,,,,,,,,,,,,,,,,,Egypt,774,00:15:10.343,Pass,True
,,,,,,,,,,,,,,,,,,2.347353,,,,,,,,,,,,,e9c84b4e-4537-463f-8004-4169785830fc,650,,"[17.1, 35.6]",3920385,15,,,,-0.94803554,,Right Foot,,"[30.6, 16.8]",,Ground Pass,,23.144978,,,,Mohamed Abdelmonem,69563.0,,,,,,,1,From Throw In,Mohamed El Sayed Mohamed El Shenawy Gomaa,5265.0,Goalkeeper,22,Egypt,774,['785ee20c-2610-4565-b3c0-66439a3523b1'],14,,,,,,,,,,,,,,,,,Egypt,774,00:15:14.401,Pass,
,,,,,,,,,,,,,,,,,,1.900269,,,,,,,,,,,,,914d269b-e824-4a22-88a5-e0d0fedfeb4e,653,,"[30.2, 12.4]",3920385,15,,,,-0.5008206,,Right Foot,,"[49.2, 2.0]",,Ground Pass,,21.6601,,,,Mohamed Hamdy Sharaf,70835.0,,,,,,,1,From Throw In,Mohamed Abdelmonem,69563.0,Left Center Back,22,Egypt,774,['310db030-0323-4705-b313-87b842672d33'],18,,,,,,,,,,,,,,,,,Egypt,774,00:15:18.298,Pass,
,,,,,,,,,,,,,,,,,,1.451237,,,,,,,,,,,,,6809b8ce-fe97-4130-8023-e4173f9d9b59,656,,"[47.2, 2.0]",3920385,15,,,,2.685819,,Left Foot,,"[31.9, 9.5]",,Ground Pass,,17.039366,,,,Mohamed Abdelmonem,69563.0,,,,,,,1,From Throw In,Mohamed Hamdy Sharaf,70835.0,Left Back,22,Egypt,774,['5613ac87-0d17-4470-b6f7-5a9a73c4b8ff'],20,,,,,,,,,,,,,,,,,Egypt,774,00:15:20.316,Pass,
,,,,,,,,,,,,,,,,,,2.55557,,,,,,,,,,,,,036f78b3-9998-4861-99d8-d905e897e14d,659,,"[31.2, 16.2]",3920385,15,,,,1.6445087,,Left Foot,,"[28.8, 48.7]",,Ground Pass,,32.588493,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,,1,From Throw In,Mohamed Abdelmonem,69563.0,Left Center Back,22,Egypt,774,['e538d85b-915e-410e-8786-d60902321891'],23,,,,,,,,,,,,,,,,,Egypt,774,00:15:23.791,Pass,
,,,,,,,,,,,,,,,,,,1.876966,,,,,,,,,,,,,954041d7-9989-4761-aca1-d3ea3ff00256,662,,"[28.4, 58.4]",3920385,15,,,,0.90534085,,Right Foot,,"[41.9, 75.6]",,Ground Pass,,21.865269,,,,Mohamed Hany Gamal Eldemerdash,66892.0,,,,,,,1,From Throw In,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,22,Egypt,774,['c413a7fb-0ace-420d-ad39-0af96e9b83fd'],27,,,,,,,,,,,,,,,,,Egypt,774,00:15:27.732,Pass,
,,,,,,,,,,,,,,,,,,1.957346,,,,,,,,,,,,,cb1fa09f-fc10-4010-89f7-74cf122a10ec,665,,"[44.7, 75.6]",3920385,15,,,,-0.10646613,,Right Foot,,"[84.0, 71.4]",,High Pass,,39.52379,,,,Mohamed Salah,3531.0,,,,,,,1,From Throw In,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,22,Egypt,774,['c6beddb0-b7cb-45a9-8a4a-a0277de6cc37'],30,,,,,,,,,,,,,,,,,Egypt,774,00:15:30.647,Pass,
,,,,,,,,,,,,,,,,,,1.863337,,,,,,,,,,,,,e767de4e-8915-4c61-9aa0-5cb3ac8dc4e3,671,,"[104.6, 80.0]",3920385,15,,,,-1.6368159,,,,"[103.0, 55.8]",,High Pass,,24.252834,,Incomplete,,Mohamed Salah,3531.0,,,,,,Throw-in,1,From Throw In,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,23,Egypt,774,"['e1590d8d-e4c4-4d5c-b4c1-0749e1f533c5', '86b14440-ac40-4f80-8686-a7d8c6986174']",55,,,,,,,,,,,,,,,,,Egypt,774,00:15:55.980,Pass,
,,,,,,,,,,,,,,,,,,0.959998,,,,,,,,,,,,,70c198be-c38e-43ce-907b-ac324c26db7f,676,,"[22.0, 27.8]",3920385,15,,,,-0.76008713,,Right Foot,,"[30.1, 20.1]",,Ground Pass,,11.175867,,,,Elias Gaspar Pelembe,106074.0,,,,,,,1,Regular Play,Reinildo Isnard Mandava,10848.0,Left Back,24,Mozambique,4978,['3bd7b5cd-a40f-4ca0-acbf-259a77cc53cc'],58,,,,,,,,,,,,,,,,,Mozambique,4978,00:15:58.961,Pass,
,,,,,,,,,,,,,,,,,,5.599995,,,,,,,,,,,,,1bba0865-751e-421e-aea4-ccfafe865361,682,,"[31.1, 29.2]",3920385,16,True,,,1.5467046,,Right Foot,,"[31.5, 45.8]",,Ground Pass,,16.604818,,,,Edson André Sitoe,3250.0,,,,,,Free Kick,1,From Free Kick,Alfons Amade,23706.0,Left Defensive Midfield,25,Mozambique,4978,['bbeb81bd-a813-480f-86dd-1e56625946a9'],12,,,,,,,,,,,,,,,,,Mozambique,4978,00:16:12.089,Pass,
,,,,,,,,,,,,,,,,,,2.439999,,,,,,,,,,,,,e40d98e2-dd45-4732-b4cb-c1474ea35d5d,684,,"[31.5, 45.8]",3920385,16,,,,1.2168638,,Right Foot,,"[42.4, 75.3]",,Ground Pass,,31.449324,,,,Domingos João Macandza,389641.0,,,,,,,1,From Free Kick,Edson André Sitoe,3250.0,Right Center Back,25,Mozambique,4978,['ec188f5c-e481-4676-bf24-ba084746b481'],19,,,,,,,,,,,,,,,,,Mozambique,4978,00:16:19.719,Pass,
,,,,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,,e89335b5-f293-44cd-ac42-f303b353ffc5,687,,"[55.8, 75.5]",3920385,16,,,,-2.819842,,Right Foot,,"[38.4, 69.7]",,Ground Pass,,18.341211,,,,Edson André Sitoe,3250.0,,,,,,,1,From Free Kick,Domingos João Macandza,389641.0,Right Back,25,Mozambique,4978,['eed27df3-fc55-418c-8dbf-aed7ccc2794e'],25,,,,,,,,,,,,,,,,,Mozambique,4978,00:16:25.327,Pass,
,,,,,,,,,,,,,,,,,,1.80106,,,,,,,,,,,,,8e5cb566-1b64-4c50-b550-09aedbf00efd,690,,"[38.4, 62.3]",3920385,16,,,,-1.7089076,,Right Foot,,"[34.8, 36.4]",,Ground Pass,,26.148996,,,,Edmilson Gabriel Dove,65742.0,,,,,,,1,From Free Kick,Edson André Sitoe,3250.0,Right Center Back,25,Mozambique,4978,['81e9d90d-0f7d-414a-be40-f67d872510ea'],28,,,,,,,,,,,,,,,,,Mozambique,4978,00:16:28.727,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,37b683fe-bbc8-4223-9182-f245ba1e3438,693,,"[34.6, 23.1]",3920385,16,,,,-0.845156,,Left Foot,,"[51.1, 4.5]",,Ground Pass,,24.863829,,,,Reinildo Isnard Mandava,10848.0,,,,,,,1,From Free Kick,Edmilson Gabriel Dove,65742.0,Left Center Back,25,Mozambique,4978,['4a4502a4-68a8-4cfd-aede-56bcd6a0c002'],31,,,,,,,,,,,,,,,,,Mozambique,4978,00:16:31.648,Pass,
,,,,,,,,,,,,,,,,,,1.352407,,,,,,,,,,,,,4dbfcbe3-5c40-4cc5-8ed7-a2b245128bf3,696,,"[50.3, 9.2]",3920385,16,,,,1.6475682,,Right Foot,,"[49.4, 20.9]",,Ground Pass,,11.734565,,,,Edmilson Gabriel Dove,65742.0,,,,,,,1,From Free Kick,Reinildo Isnard Mandava,10848.0,Left Back,25,Mozambique,4978,['e0517b8f-ceac-4146-832f-061782e2db21'],34,,,,,,,,,,,,,,,,,Mozambique,4978,00:16:34.352,Pass,
,,,,,,,,,,,,,,,,,,3.599999,,,,,,,,,,,,,aba33ce9-23dd-4b7d-b04e-f324e47cb3ea,699,,"[42.2, 22.3]",3920385,16,,,,2.1569357,,Left Foot,,"[17.5, 59.5]",,Ground Pass,,44.653442,,,,Edson André Sitoe,3250.0,,,,,,,1,From Free Kick,Edmilson Gabriel Dove,65742.0,Left Center Back,25,Mozambique,4978,['b72d94bf-912b-4989-8016-553b5b826b6c'],42,,,,,,,,,,,,,,,,,Mozambique,4978,00:16:42.345,Pass,
,,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,10203760-a1a2-481b-963a-fc42acd95ab6,702,,"[22.8, 71.0]",3920385,16,,,,0.26625204,,Right Foot,,"[44.8, 77.0]",,Ground Pass,,22.803509,,,,Domingos João Macandza,389641.0,,,,,,,1,From Free Kick,Edson André Sitoe,3250.0,Right Center Back,25,Mozambique,4978,['301a523e-9093-4ffe-8055-6710ece4dd26'],49,,,,,,,,,,,,,,,,,Mozambique,4978,00:16:49.545,Pass,
,,,,,,,,,,,,,,,,,,0.839997,,,,,,,,,,,,,66ebf0ce-d4e7-408c-9f13-f7c2fa3c52fe,708,,"[51.7, 80.0]",3920385,17,,,,-1.5707964,,,,"[51.7, 73.4]",,Low Pass,,6.6,,,,Alfons Amade,23706.0,,,,,,Throw-in,1,From Throw In,Domingos João Macandza,389641.0,Right Back,26,Mozambique,4978,['d722d2fb-1870-43a8-b10c-be4ee123c7a6'],6,,,,,,,,,,,,,,,,,Mozambique,4978,00:17:06.072,Pass,
,,,,,,,,,,,,,,,,,,1.359997,,,,,,,,,,,,,8b47265a-7310-409e-a2c4-9a652d630bda,711,,"[43.8, 64.8]",3920385,17,,,,-2.7773147,,Right Foot,,"[29.9, 59.5]",,Ground Pass,,14.876156,,,,Ricardo Martins Guimarães,29482.0,,,,,,,1,From Throw In,Alfons Amade,23706.0,Left Defensive Midfield,26,Mozambique,4978,['31492670-da7d-4f47-92e0-7677dba7589c'],9,,,,,,,,,,,,,,,,,Mozambique,4978,00:17:09.743,Pass,
,,,,,,,,,,,,,,,,,,3.199998,,,,,,,,,,,,,b7a08f13-1113-45a8-9d2b-c3a5492f5275,714,,"[28.8, 56.4]",3920385,17,,,,-1.4428812,,Right Foot,,"[32.8, 25.3]",,Ground Pass,,31.35618,,,,Edmilson Gabriel Dove,65742.0,,,,,,,1,From Throw In,Ricardo Martins Guimarães,29482.0,Right Defensive Midfield,26,Mozambique,4978,['69595b01-3f9f-4e29-9614-5ee3d031db27'],12,,,,,,,,,,,,,,,,,Mozambique,4978,00:17:12.103,Pass,
,,,,,,,,,,,,,,,,,,0.679997,,,,,,,,,,,,,9b77db75-f1df-426a-a4cd-39bb63462d40,718,,"[61.8, 7.7]",3920385,17,,,,0.27651393,,Left Foot,,"[76.6, 11.9]",,Ground Pass,,15.384408,,,,Gildo Lourenço Vilanculos,106068.0,,,,,,,1,From Throw In,Edmilson Gabriel Dove,65742.0,Left Center Back,26,Mozambique,4978,"['a5c0119d-7266-41c3-918c-d78515f75bcc', 'c5151f88-cca4-4a78-b160-84d526177c35']",19,,,,,,,,,,,,,,,,,Mozambique,4978,00:17:19.703,Pass,True
,,,,,,,,,,,,,,,,,,1.039986,,,,,,,,,,,,,5987a933-6121-4312-b5cb-73482dde14a3,722,,"[76.0, 11.0]",3920385,17,,,,-0.7033907,,Left Foot,,"[83.9, 4.3]",,Ground Pass,,10.358571,,,,Reinildo Isnard Mandava,10848.0,,,,,,,1,From Throw In,Gildo Lourenço Vilanculos,106068.0,Left Midfield,26,Mozambique,4978,['c360cbe1-0603-45f3-a2ab-2784e6599fd6'],20,,,,,,,,,,,,,,,,,Mozambique,4978,00:17:20.463,Pass,
,,,,,,,,,,,,,,,,,,1.811579,,,,,,,,,,,,,5773d0a2-a4b3-41ba-8a0d-2293147d462d,725,,"[103.3, 10.3]",3920385,17,,,,1.3802034,6d2c9287-0ec7-4cc3-8004-663a9f1b3a75,Left Foot,True,"[110.4, 47.1]",,High Pass,,37.47866,,,,Witiness Chimoio João Quembo,10865.0,True,,,,,,1,From Throw In,Reinildo Isnard Mandava,10848.0,Left Back,26,Mozambique,4978,['0f421318-8f9f-458a-876d-0488352390c9'],24,,,,,,,,,,,,,,,,,Mozambique,4978,00:17:24.382,Pass,
,,,,,,,,,,,,,,,,,,1.825392,,,,,,,,,,,,,cce0909a-824b-4030-9edb-bed92bfd8164,734,,"[3.8, 38.0]",3920385,17,True,,,1.33792,,Left Foot,,"[7.5, 53.6]",,Ground Pass,,16.03278,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,Goal Kick,1,From Goal Kick,Mohamed El Sayed Mohamed El Shenawy Gomaa,5265.0,Goalkeeper,27,Egypt,774,['5def90cd-8049-421e-b0b6-88c2952ee478'],55,,,,,,,,,,,,,,,,,Egypt,774,00:17:55.764,Pass,
,,,,,,,,,,,,,,,,,,1.496867,,,,,,,,,,,,,c9252747-e699-425d-b6b9-953e990b6bbc,736,,"[10.7, 56.0]",3920385,17,,,,1.0188477,,Right Foot,,"[22.4, 75.0]",,Ground Pass,,22.313448,,,,Mohamed Hany Gamal Eldemerdash,66892.0,,,,,,,1,From Goal Kick,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,27,Egypt,774,['859d254d-a0c9-495b-afcd-0bdb73d99589'],58,,,,,,,,,,,,,,,,,Egypt,774,00:17:58.476,Pass,
,,,,,,,,,,,,,,,,,,0.23939,,,,,,,,,,,,,3cb3ca53-b7e7-4ef1-9545-4f0ddd9f2335,740,,"[20.8, 77.1]",3920385,18,,,,-0.5260664,,Right Foot,,"[23.9, 75.3]",,Ground Pass,,3.5846896,,Incomplete,,,,,,,,,,1,From Goal Kick,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,27,Egypt,774,['e84be185-2da1-406d-a217-864a6427b85d'],0,,,,,,,,,,,,,,,,,Egypt,774,00:18:00.855,Pass,
,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,2fcd5bc0-80e7-488b-8303-fef6ca1eb2e8,743,,"[97.7, 15.0]",3920385,18,,,,0.36254424,,Right Foot,,"[100.6, 16.1]",,Ground Pass,,3.1016126,,,,Stanley Ratifo,127547.0,,,,,,Recovery,1,Regular Play,Elias Gaspar Pelembe,106074.0,Center Attacking Midfield,28,Mozambique,4978,['be78ba06-e654-454d-9d1d-c281952ef291'],2,,,,,,,,,,,,,,,,,Mozambique,4978,00:18:02.541,Pass,
