50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.848616,,,,,,,,,,133ca871-1c1b-497b-a4d5-9994b824a2d2,1054,,,"[56.1, 62.2]",3920400,32,,,,-1.836875,,Right Foot,,,"[42.8, 13.4]",,Ground Pass,,50.579937,,,Abdou Diallo,8553.0,,True,,,,1,From Free Kick,Pape Matar Sarr,50498.0,Right Center Midfield,67,Senegal,787,['b081166b-c635-4728-be08-321a96f00017'],53,,,,,,,,,,,,,,,,,,Senegal,787,00:32:53.697,Pass,
,,,,,,,,,,,,,,,,,2.034394,,,,,,,,,,e27a85ad-953c-4199-8bd1-28cb37604c0a,1057,,,"[41.8, 17.5]",3920400,32,,,,0.16697016,,Left Foot,,,"[68.5, 22.0]",,Ground Pass,,27.07656,,,Sadio Mané,3629.0,,,,,,1,From Free Kick,Abdou Diallo,8553.0,Left Center Back,67,Senegal,787,['202f0fb9-b35c-4e6e-aa29-aed45c5056a8'],57,,,,,,,,,,,,,,,,,,Senegal,787,00:32:57.115,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,8ff48c4f-ca16-4d8a-9f00-baf35aca5e40,1061,,,"[60.8, 20.9]",3920400,33,,,,-3.03574,,Left Foot,,,"[44.8, 19.2]",,Ground Pass,,16.09006,,,Abdou Diallo,8553.0,,,,,,1,From Free Kick,Sadio Mané,3629.0,Left Midfield,67,Senegal,787,['3e183022-5851-4115-9491-74210e21945c'],2,,,,,,,,,,,,,,,,,,Senegal,787,00:33:02.632,Pass,
,,,,,,,,,,,,,,,,,0.7251,,,,,,,,,,efe88fce-29fd-4c1b-bfd4-7f3f080622e6,1064,,,"[51.0, 20.0]",3920400,33,,,,0.5783255,,Left Foot,,,"[58.2, 24.7]",,Ground Pass,,8.598256,,,Sadio Mané,3629.0,,,,,,1,From Free Kick,Abdou Diallo,8553.0,Left Center Back,67,Senegal,787,['fd657f0f-7cab-45e0-9ccf-99ab954f4cd4'],6,,,,,,,,,,,,,,,,,,Senegal,787,00:33:06.132,Pass,
,,,,,,,,,,,,,,,,,1.000413,,,,,,,,,,3ebef6b1-fead-4fa1-9fce-7b50a0d2c299,1068,,,"[62.5, 29.9]",3920400,33,,,,0.14784937,,Right Foot,,,"[76.6, 32.0]",,Ground Pass,,14.255526,,,Habibou Mouhamadou Diallo,18516.0,,,,,,1,From Free Kick,Sadio Mané,3629.0,Left Midfield,67,Senegal,787,['04f0ae16-2161-4a81-8a18-fa97bed15710'],8,,,,,,,,,,,,,,,,,,Senegal,787,00:33:08.766,Pass,
,,,,,,,,,,,,,,,,,2.853002,,,,,,,,,,b7bd560b-4bb8-4a21-aad5-7cf9befafa42,1071,,,"[76.0, 31.8]",3920400,33,,,,1.6853999,,Right Foot,,,"[72.8, 59.6]",,Ground Pass,,27.983566,,,Sadio Mané,3629.0,,,,,,1,From Free Kick,Habibou Mouhamadou Diallo,18516.0,Center Forward,67,Senegal,787,"['0caac1e5-caa8-4434-a546-6b9531293e89', 'b7c4201f-3b14-49bb-a315-5d95dde7919d']",9,,,,,,,,,,,,,,,,,,Senegal,787,00:33:09.767,Pass,True
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,e08e97ad-c034-4e8e-9224-472282e7005d,1074,,,"[71.9, 62.4]",3920400,33,,,,0.52839,,Right Foot,,,"[91.6, 73.9]",,Ground Pass,,22.810963,,,Krépin Diatta,20758.0,,,,,,1,From Free Kick,Sadio Mané,3629.0,Left Midfield,67,Senegal,787,['8e904fa3-eeaf-4d56-9f27-4ce6b8fa4484'],12,,,,,,,,,,,,,,,,,,Senegal,787,00:33:12.894,Pass,
,,,,,,,,,,,,,,,,,1.675962,,,,,,,,,,5294ee5c-1362-4d43-a875-f3c9bbf6ff79,1077,,,"[92.0, 75.2]",3920400,33,,,,-2.8944952,,Right Foot,,,"[80.9, 72.4]",,Ground Pass,,11.447707,,,Sadio Mané,3629.0,,,,,,1,From Free Kick,Krépin Diatta,20758.0,Right Back,67,Senegal,787,['c878eee3-2b56-427b-8afd-6ee4c4b18fa7'],15,,,,,,,,,,,,,,,,,,Senegal,787,00:33:15.297,Pass,
,,,,,,,,,,,,,,,,,1.378488,,,,,,,,,,66118197-c608-4144-af9e-1f9ed3f57dc8,1080,,,"[80.5, 73.1]",3920400,33,,,,-1.0524483,,Right Foot,,,"[88.2, 59.6]",,Ground Pass,,15.541557,,,Ismaïla Sarr,2941.0,,,,,,1,From Free Kick,Sadio Mané,3629.0,Left Midfield,67,Senegal,787,['71a1b5f4-f550-4b02-8f96-278fd051ef94'],18,,,,,,,,,,,,,,,,,,Senegal,787,00:33:18.129,Pass,
,,,,,,,,,,,,,,,,,1.775244,,,,,,,,,,958a08b4-d716-4cad-9463-024979fe8e8d,1086,,,"[82.8, 63.0]",3920400,34,,,,-0.80049133,,Right Foot,,,"[108.9, 36.1]",,High Pass,,37.48093,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Krépin Diatta,20758.0,Right Back,68,Senegal,787,['46b24aaf-66f0-4bd6-a428-714efc3fcf35'],21,,,,,,,,,,,,,,,,,,Senegal,787,00:34:21.756,Pass,
,,,,,,,,,,,,,,,,,6.468768,,,,,,,,,,65ea8a4a-fc60-4bc4-a825-11756ff9eeb8,1089,,,"[14.6, 47.0]",3920400,34,,,,-0.1391805,,Drop Kick,,,"[107.4, 34.0]",,High Pass,,93.70614,Incomplete,,Frank Magri,189348.0,,,,,,1,From Keeper,André Onana,8064.0,Goalkeeper,69,Cameroon,2722,"['d5161222-6ff4-4f63-9f92-4643647b30e5', 'ec36ccfb-e775-4cbf-8bd9-4ae0c2c202d2']",25,,,,,,,,,,,,,,,,,,Cameroon,2722,00:34:25.679,Pass,
,,,,,,,,,,,,,,,,,2.399999,,,,,,,,,,398789d2-d136-486f-9d4f-8baae4fb7915,1093,,,"[12.9, 43.4]",3920400,34,,,,-1.1142745,,Right Foot,,,"[21.2, 26.5]",,Ground Pass,,18.82817,,,Abdou Diallo,8553.0,,,,,,1,Regular Play,Edouard Mendy,7379.0,Goalkeeper,70,Senegal,787,['81ce01ff-20be-43e7-8865-ca870b5cecb1'],44,,,,,,,,,,,,,,,,,,Senegal,787,00:34:44.125,Pass,
,,,,,,,,,,,,,,,,,1.456561,,,,,,,,,,d17b1870-63ef-4a99-9788-966188562e67,1097,,,"[30.9, 20.5]",3920400,34,,,,-0.03844259,,Right Foot,,,"[43.9, 20.0]",,Ground Pass,,13.009612,,,Sadio Mané,3629.0,,,,,,1,Regular Play,Abdou Diallo,8553.0,Left Center Back,70,Senegal,787,"['45fbdff3-d464-4764-bab6-d1259981f66e', '0a337d4d-654a-4da1-b874-c36248abdf44']",51,,,,,,,,,,,,,,,,,,Senegal,787,00:34:51.483,Pass,True
,,,,,,,,,,,,,,,,,1.087782,,,,,,,,,,1a366acf-6747-42b7-bc2d-6e8a74f89595,1099,,,"[43.9, 20.0]",3920400,34,,,,2.5662832,,Right Foot,,,"[27.4, 30.7]",,Ground Pass,,19.665707,,,Pape Matar Sarr,50498.0,,,,,,1,Regular Play,Sadio Mané,3629.0,Left Midfield,70,Senegal,787,['a3f5cb06-9c9b-47a5-8303-41965bb1c033'],52,,,,,,,,,,,,,,,,,,Senegal,787,00:34:52.939,Pass,
,,,,,,,,,,,,,,,,,2.197952,,,,,,,,,,4cd3e73f-91a2-4ed9-b0c4-f2ee5b524c6d,1102,,,"[21.7, 28.2]",3920400,34,,,,2.256866,,Right Foot,,,"[8.6, 44.2]",,Ground Pass,,20.678734,,,Edouard Mendy,7379.0,,,,,,1,Regular Play,Pape Matar Sarr,50498.0,Right Center Midfield,70,Senegal,787,['ba58255e-8d13-48f6-a42b-505d578863aa'],55,,,,,,,,,,,,,,,,,,Senegal,787,00:34:55.064,Pass,
,,,,,,,,,,,,,,,,,2.320705,,,,,,,,,,933122a8-9083-43be-8c2f-12e3bf7c9c9a,1104,,,"[9.5, 43.8]",3920400,34,,,,0.9650386,,Right Foot,,,"[26.4, 68.2]",,Ground Pass,,29.681139,,,Kalidou Koulibaly,5675.0,,,,,,1,Regular Play,Edouard Mendy,7379.0,Goalkeeper,70,Senegal,787,['0d6f3e5d-6ac7-492a-a715-fb416c21b249'],57,,,,,,,,,,,,,,,,,,Senegal,787,00:34:57.262,Pass,
,,,,,,,,,,,,,,,,,2.799998,,,,,,,,,,d7ff8b4c-4eda-4470-8ee2-385a6f85469d,1107,,,"[25.7, 68.6]",3920400,35,,,,-2.3146672,,Right Foot,,,"[8.4, 49.8]",,Ground Pass,,25.548582,,,Edouard Mendy,7379.0,,,,,,1,Regular Play,Kalidou Koulibaly,5675.0,Right Center Back,70,Senegal,787,['3c948bd8-793a-437b-8d0f-b7fbe345773d'],0,,,,,,,,,,,,,,,,,,Senegal,787,00:35:00.927,Pass,
,,,,,,,,,,,,,,,,,2.095049,,,,,,,,,,197b5c2e-3b30-47d2-8cde-e15a69ea7ee9,1110,,,"[13.7, 49.8]",3920400,35,,,,-0.5886751,,Right Foot,,,"[48.0, 26.9]",,High Pass,,41.24197,,,Sadio Mané,3629.0,,,,,,1,Regular Play,Edouard Mendy,7379.0,Goalkeeper,70,Senegal,787,['412d3398-a9cb-4cad-b443-17b15fc2b003'],9,,,,,,,,,,,,,,,,,,Senegal,787,00:35:09.559,Pass,
,,,,,,,,,,,,,,,,,1.374871,,,,,,,,,,051d6534-25f8-434e-ac40-85a6f6de8c1d,1112,,,"[48.0, 26.9]",3920400,35,,,,3.0172377,,Other,,,"[39.2, 28.0]",,Low Pass,,8.868484,,,Lamine Camara,392153.0,,,,,,1,Regular Play,Sadio Mané,3629.0,Left Midfield,70,Senegal,787,['e335146e-f7f3-404c-a212-ece60a9f0c37'],11,,,,,,,,,,,,,,,,,,Senegal,787,00:35:11.654,Pass,
,,,,,,,,,,,,,,,,,0.977494,,,,,,,,,,871a1dd7-81c2-4f1f-8fe5-995c094846e5,1115,,,"[39.2, 28.4]",3920400,35,,,,1.5920697,,Right Foot,,,"[39.0, 37.8]",,Ground Pass,,9.402127,,,Pape Matar Sarr,50498.0,,,,,,1,Regular Play,Lamine Camara,392153.0,Left Center Midfield,70,Senegal,787,['c2635b01-7b64-4e34-8ff3-8501aa0bee02'],14,,,,,,,,,,,,,,,,,,Senegal,787,00:35:14.382,Pass,
,,,,,,,,,,,,,,,,,1.392289,,,,,,,,,,8d2cdb21-759f-43d8-b8ba-e11e35161966,1118,,,"[39.0, 37.8]",3920400,35,,,,-1.950453,,Right Foot,,,"[30.9, 17.5]",,Ground Pass,,21.85635,,,Abdou Diallo,8553.0,,,,,,1,Regular Play,Pape Matar Sarr,50498.0,Right Center Midfield,70,Senegal,787,['f5c30d6c-32d8-474c-b06e-e4643487d7a2'],15,,,,,,,,,,,,,,,,,,Senegal,787,00:35:15.717,Pass,
,,,,,,,,,,,,,,,,,1.252362,,,,,,,,,,27eb9591-98f1-4391-92cb-e93f9531b1a6,1121,,,"[31.1, 16.8]",3920400,35,,,,-0.017314287,,Left Foot,,,"[54.2, 16.4]",,Ground Pass,,23.103462,,,Sadio Mané,3629.0,,,,,,1,Regular Play,Abdou Diallo,8553.0,Left Center Back,70,Senegal,787,['c6f8a388-49bc-4500-bc1c-3d4c417e501a'],17,,,,,,,,,,,,,,,,,,Senegal,787,00:35:17.772,Pass,
,,,,,,,,,,,,,,,,,1.374821,,,,,,,,,,bd6b95d7-96fd-449d-b77f-fa82a114db98,1124,,,"[79.4, 10.6]",3920400,35,,,,2.4658847,,Right Foot,,,"[66.8, 20.7]",,Ground Pass,,16.148375,,,Pape Matar Sarr,50498.0,,,,,,1,Regular Play,Sadio Mané,3629.0,Left Midfield,70,Senegal,787,['f023e4a8-1205-458e-b81b-17fe707669f7'],26,,,,,,,,,,,,,,,,,,Senegal,787,00:35:26.172,Pass,
,,,,,,,,,,,,,,,,,1.506381,,,,,,,,,,912288fd-da68-44be-9b6a-85474e00c182,1127,,,"[66.4, 22.2]",3920400,35,,,,1.6767108,,Right Foot,,,"[63.2, 52.3]",,Ground Pass,,30.26962,,,Kalidou Koulibaly,5675.0,,,,,,1,Regular Play,Pape Matar Sarr,50498.0,Right Center Midfield,70,Senegal,787,['8d2287bc-b14a-48a9-a521-2aa9b8e4de0d'],29,,,,,,,,,,,,,,,,,,Senegal,787,00:35:29.495,Pass,
,,,,,,,,,,,,,,,,,1.254678,,,,,,,,,,2b47abcd-7034-4016-9408-22db250f0b0b,1130,,,"[63.8, 59.8]",3920400,35,,,,0.94920635,,Right Foot,,,"[73.9, 73.9]",,Ground Pass,,17.344164,,,Krépin Diatta,20758.0,,,,,,1,Regular Play,Kalidou Koulibaly,5675.0,Right Center Back,70,Senegal,787,['c3ec5b51-57ec-4b77-b4d6-8f44633ef6c6'],33,,,,,,,,,,,,,,,,,,Senegal,787,00:35:33.330,Pass,
,,,,,,,,,,,,,,,,,0.717865,,,,,,,,,,4dd12257-2a44-4b72-a16d-3f75524cffcc,1133,,,"[74.1, 73.5]",3920400,35,,,,-1.2610934,,Right Foot,,,"[77.3, 63.5]",,Ground Pass,,10.499524,,,Lamine Camara,392153.0,,,,,,1,Regular Play,Krépin Diatta,20758.0,Right Back,70,Senegal,787,['ea5f4cad-2a7f-4440-82a8-708f91237f37'],34,,,,,,,,,,,,,,,,,,Senegal,787,00:35:34.597,Pass,
,,,,,,,,,,,,,,,,,2.129752,,,,,,,,,,a93e538e-2328-4c51-95e5-716735fcb35a,1137,,,"[72.8, 61.1]",3920400,35,,,,-1.6734493,,Right Foot,,,"[68.7, 21.3]",,Ground Pass,,40.010624,Incomplete,,Abdou Diallo,8553.0,,,,,,1,Regular Play,Lamine Camara,392153.0,Left Center Midfield,70,Senegal,787,"['cf1b0e19-9f23-48d0-bb1c-adc9c835b233', '78ed69ca-4726-4f68-a22b-533e0bf6485a']",36,,,,,,,,,,,,,,,,,,Senegal,787,00:35:36.887,Pass,
,,,,,,,,,,,,,,,,,0.13728,,,,,,,,,,986d6547-56bd-40f5-b98c-a51aae4a3755,1141,,,"[97.8, 63.3]",3920400,35,,,,-0.8224183,,Right Foot,,,"[100.4, 60.5]",,Low Pass,,3.8209946,Incomplete,,,,,,,,,1,Regular Play,Nicolas Moumi Ngamaleu,16015.0,Right Midfield,71,Cameroon,2722,['630e1485-8f32-4fab-81f0-a6280d521726'],46,,,,,,,,,,,,,,,,,,Cameroon,2722,00:35:46.114,Pass,
,,,,,,,,,,,,,,,,,0.135617,,,,,,,,,,81526c5d-648a-4994-b26a-25ef07afe675,1147,,,"[97.6, 77.0]",3920400,35,,,,-2.7195876,,Right Foot,,,"[92.7, 74.8]",,Ground Pass,,5.3712196,Incomplete,,,,,,,,,1,Regular Play,Nicolas Moumi Ngamaleu,16015.0,Right Midfield,71,Cameroon,2722,"['75e24285-d3a3-4bc4-b137-fce54f84ce0c', '9f1616ff-1237-47ca-82a7-faaae075fdeb']",51,,,,,,,,,,,,,,,,,,Cameroon,2722,00:35:51.087,Pass,True
,,,,,,,,,,,,,,,,,0.743306,,,,,,,,,,8fd59d43-16c8-4bf4-8105-2540d0c547b8,1149,,,"[90.9, 80.0]",3920400,36,,,,-2.834334,,,,,"[80.5, 76.7]",,Low Pass,,10.911004,,,Yvan Neyou Noupa,43073.0,,,,,Throw-in,1,From Throw In,Enzo Gianni Tchato Mbiayi,135043.0,Right Back,72,Cameroon,2722,['43e42219-5f8c-4224-a497-d9ea47d47155'],10,,,,,,,,,,,,,,,,,,Cameroon,2722,00:36:10.731,Pass,
,,,,,,,,,,,,,,,,,0.944755,,,,,,,,,,9442c2e9-670d-46a7-aacb-8dbb3e08cf8d,1152,,,"[80.5, 76.7]",3920400,36,,,,0.5404195,,Right Foot,,,"[86.0, 80.0]",,High Pass,,6.4140472,Out,,Enzo Gianni Tchato Mbiayi,135043.0,,,,,,1,From Throw In,Yvan Neyou Noupa,43073.0,Center Defensive Midfield,72,Cameroon,2722,['34236b85-53d1-4b9c-ba12-f77baef8a3c0'],11,,,,,,,,,,,,,,,,,,Cameroon,2722,00:36:11.536,Pass,
,,,,,,,,,,,,,,,,,1.337131,,,,,,,,,,52bc4c7c-af3b-44c5-bd47-9d0194827285,1154,,,"[39.6, 0.1]",3920400,36,,,,0.34302393,,,,,"[57.8, 6.6]",,High Pass,,19.32589,Unknown,,Habibou Mouhamadou Diallo,18516.0,,,,,Throw-in,1,From Throw In,Ismail Jakobs,32915.0,Left Back,73,Senegal,787,['fba4f306-aaa1-4d0e-aa1c-38a53a8988ff'],26,,,,,,,,,,,,,,,,,,Senegal,787,00:36:26.108,Pass,
,,,,,,,,,,,,,,,,,1.362473,,,,,,,,,,80885fc5-10e5-434d-803e-9307f224f9e6,1158,,,"[57.6, 5.7]",3920400,36,,,,2.5082378,,Left Foot,,,"[43.3, 16.2]",,Ground Pass,,17.740913,,,Pape Gueye,21026.0,,,,,Free Kick,1,From Free Kick,Abdou Diallo,8553.0,Left Center Back,74,Senegal,787,['b96191fc-900b-46e1-8199-702d87cebae1'],50,,,,,,,,,,,,,,,,,,Senegal,787,00:36:50.741,Pass,
,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,23f3c768-4f1b-4e68-836f-25652f394472,1161,,,"[45.0, 16.0]",3920400,36,,,,2.2403262,,Left Foot,,,"[26.4, 39.5]",,Ground Pass,,29.970152,,,Edouard Mendy,7379.0,,,,,,1,From Free Kick,Pape Gueye,21026.0,Center Defensive Midfield,74,Senegal,787,['456ac575-1a65-4d1f-861d-323b2aaea2d8'],52,,,,,,,,,,,,,,,,,,Senegal,787,00:36:52.936,Pass,
,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,1dd43430-9613-4386-bee6-f93493adfd11,1164,,,"[26.6, 40.8]",3920400,36,,,,1.0816765,,Right Foot,,,"[39.8, 65.6]",,Ground Pass,,28.094128,,,Kalidou Koulibaly,5675.0,,,,,,1,From Free Kick,Edouard Mendy,7379.0,Goalkeeper,74,Senegal,787,['21f0eb32-261b-4502-bc13-bccdb306f459'],56,,,,,,,,,,,,,,,,,,Senegal,787,00:36:56.296,Pass,
,,,,,,,,,,,,,,,,,3.203948,,,,,,,,,,8ba13fa4-4d68-4ab3-8e95-28f78cceef94,1167,,,"[39.6, 68.0]",3920400,36,,,,-0.034577407,,Right Foot,,,"[103.2, 65.8]",,High Pass,,63.63804,,,Ismaïla Sarr,2941.0,,,,,,1,From Free Kick,Kalidou Koulibaly,5675.0,Right Center Back,74,Senegal,787,['61a081ec-bec7-4c7f-ab5a-02f83f6b4711'],59,,,,,,,,,,,,,,,,,,Senegal,787,00:36:59.525,Pass,
,,,,,,,,,,,,,,,,,2.084382,,,,,,,,,,e3389a25-e833-45d2-ae1d-6a07903b74ab,1173,,,"[113.0, 80.0]",3920400,37,,,,-2.697441,,,,,"[98.5, 73.1]",,Low Pass,,16.05802,,,Ismaïla Sarr,2941.0,,,,,Throw-in,1,From Throw In,Krépin Diatta,20758.0,Right Back,75,Senegal,787,['b8b4e70d-0747-487b-82c5-bc88ca371301'],15,,,,,,,,,,,,,,,,,,Senegal,787,00:37:15.112,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,ee33dec0-efb6-4fb8-86b0-97cbf550bc4e,1177,,,"[89.7, 62.4]",3920400,37,,,,-2.5428839,,Right Foot,,,"[68.3, 47.8]",,Ground Pass,,25.905983,,,Pape Gueye,21026.0,,,,,,1,From Throw In,Ismaïla Sarr,2941.0,Right Midfield,75,Senegal,787,['41272238-695c-4817-a2bf-42a17dd2fb5e'],21,,,,,,,,,,,,,,,,,,Senegal,787,00:37:21.439,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,b2f028c8-96d0-4aeb-adf0-99c3b1d1ad67,1180,,,"[68.5, 46.3]",3920400,37,,,,-0.8095481,,Left Foot,,,"[78.6, 35.7]",,Ground Pass,,14.641379,,,Lamine Camara,392153.0,,,,,,1,From Throw In,Pape Gueye,21026.0,Center Defensive Midfield,75,Senegal,787,['bbffc1db-7023-4d3b-80fb-95084511e51e'],23,,,,,,,,,,,,,,,,,,Senegal,787,00:37:23.640,Pass,
,,,,,,,,,,,,,,,,,1.094403,,,,,,,,,,9116e070-ec93-4ff7-bf52-a4d9832f40f1,1183,,,"[78.3, 35.0]",3920400,37,,,,-0.9453113,,Left Foot,,,"[84.8, 26.0]",,Ground Pass,,11.101802,,,Sadio Mané,3629.0,,,,,,1,From Throw In,Lamine Camara,392153.0,Left Center Midfield,75,Senegal,787,['9883fd15-eb3c-4852-b5cc-749a6591b2db'],26,,,,,,,,,,,,,,,,,,Senegal,787,00:37:26.845,Pass,
,,,,,,,,,,,,,,,,,0.985869,,,,,,,,,,50dfc9eb-0899-442e-a14a-0471cf5f5e37,1186,,,"[86.3, 25.2]",3920400,37,,,,3.016043,,Right Foot,,,"[76.0, 26.5]",,Ground Pass,,10.381715,,,Lamine Camara,392153.0,,,,,,1,From Throw In,Sadio Mané,3629.0,Left Midfield,75,Senegal,787,"['74970d97-e764-4e73-8893-6263c3a9c40e', 'fc3e53cb-1d03-4aa7-8f2b-f0db5e6887db']",27,,,,,,,,,,,,,,,,,,Senegal,787,00:37:27.939,Pass,True
,,,,,,,,,,,,,,,,,1.061532,,,,,,,,,,ed58719b-9bb7-41bf-a363-a5f66008b6fb,1188,,,"[76.0, 25.8]",3920400,37,,,,-1.6720117,,Right Foot,,,"[74.7, 13.0]",,Ground Pass,,12.865847,,,Abdou Diallo,8553.0,,,,,,1,From Throw In,Lamine Camara,392153.0,Left Center Midfield,75,Senegal,787,['c48a77ea-9172-44a3-a202-942b59285b78'],28,,,,,,,,,,,,,,,,,,Senegal,787,00:37:28.925,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,60bfb596-3262-4c67-91bc-1c2143449dd7,1191,,,"[76.6, 7.4]",3920400,37,,,,2.2718182,,Left Foot,,,"[67.4, 18.3]",,Ground Pass,,14.26359,,,Lamine Camara,392153.0,,,,,,1,From Throw In,Abdou Diallo,8553.0,Left Center Back,75,Senegal,787,['b042a404-8449-42d6-9c31-ff6216a301a8'],31,,,,,,,,,,,,,,,,,,Senegal,787,00:37:31.515,Pass,
,,,,,,,,,,,,,,,,,1.510506,,,,,,,,,,caa97c1a-ba0e-4515-a877-4230b29fa319,1193,,,"[68.1, 17.3]",3920400,37,,,,-1.1218536,,Right Foot,,,"[74.7, 3.6]",,Ground Pass,,15.206906,,,Abdou Diallo,8553.0,,,,,,1,From Throw In,Lamine Camara,392153.0,Left Center Midfield,75,Senegal,787,['240e2537-29de-4cd3-b43f-4545bec7175e'],33,,,,,,,,,,,,,,,,,,Senegal,787,00:37:33.115,Pass,
,,,,,,,,,,,,,,,,,1.359146,,,,,,,,,,526b7ad6-0214-4111-85f4-a3c310ff41ee,1196,,,"[75.6, 3.8]",3920400,37,,,,2.731765,,Left Foot,,,"[63.4, 9.1]",,Ground Pass,,13.301504,,,Lamine Camara,392153.0,,,,,,1,From Throw In,Abdou Diallo,8553.0,Left Center Back,75,Senegal,787,['66681ad7-4d7d-4df2-b8b8-6f1d08cb7b8d'],35,,,,,,,,,,,,,,,,,,Senegal,787,00:37:35.465,Pass,
,,,,,,,,,,,,,,,,,1.260163,,,,,,,,,,30b3c21d-39f3-4a1a-bdc8-9d75093ed6f5,1200,,,"[64.7, 9.3]",3920400,37,,,,-1.120135,,Right Foot,,,"[67.7, 3.1]",,Ground Pass,,6.88767,,,Abdou Diallo,8553.0,,,,,,1,From Throw In,Lamine Camara,392153.0,Left Center Midfield,75,Senegal,787,"['29204029-f709-48c8-a156-68b014816610', '7ba4509a-bf2e-4c59-8013-a60f9f5af691']",37,,,,,,,,,,,,,,,,,,Senegal,787,00:37:37.091,Pass,True
,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,8e577b03-449a-4310-82ee-63c002d941f3,1204,,,"[60.2, 2.5]",3920400,37,,,,2.7269344,,Right Foot,,,"[15.9, 22.0]",,Ground Pass,,48.40186,,,Edouard Mendy,7379.0,,,,,,1,From Throw In,Abdou Diallo,8553.0,Left Center Back,75,Senegal,787,['82083e8e-e575-42a3-8940-c596e90834c8'],39,,,,,,,,,,,,,,,,,,Senegal,787,00:37:39.721,Pass,
,,,,,,,,,,,,,,,,,1.838598,,,,,,,,,,6197599e-65ce-45a7-9783-7b2cea4c41d1,1207,,,"[15.0, 21.5]",3920400,37,,,,-0.6426629,,Right Foot,,,"[34.1, 7.2]",,Ground Pass,,23.860008,,,Abdou Diallo,8553.0,,,,,,1,From Throw In,Edouard Mendy,7379.0,Goalkeeper,75,Senegal,787,['0d8b3298-f7ec-4eb2-bea8-73a09ce381a3'],45,,,,,,,,,,,,,,,,,,Senegal,787,00:37:45.374,Pass,
,,,,,,,,,,,,,,,,,2.288901,,,,,,,,,,edd9f35b-52df-4336-b411-7ed3f585c236,1211,,,"[55.7, 6.4]",3920400,37,,,,0.7625331,,Left Foot,,,"[80.3, 29.9]",,High Pass,,34.02073,,,Ismaïla Sarr,2941.0,,,,,,1,From Throw In,Abdou Diallo,8553.0,Left Center Back,75,Senegal,787,['1d802471-afcd-4b6c-84f6-aacf582e6e08'],51,,,,,,,,,,,,,,,,,,Senegal,787,00:37:51.861,Pass,
,,,,,,,,,,,,,,,,,1.396642,,,,,,,,,,311e0ecc-6a8f-4804-8fcd-a8054c7fdcb8,1214,,,"[76.0, 36.7]",3920400,37,,,,-0.34407935,,Right Foot,,,"[88.0, 32.4]",,Ground Pass,,12.747156,,,Lamine Camara,392153.0,,,,,,1,From Throw In,Ismaïla Sarr,2941.0,Right Midfield,75,Senegal,787,['beb1d6e0-7bd8-4d5f-af0e-31cd6ffaa25f'],56,,,,,,,,,,,,,,,,,,Senegal,787,00:37:56.613,Pass,
,,,,,,,,,,,,,,,,,1.084175,,,,,,,,,,d7d1b7d6-44d1-4ede-923c-81fae471018b,1217,,,"[90.3, 38.0]",3920400,37,,,,-0.551655,f2c3d32f-fe53-4525-bb2a-0475a46d9267,Right Foot,,,"[105.9, 28.4]",,Ground Pass,,18.317205,,,Sadio Mané,3629.0,True,,Through Ball,True,,1,From Throw In,Lamine Camara,392153.0,Left Center Midfield,75,Senegal,787,['f8b4ae9f-a873-4746-825b-55c923e9dfd2'],58,,,,,,,,,,,,,,,,,,Senegal,787,00:37:58.653,Pass,
