50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.381638,,,,,,,,,,,,,,430ed0f6-1119-48e3-a10d-ee61c92efb23,1975,,,"[37.7, 7.6]",3920407,58,,,,-0.09065989,,Left Foot,,,,"[61.9, 5.4]",,Ground Pass,,24.299795,,,Themba Zwane,65726.0,,,,,,2,Regular Play,Aubrey Maphosa Modiba,65733.0,Left Back,126,South Africa,4976,['fefc6f0c-9f1e-455a-8261-bdf02f1c5ba3'],13,,,,,,,,,,,,,,,,,South Africa,4976,00:13:13.119,Pass,
,,,,,,,,,,,,,,,,1.049163,,,,,,,,,,,,,,3f5613ef-b87e-4a70-9f50-05795a3f14bb,1978,,,"[62.1, 4.9]",3920407,58,,,,2.6841178,,Right Foot,,,,"[55.6, 8.1]",,Ground Pass,,7.2449985,,Incomplete,Aubrey Maphosa Modiba,65733.0,,,,,,2,Regular Play,Themba Zwane,65726.0,Center Attacking Midfield,126,South Africa,4976,"['75298a73-b737-42c9-9247-f4940402b059', '0716de1f-f805-4429-9044-5488d13facff', 'd4a50081-a99d-4076-845c-fda4ccf961d2']",14,,,,,,,,,,,,,,,,,South Africa,4976,00:13:14.501,Pass,True
,,,,,,,,,,,,,,,,1.451495,,,,,,,,,,,,,,895bb32a-534f-4f33-b78b-3c1ce770fe6f,1991,,,"[73.4, 4.6]",3920407,58,True,,,2.5040998,,Left Foot,,,,"[30.6, 36.3]",,Ground Pass,,53.26096,,,Ronwen Williams,66721.0,,,,,Free Kick,2,From Free Kick,Aubrey Maphosa Modiba,65733.0,Left Back,127,South Africa,4976,['3511c4e1-1358-4fa7-89f8-14920addc919'],45,,,,,,,,,,,,,,,,,South Africa,4976,00:13:45.724,Pass,
,,,,,,,,,,,,,,,,2.993695,,,,,,,,,,,,,,148b5c00-df1e-464d-be78-5d97859be8c2,1993,,,"[35.9, 34.9]",3920407,58,,,,-0.17859906,,Right Foot,,,,"[78.0, 27.3]",,High Pass,,42.780487,,Incomplete,Themba Zwane,65726.0,,,,,,2,From Free Kick,Ronwen Williams,66721.0,Goalkeeper,127,South Africa,4976,"['1c7d7ccb-1d6a-42dd-b890-5f999cf1b483', 'e7f87254-4fb8-4de8-b03b-7893abf4de20']",52,,,,,,,,,,,,,,,,,South Africa,4976,00:13:52.375,Pass,
,,,,,,,,,,,,,,,,2.797269,,,,,,,,,,,,,,1c7d7ccb-1d6a-42dd-b890-5f999cf1b483,1995,,,"[42.1, 52.8]",3920407,58,,,True,0.1367255,,,,,,"[71.9, 56.9]",,High Pass,,30.080725,,Incomplete,Peter Shalulile,65723.0,,,,,Recovery,2,From Free Kick,Kennedy Amutenya,264381.0,Right Center Back,127,South Africa,4976,"['d0a10e9d-d324-4dcd-b6c7-50c136b2629c', '084cf49c-0699-4932-8815-9f9d49ef266a', 'cbe8d077-c298-4041-833e-96671eefe948', '148b5c00-df1e-464d-be78-5d97859be8c2']",55,,,,,,,,,,,,,,,,,Namibia,4980,00:13:55.369,Pass,True
,,,,,,,,,,,,,,,,0.979239,,,,,,,,,,,,,,cbe8d077-c298-4041-833e-96671eefe948,1998,,,"[48.2, 23.2]",3920407,58,,,,0.7853982,,Left Foot,,,,"[54.5, 29.5]",,Low Pass,,8.909546,,,Teboho Mokoena,66716.0,,,,,Recovery,2,From Free Kick,Mothobi Mvala,65732.0,Left Center Back,127,South Africa,4976,"['9e9e3b0a-5632-4571-89c1-ef593a01c8a0', '1c7d7ccb-1d6a-42dd-b890-5f999cf1b483']",58,,,,,,,,,,,,,,,,,South Africa,4976,00:13:58.166,Pass,
,,,,,,,,,,,,,,,,2.548336,,,,,,,,,,,,,,66935229-c5db-4724-9c22-2efc070875af,2002,,,"[51.0, 30.7]",3920407,58,,,,2.8756025,,Right Foot,,,,"[18.7, 39.5]",,Ground Pass,,33.477306,,,Ronwen Williams,66721.0,,,,,,2,From Free Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,127,South Africa,4976,"['87b83de2-c580-4ad1-8fb3-f9e267c76669', '907b8b25-e8d8-4d42-b652-fbdb486058cf']",59,,,,,,,,,,,,,,,,,South Africa,4976,00:13:59.577,Pass,True
,,,,,,,,,,,,,,,,1.678311,,,,,,,,,,,,,,1ba80229-97c2-4f54-acbc-cc022f92f212,2005,,,"[20.3, 43.3]",3920407,59,,,,1.0794992,,Right Foot,,,,"[34.8, 70.4]",,Ground Pass,,30.735321,,,Gomolemo Grant Kekana,70093.0,,,,,,2,From Free Kick,Ronwen Williams,66721.0,Goalkeeper,127,South Africa,4976,['002de30f-214d-4412-8e4f-174164383f1b'],8,,,,,,,,,,,,,,,,,South Africa,4976,00:14:08.845,Pass,
,,,,,,,,,,,,,,,,1.716862,,,,,,,,,,,,,,db5a166e-8410-4989-9a90-68a2254f8575,2009,,,"[46.2, 75.8]",3920407,59,,,,0.0,,Right Foot,,,,"[76.8, 75.8]",,High Pass,,30.6,,Incomplete,Evidence Makgopa,65853.0,,,,,,2,From Free Kick,Gomolemo Grant Kekana,70093.0,Right Center Back,127,South Africa,4976,"['62b4f56f-42d7-4595-b097-86be11ba5de9', '7805ad8f-5245-4efd-9fcd-3d0871db772e', 'ccb4f449-8864-4f88-9c07-340b7d804baf']",12,,,,,,,,,,,,,,,,,South Africa,4976,00:14:12.980,Pass,True
,,,,,,,,,,,,,,,,2.54324,,,,,,,,,,,,,,7f43c4ff-e80f-4fa7-b794-a1a8718cd13a,2013,,,"[43.7, 2.8]",3920407,59,,,,1.2689108,,Left Foot,,,,"[50.8, 25.6]",,Ground Pass,,23.879908,,,Aprocious Petrus,136406.0,,,,,,2,From Free Kick,Riaan Hanamub,65555.0,Left Back,127,South Africa,4976,['6bacf7bc-88ca-40e6-86cd-013b9e4ad3f1'],16,,,,,,,,,,,,,,,,,Namibia,4980,00:14:16.513,Pass,
,,,,,,,,,,,,,,,,3.799683,,,,,,,,,,,,,,92ac1c05-feaf-4169-b8b8-6f06ee19a69e,2017,,,"[53.7, 29.1]",3920407,59,,,,-0.035182163,,Left Foot,,,,"[102.0, 27.4]",,Ground Pass,,48.329906,,Incomplete,Peter Shalulile,65723.0,,,,,,2,From Free Kick,Aprocious Petrus,136406.0,Right Defensive Midfield,127,South Africa,4976,"['9191bc3e-5bf9-4a87-8568-8755074b064d', 'c63e13a6-a52a-4a54-ada5-f360137711e1']",20,,,,,,,,,,,,,,,,,Namibia,4980,00:14:20.353,Pass,
,,,,,,,,,,,,,,,,1.715323,,,,,,,,,,,,,,2a79297b-9b04-4989-8bef-994d4807ec4c,2021,,,"[15.8, 46.2]",3920407,59,,,,0.102206714,,Keeper Arm,,,,"[47.0, 49.4]",,Low Pass,,31.363674,,,Teboho Mokoena,66716.0,,,,,,2,From Free Kick,Ronwen Williams,66721.0,Goalkeeper,127,South Africa,4976,['1db2eca7-ea48-4a87-8eb9-4c9cc468f072'],40,,,,,,,,,,,,,,,,,South Africa,4976,00:14:40.230,Pass,
,,,,,,,,,,,,,,,,1.380777,,,,,,,,,,,,,,bda915fc-308f-40d6-8127-4eeb0bb9d7af,2025,,,"[51.7, 52.3]",3920407,59,,,,0.788533,,Right Foot,,,,"[67.6, 68.3]",,Ground Pass,,22.556818,,,Themba Zwane,65726.0,,,,,,2,From Free Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,127,South Africa,4976,['d279f4db-e8c8-4ce7-8db3-5819fff54c3b'],43,,,,,,,,,,,,,,,,,South Africa,4976,00:14:43.810,Pass,
,,,,,,,,,,,,,,,,1.502375,,,,,,,,,,,,,,ea4b4745-2934-475b-bc5c-1791e47fd4cf,2028,,,"[69.1, 72.9]",3920407,59,,,,0.28139243,,Right Foot,,,,"[81.9, 76.6]",,Ground Pass,,13.3240385,,Incomplete,Khuliso Johnson Mudau,65719.0,,,,,,2,From Free Kick,Themba Zwane,65726.0,Center Attacking Midfield,127,South Africa,4976,"['dd7485a1-f00d-4f86-a7c4-da609ad11aaa', '2e7997a3-d808-43bd-8644-c3fa01c31572']",45,,,,,,,,,,,,,,,,,South Africa,4976,00:14:45.961,Pass,
,,,,,,,,,,,,,,,,1.399289,,,,,,,,,,,,,,2cfddcf3-f558-4907-a805-f625bb46b71b,2031,,,"[84.6, 80.0]",3920407,60,,,,-0.9151007,,,,,,"[91.6, 70.9]",,Low Pass,,11.480854,,,Thapelo James Morena,65727.0,,,,,Throw-in,2,From Throw In,Khuliso Johnson Mudau,65719.0,Right Back,128,South Africa,4976,['ca19db03-8075-4b02-9da2-8da7f3bbabf5'],12,,,,,,,,,,,,,,,,,South Africa,4976,00:15:12.249,Pass,
,,,,,,,,,,,,,,,,1.088495,,,,,,,,,,,,,,556431a5-104f-42c0-8f95-ca0e39d4a9c8,2034,,,"[92.2, 69.0]",3920407,60,,,,-2.2008302,,Right Foot,,,,"[88.7, 64.2]",,Low Pass,,5.940539,,,Themba Zwane,65726.0,,,,,,2,From Throw In,Thapelo James Morena,65727.0,Right Wing,128,South Africa,4976,"['47f32ae4-d0fd-46c8-90f1-b9f86f171662', '2bc51b85-d862-4289-b7c6-9d9cc996a7fc']",13,,,,,,,,,,,,,,,,,South Africa,4976,00:15:13.649,Pass,True
,,,,,,,,,,,,,,,,0.440963,,,,,,,,,,,,,,f4975146-c6ed-4d7b-ace0-e13a33874503,2037,,,"[88.7, 56.2]",3920407,60,,,,0.29849893,,Right Foot,,,,"[92.6, 57.4]",,Low Pass,,4.080441,,Incomplete,Thapelo James Morena,65727.0,,,,,,2,From Throw In,Themba Zwane,65726.0,Center Attacking Midfield,128,South Africa,4976,"['c5b1eba3-6565-4fb2-a865-15a66aa5cc4c', '8326851c-da8b-4ee3-af0d-f4ab33660d61']",15,,,,,,,,,,,,,,,,,South Africa,4976,00:15:15.626,Pass,
,,,,,,,,,,,,,,,,1.333796,,,,,,,,,,,,,,8326851c-da8b-4ee3-af0d-f4ab33660d61,2039,,,"[27.5, 22.7]",3920407,60,,,,1.4968573,,Right Foot,,,,"[27.9, 28.1]",,Low Pass,,5.4147944,,,Aprocious Petrus,136406.0,,,,,Recovery,2,Regular Play,Ngero Kaanjuka Katua,389316.0,Left Defensive Midfield,129,Namibia,4980,"['f4975146-c6ed-4d7b-ace0-e13a33874503', '0a7dd64f-096d-41b3-8890-6bc9a0e97121']",16,,,,,,,,,,,,,,,,,Namibia,4980,00:15:16.067,Pass,
,,,,,,,,,,,,,,,,1.373606,,,,,,,,,,,,,,79675127-398b-418d-a0dd-0f9725d9ee29,2042,,,"[28.5, 29.3]",3920407,60,,,,0.868178,,Left Foot,,,,"[39.0, 41.7]",,Ground Pass,,16.248384,,,Muzeu Bethuel,389319.0,,,,,,2,Regular Play,Aprocious Petrus,136406.0,Right Defensive Midfield,129,Namibia,4980,"['e20e83f3-00ba-4948-a8d2-49dd6fa65774', 'd46b6c2c-e3c5-4f70-86d7-58356c906845']",17,,,,,,,,,,,,,,,,,Namibia,4980,00:15:17.401,Pass,True
,,,,,,,,,,,,,,,,1.511155,,,,,,,,,,,,,,53e84b98-30eb-46c8-8060-de01c9a923ec,2045,,,"[58.4, 68.3]",3920407,60,,,,-1.0265985,,Right Foot,,,,"[72.5, 45.0]",,Ground Pass,,27.234169,,,Prins Menelik Tjiueza,103803.0,,,,,,2,Regular Play,Muzeu Bethuel,389319.0,Right Wing,129,Namibia,4980,['4c442d20-e104-4131-8d43-15dc4501cd46'],23,,,,,,,,,,,,,,,,,Namibia,4980,00:15:23.622,Pass,
,,,,,,,,,,,,,,,,3.203685,,,,,,,,,,,,,,200ae572-794c-43fe-9097-225554081f61,2049,,,"[73.9, 44.1]",3920407,60,,,,-0.51633716,,Right Foot,,,,"[112.3, 22.3]",,High Pass,,44.15654,,Incomplete,Peter Shalulile,65723.0,,,,,,2,Regular Play,Prins Menelik Tjiueza,103803.0,Center Attacking Midfield,129,Namibia,4980,"['b43b5c67-37c5-4e42-b907-5d44b23b4bc8', '5a9fae63-1940-40a6-b472-f08e6f8be811', '816efe33-04c3-46a6-a1ae-8149695bd718']",26,,,,,,,,,,,,,,,,,Namibia,4980,00:15:26.928,Pass,True
,,,,,,,,,,,,,,,,1.6779,,,,,,,,,,,,,,b1a6a0be-c477-4bf5-ac00-f3f3be869ad4,2054,,,"[16.8, 43.4]",3920407,60,,,,1.315614,,Left Foot,,,,"[20.4, 57.2]",,Ground Pass,,14.261837,,,Gomolemo Grant Kekana,70093.0,,,,,,2,From Keeper,Ronwen Williams,66721.0,Goalkeeper,130,South Africa,4976,['f3bb86e6-e5da-4e14-a1c9-f4cebe5d018d'],47,,,,,,,,,,,,,,,,,South Africa,4976,00:15:47.140,Pass,
,,,,,,,,,,,,,,,,2.894087,,,,,,,,,,,,,,95c6b969-c459-47fb-ae9f-eff2b9505f3a,2058,,,"[40.2, 74.8]",3920407,60,,,,-0.107427955,,Right Foot,,,,"[81.0, 70.4]",,High Pass,,41.036568,,Incomplete,Evidence Makgopa,65853.0,,,,,,2,From Keeper,Gomolemo Grant Kekana,70093.0,Right Center Back,130,South Africa,4976,"['146173be-0eb8-473f-ad7f-8b217509c0ee', 'e784ba8e-2cdf-458e-9013-c38a421c1986', 'd36f00e1-6a92-4e54-ab2b-2c70b7bffd50']",56,,,,,,,,,,,,,,,,,South Africa,4976,00:15:56.005,Pass,True
,,,,,,,,,,,,,,,,0.876793,,,,,,,,,,,,,,dc2dc12c-8212-4b35-9873-42040d31e1e8,2062,,,"[73.9, 69.4]",3920407,61,,,True,2.8652654,,,,,,"[67.2, 71.3]",,High Pass,,6.9641943,,,Teboho Mokoena,66716.0,,,,,Recovery,2,From Keeper,Evidence Makgopa,65853.0,Center Forward,130,South Africa,4976,"['9e1c0ebf-802f-47c9-8ed2-dc20758c0765', 'f4a328bd-7594-408e-a00e-2ef2d26baefd']",2,,,,,,,,,,,,,,,,,South Africa,4976,00:16:02.832,Pass,True
,,,,,,,,,,,,,,,,2.036554,,,,,,,,,,,,,,52b568ce-5378-45b7-b7e0-312f04fe8c87,2066,,,"[90.8, 77.5]",3920407,61,,,,-1.9283621,,Right Foot,,,,"[84.0, 59.3]",,Ground Pass,,19.428844,,Incomplete,Sphephelo S''Miso Sithole,42527.0,,,,,,2,From Keeper,Teboho Mokoena,66716.0,Right Defensive Midfield,130,South Africa,4976,"['02416b39-f13c-4d40-98a5-71928d3acb6d', 'ce32d492-a975-448a-ad43-aa4c92798227']",10,,,,,,,,,,,,,,,,,South Africa,4976,00:16:10.298,Pass,
,,,,,,,,,,,,,,,,0.450386,,,,,,,,,,,,,,02416b39-f13c-4d40-98a5-71928d3acb6d,2068,,,"[36.1, 20.8]",3920407,61,,,,0.96299434,,Right Foot,,,,"[37.7, 23.1]",,Ground Pass,,2.8017852,,Incomplete,Muzeu Bethuel,389319.0,,,,,Interception,2,From Keeper,Peter Shalulile,65723.0,Center Forward,130,South Africa,4976,"['77c08b3c-2844-4335-afe2-665b1ea1624e', 'f475590c-978e-4fd4-8242-1cf2c150162e', '52b568ce-5378-45b7-b7e0-312f04fe8c87']",12,,,,,,,,,,,,,,,,,Namibia,4980,00:16:12.335,Pass,
,,,,,,,,,,,,,,,,1.772271,,,,,,,,,,,,,,c22f6d80-cdf5-489f-b513-6e41bbfe2ac6,2078,,,"[39.7, 46.5]",3920407,61,,,,-1.3317984,,Right Foot,,,,"[44.5, 26.8]",,Ground Pass,,20.27634,,,Aubrey Maphosa Modiba,65733.0,,,,,Recovery,2,From Keeper,Mothobi Mvala,65732.0,Left Center Back,130,South Africa,4976,['c0e1b820-159a-46dc-a0b3-3f73b403b94c'],21,,,,,,,,,,,,,,,,,South Africa,4976,00:16:21.836,Pass,
,,,,,,,,,,,,,,,,1.109958,,,,,,,,,,,,,,a8352ddd-578b-4e98-90c6-c0f698716277,2081,,,"[48.8, 25.4]",3920407,61,,,,0.038295444,,Left Foot,,,,"[74.9, 26.4]",,Ground Pass,,26.11915,,,Evidence Makgopa,65853.0,,,,,,2,From Keeper,Aubrey Maphosa Modiba,65733.0,Left Back,130,South Africa,4976,['be725b2a-5256-4333-903f-70ec474d1848'],25,,,,,,,,,,,,,,,,,South Africa,4976,00:16:25.475,Pass,
,,,,,,,,,,,,,,,,1.841626,,,,,,,,,,,,,,015f2c51-3117-4e3b-9996-370feec534fc,2084,,,"[79.6, 10.1]",3920407,61,,,,-2.5829933,,Right Foot,,,,"[72.4, 5.6]",,Ground Pass,,8.490583,,,Percy Tau,29367.0,,,,,,2,From Keeper,Evidence Makgopa,65853.0,Center Forward,130,South Africa,4976,['9c6193a7-6e39-4849-9bd5-6c5696a61052'],28,,,,,,,,,,,,,,,,,South Africa,4976,00:16:28.357,Pass,
,,,,,,,,,,,,,,,,2.709076,,,,,,,,,,,,,,197cd4c7-0e80-45f3-9ada-3894039dbd0b,2087,,,"[77.2, 12.2]",3920407,61,,,,1.2753555,,Left Foot,,,,"[92.6, 62.8]",,High Pass,,52.891586,,,Teboho Mokoena,66716.0,,True,,,,2,From Keeper,Percy Tau,29367.0,Left Wing,130,South Africa,4976,['51eba837-e752-4614-9306-c3dbcef30d4e'],32,,,,,,,,,,,,,,,,,South Africa,4976,00:16:32.088,Pass,
,,,,,,,,,,,,,,,,1.209939,,,,,,,,,,,,,,e372c1af-aa98-48f4-badc-5c1cb2ed46a5,2090,,,"[101.3, 60.1]",3920407,61,,,,0.17863101,,Right Foot,,,,"[108.5, 61.4]",,Ground Pass,,7.31642,,,Khuliso Johnson Mudau,65719.0,,,,,,2,From Keeper,Teboho Mokoena,66716.0,Right Defensive Midfield,130,South Africa,4976,['34534157-7679-497b-9e8f-0ecf1d23c6d9'],37,,,,,,,,,,,,,,,,,South Africa,4976,00:16:37.139,Pass,
,,,,,,,,,,,,,,,,0.128979,,,,,,,,,,,,,,3e05b02f-d45b-4c39-b442-be402a151509,2093,,,"[114.1, 61.7]",3920407,61,,,,-1.549523,,Right Foot,,,,"[114.3, 52.3]",,Low Pass,,9.402127,,Incomplete,Thapelo James Morena,65727.0,,,,,,2,From Keeper,Khuliso Johnson Mudau,65719.0,Right Back,130,South Africa,4976,"['6dabf1d7-48f9-4eef-858f-97107cb5929e', '81cf0f9c-84bd-4be7-a99d-4c68862aa668']",39,,,,,,,,,,,,,,,,,South Africa,4976,00:16:39.496,Pass,
,,,,,,,,,,,,,,,,0.83078,,,,,,,,,,,,,,bc0aa73b-efbe-44be-aaf5-a3aeb0bc8e5a,2098,,,"[92.7, 80.0]",3920407,62,True,,,-1.4627846,,,,,,"[94.5, 63.4]",,Low Pass,,16.697306,,,Teboho Mokoena,66716.0,,,,,Throw-in,2,From Throw In,Khuliso Johnson Mudau,65719.0,Right Back,131,South Africa,4976,['e29e4ec7-d85c-492a-bf23-fec8fb836e2e'],1,,,,,,,,,,,,,,,,,South Africa,4976,00:17:01.909,Pass,
,,,,,,,,,,,,,,,,0.823599,,,,,,,,,,,,,,dc04ea5c-18da-4a12-9ea7-da5d0eef4ca7,2108,,,"[104.6, 79.1]",3920407,63,,,,-2.6489077,,Right Foot,,,,"[95.1, 74.0]",,Ground Pass,,10.782393,,,Teboho Mokoena,66716.0,,,,,,2,From Free Kick,Khuliso Johnson Mudau,65719.0,Right Back,132,South Africa,4976,['e941d602-e48c-4202-9c26-559d1e1e66c3'],43,,,,,,,,,,,,,,,,,South Africa,4976,00:18:43.756,Pass,
,,,,,,,,,,,,,,,,1.069064,,,,,,,,,,,,,,3e05477c-e384-4a52-83b8-b3bad05d22e1,2110,,,"[95.1, 74.0]",3920407,63,,,,-1.0816765,,Right Foot,,,,"[105.0, 55.4]",,High Pass,,21.070595,,Incomplete,Evidence Makgopa,65853.0,,,,,,2,From Free Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,132,South Africa,4976,"['a5ae7d77-0548-4622-9752-aac45c9d36ab', '7c3a79a9-8292-40fd-adcf-da7aec357c8d']",44,,,,,,,,,,,,,,,,,South Africa,4976,00:18:44.579,Pass,
,,,,,,,,,,,,,,,,1.932231,,,,,,,,,,,,,,f50561d8-c026-4378-b656-56a3918d8ee0,2114,,,"[19.2, 24.4]",3920407,63,,,,-0.070868775,,Left Foot,,,,"[51.6, 22.1]",,Low Pass,,32.481533,,,Peter Shalulile,65723.0,,,,,,2,Regular Play,Aprocious Petrus,136406.0,Right Defensive Midfield,133,Namibia,4980,['e3bcd51f-e465-443b-bce6-c4aa325e086f'],46,,,,,,,,,,,,,,,,,Namibia,4980,00:18:46.358,Pass,
,,,,,,,,,,,,,,,,3.784302,,,,,,,,,,,,,,4a2ff569-c6c1-4e3c-be91-03859f719e6b,2118,,,"[57.4, 35.1]",3920407,63,,,,1.1140181,,Right Foot,,,,"[77.5, 76.0]",,High Pass,,45.57214,,,Muzeu Bethuel,389319.0,,True,,,,2,Regular Play,Peter Shalulile,65723.0,Center Forward,133,Namibia,4980,['31b00e5f-5135-4fab-9c49-b3863fd88e01'],49,,,,,,,,,,,,,,,,,Namibia,4980,00:18:49.984,Pass,
,,,,,,,,,,,,,,,,1.453348,,,,,,,,,,,,,,d51b748c-07cb-4397-a7f2-4eebb252faa9,2121,,,"[84.2, 65.2]",3920407,63,,,,-1.1726288,,Left Foot,,,,"[89.5, 52.6]",,Ground Pass,,13.669309,,,Deon Hotto Kavendji,64612.0,,,,,,2,Regular Play,Muzeu Bethuel,389319.0,Right Wing,133,Namibia,4980,['2f76ad6e-ebf4-4d41-8996-4ed4d7b1427a'],57,,,,,,,,,,,,,,,,,Namibia,4980,00:18:57.975,Pass,
,,,,,,,,,,,,,,,,2.15225,,,,,,,,,,,,,,d7407082-6c05-4f45-ac24-574524decc46,2124,,,"[89.5, 52.6]",3920407,63,,,,0.023117268,,Left Foot,,,True,"[106.8, 53.0]",,Ground Pass,,17.304625,,,Muzeu Bethuel,389319.0,,,,,,2,Regular Play,Deon Hotto Kavendji,64612.0,Left Wing,133,Namibia,4980,['817ec6bc-272e-41a0-9ce2-a85253d3730d'],59,,,,,,,,,,,,,,,,,Namibia,4980,00:18:59.618,Pass,
,,,,,,,,,,,,,,,,1.565917,,,,,,,,,,,,,,e359f936-8ea8-41f5-a43c-89cd6caa441d,2127,,,"[107.2, 53.7]",3920407,64,,,,-1.1178516,,Right Foot,,,,"[120.0, 27.4]",,Ground Pass,,29.249445,,Out,Peter Shalulile,65723.0,,,,,,2,Regular Play,Muzeu Bethuel,389319.0,Right Wing,133,Namibia,4980,"['a1c75cda-e1ad-4eef-adb9-aeb95554cdc3', 'fdf51e9b-82f8-4dc5-aa03-ab301a0cf519']",1,,,,,,,,,,,,,,,,,Namibia,4980,00:19:01.771,Pass,True
,,,,,,,,,,,,,,,,1.835138,,,,,,,,,,,,,,da2214ed-d8e6-4e0c-9bc2-d61b9297b193,2129,,,"[7.0, 43.8]",3920407,64,,,,0.17552225,,Right Foot,,,,"[74.1, 55.7]",,High Pass,,68.14705,,Incomplete,Evidence Makgopa,65853.0,,,,,Goal Kick,2,From Goal Kick,Ronwen Williams,66721.0,Goalkeeper,134,South Africa,4976,"['f02e53bf-65e3-41f9-b2bc-ff0f7318c775', 'e14ac637-4401-4d20-96f5-237baffff545']",43,,,,,,,,,,,,,,,,,South Africa,4976,00:19:43.686,Pass,
,,,,,,,,,,,,,,,,3.260777,,,,,,,,,,,,,,e14ac637-4401-4d20-96f5-237baffff545,2131,,,"[46.0, 24.4]",3920407,64,,,,1.0516502,,Head,,,,"[58.0, 45.4]",,High Pass,,24.186773,,,Muzeu Bethuel,389319.0,,,,,Recovery,2,From Goal Kick,Lubeni Haukongo,135004.0,Left Center Back,134,South Africa,4976,"['da2214ed-d8e6-4e0c-9bc2-d61b9297b193', '2cfc012e-8667-4cbe-8c6f-161954965bde']",45,,,,,,,,,,,,,,,,,Namibia,4980,00:19:45.521,Pass,
,,,,,,,,,,,,,,,,3.209927,,,,,,,,,,,,,,266f7115-bb03-4e10-b71f-8cfaedf18e15,2137,,,"[61.7, 52.6]",3920407,64,,,,0.16930377,,Left Foot,,,,"[85.1, 56.6]",,High Pass,,23.739418,,Incomplete,Prins Menelik Tjiueza,103803.0,,,,,Recovery,2,From Goal Kick,Aprocious Petrus,136406.0,Right Defensive Midfield,134,South Africa,4976,"['9fb066b7-b54e-4165-923c-db681353bf26', '40a2cc70-d42d-4dc5-b6dd-47006e9cf388', '8a4b4e5e-8276-417a-b7d4-721530e9b2b0']",51,,,,,,,,,,,,,,,,,Namibia,4980,00:19:51.368,Pass,True
,,,,,,,,,,,,,,,,0.852406,,,,,,,,,,,,,,e7ed5035-031d-4763-8c14-8db8325e8c7a,2142,,,"[23.4, 29.6]",3920407,64,,,,0.5191461,,Right Foot,,,,"[36.7, 37.2]",,Ground Pass,,15.31829,,,Teboho Mokoena,66716.0,,,,,,2,From Goal Kick,Mothobi Mvala,65732.0,Left Center Back,134,South Africa,4976,['720000bd-3894-4932-a1c2-a0abdedafe41'],56,,,,,,,,,,,,,,,,,South Africa,4976,00:19:56.916,Pass,
,,,,,,,,,,,,,,,,1.099514,,,,,,,,,,,,,,17d4111d-b02d-4c66-80db-602cb0c6aee9,2144,,,"[36.7, 37.2]",3920407,64,,,,-2.1362803,,Right Foot,,,,"[33.4, 32.0]",,Ground Pass,,6.158734,,,Themba Zwane,65726.0,,,,,,2,From Goal Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,134,South Africa,4976,['1edb7fe1-3e73-4c81-acb4-d349324bd5d3'],57,,,,,,,,,,,,,,,,,South Africa,4976,00:19:57.768,Pass,
,,,,,,,,,,,,,,,,1.286987,,,,,,,,,,,,,,a1458052-3452-4e25-90ce-e353ea2ae6ee,2147,,,"[37.5, 28.3]",3920407,64,,,,-1.6280586,,Right Foot,,,,"[36.6, 12.6]",,Ground Pass,,15.725775,,,Aubrey Maphosa Modiba,65733.0,,,,,,2,From Goal Kick,Themba Zwane,65726.0,Center Attacking Midfield,134,South Africa,4976,['3f6e64f7-1a60-4fdc-9cd1-e875bcf3f7d5'],59,,,,,,,,,,,,,,,,,South Africa,4976,00:19:59.785,Pass,
,,,,,,,,,,,,,,,,0.790475,,,,,,,,,,,,,,fe91fd68-9237-40de-b296-72dd3a2ebf51,2150,,,"[37.9, 10.1]",3920407,65,,,,-0.9119903,,Left Foot,,,,"[42.7, 3.9]",,Ground Pass,,7.8409185,,,Percy Tau,29367.0,,,,,,2,From Goal Kick,Aubrey Maphosa Modiba,65733.0,Left Back,134,South Africa,4976,['4db12793-4a9f-48a7-8b04-e057e215dcec'],1,,,,,,,,,,,,,,,,,South Africa,4976,00:20:01.732,Pass,
