ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,8cc532b2-b780-4ae9-bb5b-eb2b8a516b1e,1,,,3920417,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Namibia,4980,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 125324, 'name': 'Lloyd Junior Kazapua'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 103799, 'name': 'Ivan Kamberipa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 264381, 'name': 'Kennedy Amutenya'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 135004, 'name': 'Lubeni Haukongo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 65555, 'name': 'Riaan Hanamub'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 136406, 'name': 'Aprocious Petrus'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 389319, 'name': 'Muzeu Bethuel'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 103803, 'name': 'Prins Menelik Tjiueza'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 389316, 'name': 'Ngero Kaanjuka Katua'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 64612, 'name': 'Deon Hotto Kavendji'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 65723, 'name': 'Peter Shalulile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Namibia,4980,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,ab3b6e79-4974-4950-b883-a6e99f60a086,2,,,3920417,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Namibia,4980,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 102992, 'name': 'Djigui Diarra'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 23331, 'name': 'Boubakar Kouyate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7295, 'name': 'Sikou Niakate'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 32952, 'name': 'Moussa Diarra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 67714, 'name': 'Aliou Dieng'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 4385, 'name': 'Yves Bissouma'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3710, 'name': 'Fousseni Diabaté'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 199653, 'name': 'Nene Dorgeles'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 27}, {'player': {'id': 51750, 'name': 'Youssoufou Niakaté'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 105182, 'name': 'Lassine Sinayoko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Mali,4930,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,9c262998-fcc1-412f-bc70-5028a3936bb6,3,,,3920417,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Namibia,4980,['99739926-6dff-4db7-8178-8cb54f144b16'],0,,,,,,,,,,,,,,,,,,Namibia,4980,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,99739926-6dff-4db7-8178-8cb54f144b16,4,,,3920417,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Namibia,4980,['9c262998-fcc1-412f-bc70-5028a3936bb6'],0,,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,9283ca59-82ee-4575-aad7-eee64a002fa5,1396,,,3920417,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,85,Namibia,4980,['30b203a5-ce2f-41f9-8770-12938cfc23d1'],0,,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,30b203a5-ce2f-41f9-8770-12938cfc23d1,1397,,,3920417,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,85,Namibia,4980,['9283ca59-82ee-4575-aad7-eee64a002fa5'],0,,,,,,,,,,,,,,,,,,Namibia,4980,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.854057,,,,,,,,,,,,c166b783-da96-41c8-abbf-4ddaf77b2978,5,,"[61.0, 40.1]",3920417,0,,,,-3.012896,,Right Foot,,,,"[52.5, 39.0]",Ground Pass,,8.570881,,,Yves Bissouma,4385.0,,,,,,Kick Off,1,From Kick Off,Youssoufou Niakaté,51750.0,Right Center Forward,2,Mali,4930,['eb089c8c-250b-4a8f-adb9-8e410528a550'],0,,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.491,Pass,
,,,,,,,,,,,,,0.900433,,,,,,,,,,,,3c183549-9dad-4149-a421-383d4db775c3,8,,"[52.5, 38.7]",3920417,0,,,,1.8925469,,Left Foot,,,,"[48.3, 51.3]",Ground Pass,,13.281567,,,Aliou Dieng,67714.0,,,,,,,1,From Kick Off,Yves Bissouma,4385.0,Left Defensive Midfield,2,Mali,4930,['f9fb8e15-c3dd-467e-a1be-fa441627e7ac'],1,,,,,,,,,,,,,,,,,,Mali,4930,00:00:01.667,Pass,
,,,,,,,,,,,,,0.872984,,,,,,,,,,,,73eb7a3d-996b-4512-9131-a9f40af9e98a,11,,"[48.7, 53.1]",3920417,0,,,,1.9912016,,Left Foot,,,,"[41.1, 70.1]",Ground Pass,,18.621492,,,Hamari Traoré,3248.0,,,,,,,1,From Kick Off,Aliou Dieng,67714.0,Right Defensive Midfield,2,Mali,4930,['c07c157b-e102-4a8e-8330-02aa6969067b'],3,,,,,,,,,,,,,,,,,,Mali,4930,00:00:03.556,Pass,
,,,,,,,,,,,,,2.916405,,,,,,,,,,,,220c055d-fd80-45fe-9da6-9c51684801e2,14,,"[42.2, 70.7]",3920417,0,,,,-0.018304592,,Right Foot,,,,"[85.9, 69.9]",High Pass,,43.70732,Incomplete,,Fousseni Diabaté,3710.0,,,,,,,1,From Kick Off,Hamari Traoré,3248.0,Right Back,2,Mali,4930,"['8f6ef74d-c983-44f3-9e0b-af55ab28fbb3', '19f62055-fcb1-467f-90d9-e701e812888f']",5,,,,,,,,,,,,,,,,,,Mali,4930,00:00:05.967,Pass,
,,,,,,,,,,,,,1.188882,,,,,,,,,,,,8f6ef74d-c983-44f3-9e0b-af55ab28fbb3,16,,"[34.2, 10.2]",3920417,0,,,,-0.07910289,,Head,,,,"[50.6, 8.9]",High Pass,,16.451445,Incomplete,,Deon Hotto Kavendji,64612.0,,,,,,Recovery,1,From Kick Off,Riaan Hanamub,65555.0,Left Back,2,Mali,4930,"['7c764cb9-5c02-4684-b59a-3dd4eae892ee', '8b238c0a-4a39-4f3b-8843-4f5b938c43e6', '220c055d-fd80-45fe-9da6-9c51684801e2']",8,,,,,,,,,,,,,,,,,,Namibia,4980,00:00:08.884,Pass,
,,,,,,,,,,,,,0.965905,,,,,,,,,,,,8b238c0a-4a39-4f3b-8843-4f5b938c43e6,18,,"[69.5, 71.2]",3920417,0,,,,-0.18682016,,Right Foot,,,,"[85.9, 68.1]",Low Pass,,16.690416,,,Youssoufou Niakaté,51750.0,,,,,,Recovery,1,From Kick Off,Aliou Dieng,67714.0,Right Defensive Midfield,2,Mali,4930,"['e0906231-56ab-426b-9608-dbf1678b1209', '8f6ef74d-c983-44f3-9e0b-af55ab28fbb3']",10,,,,,,,,,,,,,,,,,,Mali,4930,00:00:10.072,Pass,
,,,,,,,,,,,,,0.312643,,,,,,,,,,,,8e7a2233-907e-44d3-baf9-cc38632a0b85,23,,"[69.5, 80.0]",3920417,0,True,,,-1.7709774,,,,,,"[68.1, 73.1]",Low Pass,,7.0405965,,,Aliou Dieng,67714.0,,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Back,3,Mali,4930,['8619b8b5-4f5f-45f9-9046-764ad45143a2'],16,,,,,,,,,,,,,,,,,,Mali,4930,00:00:16.882,Pass,
,,,,,,,,,,,,,0.45915,,,,,,,,,,,,5f108005-1be8-44b5-8391-a3b50e3e4260,25,,"[68.9, 72.3]",3920417,0,,,,1.3125441,,Right Foot,,,,"[70.3, 77.6]",Low Pass,,5.481788,,,Hamari Traoré,3248.0,,,,,,,1,From Throw In,Aliou Dieng,67714.0,Right Defensive Midfield,3,Mali,4930,['495096a8-6943-45b8-b55a-9c0c580f9294'],17,,,,,,,,,,,,,,,,,,Mali,4930,00:00:17.524,Pass,
,,,,,,,,,,,,,0.907095,,,,,,,,,,,,f640f6c0-5326-48fb-a3f2-4a2ac45838b1,28,,"[70.3, 77.6]",3920417,0,,,,-2.454775,,Right Foot,,,,"[65.3, 73.5]",Ground Pass,,6.4660654,,,Aliou Dieng,67714.0,,,,,,,1,From Throw In,Hamari Traoré,3248.0,Right Back,3,Mali,4930,['77d2d5c8-8eae-413e-95b3-33874db55b29'],18,,,,,,,,,,,,,,,,,,Mali,4930,00:00:18.777,Pass,
,,,,,,,,,,,,,1.649807,,,,,,,,,,,,2ac77ace-929e-4203-8bf0-77eb388bbaf7,31,,"[57.8, 62.4]",3920417,0,,,,-1.9955175,,Right Foot,,,,"[41.7, 26.8]",Ground Pass,,39.071346,,,Sikou Niakate,7295.0,,,,,,,1,From Throw In,Aliou Dieng,67714.0,Right Defensive Midfield,3,Mali,4930,['6f7b6072-5825-4308-b437-29d459ee50bf'],24,,,,,,,,,,,,,,,,,,Mali,4930,00:00:24.298,Pass,
,,,,,,,,,,,,,1.110518,,,,,,,,,,,,2ca4d718-61c9-4962-959f-19fed120dff8,34,,"[41.4, 24.1]",3920417,0,,,,1.542323,,Left Foot,,,,"[42.3, 55.7]",Ground Pass,,31.612814,,,Boubakar Kouyate,23331.0,,,,,,,1,From Throw In,Sikou Niakate,7295.0,Left Center Back,3,Mali,4930,['e84c1e55-2dfc-4b1d-89e9-f809e9c2f2c9'],26,,,,,,,,,,,,,,,,,,Mali,4930,00:00:26.738,Pass,
,,,,,,,,,,,,,1.382649,,,,,,,,,,,,e417f666-504a-4165-ab63-9183ffc37ccf,37,,"[43.7, 56.0]",3920417,0,,,,0.82693905,,Right Foot,,,,"[63.3, 77.3]",Ground Pass,,28.945639,,,Hamari Traoré,3248.0,,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,3,Mali,4930,['3362d5cd-c23a-4c70-bb4a-27d88a1b966f'],29,,,,,,,,,,,,,,,,,,Mali,4930,00:00:29.127,Pass,
,,,,,,,,,,,,,4.07233,,,,,,,,,,,,bd55d174-34b3-47b0-b445-67c03d7e2799,40,,"[63.7, 77.0]",3920417,0,,,,-0.36450192,,Right Foot,,,,"[111.4, 58.8]",High Pass,,51.054188,,,Lassine Sinayoko,105182.0,,,,,,,1,From Throw In,Hamari Traoré,3248.0,Right Back,3,Mali,4930,['7858190d-812e-46b2-9ada-e99853f9e9c3'],32,,,,,,,,,,,,,,,,,,Mali,4930,00:00:32.075,Pass,
,,,,,,,,,,,,,1.234696,,,,,,,,,,,,f73230b6-4742-47f6-9685-5ddbc78aa8ac,44,,"[118.7, 51.5]",3920417,0,,,,2.4351666,,Right Foot,,True,,"[111.2, 57.9]",Ground Pass,,9.859513,,,Fousseni Diabaté,3710.0,,,,,,,1,From Throw In,Lassine Sinayoko,105182.0,Left Center Forward,3,Mali,4930,['c05bd4b0-29f7-469d-9e7f-97b9a36e1094'],38,,,,,,,,,,,,,,,,,,Mali,4930,00:00:38.540,Pass,
,,,,,,,,,,,,,0.97916,,,,,,,,,,,,9126c049-cdde-4caa-8453-a21265c58e75,49,,"[108.9, 54.9]",3920417,0,,,,-2.2788842,9275fbef-4d1d-4cce-9578-963f86bd2067,Left Foot,,,,"[95.8, 39.6]",Ground Pass,,20.141996,,,Yves Bissouma,4385.0,True,,,,,,1,From Throw In,Fousseni Diabaté,3710.0,Right Midfield,3,Mali,4930,"['e962e8c8-5aab-43d8-b271-4c0e798dc42d', '1900ca63-661e-46c3-87b4-029238e83671']",41,,,,,,,,,,,,,,,,,,Mali,4930,00:00:41.857,Pass,True
,,,,,,,,,,,,,1.457004,,,,,,,,,,,,4f8cf0f7-e653-4608-a37e-e33d4bd48cd3,55,,"[81.4, 28.5]",3920417,0,,,,-1.1185334,,Right Foot,,,,"[91.7, 7.3]",Ground Pass,,23.569683,,,Moussa Diarra,32952.0,,,,,,Recovery,1,From Throw In,Aliou Dieng,67714.0,Right Defensive Midfield,3,Mali,4930,['4a1b4d14-9479-474c-8c8e-fb83ae89e689'],46,,,,,,,,,,,,,,,,,,Mali,4930,00:00:46.801,Pass,
,,,,,,,,,,,,,1.195925,,,,,,,,,,,,4ddcbdc0-d5de-4956-954a-f2329f811843,59,,"[90.6, 9.3]",3920417,0,,,,0.609865,,Left Foot,,,,"[106.2, 20.2]",Ground Pass,,19.030764,,,Nene Dorgeles,199653.0,,,,,,,1,From Throw In,Moussa Diarra,32952.0,Left Back,3,Mali,4930,"['c36bcd62-c45e-4585-8728-8b87efdbf4ed', '895ab23f-a757-4ddf-b1cf-e760f1b5afcd']",49,,,,,,,,,,,,,,,,,,Mali,4930,00:00:49.215,Pass,True
,,,,,,,,,,,,,1.720787,,,,,,,,,,,,724e9a43-58de-44c8-b2f5-da3d43fc0652,66,,"[9.4, 65.3]",3920417,0,,,,0.041213762,,Right Foot,,,,"[48.2, 66.9]",High Pass,,38.832977,Unknown,,Peter Shalulile,65723.0,,,,,,,1,From Throw In,Ivan Kamberipa,103799.0,Right Back,3,Mali,4930,['e754b8e3-2eae-4ead-b952-fec0c7906c44'],55,,,,,,,,,,,,,,,,,,Namibia,4980,00:00:55.587,Pass,
,,,,,,,,,,,,,2.620339,,,,,,,,,,,,1c42d521-a4cb-482b-a85f-a829c65361ff,70,,"[59.8, 67.7]",3920417,1,,,,-0.40855253,,Right Foot,,,,"[99.3, 50.6]",High Pass,,43.042538,Unknown,,Peter Shalulile,65723.0,,,,,,Free Kick,1,From Free Kick,Ivan Kamberipa,103799.0,Right Back,4,Namibia,4980,['b657ae69-dad1-40dc-b8d2-eb12177a0398'],30,,,,,,,,,,,,,,,,,,Namibia,4980,00:01:30.455,Pass,
,,,,,,,,,,,,,0.453619,,,,,,,,,,,,42f34327-20e0-4223-99be-bff1378a1666,74,,"[18.7, 28.5]",3920417,1,True,,,1.4700555,,Right Foot,,,,"[21.5, 56.2]",Ground Pass,,27.841156,,,Boubakar Kouyate,23331.0,,,,,,Free Kick,1,From Free Kick,Sikou Niakate,7295.0,Left Center Back,5,Mali,4930,['4bc290c5-d5e6-4d75-8781-16c2a5eb5d8c'],50,,,,,,,,,,,,,,,,,,Mali,4930,00:01:50.885,Pass,
,,,,,,,,,,,,,1.40602,,,,,,,,,,,,d7512fa6-3edc-45ef-afe2-538f0675cf7c,76,,"[21.5, 56.2]",3920417,1,True,,,-1.3745257,,Right Foot,,,,"[28.3, 22.0]",Ground Pass,,34.869473,,,Sikou Niakate,7295.0,,,,,,,1,From Free Kick,Boubakar Kouyate,23331.0,Right Center Back,5,Mali,4930,['e54d810f-bb8e-4c28-be46-ec742ad6fe99'],51,,,,,,,,,,,,,,,,,,Mali,4930,00:01:51.338,Pass,
,,,,,,,,,,,,,1.059732,,,,,,,,,,,,80beb8db-d1b5-41c1-9868-caa22f1bd9a1,78,,"[29.0, 20.9]",3920417,1,,,,-0.9780014,,Left Foot,,,,"[38.7, 6.5]",Ground Pass,,17.362316,,,Moussa Diarra,32952.0,,,,,,,1,From Free Kick,Sikou Niakate,7295.0,Left Center Back,5,Mali,4930,['1405e9f5-15b9-47ca-984f-53ce2889188d'],54,,,,,,,,,,,,,,,,,,Mali,4930,00:01:54.003,Pass,
,,,,,,,,,,,,,1.256086,,,,,,,,,,,,79876f98-26ff-4b0b-9735-7e1325dde1dd,81,,"[38.1, 6.5]",3920417,1,,,,-0.3340522,,Left Foot,,,,"[55.1, 0.6]",Low Pass,,17.994722,Out,,,,,,,,,,1,From Free Kick,Moussa Diarra,32952.0,Left Back,5,Mali,4930,,59,,,,,,,,,,,,,,,,,,Mali,4930,00:01:59.393,Pass,
,,,,,,,,,,,,,1.238351,,,,,,,,,,,,a2d813e2-7225-46b2-b7c7-8fb6d03e4dcd,82,,"[64.7, 80.0]",3920417,2,,,,-0.1798535,,,,,,"[84.5, 76.4]",High Pass,,20.12461,Unknown,,Muzeu Bethuel,389319.0,,,,,,Throw-in,1,From Throw In,Ivan Kamberipa,103799.0,Right Back,6,Namibia,4980,['a7059470-05a2-4490-92f7-77f5223ba106'],10,,,,,,,,,,,,,,,,,,Namibia,4980,00:02:10.329,Pass,
,,,,,,,,,,,,,1.478976,,,,,,,,,,,,c7952131-ae77-4b08-ba7f-933f78be5dab,86,,"[84.3, 69.9]",3920417,3,,,,-0.7529186,,Left Foot,True,,,"[112.9, 43.1]",High Pass,,39.194386,Incomplete,,Peter Shalulile,65723.0,,,,,,Free Kick,1,From Free Kick,Deon Hotto Kavendji,64612.0,Left Midfield,7,Namibia,4980,"['9127c3d9-538a-4fa4-af78-0c3b4eb1ff18', '9d24aa8f-b2c1-44eb-9e50-708fe0e0f7cb']",1,,,,,,,,,,,,,,,,,,Namibia,4980,00:03:01.681,Pass,
,,,,,,,,,,,,,1.148023,,,,,,,,,,,,b6980988-1920-4696-b7b7-6b4043fce0e3,90,,"[120.0, 80.0]",3920417,3,,,,-1.6669618,,Left Foot,,,,"[117.0, 48.9]",High Pass,True,31.24436,Incomplete,,Muzeu Bethuel,389319.0,,,,Inswinging,,Corner,1,From Corner,Deon Hotto Kavendji,64612.0,Left Midfield,8,Namibia,4980,"['ba9893d3-78f3-4c18-9af3-0ecc5337a8bb', '4f1c3bf7-9f71-45e9-a74b-bc2b5646c41c']",47,,,,,,,,,,,,,,,,,,Namibia,4980,00:03:47.315,Pass,
,,,,,,,,,,,,,3.398843,,,,,,,,,,,,d74db6fd-213a-4cee-ac10-d92ff01d3bb0,93,,"[108.6, 80.0]",3920417,3,,,,-1.1571071,,,,,,"[114.0, 67.7]",Low Pass,,13.433167,,,Peter Shalulile,65723.0,,,,,,Throw-in,1,From Throw In,Deon Hotto Kavendji,64612.0,Left Midfield,9,Namibia,4980,['e566209b-db0e-460a-b5f0-c138c500aaa8'],54,,,,,,,,,,,,,,,,,,Namibia,4980,00:03:54.536,Pass,
,,,,,,,,,,,,,1.35989,,,,,,,,,,,,cc72a1c6-7fec-4983-8317-aea2e487889a,96,,"[115.0, 63.0]",3920417,3,,,,-1.7881657,,Left Foot,True,True,,"[111.4, 46.7]",Ground Pass,,16.692812,Incomplete,,Aprocious Petrus,136406.0,,,,,,,1,From Throw In,Peter Shalulile,65723.0,Center Forward,9,Namibia,4980,"['2847e579-5f5f-46b2-904c-61bcb537cdb2', 'a7aeb2e9-459e-4b77-aa84-3ff28a5ab521']",58,,,,,,,,,,,,,,,,,,Namibia,4980,00:03:58.843,Pass,
,,,,,,,,,,,,,0.85885,,,,,,,,,,,,2a5ef011-1a63-4bd8-bb22-0875715a6e21,101,,"[7.5, 10.6]",3920417,4,,,,0.082007445,,Right Foot,,,,"[14.8, 11.2]",Ground Pass,,7.324616,,,Nene Dorgeles,199653.0,,,,,,,1,Regular Play,Aliou Dieng,67714.0,Right Defensive Midfield,10,Mali,4930,"['9490fb72-6b0c-420d-998d-81a48d0027aa', '1ba80aec-5d5e-49da-ad64-d070c7370f97']",7,,,,,,,,,,,,,,,,,,Mali,4930,00:04:07.407,Pass,True
,,,,,,,,,,,,,0.44627,,,,,,,,,,,,b63091c4-a04c-493c-9c03-c672291e3c6b,105,,"[13.6, 9.9]",3920417,4,,,,-1.7738415,,Left Foot,,,,"[12.9, 6.5]",Ground Pass,,3.471311,,,Yves Bissouma,4385.0,,,,,,,1,Regular Play,Nene Dorgeles,199653.0,Left Midfield,10,Mali,4930,"['86d08ad0-8a06-4259-b325-60352567ac65', 'b0aa63f7-e303-4c6a-99df-cb774c23955c']",8,,,,,,,,,,,,,,,,,,Mali,4930,00:04:08.328,Pass,True
,,,,,,,,,,,,,2.953867,,,,,,,,,,,,7abf8e2e-3e64-4683-95d4-8c340be53e11,114,,"[27.3, 5.1]",3920417,4,,,,0.5010134,,Left Foot,,,,"[86.1, 37.3]",High Pass,,67.03939,,,Lassine Sinayoko,105182.0,,,,,,Free Kick,1,From Free Kick,Sikou Niakate,7295.0,Left Center Back,11,Mali,4930,['c5167f3d-71fb-4af4-8504-a48e0a95a84b'],34,,,,,,,,,,,,,,,,,,Mali,4930,00:04:34.941,Pass,
,,,,,,,,,,,,,2.276862,,,,,,,,,,,,075da2fd-c702-40fe-970f-4dc50bb2e906,116,,"[86.1, 35.4]",3920417,4,,,True,0.2643103,,,,,,"[107.9, 41.3]",High Pass,,22.584286,Incomplete,,Youssoufou Niakaté,51750.0,,,,,,,1,From Free Kick,Lassine Sinayoko,105182.0,Left Center Forward,11,Mali,4930,"['a6e4db23-b3aa-4c71-a664-dd80cb0d045c', 'b01f73dd-12a8-49b8-9860-c6f55b24dd99', 'ee73c4d5-8680-4249-8586-41cd243fb848']",38,,,,,,,,,,,,,,,,,,Mali,4930,00:04:38.031,Pass,True
,,,,,,,,,,,,,1.874146,,,,,,,,,,,,cc475027-ec37-4bf2-9dee-b9a5bf8ffcda,120,,"[11.7, 32.7]",3920417,4,True,,,-0.9874233,,Right Foot,,,,"[28.2, 7.7]",Ground Pass,,29.954132,,,Riaan Hanamub,65555.0,,,,,,,1,Regular Play,Lloyd Junior Kazapua,125324.0,Goalkeeper,12,Namibia,4980,['bcce6d62-50db-4b10-90a1-d1690d5c7be1'],46,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:46.342,Pass,
,,,,,,,,,,,,,1.399999,,,,,,,,,,,,4e9e15b3-491d-4b28-adc9-44622cfe53f9,122,,"[39.5, 8.8]",3920417,4,,,,3.0219483,,Left Foot,,,,"[21.2, 11.0]",Ground Pass,,18.431767,,,Lubeni Haukongo,135004.0,,,,,,,1,Regular Play,Riaan Hanamub,65555.0,Left Back,12,Namibia,4980,['327968b9-bcf1-42d6-a0d4-a52c3e105a61'],53,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:53.708,Pass,
,,,,,,,,,,,,,1.759998,,,,,,,,,,,,d59150b1-440e-4acb-9540-c0af45391ccc,125,,"[14.0, 18.1]",3920417,4,,,,1.7846692,,Left Foot,,,,"[9.2, 40.2]",Ground Pass,,22.615261,,,Lloyd Junior Kazapua,125324.0,,,,,,,1,Regular Play,Lubeni Haukongo,135004.0,Left Center Back,12,Namibia,4980,['8270967c-7294-459c-8cdd-480fa2f8c8dc'],56,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:56.903,Pass,
,,,,,,,,,,,,,2.853451,,,,,,,,,,,,3eb26360-5cdf-460f-bffe-fef97acdde0b,129,,"[8.2, 41.7]",3920417,4,,,,0.38265076,,Right Foot,,,,"[56.4, 61.1]",High Pass,,51.957676,Incomplete,,Deon Hotto Kavendji,64612.0,,,,,,,1,Regular Play,Lloyd Junior Kazapua,125324.0,Goalkeeper,12,Namibia,4980,"['c8be0864-4383-4a08-a30d-8b14be899c31', 'db3bdb44-e244-4cfe-8c55-8c1683fae064']",59,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:59.595,Pass,
,,,,,,,,,,,,,2.237794,,,,,,,,,,,,db3bdb44-e244-4cfe-8c55-8c1683fae064,132,,"[63.7, 19.0]",3920417,5,,,True,1.5836161,,,,,,"[63.6, 26.8]",High Pass,,7.800641,,,Yves Bissouma,4385.0,,,,,,Recovery,1,Regular Play,Moussa Diarra,32952.0,Left Back,13,Mali,4930,"['ba7953cf-8f7c-4d90-8b1d-f687f27fb668', '3eb26360-5cdf-460f-bffe-fef97acdde0b', '8919c635-e4d7-4ac9-957a-2ec51067566d']",2,,,,,,,,,,,,,,,,,,Mali,4930,00:05:02.448,Pass,True
,,,,,,,,,,,,,0.431621,,,,,,,,,,,,4127ebae-c329-4fbc-8090-caea0b2a301c,137,,"[65.1, 33.4]",3920417,5,,,,2.726687,,Right Foot,,,,"[56.7, 37.1]",Ground Pass,,9.17878,,,Aliou Dieng,67714.0,,,,,,,1,Regular Play,Yves Bissouma,4385.0,Left Defensive Midfield,13,Mali,4930,"['bb07bd51-3a28-4214-a10d-b03779fcd20e', '7f98a79a-bbff-4ea9-95ca-df27c93a18cc']",7,,,,,,,,,,,,,,,,,,Mali,4930,00:05:07.114,Pass,True
,,,,,,,,,,,,,1.407758,,,,,,,,,,,,e3c5d95d-f719-47dd-b6a4-7ecf7b9860e1,140,,"[57.0, 43.1]",3920417,5,,,,1.6340452,,Right Foot,,,,"[55.1, 73.1]",Ground Pass,,30.060106,,,Hamari Traoré,3248.0,,,,,,,1,Regular Play,Aliou Dieng,67714.0,Right Defensive Midfield,13,Mali,4930,['f3d9fab4-019f-4f50-9dce-0e0901c4cfde'],10,,,,,,,,,,,,,,,,,,Mali,4930,00:05:10.338,Pass,
,,,,,,,,,,,,,0.939319,,,,,,,,,,,,99169b5b-f565-49f1-ae35-79ce22502dbb,143,,"[62.9, 75.6]",3920417,5,,,,-1.5344487,,Right Foot,,,,"[63.1, 70.1]",Ground Pass,,5.503635,,,Aliou Dieng,67714.0,,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Back,13,Mali,4930,['038cf5a1-3957-45e9-9559-6e94c249407b'],14,,,,,,,,,,,,,,,,,,Mali,4930,00:05:14.728,Pass,
