50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,08d00548-13b6-48db-b96d-06a10049f68c,1654,,"[41.8, 14.1]",3920408,60,,,,,-0.6202495,,Right Foot,,,"[54.4, 5.1]",,Ground Pass,,15.484185,,,,Obite Evan Ndicka,7713.0,,,,,,,2,From Free Kick,Franck Yannick Kessié,7023.0,Center Defensive Midfield,109,Côte d'Ivoire,3374,['e196c890-8781-4632-88d6-91f9e80264ce'],8,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:15:08.691,Pass,
,,,,,,,,,,,,,,,,,0.879999,,,,,,,,,,,db6fc4cf-72f5-42e7-b22a-68de368d0fa3,1657,,"[48.2, 3.8]",3920408,60,,,,,0.9288504,,Left Foot,,,"[55.9, 14.1]",,Ground Pass,,12.860016,,,,Franck Yannick Kessié,7023.0,,,,,,,2,From Free Kick,Obite Evan Ndicka,7713.0,Left Center Back,109,Côte d'Ivoire,3374,['e365dc7b-9d31-4145-a022-00f9e3426f00'],10,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:15:10.561,Pass,
,,,,,,,,,,,,,,,,,0.959998,,,,,,,,,,,12d4d995-9497-420d-8928-03bd99072ba8,1660,,"[55.9, 14.1]",3920408,60,,,,,-0.71991813,,Right Foot,,,"[68.9, 2.7]",,Low Pass,,17.29046,,,,Ghislain Konan,10039.0,,,,,,,2,From Free Kick,Franck Yannick Kessié,7023.0,Center Defensive Midfield,109,Côte d'Ivoire,3374,['8b176d66-a14e-454d-b0b6-89084c6e35e1'],11,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:15:11.761,Pass,
,,,,,,,,,,,,,,,,,0.919998,,,,,,,,,,,3bba6ff1-fae4-4850-bdb5-7bf0886c3cbd,1666,,"[71.3, 0.1]",3920408,60,,,,,0.48358798,,,,,"[85.2, 7.4]",,High Pass,,15.700318,,,,Christian Kouamé,12496.0,,,,,,Throw-in,2,From Throw In,Ghislain Konan,10039.0,Left Back,110,Côte d'Ivoire,3374,['038407b0-d455-4b61-82d9-7fd81814e309'],18,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:15:18.681,Pass,
,,,,,,,,,,,,,,,,,1.18629,,,,,,,,,,,84925dae-f6ea-4ddf-acb5-c59d50fa65ca,1675,,"[52.0, 57.7]",3920408,60,,,,,-1.4966468,,Right Foot,,,"[53.3, 40.2]",,Low Pass,,17.54822,,,,Jannick Buyla Sam,40128.0,,,,,,,2,Regular Play,Emilio Nsue López,13581.0,Center Forward,111,Equatorial Guinea,4992,['5a6fb753-7eb8-4733-b3fe-f141e55c10aa'],23,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:15:23.656,Pass,
,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,7f536b7f-3845-466b-816d-de54daee251c,1685,,"[56.1, 38.9]",3920408,60,,,,,-0.11242713,,Left Foot,,,"[62.3, 38.2]",,Ground Pass,,6.239391,,,,Ibrahim Sangaré,3017.0,,,,,,Recovery,2,Regular Play,Franck Yannick Kessié,7023.0,Center Defensive Midfield,112,Côte d'Ivoire,3374,['5af83f09-1593-4458-808f-408cdec2554d'],27,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:15:27.801,Pass,
,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,69adb81f-7325-4ee9-940a-2bef6329938c,1688,,"[66.8, 38.9]",3920408,60,,,,,1.0454662,,Right Foot,,,"[83.9, 68.4]",,Ground Pass,,34.0978,,,,Oumar Diakité,212489.0,,,,,,,2,Regular Play,Ibrahim Sangaré,3017.0,Right Center Midfield,112,Côte d'Ivoire,3374,['2c5c90eb-d429-49e3-b416-4e3dcf0abd46'],29,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:15:29.681,Pass,
,,,,,,,,,,,,,,,,,1.160102,,,,,,,,,,,51ca81cc-8b35-4823-961f-ddf8b02a746c,1691,,"[111.7, 65.8]",3920408,60,,,,,-1.680064,,Right Foot,True,,"[109.1, 42.1]",,High Pass,,23.84219,,Incomplete,,Christian Kouamé,12496.0,,,,,,,2,Regular Play,Oumar Diakité,212489.0,Right Wing,112,Côte d'Ivoire,3374,"['bd52ade1-a510-4de3-97f6-99b795ac6e44', 'f44ab18d-9e17-45e8-9799-3597cae756aa']",38,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:15:38.761,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,56bffc43-8b4b-4394-a7ff-0b9d9e54de99,1695,,"[82.4, 24.1]",3920408,60,,,,,-0.8417487,,Left Foot,,,"[91.6, 13.8]",,High Pass,,13.810503,,,,Ghislain Konan,10039.0,,,,,,Recovery,2,Regular Play,Obite Evan Ndicka,7713.0,Left Center Back,112,Côte d'Ivoire,3374,['53033d37-90a9-408e-8b3e-ea6559cea18d'],42,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:15:42.899,Pass,
,,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,ec3c63fc-ce3c-4f25-83e8-abd2d381ed0b,1698,,"[93.3, 10.4]",3920408,60,,,,,-0.86217004,,Left Foot,,,"[99.3, 3.4]",,Ground Pass,,9.219544,,,,Franck Yannick Kessié,7023.0,,,,,,,2,Regular Play,Ghislain Konan,10039.0,Left Back,112,Côte d'Ivoire,3374,['3f172508-e122-46b0-ae49-88679efe2db6'],45,,,,,,,,,,,,,,,,Côte d'Ivoire,3374,00:15:45.579,Pass,
