50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,270c6bb9-ec28-4ac7-b37b-a8bb2f217f7c,1,,,,3920387,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ghana,4885,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 68757, 'name': 'Richard Ofori Antwi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 12259, 'name': 'Denis Odoi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 30519, 'name': 'Mohamed Salisu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 23615, 'name': 'Gideon Mensah'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 24087, 'name': 'Iddrisu Baba Mohammed'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 30693, 'name': 'Majeed Ashimeru'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16546, 'name': 'Joseph Paintsil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 33395, 'name': 'Ransford Königsdörffer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 9286, 'name': 'Antoine Semenyo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Ghana,4885,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7877b7ec-b0fa-4d9b-99fb-a8af19e64b9e,2,,,,3920387,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ghana,4885,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 105932, 'name': 'Josimar José Évora Dias'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 45557, 'name': 'Logan Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 36271, 'name': 'Roberto Lopes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 133038, 'name': 'João Paulo Moreira Fernandes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 132800, 'name': 'Kevin Lenini Gonçalves Pereira de Pina'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 8349, 'name': 'Deroy Duarte'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 7753, 'name': 'Jamiro Gregory Monteiro Alvarenga'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 40485, 'name': 'Ryan Isaac Mendes da Graça'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 10598, 'name': 'Jovane Eduardo Borges Cabral'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Cape Verde Islands,4924,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b29d9555-a5d1-474f-a1d9-d0662e24c075,3,,,,3920387,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ghana,4885,['5c206cb1-ee18-4033-822b-69952a93e667'],0,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5c206cb1-ee18-4033-822b-69952a93e667,4,,,,3920387,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ghana,4885,['b29d9555-a5d1-474f-a1d9-d0662e24c075'],0,,,,,,,,,,,,,,,,,Ghana,4885,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7cc97b15-351d-434a-8e04-302950a5c766,1591,,,,3920387,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,76,Cape Verde Islands,4924,['ffd6591e-77bf-4be4-9ec0-9538ed7866fc'],0,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ffd6591e-77bf-4be4-9ec0-9538ed7866fc,1592,,,,3920387,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,76,Cape Verde Islands,4924,['7cc97b15-351d-434a-8e04-302950a5c766'],0,,,,,,,,,,,,,,,,,Ghana,4885,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,3.12348,,,,,,,,,,,3a2dfdcd-ab43-475b-8529-867e9d1fe51e,5,,,"[61.0, 40.1]",3920387,0,,,,-2.8534157,,Right Foot,,,"[33.0, 31.8]",,Ground Pass,,29.20428,,,,Roberto Lopes,36271.0,,,,,Kick Off,1,From Kick Off,Tiago Manuel Dias Correia,7900.0,Center Forward,2,Cape Verde Islands,4924,['4ac98a6e-d1e6-4a7b-a05f-722e867cee5a'],0,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.753,Pass,
,,,,,,,,,,,,,,,,,2.106917,,,,,,,,,,,20b713dd-6ad8-4e3f-8f9e-fa7251145883,8,,,"[35.3, 33.3]",3920387,0,,,,0.57645833,,Right Foot,,,"[77.6, 60.8]",,High Pass,,50.453346,,,,Tiago Manuel Dias Correia,7900.0,,,,,,1,From Kick Off,Roberto Lopes,36271.0,Left Center Back,2,Cape Verde Islands,4924,['38b6b474-ba12-49b6-a73f-438a9086dbdc'],4,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:04.723,Pass,
,,,,,,,,,,,,,,,,,0.145954,,,,,,,,,,,7c933823-c856-4abc-86ca-ac0425cd8331,10,,,"[77.0, 61.3]",3920387,0,,,True,-0.43240777,,,,,"[78.3, 60.7]",,High Pass,,1.4317821,,Incomplete,,Ryan Isaac Mendes da Graça,40485.0,,,,,,1,From Kick Off,Tiago Manuel Dias Correia,7900.0,Center Forward,2,Cape Verde Islands,4924,"['929f554d-e5c7-43a7-8bba-ade61113218e', '4986b967-a1d9-4195-a92b-62a23116531e', '9e15dd1a-8c7a-4ca9-b759-af277ba1d897']",6,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:06.829,Pass,True
,,,,,,,,,,,,,,,,,1.974832,,,,,,,,,,,3bb14147-b24b-4c75-92af-f78935adf037,14,,,"[42.7, 19.2]",3920387,0,,,,1.1169523,,Right Foot,,,"[46.7, 27.4]",,High Pass,,9.123596,,Incomplete,,Ransford Königsdörffer,33395.0,,,,,Recovery,1,From Kick Off,Gideon Mensah,23615.0,Left Back,2,Cape Verde Islands,4924,"['c7e462cb-6cda-47f4-a102-3372dced12a2', 'a76c98b1-41b7-4436-b553-57a2c6f07b5d']",8,,,,,,,,,,,,,,,,,Ghana,4885,00:00:08.435,Pass,
,,,,,,,,,,,,,,,,,1.551956,,,,,,,,,,,c7e462cb-6cda-47f4-a102-3372dced12a2,17,,,"[73.4, 52.7]",3920387,0,,,,1.94513,,Head,,,"[67.9, 66.7]",,Low Pass,,15.041609,,Incomplete,,Steven Moreira,7197.0,,,,,Recovery,1,From Kick Off,Jamiro Gregory Monteiro Alvarenga,7753.0,Left Center Midfield,2,Cape Verde Islands,4924,"['bfc94c5b-e6d5-4e34-8710-3404bdb147a9', '3bb14147-b24b-4c75-92af-f78935adf037', '2380d65c-76c1-4f6f-845b-f7b69ec3feff', '09a1c864-f16c-49be-a7ce-b10691d3fed8']",10,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:10.410,Pass,True
,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,b95f2bbc-03d7-47b9-a10c-f34c368a0d9e,23,,,"[40.9, 34.4]",3920387,0,,,True,-1.7126933,,,,,"[40.5, 31.6]",,High Pass,,2.828427,,Incomplete,,,,,,,,Recovery,1,Regular Play,Iddrisu Baba Mohammed,24087.0,Right Defensive Midfield,3,Ghana,4885,"['fe76d22f-3d8d-4eb9-8562-d7a0390c1c03', '450dc3cb-503f-4f7d-8846-85fdd2f6928b']",14,,,,,,,,,,,,,,,,,Ghana,4885,00:00:14.654,Pass,True
,,,,,,,,,,,,,,,,,2.091425,,,,,,,,,,,e1ed8330-b62e-4961-a0eb-13a4c19a0031,26,,,"[44.9, 29.4]",3920387,0,,,,2.2751226,,Right Foot,,,"[30.2, 46.7]",,Low Pass,,22.701982,,,,Denis Odoi,12259.0,,,,,Recovery,1,Regular Play,Iddrisu Baba Mohammed,24087.0,Right Defensive Midfield,3,Ghana,4885,['4116db2b-50a9-439f-bc1b-6c72ad427a09'],16,,,,,,,,,,,,,,,,,Ghana,4885,00:00:16.318,Pass,
,,,,,,,,,,,,,,,,,1.03629,,,,,,,,,,,97c91e23-83cc-450f-a8f2-e2cddf6b3dbb,29,,,"[32.4, 49.8]",3920387,0,,,,-2.5354574,,Right Foot,,,"[23.6, 43.7]",,Ground Pass,,10.707474,,,,Alexander Djiku,2989.0,,,,,,1,Regular Play,Denis Odoi,12259.0,Right Back,3,Ghana,4885,['14a41304-adfb-4023-bdc4-b5bc011ca1dd'],20,,,,,,,,,,,,,,,,,Ghana,4885,00:00:20.790,Pass,
,,,,,,,,,,,,,,,,,1.928498,,,,,,,,,,,d5deff53-c23a-4617-a73d-972f34db958e,32,,,"[23.6, 43.7]",3920387,0,,,,-1.5519307,,Right Foot,,,"[24.1, 17.2]",,Ground Pass,,26.504717,,,,Mohamed Salisu,30519.0,,,,,,1,Regular Play,Alexander Djiku,2989.0,Right Center Back,3,Ghana,4885,['f0635495-e8a2-4b07-bc19-a7e82035c085'],22,,,,,,,,,,,,,,,,,Ghana,4885,00:00:22.771,Pass,
,,,,,,,,,,,,,,,,,0.811636,,,,,,,,,,,5bea2b38-4d5e-4718-a90c-3b139d76ddf6,36,,,"[24.7, 13.0]",3920387,0,,,,-1.0130875,,Left Foot,,,"[31.0, 2.9]",,Ground Pass,,11.903781,,,,Gideon Mensah,23615.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,3,Ghana,4885,['486129cf-85bd-4a35-bd60-58aef6ec19a4'],25,,,,,,,,,,,,,,,,,Ghana,4885,00:00:25.981,Pass,
,,,,,,,,,,,,,,,,,2.648522,,,,,,,,,,,5fa7abfc-e40b-4151-979f-e8064dcfec7c,40,,,"[27.2, 2.9]",3920387,0,,,,1.4783775,,Right Foot,,,"[29.1, 23.4]",,Ground Pass,,20.58786,,Incomplete,,Iddrisu Baba Mohammed,24087.0,,,,,,1,Regular Play,Gideon Mensah,23615.0,Left Back,3,Ghana,4885,"['c60862e2-4487-49aa-86db-cfa04f288b8b', 'c5c30948-883b-4a4e-bac3-71f49bf454c5', '019fb301-5f80-4140-84e1-3a67c0d4ed3d']",28,,,,,,,,,,,,,,,,,Ghana,4885,00:00:28.502,Pass,True
,,,,,,,,,,,,,,,,,0.796451,,,,,,,,,,,f4f752e9-3e5f-4d24-a8df-b17cde480899,44,,,"[91.5, 55.9]",3920387,0,,,,0.32606086,,Right Foot,,,"[105.4, 60.6]",,Ground Pass,,14.673104,,,,Ryan Isaac Mendes da Graça,40485.0,,,,,,1,Regular Play,Jovane Eduardo Borges Cabral,10598.0,Left Wing,3,Ghana,4885,['88ce7079-7a26-4c42-b600-0f1c79e1d8e6'],31,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:31.426,Pass,
,,,,,,,,,,,,,,,,,1.035219,,,,,,,,,,,7851969e-15f0-4fae-ad33-d821b09a54df,51,,,"[15.7, 13.4]",3920387,0,,,,0.1353182,,Left Foot,,,"[37.0, 16.3]",,Ground Pass,,21.496511,,,,Jordan Ayew,3450.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,3,Ghana,4885,['fd63c559-9162-46bd-ad2a-c1fc246c690f'],37,,,,,,,,,,,,,,,,,Ghana,4885,00:00:37.211,Pass,
,,,,,,,,,,,,,,,,,0.753835,,,,,,,,,,,55143871-88e2-4f6f-8009-6d60a037be4c,56,,,"[36.4, 16.9]",3920387,0,,,,1.5707964,,Right Foot,,,"[36.4, 21.3]",,Ground Pass,,4.4,,,,Majeed Ashimeru,30693.0,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Wing,3,Ghana,4885,"['fc7961ee-3f53-44df-8ae0-383ce4654abb', 'ef4475e3-d73d-40e5-a795-9f46b9871754']",39,,,,,,,,,,,,,,,,,Ghana,4885,00:00:39.260,Pass,True
,,,,,,,,,,,,,,,,,1.459881,,,,,,,,,,,a919c409-3124-4a85-820c-a7e536e7b3e9,61,,,"[84.5, 27.9]",3920387,0,,,,0.13742615,,Right Foot,,,"[103.3, 30.5]",,Ground Pass,,18.978935,,Incomplete,,Ransford Königsdörffer,33395.0,,,,,,1,Regular Play,Majeed Ashimeru,30693.0,Left Defensive Midfield,3,Ghana,4885,"['fb5564d8-b5ef-4c8f-bb3b-3b76d73184dc', 'ff8f56ba-14ca-4f1f-9594-8f00ffc1a950']",45,,,,,,,,,,,,,,,,,Ghana,4885,00:00:45.984,Pass,
,,,,,,,,,,,,,,,,,0.974912,,,,,,,,,,,3808a0d6-a3a5-44bd-8f3e-dadbfeee53a0,66,,,"[11.2, 44.4]",3920387,1,True,,,0.9682081,,Keeper Arm,,,"[20.9, 58.5]",,Ground Pass,,17.11432,,,,Logan Costa,45557.0,,,,,,1,Regular Play,Josimar José Évora Dias,105932.0,Goalkeeper,4,Cape Verde Islands,4924,['7891c305-7915-4b2a-8cd1-5e51740f2a5e'],2,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:02.494,Pass,
,,,,,,,,,,,,,,,,,1.422128,,,,,,,,,,,be513287-72ad-4037-9757-dd916e846faa,69,,,"[34.0, 64.5]",3920387,1,,,,0.9978302,,Left Foot,,,"[42.0, 76.9]",,Ground Pass,,14.756694,,,,Steven Moreira,7197.0,,,,,,1,Regular Play,Logan Costa,45557.0,Right Center Back,4,Cape Verde Islands,4924,['9344fe3b-8ad8-4afa-a7c8-f56325443292'],6,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:06.938,Pass,
,,,,,,,,,,,,,,,,,0.983918,,,,,,,,,,,6c715e2d-c089-4e81-a3c0-ccc218f6b3fd,73,,,"[41.4, 76.9]",3920387,1,,,,0.033320997,,Right Foot,,,"[50.4, 77.2]",,Ground Pass,,9.004998,,,,Ryan Isaac Mendes da Graça,40485.0,,,,,,1,Regular Play,Steven Moreira,7197.0,Right Back,4,Cape Verde Islands,4924,"['7a833487-5d47-46fa-83d9-cbc9da37eb35', '94c6dba6-685c-4d4e-bd2d-4f5be7156744']",8,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:08.950,Pass,True
,,,,,,,,,,,,,,,,,0.702213,,,,,,,,,,,a79d857c-896f-4c42-9750-f9714b7890ae,76,,,"[50.1, 76.9]",3920387,1,,,,-1.8995891,,Right Foot,,,"[47.2, 68.4]",,Ground Pass,,8.9810915,,,,Steven Moreira,7197.0,,,,,,1,Regular Play,Ryan Isaac Mendes da Graça,40485.0,Right Wing,4,Cape Verde Islands,4924,"['88a25f71-b3aa-4a21-b261-15e8b2c9173a', '3aebc861-98ce-43b9-9a93-54b1928e3d60']",9,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:09.934,Pass,True
,,,,,,,,,,,,,,,,,0.822352,,,,,,,,,,,50c28e34-92cc-4cbe-b7d2-6101b2038113,80,,,"[48.0, 67.7]",3920387,1,,,,-1.332187,,Right Foot,,,"[49.8, 60.3]",,Ground Pass,,7.615773,,,,Deroy Duarte,8349.0,,,,,,1,Regular Play,Steven Moreira,7197.0,Right Back,4,Cape Verde Islands,4924,"['8392001b-5204-4f1d-a934-e290728f536c', '8bf858ac-3bc2-4244-97e3-2ac5bdf69cc5']",11,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:11.073,Pass,True
,,,,,,,,,,,,,,,,,1.083781,,,,,,,,,,,b097a2eb-a928-495a-873c-44b96890fc77,90,,,"[61.4, 24.0]",3920387,1,,,,-3.0334885,,Right Foot,,,"[48.5, 22.6]",,Ground Pass,,12.975746,,,,Mohamed Salisu,30519.0,,,,,,1,Regular Play,Ransford Königsdörffer,33395.0,Center Attacking Midfield,5,Ghana,4885,['da7784bd-bf78-4d92-a34e-b682ef5f01a8'],14,,,,,,,,,,,,,,,,,Ghana,4885,00:01:14.409,Pass,
,,,,,,,,,,,,,,,,,1.095143,,,,,,,,,,,50220442-d1b6-424a-87f2-7a2ce5f83006,93,,,"[48.5, 22.6]",3920387,1,,,,-1.4229469,,Left Foot,,,"[50.6, 8.5]",,Ground Pass,,14.255526,,,,Gideon Mensah,23615.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,5,Ghana,4885,['e530598e-e532-4479-a829-7da101dfa3e3'],16,,,,,,,,,,,,,,,,,Ghana,4885,00:01:16.155,Pass,
,,,,,,,,,,,,,,,,,1.097543,,,,,,,,,,,f8235531-fb76-4fcc-ae8c-15fdae2fe21e,96,,,"[50.7, 7.5]",3920387,1,,,,-0.089236066,,Left Foot,,,"[69.7, 5.8]",,Ground Pass,,19.075901,,,,Jordan Ayew,3450.0,,,,,,1,Regular Play,Gideon Mensah,23615.0,Left Back,5,Ghana,4885,['ed481d16-54a3-4060-b589-72494c153574'],18,,,,,,,,,,,,,,,,,Ghana,4885,00:01:18.332,Pass,
,,,,,,,,,,,,,,,,,0.432815,,,,,,,,,,,389a4ad1-3f20-4096-8035-19324cff482f,99,,,"[70.0, 5.6]",3920387,1,,,,1.5951817,,Right Foot,,,"[69.8, 13.8]",,Ground Pass,,8.202438,,,,Antoine Semenyo,9286.0,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Wing,5,Ghana,4885,['758dadb4-04f5-4828-8f1d-c8c5f3e06bde'],20,,,,,,,,,,,,,,,,,Ghana,4885,00:01:20.200,Pass,
,,,,,,,,,,,,,,,,,0.733369,,,,,,,,,,,898e1d3b-e5b3-4b5f-9601-01415016af5a,102,,,"[69.8, 13.8]",3920387,1,,,,-1.5810001,,Right Foot,,,"[69.7, 4.0]",,Ground Pass,,9.80051,,,,Jordan Ayew,3450.0,,,,,,1,Regular Play,Antoine Semenyo,9286.0,Center Forward,5,Ghana,4885,['0f8e468a-af5a-4e7e-97c7-5853818297a0'],20,,,,,,,,,,,,,,,,,Ghana,4885,00:01:20.673,Pass,
,,,,,,,,,,,,,,,,,0.764037,,,,,,,,,,,295f88b1-d44f-4a88-8dc4-5ca55d0a1a62,105,,,"[67.1, 2.4]",3920387,1,,,,-3.078042,,Right Foot,,,"[56.1, 1.7]",,Ground Pass,,11.02225,,,,Gideon Mensah,23615.0,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Wing,5,Ghana,4885,['3193f48f-c4cd-43cf-b406-6dae5f9a33a5'],22,,,,,,,,,,,,,,,,,Ghana,4885,00:01:22.220,Pass,
,,,,,,,,,,,,,,,,,0.915178,,,,,,,,,,,e106c8fb-a8d6-46d1-ab2f-4568a5d1113e,108,,,"[49.8, 4.2]",3920387,1,,,,2.8874679,,Left Foot,,,"[34.4, 8.2]",,Ground Pass,,15.911002,,,,Mohamed Salisu,30519.0,,,,,,1,Regular Play,Gideon Mensah,23615.0,Left Back,5,Ghana,4885,['595740d7-6a82-4585-9656-f23be378d025'],25,,,,,,,,,,,,,,,,,Ghana,4885,00:01:25.229,Pass,
,,,,,,,,,,,,,,,,,2.890908,,,,,,,,,,,c8656178-901e-4f4f-a0bb-0d8762d4157a,111,,,"[33.5, 8.2]",3920387,1,,,,2.3536882,,Left Foot,,,"[13.6, 28.2]",,Ground Pass,,28.21365,,,,Richard Ofori Antwi,68757.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,5,Ghana,4885,['f13a469e-731b-4c96-846e-6a229f8fa3fa'],27,,,,,,,,,,,,,,,,,Ghana,4885,00:01:27.217,Pass,
,,,,,,,,,,,,,,,,,1.321421,,,,,,,,,,,364a1cf9-93b1-4017-80bb-7b44e3f54fa2,114,,,"[13.7, 37.6]",3920387,1,,,,1.5424352,,Right Foot,,,"[14.1, 51.7]",,Ground Pass,,14.105673,,,,Alexander Djiku,2989.0,,,,,,1,Regular Play,Richard Ofori Antwi,68757.0,Goalkeeper,5,Ghana,4885,['8981f92c-ca66-4f02-a42a-ea38e86bda4b'],32,,,,,,,,,,,,,,,,,Ghana,4885,00:01:32.192,Pass,
,,,,,,,,,,,,,,,,,1.833962,,,,,,,,,,,6e210047-15bc-48a4-9236-1ba940eed7b9,117,,,"[20.4, 50.7]",3920387,1,,,,-1.4997189,,Right Foot,,,"[22.6, 19.8]",,Ground Pass,,30.978218,,,,Mohamed Salisu,30519.0,,,,,,1,Regular Play,Alexander Djiku,2989.0,Right Center Back,5,Ghana,4885,['be8a56f9-e168-432f-a2f5-26c09be49a06'],35,,,,,,,,,,,,,,,,,Ghana,4885,00:01:35.800,Pass,
,,,,,,,,,,,,,,,,,0.924241,,,,,,,,,,,0e0357cd-e874-45dd-b3d2-3c5bd04c6d67,120,,,"[23.3, 18.2]",3920387,1,,,,-0.030111378,,Left Foot,,,"[39.9, 17.7]",,Ground Pass,,16.607529,,,,Majeed Ashimeru,30693.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,5,Ghana,4885,['e8ff3c0a-751c-423e-9fb4-4e4278aed08c'],39,,,,,,,,,,,,,,,,,Ghana,4885,00:01:39.398,Pass,
,,,,,,,,,,,,,,,,,1.561173,,,,,,,,,,,0bbb8f72-2db8-452f-96c8-d9fa87a57210,123,,,"[39.6, 17.6]",3920387,1,,,,-2.9634998,,Right Foot,,,"[29.6, 15.8]",,Ground Pass,,10.160708,,,,Mohamed Salisu,30519.0,,,,,,1,Regular Play,Majeed Ashimeru,30693.0,Left Defensive Midfield,5,Ghana,4885,['fbb8cb40-1bfc-4e1d-b3aa-09065c262bed'],40,,,,,,,,,,,,,,,,,Ghana,4885,00:01:40.363,Pass,
,,,,,,,,,,,,,,,,,2.6517,,,,,,,,,,,d48dad93-7d5f-411a-8d41-e8ea8f19543e,126,,,"[34.3, 16.8]",3920387,1,,,,1.769854,,Left Foot,,,"[27.3, 51.5]",,Ground Pass,,35.39901,,,,Alexander Djiku,2989.0,,,,,,1,Regular Play,Mohamed Salisu,30519.0,Left Center Back,5,Ghana,4885,['2fd21deb-b702-4e25-8e01-99e44d4d59af'],43,,,,,,,,,,,,,,,,,Ghana,4885,00:01:43.632,Pass,
,,,,,,,,,,,,,,,,,2.199276,,,,,,,,,,,32bf81bf-9a29-4031-ad33-359729768831,130,,,"[28.3, 57.2]",3920387,1,,,,0.22399479,,Right Foot,,,"[70.0, 66.7]",,High Pass,,42.768448,,Incomplete,,Joseph Paintsil,16546.0,,,,,,1,Regular Play,Alexander Djiku,2989.0,Right Center Back,5,Ghana,4885,"['52bf64c2-8fb5-41bc-904c-0db2d728da15', '177df7b0-819a-497a-9d59-5232b8c7bdc6', '4256a94f-5709-4748-81cc-41dcd60d0334']",48,,,,,,,,,,,,,,,,,Ghana,4885,00:01:48.069,Pass,True
,,,,,,,,,,,,,,,,,1.159718,,,,,,,,,,,e239403c-ce7b-485b-96ea-0f236297c7a8,135,,,"[49.5, 17.9]",3920387,1,,,,2.515546,,Left Foot,,,"[43.0, 22.6]",,Ground Pass,,8.021222,,,,Roberto Lopes,36271.0,,,,,,1,Regular Play,João Paulo Moreira Fernandes,133038.0,Left Back,5,Ghana,4885,"['50767126-3c59-4e20-a729-be533477c66e', 'f0621e07-0746-4df5-8b38-b25de53cf1a6']",51,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:51.237,Pass,True
,,,,,,,,,,,,,,,,,5.767273,,,,,,,,,,,f999ca4b-6f41-40e8-bae1-9fa724eaca3b,138,,,"[41.6, 23.4]",3920387,1,,,,-0.43140072,,Right Foot,,,"[92.0, 0.2]",,High Pass,,55.48333,,Out,,Jovane Eduardo Borges Cabral,10598.0,,,,,,1,Regular Play,Roberto Lopes,36271.0,Left Center Back,5,Ghana,4885,['a4f718fb-c6ae-4eaf-af3d-30ba24762f16'],52,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:52.477,Pass,
,,,,,,,,,,,,,,,,,1.566844,,,,,,,,,,,225cecbc-d13c-4d55-9f07-030970e5a0c8,140,,,"[32.5, 80.0]",3920387,2,,,,-0.24181077,,,,,"[54.8, 74.5]",,High Pass,,22.968239,,Incomplete,,Antoine Semenyo,9286.0,,,,,Throw-in,1,From Throw In,Denis Odoi,12259.0,Right Back,6,Ghana,4885,"['c603baef-a309-4a26-9f1e-54376f1758b6', '8c255d45-0bd8-44be-b802-6ac8308de3c7']",8,,,,,,,,,,,,,,,,,Ghana,4885,00:02:08.320,Pass,
,,,,,,,,,,,,,,,,,1.846268,,,,,,,,,,,c603baef-a309-4a26-9f1e-54376f1758b6,142,,,"[65.3, 5.6]",3920387,2,,,,0.8951911,,Head,,,"[76.6, 19.7]",,High Pass,,18.069311,,Incomplete,,Jamiro Gregory Monteiro Alvarenga,7753.0,,,,,Interception,1,From Throw In,João Paulo Moreira Fernandes,133038.0,Left Back,6,Ghana,4885,"['3c23084b-dbfe-4944-9187-520baa5ca896', '6c8ff0cc-a9bb-478d-bdd1-b2c99c35cb3e', '225cecbc-d13c-4d55-9f07-030970e5a0c8']",9,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:02:09.887,Pass,
