50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18723739-4715-4da4-ae5f-6cac78e81b26,1665,,,"[90.7, 76.6]",3920387,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Steven Moreira,7197.0,Right Back,82,Cape Verde Islands,4924,['89961bd1-3ad1-454a-9305-ed8781f3d395'],47,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:47.633,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a2c6af9-7837-44d5-bf87-5c50dffba94e,1669,,,"[92.3, 77.4]",3920387,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ryan Isaac Mendes da Graça,40485.0,Right Wing,82,Cape Verde Islands,4924,['2dc48122-6f96-44c2-aed2-c27712c8d11c'],48,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:48.761,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b5dace0-6cc0-450c-96bb-b6c13ee643b7,1672,,,"[91.9, 71.0]",3920387,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Tiago Manuel Dias Correia,7900.0,Center Forward,82,Cape Verde Islands,4924,['92eabed6-11e7-445a-971a-991800243a34'],49,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:49.581,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,d1825f1c-c12b-4caf-a36d-d3094b744d6b,1675,,,"[114.1, 71.9]",3920387,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ryan Isaac Mendes da Graça,40485.0,Right Wing,82,Cape Verde Islands,4924,['6e51809d-5a31-4240-8b79-f192403a4c10'],55,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:55.071,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,af7e2311-af4c-4e3c-bf62-40b56c0454be,1677,,,"[10.0, 54.6]",3920387,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Alexander Djiku,2989.0,Right Center Back,83,Ghana,4885,['85372ee9-063d-481d-aa4b-75eea22f00d2'],7,,,,,,,,,,,,,,,,,Ghana,4885,00:02:07.984,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,8c720cfc-5280-40bf-a026-a3996d24a4a9,1680,,,"[26.4, 41.8]",3920387,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Gideon Mensah,23615.0,Left Back,83,Ghana,4885,['005ab2b2-eebb-489c-a2bb-b001eb9ded04'],11,,,,,,,,,,,,,,,,,Ghana,4885,00:02:11.803,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,80b11261-f1b5-440f-ab66-adee1c9b32ec,1692,,,"[111.6, 47.2]",3920387,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ryan Isaac Mendes da Graça,40485.0,Right Wing,85,Cape Verde Islands,4924,['21a47dc2-89f2-4a92-bd36-522d176ec0ad'],13,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:13.505,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a97d64b-5add-46bf-b009-7875550cd5e6,1700,,,"[64.3, 51.2]",3920387,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Antoine Semenyo,9286.0,Center Forward,86,Ghana,4885,"['f20e4575-7c67-4e00-ae56-444d44b5c02b', '11a45b50-8813-4b7b-a78a-9ae780105a57']",47,,,,,,,,,,,,,,,,,Ghana,4885,00:04:47.165,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,07ac3fde-6ac0-4acc-91e1-8bdc7ba928bf,1703,,,"[96.3, 24.5]",3920387,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jordan Ayew,3450.0,Left Wing,86,Ghana,4885,['9fcaaab5-1502-4afd-8b45-509009477d52'],53,,,,,,,,,,,,,,,,,Ghana,4885,00:04:53.924,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,a1010512-8b04-4d9c-9d9f-3902643ec3d8,1707,,,"[64.7, 8.1]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jovane Eduardo Borges Cabral,10598.0,Left Wing,86,Ghana,4885,['f4c907c6-f224-47a3-b717-34996a5026d7'],11,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:05:11.443,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,65d4d6ab-13f1-4a44-bc0f-7dec6adb6f73,1711,,,"[57.8, 62.8]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Iddrisu Baba Mohammed,24087.0,Right Defensive Midfield,86,Ghana,4885,['8fef5545-35e9-48bd-b779-6d8c95d169af'],12,,,,,,,,,,,,,,,,,Ghana,4885,00:05:12.909,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,753393d8-c6a3-4170-9c11-462fab527426,1714,,,"[50.3, 47.4]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Mohamed Salisu,30519.0,Left Center Back,86,Ghana,4885,['f319f9f6-948d-4168-b8e8-f583fd82ba03'],14,,,,,,,,,,,,,,,,,Ghana,4885,00:05:14.659,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1c5abbb-092b-44b5-af54-e671acf78a4e,1717,,,"[69.6, 27.2]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jordan Ayew,3450.0,Left Wing,86,Ghana,4885,['8bad4937-bb9b-4cbb-a282-826c11f70f20'],16,,,,,,,,,,,,,,,,,Ghana,4885,00:05:16.776,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ff6f79c-6d94-4722-abbd-3327cec4288a,1719,,,"[56.1, 17.3]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Gideon Mensah,23615.0,Left Back,86,Ghana,4885,['02439b8b-007f-43a9-b99f-e69dabd403b9'],18,,,,,,,,,,,,,,,,,Ghana,4885,00:05:18.028,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0c005e7-bc9f-49d9-aaef-d42c8b06616e,1722,,,"[61.2, 21.8]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Majeed Ashimeru,30693.0,Left Defensive Midfield,86,Ghana,4885,['16030e00-0c5a-4c83-bf55-2dc15c592495'],21,,,,,,,,,,,,,,,,,Ghana,4885,00:05:21.236,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dde3e73-b387-4060-8b7a-0257651d626c,1725,,,"[47.8, 50.1]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Alexander Djiku,2989.0,Right Center Back,86,Ghana,4885,['c3222ad2-a743-4bd9-aa6b-2e994af3e637'],24,,,,,,,,,,,,,,,,,Ghana,4885,00:05:24.343,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d8d8f02-9944-4759-a700-18c4854b456d,1728,,,"[51.0, 28.9]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Mohamed Salisu,30519.0,Left Center Back,86,Ghana,4885,['cef7d724-6db2-4c8f-8ba0-eb750b8b7399'],27,,,,,,,,,,,,,,,,,Ghana,4885,00:05:27.365,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecba7df7-8e7d-4ae7-ac7a-c1a42005c7c1,1732,,,"[16.4, 42.4]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Richard Ofori Antwi,68757.0,Goalkeeper,86,Ghana,4885,['335aabbf-5e2f-4284-a350-b231443ac8a8'],32,,,,,,,,,,,,,,,,,Ghana,4885,00:05:32.386,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,88568eb8-6e32-4a1c-a548-9f960b6ef293,1735,,,"[85.7, 25.7]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jordan Ayew,3450.0,Left Wing,86,Ghana,4885,['dc821808-d4ed-4c6a-9e6d-4882c158a437'],42,,,,,,,,,,,,,,,,,Ghana,4885,00:05:42.350,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,33a9e828-96f7-47a3-a622-215cedbd6f8e,1737,,,"[35.5, 72.3]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Steven Moreira,7197.0,Right Back,87,Cape Verde Islands,4924,['69e9a4a3-b190-4169-b514-4f1ba55de3dc'],45,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:05:45.621,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b4b220a-b16a-4189-852c-7f392fb63435,1741,,,"[36.4, 75.6]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Logan Costa,45557.0,Right Center Back,87,Cape Verde Islands,4924,['4dff9ead-13f1-43ba-b120-c98a0bf2fa96'],50,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:05:50.692,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,7f0e32ce-5fd1-499e-9e8b-204df13db40f,1743,,,"[92.3, 65.5]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jamiro Gregory Monteiro Alvarenga,7753.0,Left Center Midfield,87,Cape Verde Islands,4924,['3c38949d-91c9-403a-b446-2f286d13e07b'],53,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:05:53.818,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12dae32e-0f7b-40a2-aefc-c90ab30be747,1745,,,"[35.1, 5.7]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gideon Mensah,23615.0,Left Back,88,Ghana,4885,['3eadfb92-ce6d-4a2e-a17a-c3b29974ea6f'],55,,,,,,,,,,,,,,,,,Ghana,4885,00:05:55.620,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fa7dd12-3d00-4855-80ba-3f3e2dc9ea02,1748,,,"[29.9, 23.0]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexander Djiku,2989.0,Right Center Back,88,Ghana,4885,['8678de3b-0fdc-4450-bcdd-a091cabd725d'],56,,,,,,,,,,,,,,,,,Ghana,4885,00:05:56.621,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e6f246a-04fb-46cd-ab48-ac5d5db19c14,1751,,,"[25.7, 21.4]",3920387,50,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Salisu,30519.0,Left Center Back,88,Ghana,4885,['880e68cb-a633-4ce5-b007-f47fe905f91f'],58,,,,,,,,,,,,,,,,,Ghana,4885,00:05:58.712,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5492d55-5af6-464d-801c-29dea5d1662b,1755,,,"[58.2, 14.6]",3920387,51,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antoine Semenyo,9286.0,Center Forward,88,Ghana,4885,"['aa669765-1930-4ec0-b851-2adc21405f9f', 'aa012408-51ac-4482-9557-3fff563d7138']",6,,,,,,,,,,,,,,,,,Ghana,4885,00:06:06.578,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fe472c2-0c23-4cae-a0d0-f05e047c1241,1762,,,"[91.1, 76.1]",3920387,51,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ryan Isaac Mendes da Graça,40485.0,Right Wing,88,Ghana,4885,['f5e93b5f-2536-4db8-a35c-4e84d1007fcb'],12,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:06:12.346,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,46c45a4e-c700-4146-8417-0827d29b11c5,1766,,,"[108.1, 58.5]",3920387,51,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jamiro Gregory Monteiro Alvarenga,7753.0,Left Center Midfield,88,Ghana,4885,['1ecfaf2b-b049-447f-8149-9ed88f20bf00'],16,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:06:16.741,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6f007c5-d729-4b6a-aa16-ad6a559e0c9e,1768,,,"[30.3, 54.1]",3920387,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Majeed Ashimeru,30693.0,Left Defensive Midfield,89,Ghana,4885,['8ba4d7a0-c5cb-472e-b7e0-2e3333a104b6'],48,,,,,,,,,,,,,,,,,Ghana,4885,00:06:48.756,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,02721015-b0bd-4f85-9790-65cf965c01e1,1770,,,"[40.4, 75.8]",3920387,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Denis Odoi,12259.0,Right Back,89,Ghana,4885,['a7942c23-b2a1-4464-b89f-a91517a1fdd7'],53,,,,,,,,,,,,,,,,,Ghana,4885,00:06:53.098,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f1846ae-a78a-4915-b827-941c4616458d,1773,,,"[55.5, 75.1]",3920387,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Majeed Ashimeru,30693.0,Left Defensive Midfield,89,Ghana,4885,['2f41db53-b3a8-44dd-a31f-00fa07eea942'],56,,,,,,,,,,,,,,,,,Ghana,4885,00:06:56.061,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,5ea5f41c-cecf-4a03-91a4-1529b2b7c47a,1777,,,"[60.4, 68.3]",3920387,51,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gideon Mensah,23615.0,Left Back,89,Ghana,4885,['0c78c6b9-653e-41b0-8762-9c12baff1d56'],58,,,,,,,,,,,,,,,,,Ghana,4885,00:06:58.187,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f040ea6-84e0-4072-9a67-454567c5630a,1781,,,"[84.8, 77.5]",3920387,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Joseph Paintsil,16546.0,Right Wing,89,Ghana,4885,['3e9204cd-fbf7-472c-8632-a1f45c995495'],1,,,,,,,,,,,,,,,,,Ghana,4885,00:07:01.633,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,9720c95e-b93b-45c7-b2a1-5fab4fc30f03,1789,,,"[117.7, 43.3]",3920387,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Denis Odoi,12259.0,Right Back,89,Ghana,4885,['82f6b964-7051-419c-8610-0a7fcfd233e4'],12,,,,,,,,,,,,,,,,,Ghana,4885,00:07:12.542,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,478efb41-bf42-4143-8287-8bdf49b41d69,1792,,,"[111.5, 38.0]",3920387,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Gideon Mensah,23615.0,Left Back,90,Ghana,4885,['91366703-de17-4533-9428-8787c450f609'],50,,,,,,,,,,,,,,,,,Ghana,4885,00:07:50.802,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d61a939-5397-4012-9eab-3409d9ecb805,1797,,,"[36.8, 28.9]",3920387,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jovane Eduardo Borges Cabral,10598.0,Left Wing,91,Cape Verde Islands,4924,['44754802-0365-4b16-b1f1-012529290fb5'],54,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:07:54.644,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b0fadec-b16c-4f3f-bd7a-c26d0688eaa5,1803,,,"[75.4, 56.4]",3920387,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ryan Isaac Mendes da Graça,40485.0,Right Wing,92,Cape Verde Islands,4924,['64ba1635-695a-49f1-9eb3-82a75d71f8b4'],50,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:08:50.365,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,186156cc-1f28-4007-8640-50e5379ba28a,1808,,,"[75.8, 72.1]",3920387,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Tiago Manuel Dias Correia,7900.0,Center Forward,92,Cape Verde Islands,4924,['3422b752-5354-4457-971b-7d06da444155'],52,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:08:52.438,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,947568ad-6778-47cc-9aba-2fcb9799f19e,1812,,,"[58.0, 71.9]",3920387,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Steven Moreira,7197.0,Right Back,92,Cape Verde Islands,4924,['d1d41f21-18bb-4a2e-952f-3d0510af99ec'],55,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:08:55.221,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6afafa-b6c8-4a2c-be72-4e194666a8c0,1815,,,"[71.3, 78.3]",3920387,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Tiago Manuel Dias Correia,7900.0,Center Forward,92,Cape Verde Islands,4924,['0ad3b36f-1457-47e3-b2d4-89d4a49dd5dd'],57,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:08:57.871,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2708f691-4c85-467f-8750-0cd8a3cce562,1821,,,"[56.3, 2.7]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gideon Mensah,23615.0,Left Back,93,Ghana,4885,['3212ef5e-c4a1-4f08-aa0c-705ae55f9475'],0,,,,,,,,,,,,,,,,,Ghana,4885,00:09:00.398,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,29bd59e7-efe6-4c61-9daa-e3ec0a04da4a,1824,,,"[71.4, 21.4]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joseph Paintsil,16546.0,Right Wing,93,Ghana,4885,['9e280839-a7c7-4ecd-8128-d69f97d9738a'],0,,,,,,,,,,,,,,,,,Ghana,4885,00:09:00.759,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbb6a84a-fcbd-49ba-82ac-89321bcdfe26,1827,,,"[85.5, 5.7]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Antoine Semenyo,9286.0,Center Forward,94,Ghana,4885,['7371a3ad-ac73-45ee-879f-51d64e9fac1a'],12,,,,,,,,,,,,,,,,,Ghana,4885,00:09:12.349,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ad4696d-3886-4f9c-abf2-2f5c2ff0823b,1830,,,"[93.4, 15.9]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ransford Königsdörffer,33395.0,Center Attacking Midfield,94,Ghana,4885,['0475f9c7-6149-43c0-86f8-1710104547b9'],13,,,,,,,,,,,,,,,,,Ghana,4885,00:09:13.426,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd7539da-6f99-4889-a129-e3e2012ef59e,1834,,,"[22.5, 48.3]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roberto Lopes,36271.0,Left Center Back,95,Cape Verde Islands,4924,['b4846dae-7f50-406d-81b6-6a262fe9dff5'],14,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:09:14.994,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,521291b4-92f6-42b5-ab89-30e3984f9645,1837,,,"[40.8, 29.1]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jovane Eduardo Borges Cabral,10598.0,Left Wing,95,Cape Verde Islands,4924,['1c20a1fd-7107-4a55-aec2-b3c954c3cf1c'],18,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:09:18.137,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,914e70aa-bdcb-4156-8ff8-97444fa0aa85,1844,,,"[83.7, 41.3]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Majeed Ashimeru,30693.0,Left Defensive Midfield,96,Ghana,4885,['dd78ed0e-458b-49ee-911a-bc760532a7fa'],21,,,,,,,,,,,,,,,,,Ghana,4885,00:09:21.751,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,19a97f3f-5e27-473e-a534-f283e7542788,1847,,,"[83.1, 58.5]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joseph Paintsil,16546.0,Right Wing,96,Ghana,4885,['d5fe1e6c-00aa-4d1a-a16d-729900fdb4d9'],24,,,,,,,,,,,,,,,,,Ghana,4885,00:09:24.441,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c58f48bc-2b9a-404b-ae28-4e7cdb764662,1850,,,"[93.0, 76.4]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Denis Odoi,12259.0,Right Back,96,Ghana,4885,['ce79f338-d40c-432c-8060-1e7697fcde60'],26,,,,,,,,,,,,,,,,,Ghana,4885,00:09:26.448,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b474171-46f1-4631-83bc-2cfa5c975137,1853,,,"[115.3, 65.8]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joseph Paintsil,16546.0,Right Wing,96,Ghana,4885,['191955b1-0c77-46c4-b34b-777d0201e07d'],30,,,,,,,,,,,,,,,,,Ghana,4885,00:09:30.618,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec711aa0-af02-4dc1-ac2d-9bdf0079bc4b,1857,,,"[115.3, 45.8]",3920387,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ransford Königsdörffer,33395.0,Center Attacking Midfield,96,Ghana,4885,['31e37a1b-b60d-4fe4-9b16-f899e801a79d'],31,,,,,,,,,,,,,,,,,Ghana,4885,00:09:31.885,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c2398d2-b8e7-4f2d-9349-8617942bfa40,1862,,,"[112.9, 39.2]",3920387,55,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alexander Djiku,2989.0,Right Center Back,97,Ghana,4885,['335e98a1-f35e-4585-9984-38c346d58438'],30,,,,,,,,,,,,,,,,,Ghana,4885,00:10:30.486,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,91939fcf-2ed8-487a-a2d3-18ce5eec1601,1867,,,"[38.9, 24.4]",3920387,56,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Roberto Lopes,36271.0,Left Center Back,98,Cape Verde Islands,4924,['e6995027-023d-43fd-bb2b-9084cd032a31'],48,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:11:48.541,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c884175-00b9-48d4-a1b0-cdf49961c936,1870,,,"[43.6, 3.7]",3920387,56,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,João Paulo Moreira Fernandes,133038.0,Left Back,98,Cape Verde Islands,4924,['8ea22112-885b-4c86-b154-23a62f6b5039'],50,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:11:50.935,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,22fbab60-0948-4c94-8288-1fde3fdaeb3c,1880,,,"[47.4, 26.2]",3920387,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Roberto Lopes,36271.0,Left Center Back,99,Cape Verde Islands,4924,['91115f2c-4004-42bb-880c-29f9f8174baa'],9,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:12:09.197,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4e43a4e-4238-4d80-abc0-c53c0d7eef60,1882,,,"[49.4, 50.5]",3920387,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Logan Costa,45557.0,Right Center Back,99,Cape Verde Islands,4924,['9249e138-c358-41de-94e8-32783274bdd4'],11,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:12:11.564,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,572f22c8-abeb-48ba-865e-7ec818bac2c2,1884,,,"[17.9, 41.9]",3920387,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Josimar José Évora Dias,105932.0,Goalkeeper,99,Cape Verde Islands,4924,['1c4d367a-6dd9-41a5-9a39-d12bba4836e6'],13,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:12:13.343,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,77eae27b-dd0d-49f8-8acd-d94024214ec7,1888,,,"[57.4, 77.2]",3920387,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ryan Isaac Mendes da Graça,40485.0,Right Wing,99,Cape Verde Islands,4924,['bd1271d9-dc9b-4a63-99c5-f0fa30a8ee9b'],18,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:12:18.763,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,b8f0cae2-ac32-4660-8723-253dafca664d,1892,,,"[91.8, 11.0]",3920387,59,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Joseph Paintsil,16546.0,Right Wing,100,Ghana,4885,['29801ee1-37ee-4e1b-9f84-7ea36a458921'],11,,,,,,,,,,,,,,,,,Ghana,4885,00:14:11.129,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f029e80-ee14-4c19-a7a6-792e1cab83c3,1894,,,"[41.7, 66.4]",3920387,59,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Ryan Isaac Mendes da Graça,40485.0,Right Wing,101,Cape Verde Islands,4924,['1e44c260-10b9-4d50-9082-23dfb6c6329f'],12,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:14:12.972,Ball Receipt*,
