50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.231542,,,,,,,,,,,,218cd10e-1fe8-4ef8-a4cc-1c237ce88153,3176,,,"[53.1, 41.2]",3922658,92,,,,,1.4547285,,Right Foot,,,,"[55.7, 63.5]",Ground Pass,,22.451057,,,,Gomolemo Grant Kekana,70093.0,,,,,,3,From Corner,Mothobi Mvala,65732.0,Left Center Back,178,South Africa,4976,['bbb48f9f-d6de-4bf8-be6d-83d756defb20'],57,,,,,,,,,,,,,,,,,,,South Africa,4976,00:02:57.103,Pass,
,,,,,,,,,,,,,,,1.644713,,,,,,,,,,,,dd6134f4-a683-4e3f-8ebb-dbd712ba4762,3179,,,"[55.9, 63.5]",3922658,93,,,,,-1.852662,,Right Foot,,,,"[48.4, 37.6]",Ground Pass,,26.96405,,,,Mothobi Mvala,65732.0,,,,,,3,From Corner,Gomolemo Grant Kekana,70093.0,Right Center Back,178,South Africa,4976,['b9d569ca-c17b-44ca-b853-af4219aae3b3'],0,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:00.584,Pass,
,,,,,,,,,,,,,,,1.329524,,,,,,,,,,,,4beb71ee-44c8-4cda-8c51-ed859c4b4632,3182,,,"[49.2, 38.9]",3922658,93,,,,,-0.26681608,,Right Foot,,,,"[64.2, 34.8]",Ground Pass,,15.550241,,,,Teboho Mokoena,66716.0,,,,,,3,From Corner,Mothobi Mvala,65732.0,Left Center Back,178,South Africa,4976,['b2f1e927-9334-4dc7-ae38-9d3f443d57cf'],3,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:03.096,Pass,
,,,,,,,,,,,,,,,1.995987,,,,,,,,,,,,f1a41456-5d2b-400c-bd04-84f8078b41f1,3185,,,"[64.2, 34.8]",3922658,93,,,,,1.8311715,,Right Foot,,,,"[56.9, 62.2]",Ground Pass,,28.355776,,,,Gomolemo Grant Kekana,70093.0,,,,,,3,From Corner,Teboho Mokoena,66716.0,Right Defensive Midfield,178,South Africa,4976,['59328cc5-5de0-4d19-ab67-e2088f35748a'],5,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:05.132,Pass,
,,,,,,,,,,,,,,,1.198997,,,,,,,,,,,,cf161334-5f9f-49c9-b490-7bfa6fddf4cb,3188,,,"[62.7, 60.1]",3922658,93,,,,,-1.0728111,,Right Foot,,,,"[68.3, 49.8]",Ground Pass,,11.723907,,,,Teboho Mokoena,66716.0,,,,,,3,From Corner,Gomolemo Grant Kekana,70093.0,Right Center Back,178,South Africa,4976,['98687551-889e-4d63-aa22-ff850e8f2f1d'],9,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:09.908,Pass,
,,,,,,,,,,,,,,,1.459296,,,,,,,,,,,,6c29fc80-c975-40d8-9d67-d20cbdade343,3191,,,"[63.8, 49.6]",3922658,93,,,,,-1.3078016,,Left Foot,,,,"[68.7, 31.4]",Ground Pass,,18.848078,,,,Sphephelo S''Miso Sithole,42527.0,,,,,,3,From Corner,Teboho Mokoena,66716.0,Right Defensive Midfield,178,South Africa,4976,['981ed812-3ac8-4564-a6f4-68f9004c3e44'],12,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:12.522,Pass,
,,,,,,,,,,,,,,,3.040808,,,,,,,,,,,,23a96c7b-6da1-4b51-b71c-97657a56cadc,3195,,,"[66.8, 35.7]",3922658,93,,,,,1.246143,,Right Foot,,,,"[80.7, 77.0]",High Pass,,43.57637,,,,Khuliso Johnson Mudau,65719.0,,True,,,,3,From Corner,Sphephelo S''Miso Sithole,42527.0,Left Defensive Midfield,178,South Africa,4976,"['86f935b3-f21d-47f7-92ab-538b77bd32c4', 'f9f336b2-6239-403f-a5e1-e0859c7a7da7']",15,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:15.385,Pass,True
,,,,,,,,,,,,,,,1.280188,,,,,,,,,,,,414eca07-b429-4660-8f88-aa6debcda76c,3199,,,"[65.5, 57.1]",3922658,93,,,,,-2.3248458,,Right Foot,,,,"[51.6, 42.3]",Ground Pass,,20.30394,,,,Mothobi Mvala,65732.0,,,,,,3,From Corner,Khuliso Johnson Mudau,65719.0,Right Back,178,South Africa,4976,['174c100d-115b-4c8f-b736-22d150bab710'],24,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:24.071,Pass,
,,,,,,,,,,,,,,,1.690195,,,,,,,,,,,,85bafd39-de6b-44ea-907b-a78443c7f97d,3202,,,"[52.9, 42.7]",3922658,93,,,,,-0.03844259,,Right Foot,,,,"[84.1, 41.5]",High Pass,,31.223068,,,,Jayden Adams,65761.0,,,,,,3,From Corner,Mothobi Mvala,65732.0,Left Center Back,178,South Africa,4976,['7a0d4e14-8243-43d6-abc6-e7e38a72e334'],26,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:26.590,Pass,
,,,,,,,,,,,,,,,0.954029,,,,,,,,,,,,8106ae1d-c49f-48a2-8fcd-84e694662ee9,3204,,,"[83.9, 41.5]",3922658,93,,,,,-0.19739556,,Head,,,,"[93.9, 39.5]",High Pass,,10.198039,,Incomplete,,Evidence Makgopa,65853.0,,,,,,3,From Corner,Jayden Adams,65761.0,Center Attacking Midfield,178,South Africa,4976,"['e1925f9e-c165-4e2c-ba2d-70ec87f38794', '7f6bb1e2-e801-4dd5-b50a-141667ccebd4']",28,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:28.280,Pass,
,,,,,,,,,,,,,,,3.510902,,,,,,,,,,,,341ea202-8ac3-40df-a734-180c3acc6a15,3208,,,"[30.2, 43.4]",3922658,93,,,,,0.37390384,,Right Foot,,,,"[87.8, 66.0]",High Pass,,61.875034,,Incomplete,,Gilson Benchimol Tavares,105936.0,,,,,,3,From Corner,Logan Costa,45557.0,Right Center Back,178,South Africa,4976,"['4944ef50-d89b-4ac2-af1f-ea1a5017dd9b', '88e697d7-56e7-478f-90e7-a3e60bd7fb16']",30,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:03:30.645,Pass,
,,,,,,,,,,,,,,,2.539623,,,,,,,,,,,,1719004f-f590-4960-a836-2faf65c98356,3213,,,"[8.6, 38.9]",3922658,93,,True,,,1.1121612,,Keeper Arm,,,,"[16.5, 54.9]",Ground Pass,,17.844048,,,,Gomolemo Grant Kekana,70093.0,,,,,,3,From Corner,Ronwen Williams,66721.0,Goalkeeper,178,South Africa,4976,['a6b1ff82-1a6d-44c0-9306-7aa4128cc921'],43,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:43.139,Pass,
,,,,,,,,,,,,,,,1.737542,,,,,,,,,,,,6afec38c-5f0e-4cdc-8393-8c524d3efb5d,3215,,,"[21.0, 56.0]",3922658,93,,,,,0.12850147,,Left Foot,,,,"[38.8, 58.3]",Ground Pass,,17.94798,,,,Teboho Mokoena,66716.0,,,,,,3,From Corner,Gomolemo Grant Kekana,70093.0,Right Center Back,178,South Africa,4976,['9d2adb84-9d36-4bcf-9639-01d19c74051a'],47,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:47.028,Pass,
,,,,,,,,,,,,,,,3.279857,,,,,,,,,,,,603c1536-8efd-4bed-b02c-535b4a1c0de7,3218,,,"[43.9, 61.1]",3922658,93,,,,,0.30745694,,Right Foot,,,,"[92.4, 76.5]",High Pass,,50.886246,,,,Mihlali Samson Mayambela,133003.0,,,,,,3,From Corner,Teboho Mokoena,66716.0,Right Defensive Midfield,178,South Africa,4976,['df4e86ca-012f-47ef-82af-103a20071568'],50,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:50.694,Pass,
,,,,,,,,,,,,,,,1.341365,,,,,,,,,,,,85bc8389-df41-40f1-935f-87d529f0cd4e,3223,,,"[32.8, 11.1]",3922658,93,,,,,-0.5307735,,Left Foot,,,,"[42.0, 5.7]",Ground Pass,,10.667708,,,,Willy Afonso Semedo Johnson,28413.0,,,,,Recovery,3,Regular Play,Erickson Patrick Correia Andrade,50968.0,Left Defensive Midfield,179,Cape Verde Islands,4924,['d5c2d514-61f1-468b-8a32-1a34a94f94ca'],55,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:03:55.921,Pass,
,,,,,,,,,,,,,,,1.354998,,,,,,,,,,,,8290b20e-741f-4638-bd99-26df13330b7d,3226,,,"[42.0, 5.7]",3922658,93,,,,,-2.9111903,,Left Foot,,,,"[33.9, 3.8]",Ground Pass,,8.319856,,Incomplete,,João Paulo Moreira Fernandes,133038.0,,,,,,3,Regular Play,Willy Afonso Semedo Johnson,28413.0,Left Wing,179,Cape Verde Islands,4924,"['21ecbc44-ce4d-4c83-a73b-95e7435c3d13', '5cb61b85-7991-4678-b6be-638287962f18']",57,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:03:57.342,Pass,
,,,,,,,,,,,,,,,0.431068,,,,,,,,,,,,5cb61b85-7991-4678-b6be-638287962f18,3228,,,"[86.2, 76.3]",3922658,93,,,,,-0.40024066,,Right Foot,,,,"[88.8, 75.2]",Ground Pass,,2.823119,,Incomplete,,Evidence Makgopa,65853.0,,,,,Recovery,3,Regular Play,Mihlali Samson Mayambela,133003.0,Right Wing,179,Cape Verde Islands,4924,"['2b3ab03a-8cec-4a6a-b907-8536adb08f35', '7a8c2e63-d11e-421f-a13d-7886c7e9a794', '8290b20e-741f-4638-bd99-26df13330b7d']",58,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:58.697,Pass,
,,,,,,,,,,,,,,,1.803851,,,,,,,,,,,,4336fec3-7181-4982-9a44-65525f10c45c,3233,,,"[34.5, 9.1]",3922658,94,,,,,1.5707964,,Left Foot,,,,"[34.5, 22.4]",Ground Pass,,13.3,,,,Willy Afonso Semedo Johnson,28413.0,,,,,,3,Regular Play,João Paulo Moreira Fernandes,133038.0,Left Back,179,Cape Verde Islands,4924,"['f7159ddb-1add-43a9-9de2-6aa8583b15e7', '2502c749-e777-49ae-b03f-75be39085c8b']",1,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:01.628,Pass,True
,,,,,,,,,,,,,,,1.429799,,,,,,,,,,,,d9285371-7c6c-4838-b17f-69cf5a367980,3235,,,"[34.5, 24.1]",3922658,94,,,,,2.7392716,,Left Foot,,,,"[20.4, 30.1]",Ground Pass,,15.323511,,,,Logan Costa,45557.0,,,,,,3,Regular Play,Willy Afonso Semedo Johnson,28413.0,Left Wing,179,Cape Verde Islands,4924,['a820018c-7ee2-40e2-8e8c-33532d857057'],3,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:03.431,Pass,
,,,,,,,,,,,,,,,1.713587,,,,,,,,,,,,71c3e7df-81a0-4e91-996b-f8f739edfca5,3238,,,"[28.5, 44.9]",3922658,94,,,,,1.0401351,,Right Foot,,,,"[45.4, 73.7]",Ground Pass,,33.392365,,,,Tiago Manuel Dias Correia,7900.0,,,,,,3,Regular Play,Logan Costa,45557.0,Right Center Back,179,Cape Verde Islands,4924,['5172f528-28b9-4a55-8be6-a22cab037116'],9,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:09.041,Pass,
,,,,,,,,,,,,,,,1.036032,,,,,,,,,,,,84489028-ff28-46a2-b026-e060eda7da05,3242,,,"[63.4, 73.1]",3922658,94,,,,,-1.8201545,,Right Foot,,,,"[59.3, 57.0]",Ground Pass,,16.61385,,,,Kenny Rocha Santos,23301.0,,,,,,3,Regular Play,Tiago Manuel Dias Correia,7900.0,Right Wing,179,Cape Verde Islands,4924,"['7539d941-d225-42e9-b6ba-8089d8181cbe', '0eb662ba-8c2b-4b1b-ab52-dff5723c9b3b']",16,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:16.528,Pass,True
,,,,,,,,,,,,,,,2.077815,,,,,,,,,,,,47a8e0fe-4127-41c9-bd5c-206628885718,3245,,,"[59.3, 57.0]",3922658,94,,,,,2.763826,,Right Foot,,,,"[46.7, 62.0]",Ground Pass,,13.555811,,,,Logan Costa,45557.0,,,,,,3,Regular Play,Kenny Rocha Santos,23301.0,Right Defensive Midfield,179,Cape Verde Islands,4924,['ba4d5d2d-4b6d-4772-836f-ba35baa05671'],17,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:17.594,Pass,
,,,,,,,,,,,,,,,1.302217,,,,,,,,,,,,d52bd910-5091-4b6f-9754-064fc4a9d10c,3248,,,"[46.7, 62.0]",3922658,94,,,,,-1.2042209,,Left Foot,,,,"[51.0, 50.8]",Ground Pass,,11.997083,,,,Erickson Patrick Correia Andrade,50968.0,,,,,,3,Regular Play,Logan Costa,45557.0,Right Center Back,179,Cape Verde Islands,4924,['eea8b93c-48b3-4e40-b203-7c31df40b9eb'],19,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:19.723,Pass,
,,,,,,,,,,,,,,,1.222548,,,,,,,,,,,,2f70cb53-da39-4bc9-ac28-08368ec383ad,3251,,,"[55.5, 53.0]",3922658,94,,,,,-0.32682666,,Left Foot,,,,"[73.2, 47.0]",Ground Pass,,18.689302,,,,Laros Duarte,21173.0,,,,,,3,Regular Play,Erickson Patrick Correia Andrade,50968.0,Left Defensive Midfield,179,Cape Verde Islands,4924,['1cdf2b8f-4a3e-40ba-bd19-fe847943f341'],22,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:22.982,Pass,
,,,,,,,,,,,,,,,0.950248,,,,,,,,,,,,eb35ae97-9e04-4e1f-a755-b7c5b2df4a7a,3255,,,"[73.6, 45.5]",3922658,94,,,,,-0.5880026,,Right Foot,,,,"[82.6, 39.5]",Ground Pass,,10.816654,,,,Gilson Benchimol Tavares,105936.0,,,,,,3,Regular Play,Laros Duarte,21173.0,Center Attacking Midfield,179,Cape Verde Islands,4924,"['e3850e59-379f-40a5-9dd9-f4c157a1e756', '1240a3e2-aea7-40eb-b8d0-7eca279c66d5']",24,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:24.784,Pass,True
,,,,,,,,,,,,,,,3.201931,,,,,,,,,,,,77bd801e-39b7-4cde-874e-da106b4d1f23,3258,,,"[83.3, 39.1]",3922658,94,,,,,1.1728301,,Right Foot,,,,"[100.2, 79.3]",High Pass,,43.607914,,Out,,,,,True,,,,3,Regular Play,Gilson Benchimol Tavares,105936.0,Center Forward,179,Cape Verde Islands,4924,['8de494ea-2979-4946-b301-5bdee666ed7d'],25,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:25.735,Pass,True
,,,,,,,,,,,,,,,0.569584,,,,,,,,,,,,772fbeb4-62dc-423a-84b0-f78682cfd3e7,3259,,,"[14.8, 0.1]",3922658,94,,True,,,0.9680528,,,,,,"[21.2, 9.4]",Low Pass,,11.289375,,,,Sphephelo S''Miso Sithole,42527.0,,,,,Throw-in,3,From Throw In,Aubrey Maphosa Modiba,65733.0,Left Back,180,South Africa,4976,['bd0c64ed-aa79-4966-ab65-4a8d6e89646b'],35,,,,,,,,,,,,,,,,,,,South Africa,4976,00:04:35.749,Pass,
,,,,,,,,,,,,,,,1.109969,,,,,,,,,,,,aaf1c17b-6822-45ec-842c-1406530c3b8e,3261,,,"[24.0, 8.9]",3922658,94,,,,,-2.7323468,,Right Foot,,,,"[15.7, 5.3]",Ground Pass,,9.047099,,,,Aubrey Maphosa Modiba,65733.0,,,,,,3,From Throw In,Sphephelo S''Miso Sithole,42527.0,Left Defensive Midfield,180,South Africa,4976,['5a208c8c-06f6-4972-83cd-4d72cbae1116'],36,,,,,,,,,,,,,,,,,,,South Africa,4976,00:04:36.499,Pass,
,,,,,,,,,,,,,,,2.780147,,,,,,,,,,,,44877484-69f3-4206-a924-38296be4dd98,3264,,,"[16.7, 3.8]",3922658,94,,,,,0.23949927,,Left Foot,,,,"[68.3, 16.4]",High Pass,,53.1161,,Incomplete,,Evidence Makgopa,65853.0,,,,,,3,From Throw In,Aubrey Maphosa Modiba,65733.0,Left Back,180,South Africa,4976,"['855e4e3e-0495-42d9-b9bf-9b71f494f087', 'a0ef3b8d-6c7e-4ea8-a086-f2b52092aaf5']",38,,,,,,,,,,,,,,,,,,,South Africa,4976,00:04:38.325,Pass,
,,,,,,,,,,,,,,,3.153359,,,,,,,,,,,,855e4e3e-0495-42d9-b9bf-9b71f494f087,3266,,,"[51.8, 63.7]",3922658,94,,,,,0.3744687,,Head,,,,"[74.7, 72.7]",High Pass,,24.605082,,,,Tiago Manuel Dias Correia,7900.0,,,,,Recovery,3,From Counter,Logan Costa,45557.0,Right Center Back,181,Cape Verde Islands,4924,"['53af9336-af33-4280-b3fc-9ee0fef6ca71', '44877484-69f3-4206-a924-38296be4dd98']",41,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:41.105,Pass,
,,,,,,,,,,,,,,,2.08529,,,,,,,,,,,,8a8b57f4-a739-4564-a6d9-e3e1f5e120cf,3268,,,"[74.5, 75.4]",3922658,94,,,,,-0.833971,,Right Foot,,,,"[88.2, 60.3]",High Pass,,20.388721,,,,Kenny Rocha Santos,23301.0,,,,,,3,From Counter,Tiago Manuel Dias Correia,7900.0,Right Wing,181,Cape Verde Islands,4924,['0ad06352-a9f3-4374-b40b-56f11d6f030c'],44,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:44.259,Pass,
,,,,,,,,,,,,,,,2.098365,,,,,,,,,,,,bf28c2fc-4124-4d8d-8f54-209924fdbc88,3270,,,"[90.8, 59.6]",3922658,94,,,,,-0.2758059,e199b715-2f90-4d56-b680-11d319031d48,Head,,,,"[112.0, 53.6]",High Pass,,22.032703,,,,Gilson Benchimol Tavares,105936.0,True,,,,,3,From Counter,Kenny Rocha Santos,23301.0,Right Defensive Midfield,181,Cape Verde Islands,4924,['6dfdc371-37d0-45e5-902f-fe0ad1889b26'],46,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:04:46.424,Pass,
,,,,,,,,,,,,,,,2.169434,,,,,,,,,,,,315306f0-2381-4516-9ffb-9b25395cb484,3274,,,"[7.0, 35.5]",3922658,95,,True,,,0.8671205,,Left Foot,,,,"[31.1, 63.9]",Ground Pass,,37.247417,,,,Teboho Mokoena,66716.0,,,,,Goal Kick,3,From Goal Kick,Ronwen Williams,66721.0,Goalkeeper,182,South Africa,4976,['dc9dcb4f-ae56-4a07-8ab7-cb3337ec096b'],1,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:01.356,Pass,
,,,,,,,,,,,,,,,1.661174,,,,,,,,,,,,f1785510-31b6-4ad0-98de-5b233b7234eb,3276,,,"[56.5, 65.8]",3922658,95,,,,,-0.2358584,,Right Foot,,,,"[92.7, 57.1]",Ground Pass,,37.230766,,Incomplete,,Mihlali Samson Mayambela,133003.0,,,,,,3,From Goal Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,182,South Africa,4976,"['64f49de6-e5e8-4828-ba60-580e94dead37', '8799b3a1-df89-42e0-b0d0-63d18e694534']",8,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:08.216,Pass,
,,,,,,,,,,,,,,,3.691591,,,,,,,,,,,,64f49de6-e5e8-4828-ba60-580e94dead37,3278,,,"[27.4, 23.0]",3922658,95,,,,,-0.31926918,,Left Foot,,,,"[75.8, 7.0]",High Pass,,50.976074,,Incomplete,,Willy Afonso Semedo Johnson,28413.0,,,,,Recovery,3,From Goal Kick,Roberto Lopes,36271.0,Left Center Back,182,South Africa,4976,"['241dd2b4-26bc-468c-84ce-9223cd17773b', 'f1785510-31b6-4ad0-98de-5b233b7234eb', '1739ac1e-2379-4ed5-b44a-25080c0759b2']",9,,,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:05:09.877,Pass,
,,,,,,,,,,,,,,,2.06393,,,,,,,,,,,,241dd2b4-26bc-468c-84ce-9223cd17773b,3280,,,"[44.3, 73.1]",3922658,95,,,,,-0.03173537,,Head,,,,"[56.9, 72.7]",High Pass,,12.606348,,,,Teboho Mokoena,66716.0,,,,,Recovery,3,From Goal Kick,Khuliso Johnson Mudau,65719.0,Right Back,182,South Africa,4976,"['64f49de6-e5e8-4828-ba60-580e94dead37', '36ec08af-318f-461a-8d93-5cb741774bb7']",13,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:13.569,Pass,
,,,,,,,,,,,,,,,1.577238,,,,,,,,,,,,fbc069fe-fd6d-4d7b-a60b-a0b39b5684fa,3283,,,"[53.5, 72.7]",3922658,95,,,,,0.5420889,,Right Foot,,,,"[62.3, 78.0]",Low Pass,,10.272779,,,,Khuliso Johnson Mudau,65719.0,,,,,,3,From Goal Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,182,South Africa,4976,['4de34cfb-3c65-4517-9370-446d3908ea4c'],15,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:15.836,Pass,
,,,,,,,,,,,,,,,2.810089,,,,,,,,,,,,bf114da6-0362-47f7-ac18-383554682370,3287,,,"[62.7, 75.2]",3922658,95,,,,,-2.0311327,,Right Foot,,,,"[44.7, 38.9]",Ground Pass,,40.517773,,,,Mothobi Mvala,65732.0,,,,,,3,From Goal Kick,Khuliso Johnson Mudau,65719.0,Right Back,182,South Africa,4976,['72aacf8c-21b4-4fdc-86b1-e96502cb4dd1'],21,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:21.430,Pass,
,,,,,,,,,,,,,,,1.791945,,,,,,,,,,,,37042fdc-e07f-4122-ac17-ad34ef00efcb,3290,,,"[44.7, 38.9]",3922658,95,,,,,1.1364613,,Right Foot,,,,"[56.9, 65.2]",Ground Pass,,28.991896,,,,Teboho Mokoena,66716.0,,,,,,3,From Goal Kick,Mothobi Mvala,65732.0,Left Center Back,182,South Africa,4976,['79c7ab54-2150-4bc4-bfcf-a3784f7c54d1'],25,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:25.886,Pass,
,,,,,,,,,,,,,,,1.312273,,,,,,,,,,,,2db5aa4a-b487-42bb-8e28-41c07e6702fb,3293,,,"[56.9, 65.2]",3922658,95,,,,,0.13306727,,Right Foot,,,,"[69.6, 66.9]",Ground Pass,,12.813274,,,,Jayden Adams,65761.0,,,,,,3,From Goal Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,182,South Africa,4976,['4a662d90-84a4-4973-b4d7-e600ccbd8860'],30,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:30.312,Pass,
,,,,,,,,,,,,,,,1.098248,,,,,,,,,,,,be95ab42-bfc0-4a9c-a2b1-44f4ab620d73,3296,,,"[70.0, 66.5]",3922658,95,,,,,-2.956679,,Right Foot,,,,"[56.1, 63.9]",Ground Pass,,14.141075,,,,Teboho Mokoena,66716.0,,,,,,3,From Goal Kick,Jayden Adams,65761.0,Center Attacking Midfield,182,South Africa,4976,"['587832b2-327e-4c22-abb0-931d4af76bbd', 'cef9316a-cc1b-46b7-aaf5-327f1db7bb81']",31,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:31.625,Pass,True
,,,,,,,,,,,,,,,1.447763,,,,,,,,,,,,70f7ff7c-642d-4e47-bb34-1f7719f495fe,3300,,,"[55.9, 63.7]",3922658,95,,,,,-2.8178697,,Right Foot,,,,"[40.7, 58.6]",Ground Pass,,16.03278,,,,Gomolemo Grant Kekana,70093.0,,,,,,3,From Goal Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,182,South Africa,4976,['62274af5-c080-4baa-8703-0684559b3377'],32,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:32.823,Pass,
,,,,,,,,,,,,,,,1.893653,,,,,,,,,,,,0302c909-79fc-4c20-93a9-4ef251624a61,3303,,,"[40.5, 56.6]",3922658,95,,,,,-1.66083,,Right Foot,,,,"[37.9, 27.8]",Ground Pass,,28.917124,,,,Mothobi Mvala,65732.0,,,,,,3,From Goal Kick,Gomolemo Grant Kekana,70093.0,Right Center Back,182,South Africa,4976,['00d8410f-234a-4701-b852-0ad9ab67bb0f'],34,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:34.974,Pass,
,,,,,,,,,,,,,,,1.253034,,,,,,,,,,,,d1e49211-aaae-423b-b628-4c4f8d308482,3306,,,"[37.9, 27.8]",3922658,95,,,,,0.5241119,,Right Foot,,,,"[55.2, 37.8]",Ground Pass,,19.982243,,,,Sphephelo S''Miso Sithole,42527.0,,,,,,3,From Goal Kick,Mothobi Mvala,65732.0,Left Center Back,182,South Africa,4976,['bf56c967-0c67-449b-b24d-2b1fabf72683'],37,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:37.887,Pass,
,,,,,,,,,,,,,,,2.133976,,,,,,,,,,,,234ee412-d33c-486a-91e8-d5ceaa95d14b,3309,,,"[55.2, 37.8]",3922658,95,,,,,2.3561945,,Right Foot,,,,"[40.9, 52.1]",Ground Pass,,20.223253,,,,Gomolemo Grant Kekana,70093.0,,,,,,3,From Goal Kick,Sphephelo S''Miso Sithole,42527.0,Left Defensive Midfield,182,South Africa,4976,['24e0f442-c5e7-4cb1-a9e3-20477454d6d6'],39,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:39.613,Pass,
,,,,,,,,,,,,,,,1.254341,,,,,,,,,,,,120a177e-b9e9-4edd-bbf5-a76d33b0b9bb,3312,,,"[40.9, 52.1]",3922658,95,,,,,0.4029116,,Right Foot,,,,"[53.1, 57.3]",Ground Pass,,13.261975,,,,Teboho Mokoena,66716.0,,,,,,3,From Goal Kick,Gomolemo Grant Kekana,70093.0,Right Center Back,182,South Africa,4976,['08b64695-6548-4d13-af14-3669a99b4ffb'],42,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:42.950,Pass,
,,,,,,,,,,,,,,,2.820012,,,,,,,,,,,,6e58dbf7-75c2-4422-9360-807e3371b666,3315,,,"[53.1, 58.1]",3922658,95,,,,,-0.24229291,,Right Foot,,,,"[105.7, 45.1]",High Pass,,54.182655,,Incomplete,,Thapelo Maseko,202037.0,,,Through Ball,True,,3,From Goal Kick,Teboho Mokoena,66716.0,Right Defensive Midfield,182,South Africa,4976,"['65341bc9-ab87-4bec-9f7d-32fed8210290', '8a9cffd8-5a21-44c9-b288-4cb8c3c8bc2d']",45,,,,,,,,,,,,,,,,,,,South Africa,4976,00:05:45.856,Pass,
