bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,78eb684e-db26-4620-9128-b49bb250bc74,1,,,3922321,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 358410, 'name': 'Stanley Bobo Nwabali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 3923, 'name': 'Oluwasemilogo Adesewo Ibidapo Ajayi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 43779, 'name': 'Calvin Bassey Ughelumba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 11492, 'name': 'Temitayo Olufisayo Olaoluwa Aina'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 31949, 'name': 'Zaidu Sanusi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 24467, 'name': 'Frank Onyeka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3647, 'name': 'Alex Iwobi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 18163, 'name': 'Moses Daddy-Ajala Simon'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 3447, 'name': 'Ademola Lookman'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 11277, 'name': 'Victor James Osimhen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nigeria,775,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,02934bf2-6145-49e0-8cbf-154221959afd,2,,,3922321,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 408824, 'name': 'Signori Dominique Nymi António'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 145058, 'name': 'Eddie Marcos Melo Afonso'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 103208, 'name': 'Kialonda Gaspar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10573, 'name': 'Jonathan Buatu Mananga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 135851, 'name': 'Augusto de Jesus Corte Real Carneiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 31016, 'name': 'Manuel Luís da Silva Cafumana'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 10844, 'name': 'Alfredo Kulembe Ribeiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 30626, 'name': 'Valdomiro Tualungo Paulo Lameiras'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 389328, 'name': 'Deivi Miguel Vieira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 10577, 'name': 'Jacinto Muondo Dala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 128881, 'name': 'Cristóvão Paciência Mabululo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Angola,4901,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b3ae7e9b-2edf-4fc8-a5bf-3e187d88fade,3,,,3922321,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,['25ab2095-3e38-42af-ba83-551c2ed5fe69'],0,,,,,,,,,,,,,,,,,Angola,4901,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25ab2095-3e38-42af-ba83-551c2ed5fe69,4,,,3922321,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,['b3ae7e9b-2edf-4fc8-a5bf-3e187d88fade'],0,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f7e07023-c813-4d26-b1c2-d011ab37174d,1586,,,3922321,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Angola,4901,['9e91096a-07c4-4f19-8ac2-3da4b03a30b2'],0,,,,,,,,,,,,,,,,,Angola,4901,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9e91096a-07c4-4f19-8ac2-3da4b03a30b2,1587,,,3922321,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Angola,4901,['f7e07023-c813-4d26-b1c2-d011ab37174d'],0,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,2.27651,,,,,,,,,,,,,6cb46f90-910d-41da-b6f8-253d975df186,5,,"[60.0, 40.0]",3922321,0,,,,,2.989492,,Right Foot,,"[32.6, 44.2]",,Ground Pass,,27.720028,,,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,,,,,Kick Off,1,From Kick Off,Ademola Lookman,3447.0,Left Attacking Midfield,2,Nigeria,775,['90212f03-2b50-4a5c-b019-1ab881811f62'],0,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.906,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,84bc0ac3-adc9-477f-8d5b-0dbe4b96fffb,8,,"[32.9, 44.6]",3922321,0,,,,,-1.5560191,,Right Foot,,"[33.2, 24.3]",,Ground Pass,,20.302217,,,William Troost-Ekong,5455.0,,,,,,1,From Kick Off,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,Right Center Back,2,Nigeria,775,['331a2e32-b043-468a-8e30-aa93d8d8b366'],3,,,,,,,,,,,,,,,,,Nigeria,775,00:00:03.316,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,5a81daba-13bb-426a-9682-8ecbd945dc39,11,,"[35.5, 24.6]",3922321,0,,,,,1.6236571,,Left Foot,,"[34.5, 43.5]",,Ground Pass,,18.926437,,,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,,,,,,1,From Kick Off,William Troost-Ekong,5455.0,Center Back,2,Nigeria,775,['30870663-9a7f-4105-a8f7-99cdb27f6f9e'],5,,,,,,,,,,,,,,,,,Nigeria,775,00:00:05.647,Pass,
,,,,,,,,,,,,,,,3.241549,,,,,,,,,,,,,d4fbda57-13d0-4732-b305-0442aea44926,14,,"[47.9, 58.4]",3922321,0,,,,,-0.53635687,,Right Foot,,"[98.7, 28.2]",,High Pass,,59.0989,Incomplete,,Frank Onyeka,24467.0,,,,,,1,From Kick Off,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,Right Center Back,2,Nigeria,775,"['fd3fa5c7-cbe2-4ff3-a5ae-c38bbbbcc599', 'ad224bde-3904-48f9-b172-edd809803951']",11,,,,,,,,,,,,,,,,,Nigeria,775,00:00:11.499,Pass,
,,,,,,,,,,,,,,,1.859096,,,,,,,,,,,,,ed1ce047-0665-4234-8ca3-9cdedb673c4a,20,,"[96.8, 2.5]",3922321,0,,,,,1.2778362,,Left Foot,True,"[106.0, 33.0]",,Ground Pass,,31.857338,,,Frank Onyeka,24467.0,,,,,Recovery,1,From Kick Off,Zaidu Sanusi,31949.0,Left Wing Back,2,Nigeria,775,"['4592a1f7-184c-4268-8a8a-f0b4d05c6429', 'e5e6b30c-87ee-42ca-9330-86b4db7f3bc9']",18,,,,,,,,,,,,,,,,,Nigeria,775,00:00:18.412,Pass,True
,,,,,,,,,,,,,,,1.739508,,,,,,,,,,,,,63178911-c933-4e39-862a-ad69d5c5f8ce,28,,"[111.9, 21.4]",3922321,0,,,,,1.6479907,,Left Foot,True,"[110.5, 39.5]",,High Pass,,18.154062,Incomplete,,Moses Daddy-Ajala Simon,18163.0,,,,,,1,From Kick Off,Ademola Lookman,3447.0,Left Attacking Midfield,2,Nigeria,775,"['7f46bea8-1574-46ac-a86a-52558f97611d', 'a1fdb00b-7da8-4d8d-8cfa-75c685a1da1e']",23,,,,,,,,,,,,,,,,,Nigeria,775,00:00:23.017,Pass,
,,,,,,,,,,,,,,,0.719997,,,,,,,,,,,,,9dff21f5-615d-4fbc-85ad-1d4cdf62de99,31,,"[99.0, 50.9]",3922321,0,,,,,-1.9371908,1c7555f0-6fbe-489a-abec-2b16d640477e,Right Foot,,"[95.7, 42.3]",,Ground Pass,,9.211406,,,Frank Onyeka,24467.0,True,,,,Recovery,1,From Kick Off,Temitayo Olufisayo Olaoluwa Aina,11492.0,Right Wing Back,2,Nigeria,775,['313ae06c-8f88-43fa-813f-d74330d0cc4b'],25,,,,,,,,,,,,,,,,,Nigeria,775,00:00:25.775,Pass,
,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,,0e572dbb-99f6-48be-baf7-4a81fdd737e4,40,,"[64.8, 63.9]",3922321,0,,,,,-1.9572594,,Right Foot,,"[55.4, 40.8]",,Ground Pass,,24.939327,,,Calvin Bassey Ughelumba,43779.0,,,,,,1,From Kick Off,Temitayo Olufisayo Olaoluwa Aina,11492.0,Right Wing Back,2,Nigeria,775,['b37a407a-46cc-458e-9456-1d0d41619b5b'],32,,,,,,,,,,,,,,,,,Nigeria,775,00:00:32.499,Pass,
,,,,,,,,,,,,,,,1.119998,,,,,,,,,,,,,d19e92db-16b9-4589-a1a6-6ac97f79d7fa,43,,"[56.2, 34.9]",3922321,0,,,,,-0.7408417,,Left Foot,,"[64.4, 27.4]",,Ground Pass,,11.112605,,,Alex Iwobi,3647.0,,,,,,1,From Kick Off,Calvin Bassey Ughelumba,43779.0,Left Center Back,2,Nigeria,775,['4fe6f8ff-c4ac-4aa7-9fac-db28f7a957bc'],35,,,,,,,,,,,,,,,,,Nigeria,775,00:00:35.499,Pass,
,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,4f4cd7fc-e45d-4a08-844c-aa01652ada45,46,,"[64.0, 27.9]",3922321,0,,,,,2.50243,,Left Foot,,"[56.6, 33.4]",,Ground Pass,,9.220087,,,Calvin Bassey Ughelumba,43779.0,,,,,,1,From Kick Off,Alex Iwobi,3647.0,Left Defensive Midfield,2,Nigeria,775,['1de34841-3513-4e94-9777-0578e63c6c69'],36,,,,,,,,,,,,,,,,,Nigeria,775,00:00:36.659,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,664423d7-9467-4f01-997d-9237ab1c13a8,49,,"[58.6, 33.9]",3922321,0,,,,,-1.3407643,,Right Foot,,"[62.3, 18.1]",,Ground Pass,,16.227446,,,Alex Iwobi,3647.0,,,,,,1,From Kick Off,Calvin Bassey Ughelumba,43779.0,Left Center Back,2,Nigeria,775,['dc87305a-1392-4246-9e86-43d12634456d'],39,,,,,,,,,,,,,,,,,Nigeria,775,00:00:39.979,Pass,
,,,,,,,,,,,,,,,3.416481,,,,,,,,,,,,,cb574e34-237c-4141-94b3-3c5c3165f353,52,,"[64.0, 16.8]",3922321,0,,,,,0.29736516,,Right Foot,,"[107.4, 30.1]",,High Pass,,45.39218,Incomplete,,Victor James Osimhen,11277.0,,,,,,1,From Kick Off,Alex Iwobi,3647.0,Left Defensive Midfield,2,Nigeria,775,"['2533588c-910a-46c8-922c-0314b76d38a2', 'be0f7292-2f62-40ed-ba74-47cd50b94539']",43,,,,,,,,,,,,,,,,,Nigeria,775,00:00:43.173,Pass,
,,,,,,,,,,,,,,,2.334527,,,,,,,,,,,,,a7d20485-ab92-4c7b-ba1a-aae3225fe6fa,56,,"[12.8, 53.4]",3922321,1,,,,,0.7406519,,Right Foot,,"[40.8, 79.0]",,High Pass,,37.9389,,,Eddie Marcos Melo Afonso,145058.0,,,,,,1,From Keeper,Signori Dominique Nymi António,408824.0,Goalkeeper,3,Angola,4901,['096e9e8c-0e3b-4324-a440-5b10a522f8e8'],3,,,,,,,,,,,,,,,,,Angola,4901,00:01:03.700,Pass,
,,,,,,,,,,,,,,,2.152686,,,,,,,,,,,,,0c822e2f-1771-41ef-a194-44b12a469c72,58,,"[40.8, 79.0]",3922321,1,,,,,-0.10801172,,Head,,"[49.1, 78.1]",,High Pass,,8.348653,Incomplete,,Deivi Miguel Vieira,389328.0,,,,,,1,From Keeper,Eddie Marcos Melo Afonso,145058.0,Right Back,3,Angola,4901,"['efa685bb-4810-46e6-bd8d-f5d99a6b22b9', 'c2238c4d-ed65-46f3-b99f-995d52469581']",6,,,,,,,,,,,,,,,,,Angola,4901,00:01:06.239,Pass,
,,,,,,,,,,,,,,,0.526098,,,,,,,,,,,,,a555b564-cad8-48d5-a2ec-79e181c8c049,63,,"[72.7, 0.1]",3922321,1,,,,,0.51748776,,Left Foot,,"[79.2, 3.8]",,Ground Pass,,7.479305,Incomplete,,Ademola Lookman,3447.0,,,,,,1,From Keeper,Zaidu Sanusi,31949.0,Left Wing Back,3,Angola,4901,"['6d43fdf2-78c0-4298-afdf-5cb4230154e2', 'b3b2620e-bffa-4228-bd49-b705bdfb55df']",9,,,,,,,,,,,,,,,,,Nigeria,775,00:01:09.566,Pass,
,,,,,,,,,,,,,,,1.157757,,,,,,,,,,,,,60faf3aa-1789-441c-af15-67d6dc3280f1,67,,"[41.2, 73.3]",3922321,1,,,,,0.97658265,,Right Foot,,"[43.7, 77.0]",,Low Pass,,4.4654226,,,Deivi Miguel Vieira,389328.0,,,,,,1,From Keeper,Eddie Marcos Melo Afonso,145058.0,Right Back,3,Angola,4901,['d9edbb82-c1d2-4e16-b9dc-4b18dc6ca36c'],10,,,,,,,,,,,,,,,,,Angola,4901,00:01:10.927,Pass,
,,,,,,,,,,,,,,,0.546406,,,,,,,,,,,,,53c7c6d9-7ca1-4fb9-9b7a-d33c25cc73df,73,,"[46.0, 72.5]",3922321,1,,,,,-0.42520502,,Right Foot,,"[51.3, 70.1]",,Ground Pass,,5.818075,,,Alfredo Kulembe Ribeiro,10844.0,,,,,Free Kick,1,From Free Kick,Kialonda Gaspar,103208.0,Right Center Back,4,Angola,4901,['768fc572-939b-4921-b583-ea08d77130ff'],37,,,,,,,,,,,,,,,,,Angola,4901,00:01:37.075,Pass,
,,,,,,,,,,,,,,,1.006232,,,,,,,,,,,,,953be690-bffc-4eac-bf92-aba2bde14be3,77,,"[51.9, 69.8]",3922321,1,,,,,2.4827867,,Right Foot,,"[42.6, 77.0]",,Ground Pass,,11.761377,,,Kialonda Gaspar,103208.0,,,,,,1,From Free Kick,Alfredo Kulembe Ribeiro,10844.0,Right Center Midfield,4,Angola,4901,"['d00a1977-b7b8-41f3-8d76-189bcda4f87e', 'a1199e85-f697-4863-8108-c63532de270d']",37,,,,,,,,,,,,,,,,,Angola,4901,00:01:37.818,Pass,True
,,,,,,,,,,,,,,,0.187588,,,,,,,,,,,,,80c447ba-2d48-420b-a5b7-7b5a16214ee1,80,,"[43.2, 77.0]",3922321,1,,,,,0.047583103,,Right Foot,,"[49.5, 77.3]",,Low Pass,,6.307139,Incomplete,,Eddie Marcos Melo Afonso,145058.0,,,,,,1,From Free Kick,Kialonda Gaspar,103208.0,Right Center Back,4,Angola,4901,"['458d1ed5-b61f-4997-a55d-0e680c27c094', '54949a6b-5294-404f-9be8-cedc6319ff08']",39,,,,,,,,,,,,,,,,,Angola,4901,00:01:39.292,Pass,
,,,,,,,,,,,,,,,2.813197,,,,,,,,,,,,,ba98131f-64b7-4de6-8e1a-0cf877745863,84,,"[40.8, 78.8]",3922321,1,,,,,-0.031904064,,Right Foot,,"[78.4, 77.6]",,High Pass,,37.619144,,,Deivi Miguel Vieira,389328.0,,,,,Recovery,1,From Free Kick,Kialonda Gaspar,103208.0,Right Center Back,4,Angola,4901,"['072a2576-0049-4985-94c1-39996d99abce', '67774ca0-b83f-45b6-bb0e-81289c98140c']",41,,,,,,,,,,,,,,,,,Angola,4901,00:01:41.257,Pass,True
,,,,,,,,,,,,,,,1.216449,,,,,,,,,,,,,ff337ee7-ed8a-4a65-b117-7510d24876c8,89,,"[78.7, 78.0]",3922321,1,,,,,-2.834703,,Right Foot,,"[64.5, 73.5]",,Ground Pass,,14.895972,,,Alfredo Kulembe Ribeiro,10844.0,,,,,,1,From Free Kick,Deivi Miguel Vieira,389328.0,Right Wing,4,Angola,4901,"['33422ff5-d98f-45bf-a09d-e7cebc51a213', 'b2ed76a5-39df-43f4-a99d-c15130629ebc', '0cbdbd7a-1143-4678-80f3-e892b0a84c88']",45,,,,,,,,,,,,,,,,,Angola,4901,00:01:45.578,Pass,True
,,,,,,,,,,,,,,,1.066599,,,,,,,,,,,,,7db6f93e-ead8-4f84-b796-f4aab6f23c93,92,,"[64.9, 71.6]",3922321,1,,,,,-1.7257931,,Right Foot,,"[62.9, 58.8]",,Ground Pass,,12.955308,,,Manuel Luís da Silva Cafumana,31016.0,,,,,,1,From Free Kick,Alfredo Kulembe Ribeiro,10844.0,Right Center Midfield,4,Angola,4901,['2b2287ee-e085-47ec-9089-ee3cb48ab8ca'],47,,,,,,,,,,,,,,,,,Angola,4901,00:01:47.733,Pass,
,,,,,,,,,,,,,,,1.960412,,,,,,,,,,,,,9a1a03cf-29e5-474a-a42d-68544a0611de,95,,"[62.6, 52.3]",3922321,1,,,,,-1.5430257,,Right Foot,,"[63.5, 19.9]",,Ground Pass,,32.4125,,,Augusto de Jesus Corte Real Carneiro,135851.0,,,,,,1,From Free Kick,Manuel Luís da Silva Cafumana,31016.0,Center Defensive Midfield,4,Angola,4901,['16b1dc77-391d-4418-970d-856b192e1f2f'],49,,,,,,,,,,,,,,,,,Angola,4901,00:01:49.791,Pass,
,,,,,,,,,,,,,,,2.490912,,,,,,,,,,,,,a8e70ba9-88eb-4cba-9882-7814748d0fbe,98,,"[62.1, 15.8]",3922321,1,,,,,2.9889433,,Left Foot,,"[41.3, 19.0]",,Ground Pass,,21.044714,,,Jonathan Buatu Mananga,10573.0,,,,,,1,From Free Kick,Augusto de Jesus Corte Real Carneiro,135851.0,Left Back,4,Angola,4901,['8444f961-df0b-49cc-a978-b3f12238a3a1'],56,,,,,,,,,,,,,,,,,Angola,4901,00:01:56.134,Pass,
,,,,,,,,,,,,,,,2.067607,,,,,,,,,,,,,c16070b5-fb81-49dc-8a3d-a52b73681e5d,101,,"[42.6, 20.3]",3922321,1,,,,,1.6012578,,Right Foot,,"[41.5, 56.4]",,Ground Pass,,36.116756,,,Kialonda Gaspar,103208.0,,,,,,1,From Free Kick,Jonathan Buatu Mananga,10573.0,Left Center Back,4,Angola,4901,['4268554f-8719-4a82-9a8c-d0b09a32be71'],59,,,,,,,,,,,,,,,,,Angola,4901,00:01:59.857,Pass,
,,,,,,,,,,,,,,,1.850524,,,,,,,,,,,,,9e2fb1bd-d815-44e9-87be-b5da1c3082ac,104,,"[42.2, 54.8]",3922321,2,,,,,1.3558294,,Right Foot,,"[47.2, 77.7]",,Ground Pass,,23.439497,,,Eddie Marcos Melo Afonso,145058.0,,,,,,1,From Free Kick,Kialonda Gaspar,103208.0,Right Center Back,4,Angola,4901,['d578d27a-0727-4b6e-b5c3-ef5b713101ea'],4,,,,,,,,,,,,,,,,,Angola,4901,00:02:04.207,Pass,
,,,,,,,,,,,,,,,2.413954,,,,,,,,,,,,,98007d43-f830-417b-bcee-80ab3face9b7,107,,"[52.3, 76.6]",3922321,2,,,,,-2.698591,,Right Foot,,"[38.6, 70.1]",,Ground Pass,,15.163773,,,Kialonda Gaspar,103208.0,,,,,,1,From Free Kick,Eddie Marcos Melo Afonso,145058.0,Right Back,4,Angola,4901,['6220dc05-f0c5-419d-b7da-d62b34ec4d74'],7,,,,,,,,,,,,,,,,,Angola,4901,00:02:07.483,Pass,
,,,,,,,,,,,,,,,2.262602,,,,,,,,,,,,,c88d4e09-14f7-4fdc-a3e7-4eb28bcc3594,110,,"[37.7, 64.7]",3922321,2,,,,,-1.4585935,,Right Foot,,"[40.1, 43.4]",,Ground Pass,,21.434784,,,Jonathan Buatu Mananga,10573.0,,,,,,1,From Free Kick,Kialonda Gaspar,103208.0,Right Center Back,4,Angola,4901,['7bbf35ad-acc6-492d-a89b-db42b7beaf66'],10,,,,,,,,,,,,,,,,,Angola,4901,00:02:10.299,Pass,
,,,,,,,,,,,,,,,1.507319,,,,,,,,,,,,,836cb6bb-8b95-4fbe-8195-4c587fc3fcfd,113,,"[41.2, 33.4]",3922321,2,,,,,-1.2319647,,Right Foot,,"[49.2, 10.7]",,Ground Pass,,24.068443,,,Valdomiro Tualungo Paulo Lameiras,30626.0,,,,,,1,From Free Kick,Jonathan Buatu Mananga,10573.0,Left Center Back,4,Angola,4901,['af27ca22-02ae-4756-abbd-37ea57b4a2a2'],13,,,,,,,,,,,,,,,,,Angola,4901,00:02:13.660,Pass,
,,,,,,,,,,,,,,,1.893403,,,,,,,,,,,,,5c0b6b7d-cc2c-448c-a252-2cb195bff2b6,116,,"[48.8, 10.1]",3922321,2,,,,,2.2584677,,Right Foot,,"[32.7, 29.7]",,Ground Pass,,25.364738,,,Jonathan Buatu Mananga,10573.0,,,,,,1,From Free Kick,Valdomiro Tualungo Paulo Lameiras,30626.0,Left Center Midfield,4,Angola,4901,['2fb226aa-1030-4c66-a5ae-9c91befe40d1'],16,,,,,,,,,,,,,,,,,Angola,4901,00:02:16.200,Pass,
,,,,,,,,,,,,,,,1.749819,,,,,,,,,,,,,2d75e316-1e0c-4aaf-9515-ce5ab0e1334e,119,,"[36.1, 29.4]",3922321,2,,,,,1.5621009,,Right Foot,,"[36.4, 63.9]",,Ground Pass,,34.501305,,,Kialonda Gaspar,103208.0,,,,,,1,From Free Kick,Jonathan Buatu Mananga,10573.0,Left Center Back,4,Angola,4901,['bd0a9eab-76e4-402e-8296-2d8d080c3dda'],18,,,,,,,,,,,,,,,,,Angola,4901,00:02:18.986,Pass,
,,,,,,,,,,,,,,,1.617049,,,,,,,,,,,,,9a5eede4-4b39-4775-9a3f-fc5e6b03c2e5,123,,"[43.7, 56.7]",3922321,2,,,,,1.2747587,,Left Foot,,"[49.8, 76.7]",,Ground Pass,,20.909567,,,Eddie Marcos Melo Afonso,145058.0,,,,,,1,From Free Kick,Kialonda Gaspar,103208.0,Right Center Back,4,Angola,4901,"['e302de16-7866-4f61-bdc3-5ead49aba970', '22e3b09f-beae-49f0-a544-6f7dbdb96e22']",22,,,,,,,,,,,,,,,,,Angola,4901,00:02:22.278,Pass,True
,,,,,,,,,,,,,,,0.225751,,,,,,,,,,,,,df69d06f-29bd-4c5f-bca2-96990668b814,126,,"[53.0, 74.9]",3922321,2,,,,,0.38050637,,Right Foot,,"[57.5, 76.7]",,Ground Pass,,4.846648,Incomplete,,Deivi Miguel Vieira,389328.0,,,,,,1,From Free Kick,Eddie Marcos Melo Afonso,145058.0,Right Back,4,Angola,4901,"['6d9918ca-bc8d-414b-abfd-947f73682e31', '6a3802ca-b8da-46a5-9dd2-e3b012925c2c']",24,,,,,,,,,,,,,,,,,Angola,4901,00:02:24.360,Pass,
,,,,,,,,,,,,,,,2.055646,,,,,,,,,,,,,70009d23-fcf4-4838-8a44-da8c6ffa494a,129,,"[56.4, 80.0]",3922321,2,,,,,-2.991357,,,,"[34.6, 76.7]",,High Pass,,22.048355,,,Kialonda Gaspar,103208.0,,,,,Throw-in,1,From Throw In,Eddie Marcos Melo Afonso,145058.0,Right Back,5,Angola,4901,['01c83bc9-b72f-4579-b96b-754aa8fb23e3'],30,,,,,,,,,,,,,,,,,Angola,4901,00:02:30.163,Pass,
,,,,,,,,,,,,,,,2.849007,,,,,,,,,,,,,5afe785e-30e3-41af-a240-da4d1799eeae,132,,"[33.0, 71.5]",3922321,2,,,,,-1.9015557,,Right Foot,,"[21.6, 38.3]",,Ground Pass,,35.102707,,,Jonathan Buatu Mananga,10573.0,,,,,,1,From Throw In,Kialonda Gaspar,103208.0,Right Center Back,5,Angola,4901,['531ea6bb-3034-490a-ab34-6f9d32f0111f'],37,,,,,,,,,,,,,,,,,Angola,4901,00:02:37.065,Pass,
,,,,,,,,,,,,,,,2.01495,,,,,,,,,,,,,5255165f-60d5-491f-ac2e-94c4809677ec,135,,"[20.2, 32.8]",3922321,2,,,,,-1.0861502,,Right Foot,,"[33.1, 8.3]",,Ground Pass,,27.688625,,,Augusto de Jesus Corte Real Carneiro,135851.0,,,,,,1,From Throw In,Jonathan Buatu Mananga,10573.0,Left Center Back,5,Angola,4901,['14c560f0-0219-40a9-bd66-8579fdcff640'],41,,,,,,,,,,,,,,,,,Angola,4901,00:02:41.102,Pass,
,,,,,,,,,,,,,,,1.57963,,,,,,,,,,,,,245d4135-941d-447d-9b40-0460353eb167,138,,"[33.1, 2.9]",3922321,2,,,,,0.19035792,,Left Foot,,"[63.2, 8.7]",,High Pass,,30.653711,,,Jacinto Muondo Dala,10577.0,,,,,,1,From Throw In,Augusto de Jesus Corte Real Carneiro,135851.0,Left Back,5,Angola,4901,['39414b49-65c2-4876-ad25-7881122ab32a'],44,,,,,,,,,,,,,,,,,Angola,4901,00:02:44.263,Pass,
,,,,,,,,,,,,,,,1.079941,,,,,,,,,,,,,ceef6667-972c-4fec-91e0-2a7bf6d05f6f,145,,"[57.5, 75.3]",3922321,2,,,,,-0.111535184,,Left Foot,,"[70.0, 73.9]",,Low Pass,,12.5781555,Incomplete,,Moses Daddy-Ajala Simon,18163.0,,,,,,1,From Throw In,Temitayo Olufisayo Olaoluwa Aina,11492.0,Right Wing Back,5,Angola,4901,"['a937bace-aca3-4551-9ce8-c9ab267ae52a', 'afd484f1-d28b-4ca8-a37c-a153555d4119']",48,,,,,,,,,,,,,,,,,Nigeria,775,00:02:48.739,Pass,
