50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.119973,,,,,,,,,,,f8cddf90-ac88-49a6-8881-0316c7c6ac51,1160,,"[49.7, 13.1]",3920389,38,,,,,0.38050637,,Head,,,,"[51.7, 13.9]",,Low Pass,2.1540658,,Incomplete,,Olivier Michel Kemen,7355.0,,,,Recovery,1,From Goal Kick,André-Frank Zambo Anguissa,3141.0,Left Center Midfield,60,Guinea,4892,"['43a6ff62-ee00-4b21-a111-f7aab6d879f4', '9ed17136-4405-48d4-8342-d3ab2833e15a', 'a54a4504-3148-47ee-b926-f6d6d6347e89']",32,,,,,,,,,,,,,,,,,Cameroon,2722,00:38:32.145,Pass,
,,,,,,,,,,,,,,,,,1.378686,,,,,,,,,,,28c1ee69-debf-4c2c-b191-359b009eb261,1163,,"[67.7, 65.1]",3920389,38,,,,,0.56931317,,Head,,,,"[75.2, 69.9]",,High Pass,8.904493,,,,Mohamed Bayo,8454.0,,,,Recovery,1,From Goal Kick,Morgan Guilavogui,47351.0,Right Wing,60,Guinea,4892,['eb7c33bb-5e0e-4352-b00d-045022ab9fa5'],33,,,,,,,,,,,,,,,,,Guinea,4892,00:38:33.596,Pass,
,,,,,,,,,,,,,,,,,0.733133,,,,,,,,,,,b2550844-8837-49d3-b559-de3733013fe1,1165,,"[75.5, 70.9]",3920389,38,,,,,-1.2679114,,Right Foot,,,,"[76.5, 67.7]",,Low Pass,3.3526108,,,,Aguibou Camara,39559.0,,,,,1,From Goal Kick,Mohamed Bayo,8454.0,Center Forward,60,Guinea,4892,['939fb5ea-31de-4203-bc59-7919bcf57451'],34,,,,,,,,,,,,,,,,,Guinea,4892,00:38:34.974,Pass,
,,,,,,,,,,,,,,,,,1.347283,,,,,,,,,,,f9e8f94f-ee6c-4d0d-84a8-28a2d6e1eb4b,1168,,"[76.5, 67.0]",3920389,38,,,,,0.13432144,,Right Foot,,,,"[83.9, 68.0]",,High Pass,7.467262,,Incomplete,,Morgan Guilavogui,47351.0,,,,,1,From Goal Kick,Aguibou Camara,39559.0,Center Attacking Midfield,60,Guinea,4892,"['f81054ad-3146-45fa-b217-45c5511b0091', 'b42f17c6-02ec-4bd9-85db-db90fce1f5f9']",35,,,,,,,,,,,,,,,,,Guinea,4892,00:38:35.787,Pass,
,,,,,,,,,,,,,,,,,1.328162,,,,,,,,,,,f81054ad-3146-45fa-b217-45c5511b0091,1171,,"[36.2, 12.1]",3920389,38,,,,True,0.4743999,,,,,,"[39.9, 14.0]",,High Pass,4.159327,,,,Jules Olivier Ntcham,10530.0,,,,Recovery,1,Regular Play,Harold Moukoudi,7386.0,Left Center Back,61,Cameroon,2722,"['bc46b16c-818a-4384-8c91-7e121e665fcc', '66b8391f-6647-4f74-aa37-cef78a895d7b', 'f9e8f94f-ee6c-4d0d-84a8-28a2d6e1eb4b']",37,,,,,,,,,,,,,,,,,Cameroon,2722,00:38:37.135,Pass,True
,,,,,,,,,,,,,,,,,1.319728,,,,,,,,,,,2a97590d-b648-4320-b1b7-dafd39cce3e8,1174,,"[39.9, 14.0]",3920389,38,,,,True,-1.3473197,,,,,,"[40.9, 9.6]",,High Pass,4.5122056,,Incomplete,,André-Frank Zambo Anguissa,3141.0,,,,,1,Regular Play,Jules Olivier Ntcham,10530.0,Right Center Midfield,61,Cameroon,2722,"['a52d15fa-f7a6-460a-a5c7-807e9d92b0a1', '9ad1d031-28c5-4a6c-83a0-f5e82f2e159d', '30f642fd-f38d-48ec-8f6b-2fe689a02744']",38,,,,,,,,,,,,,,,,,Cameroon,2722,00:38:38.495,Pass,True
,,,,,,,,,,,,,,,,,0.842562,,,,,,,,,,,942bd9ec-04b4-4b89-a1b7-c79520d48e93,1180,,"[37.8, 9.5]",3920389,38,,,,,-2.7219417,,Right Foot,,,,"[31.3, 6.6]",,Ground Pass,7.1175838,,,,Darlin Zidane Yongwa Ngameni,32190.0,,,,,1,Regular Play,Jules Olivier Ntcham,10530.0,Right Center Midfield,61,Cameroon,2722,['c0e87353-3cc1-4741-af54-0a3aa9585cc1'],41,,,,,,,,,,,,,,,,,Cameroon,2722,00:38:41.540,Pass,
,,,,,,,,,,,,,,,,,2.288646,,,,,,,,,,,ce133458-27a4-4319-8161-993f9f0bc7b7,1184,,"[29.2, 3.0]",3920389,38,,,,,0.19210927,,Left Foot,,,,"[72.9, 11.5]",,High Pass,44.518986,,Incomplete,,Karl Brillant Toko Ekambi,3551.0,,,,,1,Regular Play,Darlin Zidane Yongwa Ngameni,32190.0,Left Back,61,Cameroon,2722,"['0231cb0f-e391-46c6-84a7-a52595974468', '28383e8a-a5af-4552-aa5e-665ebfc88ed9', '16034754-0d7c-41e3-a2fc-3cd7305be5d3']",43,,,,,,,,,,,,,,,,,Cameroon,2722,00:38:43.333,Pass,True
,,,,,,,,,,,,,,,,,0.844768,,,,,,,,,,,fab6e7c7-8eda-46d5-9617-61b2fa5f5f83,1188,,"[76.8, 17.9]",3920389,38,,,,True,2.0886893,,,,,,"[71.9, 26.5]",,Low Pass,9.89798,,,,Olivier Michel Kemen,7355.0,,,,Recovery,1,Regular Play,Karl Brillant Toko Ekambi,3551.0,Center Forward,61,Cameroon,2722,"['2c43c676-7b9c-44e8-a6a3-eac403d01519', '599c8813-2e4e-4238-9ef5-bef6c77f3f7e']",47,,,,,,,,,,,,,,,,,Cameroon,2722,00:38:47.324,Pass,True
,,,,,,,,,,,,,,,,,1.796333,,,,,,,,,,,a3f3c364-245b-48a6-8c29-b994cbb21113,1192,,"[87.7, 40.9]",3920389,38,,,,,0.7270031,,Right Foot,,,,"[104.9, 56.2]",,Ground Pass,23.020208,,,,Frank Magri,189348.0,,,,,1,Regular Play,Olivier Michel Kemen,7355.0,Center Defensive Midfield,61,Cameroon,2722,"['222167af-e649-4f53-b965-59b29f470374', '5e15ea0b-2832-4adf-abc2-715f2682453b']",51,,,,,,,,,,,,,,,,,Cameroon,2722,00:38:51.177,Pass,True
,,,,,,,,,,,,,,,,,4.770116,,,,,,,,,,,bff21a53-575f-4935-b742-12ec4d8b2a48,1195,,"[106.9, 55.6]",3920389,38,,,,,-1.3365858,,Right Foot,,,,"[118.4, 7.4]",,High Pass,49.552902,,,,Georges-Kévin Nkoudou Mbida,3639.0,,True,,,1,Regular Play,Frank Magri,189348.0,Right Wing,61,Cameroon,2722,['8073ddc4-8a61-45c7-b126-58147dcce3f8'],53,,,,,,,,,,,,,,,,,Cameroon,2722,00:38:53.020,Pass,
,,,,,,,,,,,,,,,,,1.290639,,,,,,,,,,,19dbfc02-1ef3-4f2f-a1d0-534c6db5dac9,1200,,"[8.8, 80.0]",3920389,41,,,,,-1.0358412,,,,,,"[15.2, 69.2]",,Low Pass,12.553884,,,,Morgan Guilavogui,47351.0,,,,Throw-in,1,From Throw In,Antoine Conte,131849.0,Right Back,62,Guinea,4892,['2fcd65f4-2314-4308-9ad9-3b78e8c8717a'],1,,,,,,,,,,,,,,,,,Guinea,4892,00:41:01.074,Pass,
,,,,,,,,,,,,,,,,,2.181449,,,,,,,,,,,6b60d1fb-d891-44cf-b474-3c3b81ebca98,1202,,"[15.2, 69.0]",3920389,41,,,,,-0.02352507,,Right Foot,,,,"[32.2, 68.6]",,Ground Pass,17.004705,,Incomplete,,Aguibou Camara,39559.0,,,,,1,From Throw In,Morgan Guilavogui,47351.0,Right Wing,62,Guinea,4892,"['b6d15e72-6fda-461c-8563-4afe4b996dbf', '91d64622-5878-4472-8ccf-78fba33b2d9b']",2,,,,,,,,,,,,,,,,,Guinea,4892,00:41:02.365,Pass,
,,,,,,,,,,,,,,,,,1.342104,,,,,,,,,,,246382dd-9705-412e-bb18-16d3d9d2ec51,1207,,"[85.8, 11.7]",3920389,41,,,,,2.3427181,,Right Foot,,,,"[67.5, 30.5]",,Ground Pass,26.236044,,,,Christopher Wooh,74588.0,,,,,1,Regular Play,Jules Olivier Ntcham,10530.0,Right Center Midfield,63,Cameroon,2722,['099b30bc-dcb1-4421-818a-ad86f877df1c'],5,,,,,,,,,,,,,,,,,Cameroon,2722,00:41:05.447,Pass,
,,,,,,,,,,,,,,,,,0.710613,,,,,,,,,,,0f76167c-1490-46b4-bd62-f117460593dd,1210,,"[81.2, 55.5]",3920389,41,,,,,-0.060794555,,Right Foot,,,,"[92.7, 54.8]",,Ground Pass,11.521285,,,,Frank Magri,189348.0,,,,,1,Regular Play,Christopher Wooh,74588.0,Right Center Back,63,Cameroon,2722,['e828afc9-f510-4d92-bc83-8fa59616ad80'],11,,,,,,,,,,,,,,,,,Cameroon,2722,00:41:11.748,Pass,
,,,,,,,,,,,,,,,,,1.062504,,,,,,,,,,,2e271485-8ffb-4cd0-84e2-567beaa2887f,1214,,"[91.1, 55.2]",3920389,41,,,,,2.1330812,,Left Foot,,,,"[81.9, 69.8]",,Ground Pass,17.256884,,,,Jean-Charles Castelletto,7426.0,,,,,1,Regular Play,Frank Magri,189348.0,Right Wing,63,Cameroon,2722,['bbe704f3-31fd-487a-afe4-3012b46a79e3'],13,,,,,,,,,,,,,,,,,Cameroon,2722,00:41:13.284,Pass,
,,,,,,,,,,,,,,,,,0.857781,,,,,,,,,,,6b918873-fa8d-40b3-8cfc-96cb764ff623,1217,,"[81.9, 70.6]",3920389,41,,,,,-0.7853982,,Right Foot,,,,"[94.4, 58.1]",,Ground Pass,17.67767,,,,Olivier Michel Kemen,7355.0,,,,,1,Regular Play,Jean-Charles Castelletto,7426.0,Right Back,63,Cameroon,2722,['9aadc8df-c0ff-4f52-b323-ba02626de442'],15,,,,,,,,,,,,,,,,,Cameroon,2722,00:41:15.100,Pass,
,,,,,,,,,,,,,,,,,0.670054,,,,,,,,,,,d68e724a-a3d8-4c13-afe9-4ca7bfeec3a8,1220,,"[97.3, 57.7]",3920389,41,,,,,-0.7670516,,Right Foot,,,,"[108.4, 47.0]",,High Pass,15.417522,,Incomplete,,Karl Brillant Toko Ekambi,3551.0,,,,,1,Regular Play,Olivier Michel Kemen,7355.0,Center Defensive Midfield,63,Cameroon,2722,"['a4ccbb16-ce5d-4d05-9956-13995ceae6ea', '846f6a64-c0a0-4848-838c-f626b4b2d0a3']",17,,,,,,,,,,,,,,,,,Cameroon,2722,00:41:17.657,Pass,
,,,,,,,,,,,,,,,,,1.51981,,,,,,,,,,,daf2c2be-50d9-4c35-bae0-533d7df65650,1232,,"[36.2, 52.6]",3920389,41,,,,,-1.068135,,Left Foot,,,,"[47.8, 31.5]",,Ground Pass,24.078413,,,,Moriba Kourouma Kourouma,39073.0,,,,,1,Regular Play,Aguibou Camara,39559.0,Center Attacking Midfield,64,Guinea,4892,"['d7b6c044-b8f0-42cf-959d-39bad3231d9e', '786cc5fa-d1d5-445f-90aa-89b2696f7d23']",26,,,,,,,,,,,,,,,,,Guinea,4892,00:41:26.216,Pass,True
,,,,,,,,,,,,,,,,,2.178609,,,,,,,,,,,e7868fdd-9bb0-4e33-8d3e-83de2a6be079,1238,,"[58.2, 36.4]",3920389,41,,True,,,-0.76101273,,Right Foot,,,,"[91.8, 4.4]",,Ground Pass,46.4,,,,Sekou Oumar Sylla,132711.0,,,,Free Kick,1,From Free Kick,Moriba Kourouma Kourouma,39073.0,Left Defensive Midfield,65,Guinea,4892,['f325958c-8a2d-4b15-a137-154d4a17d396'],54,,,,,,,,,,,,,,,,,Guinea,4892,00:41:54.292,Pass,
,,,,,,,,,,,,,,,,,2.013812,,,,,,,,,,,aee214b5-6e9d-44e7-b270-a48d3068f8dd,1240,,"[95.0, 7.3]",3920389,41,,,,,1.071236,,Left Foot,True,,,"[112.9, 40.1]",,High Pass,37.36643,,Incomplete,,Mohamed Bayo,8454.0,,,,,1,From Free Kick,Sekou Oumar Sylla,132711.0,Left Back,65,Guinea,4892,"['64e6907e-4637-4ae5-9c39-4aa48bcaa3b5', 'b6c01010-12a9-4a81-9041-debb2170a65e']",59,,,,,,,,,,,,,,,,,Guinea,4892,00:41:59.320,Pass,
,,,,,,,,,,,,,,,,,3.154588,,,,,,,,,,,fe623b42-26a9-4294-bf29-baad05b8f5d9,1244,,"[15.2, 36.5]",3920389,42,,,,,-0.20838413,,Drop Kick,,,,"[83.3, 22.1]",,High Pass,69.60582,,Incomplete,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,1,Regular Play,Joseph Fabrice Ondoa Ebogo,24670.0,Goalkeeper,66,Cameroon,2722,"['1cb883e7-8e76-4b6d-b173-4cdba8b1b13e', '702a4034-ec12-45a8-a279-8c1f2d727dc5']",3,,,,,,,,,,,,,,,,,Cameroon,2722,00:42:03.648,Pass,
,,,,,,,,,,,,,,,,,2.407799,,,,,,,,,,,2f3a7172-479f-4d05-9eb9-1f70483cc2b0,1251,,"[81.4, 31.5]",3920389,42,,,,,-0.3636109,,Right Foot,,,,"[104.0, 22.9]",,Low Pass,24.180984,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,1,Regular Play,André-Frank Zambo Anguissa,3141.0,Left Center Midfield,66,Cameroon,2722,['d722b990-7abc-4284-8c61-80acd3b0f7b4'],13,,,,,,,,,,,,,,,,,Cameroon,2722,00:42:13.313,Pass,
,,,,,,,,,,,,,,,,,3.25634,,,,,,,,,,,110fd01d-fee8-4c58-8936-d63c6eaa480e,1256,,"[7.0, 45.7]",3920389,42,,,,,0.45433557,,Right Foot,,,,"[63.1, 73.1]",,High Pass,62.433723,,,,Morgan Guilavogui,47351.0,,,,Goal Kick,1,From Goal Kick,Ibrahim Kone,182573.0,Goalkeeper,67,Guinea,4892,['f510f5ee-91dc-47c0-ab13-75e91d3b589f'],50,,,,,,,,,,,,,,,,,Guinea,4892,00:42:50.703,Pass,
,,,,,,,,,,,,,,,,,2.986774,,,,,,,,,,,9c1030bd-1c77-4032-8ab7-80036aa0d9ff,1258,,"[63.1, 73.1]",3920389,42,,,,,-0.016192917,,Head,,,,"[87.8, 72.7]",,High Pass,24.70324,,Incomplete,,Aguibou Camara,39559.0,,,,,1,From Goal Kick,Morgan Guilavogui,47351.0,Right Wing,67,Guinea,4892,"['942ded2e-3343-4ed4-b082-20abdafa8d05', '20b0a91d-1c7b-49c7-8133-8110f27534b9']",53,,,,,,,,,,,,,,,,,Guinea,4892,00:42:53.960,Pass,
,,,,,,,,,,,,,,,,,2.133568,,,,,,,,,,,20b0a91d-1c7b-49c7-8133-8110f27534b9,1261,,"[32.3, 7.4]",3920389,42,,,,,2.682662,,Right Foot,,,,"[6.8, 20.0]",,Ground Pass,28.443102,,,,Joseph Fabrice Ondoa Ebogo,24670.0,,,,Recovery,1,Regular Play,Harold Moukoudi,7386.0,Left Center Back,68,Cameroon,2722,"['f067ec6f-8fba-4afe-b3f5-d5113177b2d9', '9c1030bd-1c77-4032-8ab7-80036aa0d9ff']",56,,,,,,,,,,,,,,,,,Cameroon,2722,00:42:56.947,Pass,
,,,,,,,,,,,,,,,,,0.833897,,,,,,,,,,,ad4db273-b0d0-4c57-a7b2-062992dde0de,1265,,"[7.7, 22.9]",3920389,43,,,,,-0.38328415,,Right Foot,,,,"[26.3, 15.4]",,Ground Pass,20.055174,,,,Jules Olivier Ntcham,10530.0,,,,,1,Regular Play,Joseph Fabrice Ondoa Ebogo,24670.0,Goalkeeper,68,Cameroon,2722,['7505e7c6-1068-44b9-871f-7805206a6f06'],0,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:00.327,Pass,
,,,,,,,,,,,,,,,,,1.352379,,,,,,,,,,,7fda717c-b207-4e3b-af35-646b62f5f8f5,1268,,"[26.3, 15.4]",3920389,43,,,,,-2.4353936,,Right Foot,,,,"[16.1, 6.7]",,Ground Pass,13.406342,,,,Harold Moukoudi,7386.0,,,,,1,Regular Play,Jules Olivier Ntcham,10530.0,Right Center Midfield,68,Cameroon,2722,['1d3da7aa-6d95-4599-8b63-053a2e222916'],1,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:01.302,Pass,
,,,,,,,,,,,,,,,,,1.388034,,,,,,,,,,,24f170b1-8c6d-439d-ace9-507703530f82,1271,,"[16.1, 6.7]",3920389,43,,,,,1.9513026,,Left Foot,,,,"[9.5, 23.2]",,Ground Pass,17.771044,,,,Joseph Fabrice Ondoa Ebogo,24670.0,,,,,1,Regular Play,Harold Moukoudi,7386.0,Left Center Back,68,Cameroon,2722,['33f0053f-9c4a-4427-b4c3-1fafe0b83155'],4,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:04.322,Pass,
,,,,,,,,,,,,,,,,,1.249346,,,,,,,,,,,8efaf37b-d63e-4c00-88c8-e628602ab9d2,1274,,"[19.7, 26.0]",3920389,43,,,,,-0.5880026,,Right Foot,,,,"[28.7, 20.0]",,Ground Pass,10.816654,,,,Jules Olivier Ntcham,10530.0,,,,,1,Regular Play,Joseph Fabrice Ondoa Ebogo,24670.0,Goalkeeper,68,Cameroon,2722,['b05c23bb-fcaa-4f13-9b64-0b3619da20f9'],9,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:09.862,Pass,
,,,,,,,,,,,,,,,,,1.580648,,,,,,,,,,,f5df373f-66ec-4d80-ae80-df8f06d0a8b9,1277,,"[40.3, 22.2]",3920389,43,,,,,-1.2825061,,Right Foot,,,,"[44.6, 7.7]",,Ground Pass,15.124153,,,,Harold Moukoudi,7386.0,,,,,1,Regular Play,Jules Olivier Ntcham,10530.0,Right Center Midfield,68,Cameroon,2722,['7c2fca09-9080-4080-957f-a21b83438d66'],15,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:15.883,Pass,
,,,,,,,,,,,,,,,,,1.309633,,,,,,,,,,,5a258386-0d66-407a-a287-a1521b8ee2b9,1280,,"[47.1, 8.9]",3920389,43,,,,,1.7126933,,Right Foot,,,,"[45.5, 20.1]",,Ground Pass,11.313708,,,,Jules Olivier Ntcham,10530.0,,,,,1,Regular Play,Harold Moukoudi,7386.0,Left Center Back,68,Cameroon,2722,['8c65cc3f-0a00-4f73-b5c0-9fd34ca917c4'],19,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:19.613,Pass,
,,,,,,,,,,,,,,,,,3.830814,,,,,,,,,,,2db62ae7-7325-40a8-a16d-fec39dd1db00,1283,,"[44.8, 21.9]",3920389,43,,,,,0.8491858,,Right Foot,,,,"[89.5, 72.7]",,High Pass,67.66631,,,,Frank Magri,189348.0,,True,,,1,Regular Play,Jules Olivier Ntcham,10530.0,Right Center Midfield,68,Cameroon,2722,['1c5a2959-40f2-46dd-aad0-cb062892dbc3'],22,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:22.193,Pass,
,,,,,,,,,,,,,,,,,1.358999,,,,,,,,,,,9457ac60-b1b9-4733-adc6-6226b7e291a4,1286,,"[88.7, 74.6]",3920389,43,,,,,-1.8500669,,Right Foot,,,,"[84.8, 61.0]",,Low Pass,14.148145,,,,Olivier Michel Kemen,7355.0,,,,,1,Regular Play,Frank Magri,189348.0,Right Wing,68,Cameroon,2722,['7f05026b-14b3-405d-8b37-3a988326d62b'],26,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:26.662,Pass,
,,,,,,,,,,,,,,,,,0.920607,,,,,,,,,,,23ea44d0-475e-4606-8aea-817b314daef7,1289,,"[80.5, 61.0]",3920389,43,,,,,-2.7574234,,Left Foot,,,,"[75.8, 59.1]",,Ground Pass,5.0695167,,,,Jean-Charles Castelletto,7426.0,,,,,1,Regular Play,Olivier Michel Kemen,7355.0,Center Defensive Midfield,68,Cameroon,2722,"['562bd053-ceca-4284-b981-b56c9ba63b4f', '75b2937c-3245-47aa-8ebb-491d4b8f5eb9']",28,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:28.021,Pass,True
,,,,,,,,,,,,,,,,,2.561351,,,,,,,,,,,d14652ac-e953-40d1-b09f-3be4aee56e0d,1292,,"[84.4, 56.7]",3920389,43,,,,,-0.07677189,,Right Foot,,,,"[113.0, 54.5]",,Ground Pass,28.68449,,Incomplete,,Frank Magri,189348.0,,,,,1,Regular Play,Jean-Charles Castelletto,7426.0,Right Back,68,Cameroon,2722,"['57581f5a-17c5-4d46-badf-f6db2c2cc26d', '72b38478-2419-47bb-bdab-db00e398a895']",29,,,,,,,,,,,,,,,,,Cameroon,2722,00:43:29.005,Pass,
,,,,,,,,,,,,,,,,,2.495368,,,,,,,,,,,28501d0c-3cfc-4441-81bf-7ac25d8b9781,1296,,"[8.8, 23.9]",3920389,43,,,,,0.19061509,,Right Foot,,,,"[79.8, 37.6]",,High Pass,72.309685,,Unknown,,Mohamed Bayo,8454.0,,,,,1,From Keeper,Ibrahim Kone,182573.0,Goalkeeper,69,Guinea,4892,['74d1c5fa-63ba-424d-9c66-31a78fe6a1ab'],48,,,,,,,,,,,,,,,,,Guinea,4892,00:43:48.874,Pass,
,,,,,,,,,,,,,,,,,0.751458,,,,,,,,,,,8749a215-cead-4fdb-99f3-143b3df61aad,1300,,"[71.2, 36.4]",3920389,44,,,,,1.8190862,,Right Foot,,,,"[69.4, 43.5]",,Ground Pass,7.324616,,,,Mory Konaté,35285.0,,,,Free Kick,1,From Free Kick,Moriba Kourouma Kourouma,39073.0,Left Defensive Midfield,70,Guinea,4892,['656ab350-51bd-4258-8c39-a6a74db2bb92'],33,,,,,,,,,,,,,,,,,Guinea,4892,00:44:33.553,Pass,
,,,,,,,,,,,,,,,,,1.678578,,,,,,,,,,,96e6bb91-e653-4203-b9ec-d0b378a19ae3,1303,,"[68.7, 42.9]",3920389,44,,,,,-2.3561945,,Right Foot,,,,"[55.8, 30.0]",,Ground Pass,18.243355,,,,Julian Jeanvier,7360.0,,,,,1,From Free Kick,Mory Konaté,35285.0,Right Defensive Midfield,70,Guinea,4892,['c88ac96c-4f8c-426a-bac7-194b621dabb4'],34,,,,,,,,,,,,,,,,,Guinea,4892,00:44:34.385,Pass,
,,,,,,,,,,,,,,,,,2.476074,,,,,,,,,,,b7629d40-8536-4b6b-af41-836e9fd2eedc,1306,,"[54.4, 31.4]",3920389,44,,,,,0.58439624,,Right Foot,,,,"[99.3, 61.1]",,High Pass,53.834003,,Incomplete,,Mohamed Bayo,8454.0,,,,,1,From Free Kick,Julian Jeanvier,7360.0,Left Center Back,70,Guinea,4892,"['f0f1fe95-5823-4eb1-a713-144a189327f5', 'fe6ebfde-2723-4597-bc38-3b896bbe964e']",36,,,,,,,,,,,,,,,,,Guinea,4892,00:44:36.935,Pass,
,,,,,,,,,,,,,,,,,1.773294,,,,,,,,,,,fe6ebfde-2723-4597-bc38-3b896bbe964e,1308,,"[20.8, 19.0]",3920389,44,,,,,-0.25307566,,Head,,,,"[38.2, 14.5]",,Low Pass,17.972479,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,Recovery,1,Regular Play,Darlin Zidane Yongwa Ngameni,32190.0,Left Back,71,Cameroon,2722,"['b7629d40-8536-4b6b-af41-836e9fd2eedc', 'e8b4a2bb-42ad-474d-b2ba-32a04e3fee23']",39,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:39.411,Pass,
,,,,,,,,,,,,,,,,,1.782012,,,,,,,,,,,a1a8385d-559c-46c8-adeb-ed89a0cb54e4,1312,,"[38.8, 23.2]",3920389,44,,,,,0.9491364,,Right Foot,,,,"[62.8, 56.7]",,Ground Pass,41.209827,,,,Frank Magri,189348.0,,,,,1,Regular Play,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,71,Cameroon,2722,['20bd6163-f17c-4bf0-9469-36102d5ef4dc'],44,,,,,,,,,,,,,,,,,Cameroon,2722,00:44:44.790,Pass,
,,,,,,,,,,,,,,,,,0.833437,,,,,,,,,,,5433c9a3-44bf-4f82-a127-9c1b02a137bd,1318,,"[66.9, 38.2]",3920389,48,,,,,-0.81480145,,Right Foot,,,,"[73.5, 31.2]",,Ground Pass,9.6208105,,,,Jules Olivier Ntcham,10530.0,,,,Free Kick,1,From Free Kick,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,72,Cameroon,2722,['a979430a-8cd4-4371-943a-3b2cbc571098'],57,,,,,,,,,,,,,,,,,Cameroon,2722,00:48:57.306,Pass,
,,,,,,,,,,,,,,,,,1.460527,,,,,,,,,,,c48e781c-9fd1-4ee8-b3b7-dc12aa32bb5d,1321,,"[76.5, 26.9]",3920389,48,,,,,-1.0395229,,Right Foot,,,,"[87.9, 7.5]",,Ground Pass,22.501556,,,,Darlin Zidane Yongwa Ngameni,32190.0,,,,,1,From Free Kick,Jules Olivier Ntcham,10530.0,Right Center Midfield,72,Cameroon,2722,['2dc94ee7-4d83-4038-8e98-faf340a38c80'],59,,,,,,,,,,,,,,,,,Cameroon,2722,00:48:59.374,Pass,
,,,,,,,,,,,,,,,,,1.809594,,,,,,,,,,,6aad4540-271f-43b9-ac08-56d07874a5bf,1327,,"[100.4, 7.8]",3920389,50,,,,,1.0999889,,Right Foot,True,,,"[117.4, 41.2]",,High Pass,37.47746,,Incomplete,,Christopher Wooh,74588.0,,,,Free Kick,1,From Free Kick,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,73,Cameroon,2722,"['605b122e-0b3b-44cb-90ed-f3ce4d436a0f', '4997bf6d-0c0c-4e2e-b61e-69a7950a562f']",9,,,,,,,,,,,,,,,,,Cameroon,2722,00:50:09.431,Pass,
,,,,,,,,,,,,,,,,,3.215194,,,,,,,,,,,6ea15843-f570-4681-a328-e04f328812ea,1331,,"[13.8, 33.5]",3920389,50,,,,,-0.2973202,,Right Foot,,,,"[79.4, 13.4]",,High Pass,68.610275,,Incomplete,,Aguibou Camara,39559.0,,,,,1,From Keeper,Ibrahim Kone,182573.0,Goalkeeper,74,Guinea,4892,"['cf9a21b3-6b5e-4bfe-b17a-10f509131ec8', '2191d30b-8f4a-4731-ab08-73fd3ed2d2e6']",34,,,,,,,,,,,,,,,,,Guinea,4892,00:50:34.930,Pass,
,,,,,,,,,,,,,,,,,2.904922,,,,,,,,,,,2191d30b-8f4a-4731-ab08-73fd3ed2d2e6,1333,,"[40.7, 66.7]",3920389,50,,,,,0.25092655,,Head,,,,"[72.3, 74.8]",,High Pass,32.62162,,Unknown,,Frank Magri,189348.0,,,,Recovery,1,From Keeper,Christopher Wooh,74588.0,Right Center Back,74,Guinea,4892,"['e8a4bb8d-06f5-4a83-ae03-267d3638e093', '6ea15843-f570-4681-a328-e04f328812ea']",38,,,,,,,,,,,,,,,,,Cameroon,2722,00:50:38.145,Pass,
