50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08294f44-5ab2-4eb3-88dc-17066898b7b6,90,,"[36.2, 61.4]",3922237,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kialonda Gaspar,103208.0,Right Center Back,5,Angola,4901,['35a11a0d-dac8-485d-93fd-a63c1b71bf54'],42,,,,,,,,,,,,,,,,,,Angola,4901,00:01:42.027,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960c52f1-9435-4580-8d05-474adefcf5e8,93,,"[30.1, 22.0]",3922237,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan Buatu Mananga,10573.0,Left Center Back,5,Angola,4901,['c94df6ee-3860-43a6-9862-6aaabe613351'],44,,,,,,,,,,,,,,,,,,Angola,4901,00:01:44.180,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b85e0d1-4b87-42a1-b73e-19772b9008f8,96,,"[41.4, 3.8]",3922237,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Augusto de Jesus Corte Real Carneiro,135851.0,Left Back,5,Angola,4901,['6c245830-1886-4e00-9dcd-3ac26097dba5'],47,,,,,,,,,,,,,,,,,,Angola,4901,00:01:47.137,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3945f66-cf1e-44e3-92c9-259941e81653,99,,"[66.2, 1.9]",3922237,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jacinto Muondo Dala,10577.0,Left Wing,5,Angola,4901,['2a1aca79-5d80-41b7-bf5f-488323fdd921'],49,,,,,,,,,,,,,,,,,,Angola,4901,00:01:49.509,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddb5d452-9b12-4cbb-a14d-f89cfa3c9538,106,,"[113.6, 38.8]",3922237,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Deivi Miguel Vieira,389328.0,Right Wing,5,Angola,4901,['48bd98c3-684b-445a-bf1d-0c4d5a1a39aa'],57,,,,,,,,,,,,,,,,,,Angola,4901,00:01:57.247,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b725a8b3-7006-4405-a01b-086b66b7fd96,111,,"[5.4, 53.7]",3922237,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kennedy Amutenya,264381.0,Right Center Back,5,Angola,4901,['432b1740-271a-4f07-b122-0fa07b5587cf'],58,,,,,,,,,,,,,,,,,,Namibia,4980,00:01:58.996,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639b44e5-2a2d-4cb1-8532-744d57dd71d7,119,,"[95.6, 9.1]",3922237,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Augusto de Jesus Corte Real Carneiro,135851.0,Left Back,5,Angola,4901,"['6cf335ff-d08a-490d-8a86-cc6bc3f55cf3', 'e40cbbe4-e672-46a2-be22-516c4faed7d5']",4,,,,,,,,,,,,,,,,,,Angola,4901,00:02:04.234,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,aee86fbe-34f1-4b1f-9989-f6a05b8cc70f,122,,"[111.4, 36.0]",3922237,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Deivi Miguel Vieira,389328.0,Right Wing,5,Angola,4901,['96f2782a-fcc7-4d5a-9a87-409f8752cb38'],7,,,,,,,,,,,,,,,,,,Angola,4901,00:02:07.476,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b67cf0f6-5659-4d54-ae9a-73ece5b5b046,129,,"[31.1, 67.1]",3922237,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Muzeu Bethuel,389319.0,Right Wing,6,Namibia,4980,"['c5f7dd5d-e222-4f30-baf2-44ddf1c6f5ca', '64cb6757-1a06-4c1a-afbe-af6503f5c478']",10,,,,,,,,,,,,,,,,,,Namibia,4980,00:02:10.807,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889bdda3-59ab-4362-b689-9c614d3bac28,137,,"[83.4, 19.6]",3922237,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Deon Hotto Kavendji,64612.0,Left Wing,6,Namibia,4980,"['ddda08ef-b741-46e4-8526-3778ef3a15aa', '07742431-ee82-43a1-9ddd-cd1061463a83']",18,,,,,,,,,,,,,,,,,,Namibia,4980,00:02:18.419,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7eed08-171f-48bc-9c41-36e9d9a53619,140,,"[110.8, 44.3]",3922237,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Peter Shalulile,65723.0,Center Forward,6,Namibia,4980,['bb960b67-c4cf-4aab-80a1-f373a95b72ec'],23,,,,,,,,,,,,,,,,,,Namibia,4980,00:02:23.614,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe8051fc-4822-46ce-929a-f8c1531f50ee,143,,"[22.9, 21.6]",3922237,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Buatu Mananga,10573.0,Left Center Back,7,Angola,4901,['d6fb252a-0ccf-4618-ad29-0f69b664ef25'],48,,,,,,,,,,,,,,,,,,Angola,4901,00:02:48.073,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44fa09d2-434e-4552-980d-8188a7b1cbd1,145,,"[20.4, 52.2]",3922237,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kialonda Gaspar,103208.0,Right Center Back,7,Angola,4901,['17feeac0-3f92-4d4b-a2c8-bef935e1a17b'],52,,,,,,,,,,,,,,,,,,Angola,4901,00:02:52.141,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7864ea-0b39-489b-945d-f6a7c8acbc66,148,,"[34.7, 26.1]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Buatu Mananga,10573.0,Left Center Back,7,Angola,4901,['38d57ca4-30b1-4826-bca2-e0985c8aa825'],0,,,,,,,,,,,,,,,,,,Angola,4901,00:03:00.504,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3905277b-6d9d-4fcb-8057-2608a1204892,151,,"[45.1, 5.5]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto de Jesus Corte Real Carneiro,135851.0,Left Back,7,Angola,4901,['6755bebf-c29b-4d42-9653-db26f88a98b0'],3,,,,,,,,,,,,,,,,,,Angola,4901,00:03:03.068,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a016cadf-c188-4b53-9699-d6f4e9df43f7,155,,"[56.4, 17.5]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Valdomiro Tualungo Paulo Lameiras,30626.0,Left Center Midfield,7,Angola,4901,['42e25bf3-3b91-4ca1-ab4f-594468c6c046'],6,,,,,,,,,,,,,,,,,,Angola,4901,00:03:06.635,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7e49e53-ca9d-4fb7-a456-4b239654ced1,158,,"[46.5, 53.5]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kialonda Gaspar,103208.0,Right Center Back,7,Angola,4901,['582f55ed-fd03-440c-a3c6-91977fe1eff5'],9,,,,,,,,,,,,,,,,,,Angola,4901,00:03:09.951,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d58947f-7f3c-46b1-b440-3f141cddef3d,162,,"[50.3, 54.5]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Valdomiro Tualungo Paulo Lameiras,30626.0,Left Center Midfield,7,Angola,4901,['e6aa0621-cd9b-4aa6-bd37-f0b62adc633f'],16,,,,,,,,,,,,,,,,,,Angola,4901,00:03:16.819,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecd06521-19e0-4cd8-ad7e-1794cb7df622,165,,"[45.7, 26.0]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Buatu Mananga,10573.0,Left Center Back,7,Angola,4901,['5ecc5425-20f8-415f-b6ec-feb7ae9fa2bd'],19,,,,,,,,,,,,,,,,,,Angola,4901,00:03:19.615,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083d3a2-4507-46c9-8fde-c25434c9a92b,168,,"[63.4, 4.2]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto de Jesus Corte Real Carneiro,135851.0,Left Back,7,Angola,4901,['bbf33cbd-73eb-4b09-aab5-61059d6ce16c'],21,,,,,,,,,,,,,,,,,,Angola,4901,00:03:21.938,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f932243b-9e1c-484e-b95c-a31e05247942,172,,"[72.0, 2.2]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jacinto Muondo Dala,10577.0,Left Wing,7,Angola,4901,"['cacf187e-6451-4111-9fae-468580d69619', '02a6e21b-41d4-42ed-a855-9998914d9a1b']",24,,,,,,,,,,,,,,,,,,Angola,4901,00:03:24.114,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,163747ff-c2a0-4830-9d09-508c445ee925,178,,"[70.4, 57.4]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Peter Shalulile,65723.0,Center Forward,7,Angola,4901,['1af39372-b15e-4623-a5b8-d9dd7a13537a'],28,,,,,,,,,,,,,,,,,,Namibia,4980,00:03:28.308,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09faa5c4-f2f2-41a9-b236-bfeeba13314b,180,,"[54.5, 19.4]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Luís da Silva Cafumana,31016.0,Center Defensive Midfield,7,Angola,4901,['35877b70-b9ce-4d90-a74a-022881e05126'],29,,,,,,,,,,,,,,,,,,Angola,4901,00:03:29.774,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41e47fd0-fd5f-4105-8dbd-db69019767b3,184,,"[41.4, 14.9]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Buatu Mananga,10573.0,Left Center Back,7,Angola,4901,"['c7c4f2fa-8c55-44a5-9528-375db08db00e', 'ec552772-dadc-4e79-a199-6c02a9252f3f']",32,,,,,,,,,,,,,,,,,,Angola,4901,00:03:32.022,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd5b4f73-5a9f-4c32-a4f9-50dd49fdc784,187,,"[57.0, 3.9]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto de Jesus Corte Real Carneiro,135851.0,Left Back,7,Angola,4901,['a48110d9-a5ac-47b2-8135-66038421dbc0'],33,,,,,,,,,,,,,,,,,,Angola,4901,00:03:33.082,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,a94380db-d8f3-4009-9d28-7516ab06c1f4,189,,"[79.5, 71.3]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Prins Menelik Tjiueza,103803.0,Center Attacking Midfield,7,Angola,4901,['46a4851f-da07-46d6-bde2-5dd2c658221f'],35,,,,,,,,,,,,,,,,,,Namibia,4980,00:03:35.511,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fbd7ff9-4538-4b04-a217-3919dab738a2,195,,"[92.9, 69.6]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aprocious Petrus,136406.0,Right Defensive Midfield,8,Namibia,4980,['acf5f60c-850b-48c5-94bc-3613adb33207'],39,,,,,,,,,,,,,,,,,,Namibia,4980,00:03:39.174,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1e617fe-0505-4ca6-957b-a70c6bf75ed0,197,,"[54.2, 3.9]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jacinto Muondo Dala,10577.0,Left Wing,8,Namibia,4980,['7204b89b-17e0-48a6-b33f-b27e6e578641'],41,,,,,,,,,,,,,,,,,,Angola,4901,00:03:41.646,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879cffc8-deac-42b6-89b1-763cff75cc8e,199,,"[93.1, 77.7]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Muzeu Bethuel,389319.0,Right Wing,9,Namibia,4980,['f31e1706-cab1-4612-bb32-59f8d377eda6'],55,,,,,,,,,,,,,,,,,,Namibia,4980,00:03:55.764,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,755e5d7d-c064-48df-8e1e-c8327e766a3b,202,,"[99.0, 69.3]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Peter Shalulile,65723.0,Center Forward,9,Namibia,4980,['4152205e-612e-43f0-93e9-7719af9f7006'],57,,,,,,,,,,,,,,,,,,Namibia,4980,00:03:57.900,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1307910-e37a-4e3c-8049-fde013e95556,205,,"[20.6, 6.3]",3922237,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Augusto de Jesus Corte Real Carneiro,135851.0,Left Back,9,Namibia,4980,['1632ea5d-bf60-4d43-862b-b6100df73669'],58,,,,,,,,,,,,,,,,,,Angola,4901,00:03:58.735,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7548ae31-ceb6-4bd5-8f02-3b5967d732be,210,,"[75.8, 73.5]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aprocious Petrus,136406.0,Right Defensive Midfield,9,Namibia,4980,"['7b24a33c-b97d-4a70-a60b-75d50a484d73', 'fe4aa9c6-7621-4431-aafe-bfc4e0c0f766']",1,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:01.679,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75ad5f11-01d4-43d8-8c51-581793e71926,213,,"[65.8, 47.4]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lubeni Haukongo,135004.0,Left Center Back,9,Namibia,4980,['e1547eaa-e6f8-4234-928b-04e59caa5526'],3,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:03.530,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b43f9818-ca4e-47cf-ade8-34b82dfa3c67,216,,"[65.3, 24.6]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Riaan Hanamub,65555.0,Left Back,9,Namibia,4980,['49231018-8142-45d2-989f-10cdf7401b42'],5,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:05.988,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b90760e-1fa4-4b77-9e52-2df5b449a677,219,,"[78.3, 19.6]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Deon Hotto Kavendji,64612.0,Left Wing,9,Namibia,4980,['598dd46e-a551-41f4-80f4-b69ce100fc9c'],7,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:07.479,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bef09a69-cbb2-4542-a489-8edd48c940c5,223,,"[78.7, 10.6]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Riaan Hanamub,65555.0,Left Back,9,Namibia,4980,['21c74667-8764-4593-904a-bed8ce73ba1e'],9,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:09.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a8c7c82-4e07-41f9-942f-c9a3beb6c9ff,228,,"[10.0, 65.8]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kialonda Gaspar,103208.0,Right Center Back,10,Angola,4901,['80611515-7668-4981-a51b-6edfa7ede7f9'],30,,,,,,,,,,,,,,,,,,Angola,4901,00:04:30.118,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5344f4e-80eb-43fe-96e0-50cd8d93f6c6,230,,"[22.2, 19.9]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jonathan Buatu Mananga,10573.0,Left Center Back,10,Angola,4901,['925a29d5-2738-4f70-a07f-2e031b24a35f'],41,,,,,,,,,,,,,,,,,,Angola,4901,00:04:41.013,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d28b265e-c0a1-4655-affd-ddd23556d9cc,233,,"[36.1, 3.6]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Augusto de Jesus Corte Real Carneiro,135851.0,Left Back,10,Angola,4901,['e833c79b-7bde-4b0c-aede-ffb5ae442da1'],43,,,,,,,,,,,,,,,,,,Angola,4901,00:04:43.816,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509d8ae2-d448-485d-a56f-2538e79ba808,237,,"[20.4, 17.5]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jonathan Buatu Mananga,10573.0,Left Center Back,10,Angola,4901,['9ccffc15-42fb-4455-98d7-37d8afa87e76'],46,,,,,,,,,,,,,,,,,,Angola,4901,00:04:46.824,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccc08d35-cf86-4b4f-824a-0d37a73bbf84,240,,"[60.9, 6.3]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Cristóvão Paciência Mabululo,128881.0,Center Forward,10,Angola,4901,['c82a0bcf-6c0d-41d4-980f-503a3e9507cc'],50,,,,,,,,,,,,,,,,,,Angola,4901,00:04:50.554,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,fae19ad9-f350-44bf-a585-96c6c4b60320,242,,"[64.4, 73.7]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Prins Menelik Tjiueza,103803.0,Center Attacking Midfield,10,Angola,4901,['b9dd2ff5-dc84-4659-962e-3e21b5b6da04'],50,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:50.811,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24677943-3c49-48df-ae81-8c5664ac7266,245,,"[65.9, 53.5]",3922237,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ngero Kaanjuka Katua,389316.0,Left Defensive Midfield,11,Namibia,4980,['1ccf67e5-0c37-48f5-9faa-18811fe20bb2'],53,,,,,,,,,,,,,,,,,,Namibia,4980,00:04:53.791,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2ae423d-75e7-4f18-bb3f-467a42f1758e,255,,"[53.7, 34.8]",3922237,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lubeni Haukongo,135004.0,Left Center Back,12,Namibia,4980,['c7c8643a-347e-4c19-9f10-dc3710b40888'],9,,,,,,,,,,,,,,,,,,Namibia,4980,00:05:09.973,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03bceb9b-a18d-406f-a10c-ec3ce1aafcb7,258,,"[55.4, 11.0]",3922237,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Riaan Hanamub,65555.0,Left Back,12,Namibia,4980,['b1620d20-f3cb-4306-8d6f-e9e81dad96bc'],12,,,,,,,,,,,,,,,,,,Namibia,4980,00:05:12.561,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3bdf924-14f8-4b33-bfe4-4a56fff7a77d,262,,"[41.7, 23.5]",3922237,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lubeni Haukongo,135004.0,Left Center Back,12,Namibia,4980,['e121d10d-cc7e-4a35-a7e8-2414e8c5fb49'],16,,,,,,,,,,,,,,,,,,Namibia,4980,00:05:16.744,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a53bf0e-d0dd-41d2-8c61-7cb0a7240728,265,,"[40.8, 56.8]",3922237,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kennedy Amutenya,264381.0,Right Center Back,12,Namibia,4980,['01099bac-9b5c-42a5-9f42-686ce71e7c36'],19,,,,,,,,,,,,,,,,,,Namibia,4980,00:05:19.416,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8562611b-a82c-4a74-9660-48fb55781c1e,269,,"[106.9, 8.7]",3922237,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Deon Hotto Kavendji,64612.0,Left Wing,12,Namibia,4980,['8b9e134b-cb01-4675-a863-2dd046a21df2'],26,,,,,,,,,,,,,,,,,,Namibia,4980,00:05:26.806,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90dca7ef-61a7-44ec-bf3a-3f57a99a7dd7,273,,"[90.6, 6.5]",3922237,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Riaan Hanamub,65555.0,Left Back,12,Namibia,4980,['7402deab-4af3-4fc6-a5be-b8a615986dcb'],33,,,,,,,,,,,,,,,,,,Namibia,4980,00:05:33.344,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,054d878c-3f8d-483f-bdd5-c088862039c3,276,,"[90.6, 22.9]",3922237,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Prins Menelik Tjiueza,103803.0,Center Attacking Midfield,12,Namibia,4980,['93fb51c0-732d-41d3-9b50-3dddbea3c95a'],34,,,,,,,,,,,,,,,,,,Namibia,4980,00:05:34.957,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8f1159d-e185-4563-8144-17a1e9418c37,280,,"[99.2, 37.0]",3922237,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Peter Shalulile,65723.0,Center Forward,12,Namibia,4980,['12a0173f-3be6-41e8-92c4-f73970bbbb28'],36,,,,,,,,,,,,,,,,,,Namibia,4980,00:05:36.093,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0aa55a8e-70f0-4eeb-9a2a-2802b846132d,299,,"[72.2, 51.6]",3922237,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cristóvão Paciência Mabululo,128881.0,Center Forward,14,Angola,4901,"['c1de5540-46ee-4e90-b7e7-3910f85efb6a', '52590b1d-e623-4018-9f00-b90fdcfc482b']",26,,,,,,,,,,,,,,,,,,Angola,4901,00:06:26.854,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bac059f4-1393-45af-8c26-05d85635dca3,304,,"[56.5, 23.9]",3922237,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan Buatu Mananga,10573.0,Left Center Back,15,Angola,4901,['f23bf1ec-d6c9-4d5b-9b2b-9df128e1e22b'],49,,,,,,,,,,,,,,,,,,Angola,4901,00:06:49.958,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6165e214-985c-4e51-be62-5dfb92905ecd,307,,"[62.0, 11.0]",3922237,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Valdomiro Tualungo Paulo Lameiras,30626.0,Left Center Midfield,15,Angola,4901,['aa790fd2-c973-4bfc-b7a2-75e1b0413ad7'],51,,,,,,,,,,,,,,,,,,Angola,4901,00:06:51.614,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c597cdf-5f0b-4193-a20e-ab9522c28011,310,,"[56.4, 53.5]",3922237,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kialonda Gaspar,103208.0,Right Center Back,15,Angola,4901,['0b1631ca-bcf6-4c21-83e6-4593f2739218'],55,,,,,,,,,,,,,,,,,,Angola,4901,00:06:55.808,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebcc43fd-5358-4325-a531-74610ba41d89,313,,"[85.3, 74.7]",3922237,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Deivi Miguel Vieira,389328.0,Right Wing,15,Angola,4901,['1e50745c-deab-462b-be40-794b42938b63'],59,,,,,,,,,,,,,,,,,,Angola,4901,00:06:59.234,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a50e4e1-2ca1-40b1-b26b-246587b0f279,317,,"[70.3, 75.8]",3922237,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eddie Marcos Melo Afonso,145058.0,Right Back,15,Angola,4901,['83b80e01-cf30-49a9-bbfe-f47c036fadf2'],2,,,,,,,,,,,,,,,,,,Angola,4901,00:07:02.229,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db12fda0-c7fd-4af5-98e5-cf5b9be4e80d,320,,"[51.2, 65.2]",3922237,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kialonda Gaspar,103208.0,Right Center Back,15,Angola,4901,['53ba383d-e2fa-42d4-bf2d-38b409ff593e'],4,,,,,,,,,,,,,,,,,,Angola,4901,00:07:04.244,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1f1066f-2fe1-4324-848c-40a218c42ec7,323,,"[44.0, 25.3]",3922237,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jonathan Buatu Mananga,10573.0,Left Center Back,15,Angola,4901,['c6fe0f1a-6490-41c2-8e02-5af59d95167a'],9,,,,,,,,,,,,,,,,,,Angola,4901,00:07:09.782,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9093ffb-49cf-4f3c-b031-b0b748cc1ae8,327,,"[52.3, 4.4]",3922237,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Valdomiro Tualungo Paulo Lameiras,30626.0,Left Center Midfield,15,Angola,4901,['27b6808e-b9a4-4aaa-9c23-e9ee2d7d4718'],11,,,,,,,,,,,,,,,,,,Angola,4901,00:07:11.695,Ball Receipt*,
