50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.597419,,,,,,,,,,,b250d0d9-23ac-4389-83d7-79cfcd0dfd93,3368,,,"[30.7, 2.6]",3920394,94,,,,,0.655106,,Head,,,"[38.9, 8.9]",,High Pass,,10.340696,,Incomplete,,Simon Happygod Msuva,103270.0,,,,,2,From Throw In,Charles M'Mombwa,80307.0,Left Wing,154,Tanzania,4953,"['e754c0bd-6ff6-4faf-b857-01fd4889e133', '73392deb-650f-49cc-a6fa-0c8551512e57']",4,,,,,,,,,,,,,,,,Tanzania,4953,00:49:04.340,Pass,
,,,,,,,,,,,,,,,,,1.200503,,,,,,,,,,,73392deb-650f-49cc-a6fa-0c8551512e57,3370,,,"[81.2, 71.2]",3920394,94,,,,,-0.9229849,,Head,,,"[86.8, 63.8]",,Low Pass,,9.2800865,,,,Bilal El Khannous,156734.0,,,,Recovery,2,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,155,Morocco,788,"['00372474-7123-4f77-a4b2-82587b53023f', 'b250d0d9-23ac-4389-83d7-79cfcd0dfd93']",5,,,,,,,,,,,,,,,,Morocco,788,00:49:05.938,Pass,
,,,,,,,,,,,,,,,,,1.177207,,,,,,,,,,,d9a2465c-dca7-4938-9c17-e4a020622d93,3372,,,"[86.6, 63.7]",3920394,94,,,,,3.1169672,,Right Foot,,,"[66.3, 64.2]",,Low Pass,,20.306156,,,,Nayef Aguerd,12149.0,,,,,2,Regular Play,Bilal El Khannous,156734.0,Left Center Midfield,155,Morocco,788,['d419c408-d31c-4dfd-9c37-a902c31a65a8'],7,,,,,,,,,,,,,,,,Morocco,788,00:49:07.138,Pass,
,,,,,,,,,,,,,,,,,0.888917,,,,,,,,,,,191551f6-cece-4632-b8d6-a08f5ffb6d41,3375,,,"[64.0, 59.3]",3920394,94,,,,,0.7918497,,Left Foot,,,"[71.7, 67.1]",,Ground Pass,,10.960383,,,,Sofyan Amrabat,5234.0,,,,,2,Regular Play,Nayef Aguerd,12149.0,Right Center Back,155,Morocco,788,['3b805933-061e-481f-ab62-167602c20325'],10,,,,,,,,,,,,,,,,Morocco,788,00:49:10.409,Pass,
,,,,,,,,,,,,,,,,,2.48084,,,,,,,,,,,1e7b83bc-9785-408a-9aea-d2be31f40962,3378,,,"[72.1, 66.9]",3920394,94,,,,,-1.4190311,,Right Foot,,,"[81.2, 7.4]",,High Pass,,60.19186,,,,Mohamed Chibi,143165.0,,True,,,2,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,155,Morocco,788,['da8a23ff-2b48-4eda-a0bf-52c192a86e95'],13,,,,,,,,,,,,,,,,Morocco,788,00:49:13.249,Pass,
,,,,,,,,,,,,,,,,,0.842007,,,,,,,,,,,3b0f3b85-ce83-4edb-b274-8c425f3a346f,3381,,,"[80.8, 8.6]",3920394,94,,,,,1.6332152,,Right Foot,,,"[79.8, 24.6]",,Ground Pass,,16.03122,,,,Sofiane Boufal,3625.0,,,,,2,Regular Play,Mohamed Chibi,143165.0,Left Back,155,Morocco,788,['5d76ca07-c6f8-498b-ac2e-d03f7d860409'],16,,,,,,,,,,,,,,,,Morocco,788,00:49:16.505,Pass,
,,,,,,,,,,,,,,,,,1.169295,,,,,,,,,,,c75329a9-d039-4fc5-9ed2-41e4510a1160,3385,,,"[77.8, 19.7]",3920394,94,,,,,1.5451609,,Right Foot,,,"[78.5, 47.0]",,Ground Pass,,27.308973,,,,Sofyan Amrabat,5234.0,,,,,2,Regular Play,Sofiane Boufal,3625.0,Left Midfield,155,Morocco,788,['89caeb4d-c27b-4214-b837-86ea717ec294'],20,,,,,,,,,,,,,,,,Morocco,788,00:49:20.484,Pass,
,,,,,,,,,,,,,,,,,3.630944,,,,,,,,,,,dac3d8b3-221d-49f5-a2f3-df705a49636d,3388,,,"[78.5, 47.0]",3920394,94,,,,,0.58976215,,Right Foot,,,"[117.8, 73.3]",,Ground Pass,,47.288265,,,,Achraf Hakimi Mouh,5245.0,,,,,2,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,155,Morocco,788,['620cf650-36b7-4a4a-8ec8-0215bee08afc'],22,,,,,,,,,,,,,,,,Morocco,788,00:49:22.728,Pass,
,,,,,,,,,,,,,,,,,2.546468,,,,,,,,,,,0911d729-5bdd-48ae-891d-7d5bb3ece369,3390,,,"[117.4, 73.5]",3920394,94,,,,,-1.8152646,,Right Foot,True,,"[105.9, 27.4]",,High Pass,,47.512733,,Incomplete,,,,,True,,,2,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,155,Morocco,788,['cc90999c-1ed7-4ca8-847a-d64b9e69e993'],26,,,,,,,,,,,,,,,,Morocco,788,00:49:26.359,Pass,
,,,,,,,,,,,,,,,,,1.087111,,,,,,,,,,,6fda7178-0edb-4408-ae21-eff0ed7d1875,3395,,,"[95.2, 0.1]",3920394,94,,,,,2.7450278,,,,,"[79.2, 6.8]",,Low Pass,,17.346182,,,,Sofyan Amrabat,5234.0,,,,Throw-in,2,From Throw In,Mohamed Chibi,143165.0,Left Back,156,Morocco,788,['7b1f27c5-5503-4169-b363-3ccd29ae0aaa'],38,,,,,,,,,,,,,,,,Morocco,788,00:49:38.368,Pass,
,,,,,,,,,,,,,,,,,0.685506,,,,,,,,,,,0f8b7c93-aaab-4c46-b4d6-9f23859076ee,3398,,,"[79.2, 7.0]",3920394,94,,,,,0.89405936,,Right Foot,,,"[84.1, 13.1]",,Ground Pass,,7.8243213,,,,Sofiane Boufal,3625.0,,,,,2,From Throw In,Sofyan Amrabat,5234.0,Center Defensive Midfield,156,Morocco,788,['4f8e1e9b-cd11-416d-9511-648f6825de3f'],40,,,,,,,,,,,,,,,,Morocco,788,00:49:40.834,Pass,
,,,,,,,,,,,,,,,,,1.340001,,,,,,,,,,,c0149d52-874f-430a-8221-92f1879e16ad,3401,,,"[84.1, 13.1]",3920394,94,,,,,1.7076406,,Right Foot,,,"[79.9, 43.6]",,Ground Pass,,30.787823,,,,Amine Harit,5243.0,,,,,2,From Throw In,Sofiane Boufal,3625.0,Left Midfield,156,Morocco,788,['4d3efe3e-38c1-4dca-92d5-a734365e5cf8'],41,,,,,,,,,,,,,,,,Morocco,788,00:49:41.604,Pass,
,,,,,,,,,,,,,,,,,1.965241,,,,,,,,,,,c4026fdf-7e9a-43e1-87d5-11deb52800c4,3404,,,"[79.9, 44.6]",3920394,94,,,,,1.0650051,,Right Foot,,,"[97.9, 77.1]",,Low Pass,,37.151714,,,,Achraf Hakimi Mouh,5245.0,,,,,2,From Throw In,Amine Harit,5243.0,Right Center Midfield,156,Morocco,788,['7825528c-925d-4c5f-8ca6-bb19bfff6606'],45,,,,,,,,,,,,,,,,Morocco,788,00:49:45.159,Pass,
,,,,,,,,,,,,,,,,,1.164964,,,,,,,,,,,fb72467b-874a-4123-aa32-60469aad6c89,3407,,,"[97.7, 76.6]",3920394,94,,,,,-1.4940244,,Right Foot,,,"[98.6, 64.9]",,Ground Pass,,11.734565,,,,Amine Harit,5243.0,,,,,2,From Throw In,Achraf Hakimi Mouh,5245.0,Right Back,156,Morocco,788,['924cc48a-aa52-4a8c-b810-313407512ea8'],48,,,,,,,,,,,,,,,,Morocco,788,00:49:48.299,Pass,
,,,,,,,,,,,,,,,,,0.699094,,,,,,,,,,,aeb44f21-2260-4251-8453-3a40450fbceb,3410,,,"[98.6, 63.5]",3920394,94,,,,,2.6224465,,Right Foot,,,"[93.7, 66.3]",,Ground Pass,,5.6435804,,,,Achraf Hakimi Mouh,5245.0,,,,,2,From Throw In,Amine Harit,5243.0,Right Center Midfield,156,Morocco,788,['49dafa3b-92c1-4b1a-8017-6f61140cb21e'],49,,,,,,,,,,,,,,,,Morocco,788,00:49:49.694,Pass,
,,,,,,,,,,,,,,,,,1.831856,,,,,,,,,,,fd4a0009-3dfc-47d9-8baf-d95b8be475f6,3413,,,"[92.5, 66.3]",3920394,94,,,,,0.49769017,,Right Foot,,,"[105.2, 73.2]",,Ground Pass,,14.453373,,,,Amine Harit,5243.0,,,,,2,From Throw In,Achraf Hakimi Mouh,5245.0,Right Back,156,Morocco,788,['ea73d7fe-3ce5-4abf-9046-be4d7c9ea46c'],52,,,,,,,,,,,,,,,,Morocco,788,00:49:52.309,Pass,
,,,,,,,,,,,,,,,,,0.778516,,,,,,,,,,,5314594c-3bad-4405-beca-e9e248102be8,3419,,,"[110.2, 70.6]",3920394,96,,,,,-1.2504289,9baa49eb-7bae-4dca-a55e-56e9ea781305,Left Foot,True,,"[117.4, 48.9]",,High Pass,,22.863289,,,,Achraf Hakimi Mouh,5245.0,True,,,Free Kick,2,From Free Kick,Amine Adli,33401.0,Right Midfield,157,Morocco,788,['7edaa47d-fcad-42dc-8cca-566c6efe3939'],6,,,,,,,,,,,,,,,,Morocco,788,00:51:06.600,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b48ec887-bacd-4708-be73-616fd5007787,6,,,"[43.1, 40.6]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,['d12c7acd-2e74-4c55-9d88-6b7155e4df06'],3,,,,,,,,,,,,,,,,Morocco,788,00:00:03.403,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9e4a32a-33ad-4821-8ba6-e3418aa48970,9,,,"[50.3, 49.8]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Azzedine Ounahi,46258.0,Right Center Midfield,2,Morocco,788,['aed40a9e-aa87-45b3-a1d0-736b131b063e'],6,,,,,,,,,,,,,,,,Morocco,788,00:00:06.704,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdfce00a-112b-4366-b925-6dde26b87000,12,,,"[58.3, 74.3]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Hakim Ziyech,5237.0,Right Midfield,2,Morocco,788,['a1bd2f81-a21e-4b2b-b21c-3f34b42918b7'],9,,,,,,,,,,,,,,,,Morocco,788,00:00:09.302,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d133a9cf-6f2a-439a-b798-4d0baf64d808,15,,,"[42.3, 70.4]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,['c8a06c4e-283c-40d1-8892-f121466dccdb'],11,,,,,,,,,,,,,,,,Morocco,788,00:00:11.297,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbcaf2f1-254a-4ffc-967c-2e798109717c,18,,,"[36.0, 61.8]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nayef Aguerd,12149.0,Right Center Back,2,Morocco,788,['3d2ac519-c4e1-4dad-b8af-1dee83206084'],13,,,,,,,,,,,,,,,,Morocco,788,00:00:13.096,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5c1cc1b-c4d0-4a0c-a058-e4fb39a9bdd2,21,,,"[35.6, 30.2]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Romain Saïss,5219.0,Left Center Back,2,Morocco,788,['6f538790-c083-439d-9fc2-1a0cf2306d9f'],17,,,,,,,,,,,,,,,,Morocco,788,00:00:17.412,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c57040e1-106b-43d5-9886-fd89442ac798,24,,,"[52.0, 46.4]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sofyan Amrabat,5234.0,Center Defensive Midfield,2,Morocco,788,['530394f5-9a86-41bb-95b6-ace0bc96552d'],23,,,,,,,,,,,,,,,,Morocco,788,00:00:23.119,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,157ab927-f3a1-4a13-9f92-027243c69fff,28,,,"[43.5, 59.6]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nayef Aguerd,12149.0,Right Center Back,2,Morocco,788,['c750d177-4889-4649-a0fe-7f23b0651a16'],25,,,,,,,,,,,,,,,,Morocco,788,00:00:25.006,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a71e7114-94c1-430e-b678-a085fc8dc67d,32,,,"[113.8, 74.8]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Achraf Hakimi Mouh,5245.0,Right Back,2,Morocco,788,"['5b5ada0b-704f-4f9d-b73e-4e0ebb604ec9', '1fc565a7-85fe-4f5e-9f2b-c1b1980415bb']",31,,,,,,,,,,,,,,,,Morocco,788,00:00:31.750,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,5deac606-b791-4875-bffc-c31cc9e2e3ae,35,,,"[111.2, 46.9]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Youssef En-Nesyri,6301.0,Center Forward,2,Morocco,788,['fd204783-7262-43b6-a896-b4960c86acff'],35,,,,,,,,,,,,,,,,Morocco,788,00:00:35.637,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,a874261c-c4b4-45cc-acf0-ac38fbdcbc29,39,,,"[23.0, 18.9]",3920394,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tarryn Allarakhia,19426.0,Left Wing,3,Tanzania,4953,['7fb2b100-3e01-44e2-86eb-e11adcc3b53d'],38,,,,,,,,,,,,,,,,Tanzania,4953,00:00:38.781,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1f6658a-a456-4a22-b05c-33b891352f39,42,,,"[38.0, 6.5]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Novatus Dismas Miroshi,136055.0,Left Center Midfield,4,Tanzania,4953,['edf53351-c27e-4216-870f-6eaccc46c185'],0,,,,,,,,,,,,,,,,Tanzania,4953,00:01:00.880,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778af23-cb0e-4d7d-a907-788e729dedce,45,,,"[41.4, 3.4]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mohamed Hussein Mohamed,105766.0,Left Back,4,Tanzania,4953,['68448e0c-7d48-401d-b4cb-6a4f8cb3f8e3'],1,,,,,,,,,,,,,,,,Tanzania,4953,00:01:01.818,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,7d11381c-f4ab-4a99-8cb6-2f652d12d3cc,47,,,"[47.0, 20.5]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charles M'Mombwa,80307.0,Center Forward,4,Tanzania,4953,['969bdbc8-d557-463e-a652-8ad36946ddb2'],3,,,,,,,,,,,,,,,,Tanzania,4953,00:01:03.239,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cca87dc-86e2-4139-9aa1-d5f1c17062b4,49,,,"[57.3, 66.6]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,5,Morocco,788,['0af1ed0a-cb23-4c72-99c3-fc030046ea30'],4,,,,,,,,,,,,,,,,Morocco,788,00:01:04.382,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e7e7c2e-852a-47a6-8cb9-858eb3dcddf2,53,,,"[20.7, 52.0]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yassine Bounou,6785.0,Goalkeeper,5,Morocco,788,['d26d3a30-84c2-4e16-9691-71ccdb7f8733'],8,,,,,,,,,,,,,,,,Morocco,788,00:01:08.576,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8df476aa-c586-42d0-b6a3-88e29dbd9fc2,56,,,"[28.5, 58.8]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,5,Morocco,788,['9437bf3b-da3d-4c7b-bf0e-50f2a2f0751d'],13,,,,,,,,,,,,,,,,Morocco,788,00:01:13.081,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a110395-32a2-4c95-9ad3-2b85b7b86f7f,59,,,"[43.6, 73.6]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,5,Morocco,788,['dd382ef5-fbc7-48ef-b24c-cfc4242fe5f6'],15,,,,,,,,,,,,,,,,Morocco,788,00:01:15.720,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a689572f-cd80-4d32-824e-f97eb6de38c1,62,,,"[36.3, 63.9]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,5,Morocco,788,['8c7ef24e-5e06-4c14-969f-7bd0903aab7b'],18,,,,,,,,,,,,,,,,Morocco,788,00:01:18.302,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dad555e0-9052-4d2a-bf46-f2d73a128aea,65,,,"[68.3, 74.3]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakim Ziyech,5237.0,Right Midfield,5,Morocco,788,['13c70965-60f5-4ef3-9d58-4b36251ebf90'],24,,,,,,,,,,,,,,,,Morocco,788,00:01:24.405,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,9077a492-b6ca-46c9-9419-00b7df1dc4ce,68,,,"[97.8, 55.9]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Youssef En-Nesyri,6301.0,Center Forward,5,Morocco,788,['a6357507-8dd2-4b1b-84ea-7443339bdf67'],27,,,,,,,,,,,,,,,,Morocco,788,00:01:27.924,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dcbd143e-9e74-41cf-8822-116418e1b682,73,,,"[30.2, 29.3]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Himid Mao Mkami,86067.0,Center Defensive Midfield,6,Tanzania,4953,['f8eb60fd-9eef-477f-afdd-229d3e0a51d3'],30,,,,,,,,,,,,,,,,Tanzania,4953,00:01:30.431,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20f0ed53-56ff-4ec1-a8c0-91ae34677c85,77,,,"[27.4, 51.6]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Haji Mnoga,51494.0,Right Back,6,Tanzania,4953,"['c59399ae-8707-4737-98a3-d5555c94ea08', '2a65eb83-7a62-4ccb-a553-a59d0b9695d8']",34,,,,,,,,,,,,,,,,Tanzania,4953,00:01:34.260,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3cbdc41-b631-4b0d-a8f2-765627a7a81d,80,,,"[8.7, 43.6]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aishi Manula,103262.0,Goalkeeper,6,Tanzania,4953,['86a3b714-155c-4cc5-a22d-3e03bd3f44cb'],36,,,,,,,,,,,,,,,,Tanzania,4953,00:01:36.700,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2aaa38fe-5b99-4da4-899f-f2ef4229720f,83,,,"[42.6, 25.9]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Novatus Dismas Miroshi,136055.0,Left Center Midfield,6,Tanzania,4953,['dcb81612-e428-401d-8209-62c0791d73d3'],38,,,,,,,,,,,,,,,,Tanzania,4953,00:01:38.462,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,e1b1a7b6-e803-454c-93e1-c12862577389,86,,,"[55.7, 12.6]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tarryn Allarakhia,19426.0,Left Wing,6,Tanzania,4953,['61d6d99f-d8e0-49c9-8376-3a548b626954'],41,,,,,,,,,,,,,,,,Tanzania,4953,00:01:41.315,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dca06b66-dd79-4bc0-a3c4-93437435b2fd,90,,,"[68.6, 17.6]",3920394,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tarryn Allarakhia,19426.0,Left Wing,7,Tanzania,4953,"['33d4e5d8-4b16-449d-b0b2-56d2e52f7214', '28b00c26-3a4a-474d-9bc1-75a97c0ff156']",59,,,,,,,,,,,,,,,,Tanzania,4953,00:01:59.192,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dddeaaaf-88c2-4362-82ce-279c1a1d7d8f,92,,,"[66.1, 6.2]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mohamed Hussein Mohamed,105766.0,Left Back,7,Tanzania,4953,['9ee55a47-b8e3-4fb2-80a2-2f0f08d4aa03'],0,,,,,,,,,,,,,,,,Tanzania,4953,00:02:00.082,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,9a5000c2-86b2-432d-9bc1-39843208213d,96,,,"[76.6, 6.3]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charles M'Mombwa,80307.0,Center Forward,7,Tanzania,4953,"['50140e25-f40f-462d-a8fa-346aafb3393b', '90e0755e-f48f-4121-9a58-ee9ff1789cb6']",0,,,,,,,,,,,,,,,,Tanzania,4953,00:02:00.711,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,e175d16b-0cbf-4fd5-aa98-87b2da95aeb6,100,,,"[79.3, 6.7]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charles M'Mombwa,80307.0,Center Forward,7,Tanzania,4953,['750748b0-8cee-4734-9e44-a489f97738c6'],4,,,,,,,,,,,,,,,,Tanzania,4953,00:02:04.876,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca719790-1fc6-48a8-b0d8-f832b16cc585,102,,,"[57.0, 72.2]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Right Center Midfield,8,Morocco,788,['e1e6d2eb-aa64-4e0f-ac16-c0ea7fe00dcc'],6,,,,,,,,,,,,,,,,Morocco,788,00:02:06.880,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0843834-de0b-424b-a1d5-a648e30ac7da,105,,,"[85.0, 73.4]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakim Ziyech,5237.0,Right Midfield,8,Morocco,788,['e32a8203-784c-4ea4-adad-dd7e741fc9c7'],11,,,,,,,,,,,,,,,,Morocco,788,00:02:11.029,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,7327b931-2934-41b4-8afc-a7b270dc7741,108,,,"[95.2, 60.1]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Youssef En-Nesyri,6301.0,Center Forward,8,Morocco,788,['260dd7c4-09bc-4e62-b8e3-5471bdb9a5a4'],12,,,,,,,,,,,,,,,,Morocco,788,00:02:12.151,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a7e42f3-0e69-4ae3-9e17-72b044e9f3c8,112,,,"[28.8, 47.9]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Mudathiri Yahya,136057.0,Right Center Midfield,9,Tanzania,4953,['6d3e72d4-dc49-4409-acb8-6ab2f50d541d'],15,,,,,,,,,,,,,,,,Tanzania,4953,00:02:15.264,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,600285ac-6361-49ae-9847-cdb6d55e8d8a,116,,,"[52.0, 42.1]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Charles M'Mombwa,80307.0,Center Forward,9,Tanzania,4953,['3e766875-89c7-48ed-bd33-6965a1f42065'],17,,,,,,,,,,,,,,,,Tanzania,4953,00:02:17.406,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b588b90b-8837-4442-a547-a870a19bc46c,120,,,"[40.5, 58.8]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Haji Mnoga,51494.0,Right Back,10,Tanzania,4953,['527ddb4c-933b-47fc-bf85-36bf3f100f97'],29,,,,,,,,,,,,,,,,Tanzania,4953,00:02:29.164,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10cd2127-067f-4e74-bf7b-89256606f603,122,,,"[40.5, 47.9]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Himid Mao Mkami,86067.0,Center Defensive Midfield,10,Tanzania,4953,['0799e1fb-b070-4b38-8e61-0675899e1188'],30,,,,,,,,,,,,,,,,Tanzania,4953,00:02:30.823,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2918bd3-3b7b-484b-9ad1-f73498a4f79f,125,,,"[41.2, 29.7]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Novatus Dismas Miroshi,136055.0,Left Center Midfield,10,Tanzania,4953,['ed08fbb8-e0fc-4306-aac7-9fa9a59d1c1d'],34,,,,,,,,,,,,,,,,Tanzania,4953,00:02:34.101,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea66a0e9-5d5d-487a-a631-92ff24570d3c,128,,,"[38.3, 6.7]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mohamed Hussein Mohamed,105766.0,Left Back,10,Tanzania,4953,['b0bba035-aa12-4c01-b9a2-eda5cf461bab'],39,,,,,,,,,,,,,,,,Tanzania,4953,00:02:39.211,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,73f6fc45-8dd3-4ef4-9c17-e73a844c4e4d,131,,,"[28.6, 17.6]",3920394,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ibrahim Abdallah Hamad,389092.0,Left Center Back,10,Tanzania,4953,['eded0537-d55f-4f83-b1b0-63f70fc6d65e'],41,,,,,,,,,,,,,,,,Tanzania,4953,00:02:41.430,Ball Receipt*,
