50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.377079,,,,,,,,,,,,,a8ffbf6e-df25-4bdf-b644-89bb56aeef68,2331,,"[64.7, 78.3]",3920403,71,,,,-3.053906,,Right Foot,,,,"[55.6, 77.5]",,Ground Pass,,9.1350975,,,Eddie Marcos Melo Afonso,145058.0,,,,,,,2,Regular Play,Deivi Miguel Vieira,389328.0,Right Midfield,130,Angola,4901,['b6aa5116-2c36-4981-8f80-342584121f53'],41,,,,,,,,,,,,,,,,,,,Angola,4901,00:26:41.316,Pass,
,,,,,,,,,,,,,,,,,1.016968,,,,,,,,,,,,,6054d731-efaa-4ece-b1df-ccb36eab544d,2334,,"[55.8, 77.5]",3920403,71,,,,0.039714206,,Right Foot,,,,"[70.9, 78.1]",,Ground Pass,,15.111916,,,Deivi Miguel Vieira,389328.0,,,,,,,2,Regular Play,Eddie Marcos Melo Afonso,145058.0,Right Back,130,Angola,4901,['abe1cd5a-092b-46b8-9a09-29540e963736'],44,,,,,,,,,,,,,,,,,,,Angola,4901,00:26:44.629,Pass,
,,,,,,,,,,,,,,,,,0.788058,,,,,,,,,,,,,622ea206-88d2-4ec6-b6a1-01c5db8edfb2,2338,,"[74.9, 60.3]",3920403,71,,,,-2.7069225,,Right Foot,,,,"[66.5, 56.4]",,Ground Pass,,9.2612095,,,Alfredo Kulembe Ribeiro,10844.0,,,,,,,2,Regular Play,Deivi Miguel Vieira,389328.0,Right Midfield,130,Angola,4901,['71b6cb1c-5f8e-405f-acdd-06eab6cd893b'],49,,,,,,,,,,,,,,,,,,,Angola,4901,00:26:49.484,Pass,
,,,,,,,,,,,,,,,,,1.719999,,,,,,,,,,,,,7b812b5a-8274-4713-81db-8c8dffcb1d69,2341,,"[68.9, 57.3]",3920403,71,,,,1.185761,,Left Foot,,,,"[76.6, 76.3]",,Ground Pass,,20.500975,,,Eddie Marcos Melo Afonso,145058.0,,,,,,,2,Regular Play,Alfredo Kulembe Ribeiro,10844.0,Left Center Midfield,130,Angola,4901,['86737062-733a-461b-95fb-fee548854fd2'],50,,,,,,,,,,,,,,,,,,,Angola,4901,00:26:50.312,Pass,
,,,,,,,,,,,,,,,,,2.500845,,,,,,,,,,,,,06518c9d-0c3d-468f-af2c-244e6ff4981a,2344,,"[82.9, 77.3]",3920403,71,,,,-0.032909926,,Right Foot,,,,"[107.2, 76.5]",,Ground Pass,,24.313166,,,Deivi Miguel Vieira,389328.0,,,,,,,2,Regular Play,Eddie Marcos Melo Afonso,145058.0,Right Back,130,Angola,4901,['dfc2f40d-4b8e-44d3-941b-78480c0c968f'],54,,,,,,,,,,,,,,,,,,,Angola,4901,00:26:54.540,Pass,
,,,,,,,,,,,,,,,,,0.553463,,,,,,,,,,,,,20e861fb-9515-4213-b68e-57716414bfd3,2347,,"[113.6, 66.2]",3920403,72,,,,-2.893638,,Right Foot,,,,"[105.7, 64.2]",,Ground Pass,,8.149233,Incomplete,,Eddie Marcos Melo Afonso,145058.0,,,,,,,2,Regular Play,Deivi Miguel Vieira,389328.0,Right Midfield,130,Angola,4901,"['f6a7599f-97e6-47b8-9a15-67ddb38c6a8a', '8d88e9af-0bdf-4468-9f87-0894b1f1c18c']",2,,,,,,,,,,,,,,,,,,,Angola,4901,00:27:02.563,Pass,
,,,,,,,,,,,,,,,,,2.105031,,,,,,,,,,,,,da7ede22-bed0-406e-a065-6c624f71646a,2352,,"[105.1, 60.3]",3920403,72,,,,-1.4414414,1a1d1e10-bfeb-4cff-a0ae-290bd502725d,Left Foot,True,,,"[109.9, 23.4]",,High Pass,,37.210884,,,Jacinto Muondo Dala,10577.0,True,,,,,,2,Regular Play,Manuel Keliano,389784.0,Right Center Midfield,130,Angola,4901,['cc143d5f-7e0d-4bb1-b1e0-2743f6aa4bc4'],6,,,,,,,,,,,,,,,,,,,Angola,4901,00:27:06.041,Pass,
,,,,,,,,,,,,,,,,,1.276407,,,,,,,,,,,,,dddb7cf5-da29-4aca-a403-8c15f1ca073b,2358,,"[120.0, 0.1]",3920403,72,,,,1.625198,,Right Foot,,,,"[117.8, 40.5]",,High Pass,True,40.459858,Incomplete,,,,,,True,Inswinging,,Corner,2,From Corner,Alfredo Kulembe Ribeiro,10844.0,Left Center Midfield,131,Angola,4901,['2561b3be-d4ac-4050-9349-3b2901597946'],51,,,,,,,,,,,,,,,,,,,Angola,4901,00:27:51.039,Pass,
,,,,,,,,,,,,,,,,,2.468974,,,,,,,,,,,,,2aefb9ce-9fa0-4523-86cc-e4d5ae4bcb83,2363,,"[77.1, 42.1]",3920403,72,,,,0.8461506,,Right Foot,,,,"[96.4, 63.9]",,Low Pass,,29.115803,,,Kialonda Gaspar,103208.0,,,,,,,2,From Corner,Eddie Marcos Melo Afonso,145058.0,Right Back,131,Angola,4901,['42d98e47-2499-4f2b-8317-a5977649c814'],57,,,,,,,,,,,,,,,,,,,Angola,4901,00:27:57.542,Pass,
,,,,,,,,,,,,,,,,,2.249937,,,,,,,,,,,,,977a045f-5586-4f96-a491-996ed8717ce1,2366,,"[104.7, 69.6]",3920403,73,,,,-1.2841066,,Right Foot,True,,,"[117.2, 27.2]",,High Pass,,44.204185,,,Jacinto Muondo Dala,10577.0,,,True,,,,2,From Corner,Kialonda Gaspar,103208.0,Right Center Back,131,Angola,4901,['84d4a8a5-8a5d-41a4-8909-7f0438463cb7'],1,,,,,,,,,,,,,,,,,,,Angola,4901,00:28:01.438,Pass,
,,,,,,,,,,,,,,,,,0.986124,,,,,,,,,,,,,64f6320a-01c8-47c2-a911-76a71a628175,2368,,"[117.2, 27.1]",3920403,73,,,,2.8043394,b410daae-c493-43d5-9272-1c79f53a38d2,Head,,True,,"[109.5, 29.8]",,Low Pass,,8.159657,,,Alfredo Kulembe Ribeiro,10844.0,True,,,,,,2,From Corner,Jacinto Muondo Dala,10577.0,Left Midfield,131,Angola,4901,['c4872a46-916b-4dbe-9bd5-3f45785552e4'],3,,,,,,,,,,,,,,,,,,,Angola,4901,00:28:03.688,Pass,
,,,,,,,,,,,,,,,,,2.670453,,,,,,,,,,,,,f375e8b1-ecd9-4043-bed1-9063fd7e1c27,2372,,"[6.0, 32.8]",3920403,73,True,,,-0.5187442,,Right Foot,,,,"[32.8, 17.5]",,Ground Pass,,30.859844,,,Lamine Ba,264954.0,,,,,,Goal Kick,2,From Goal Kick,Babacar Niasse,36951.0,Goalkeeper,132,Mauritania,4932,['ca6520cd-ab19-4e42-8ad1-696d85dccb15'],24,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:24.910,Pass,
,,,,,,,,,,,,,,,,,1.343808,,,,,,,,,,,,,3da4831c-f16b-4f12-ab51-432e7f12eb92,2374,,"[41.0, 19.2]",3920403,73,,,,0.6540827,,Right Foot,,,,"[50.0, 26.1]",,Ground Pass,,11.340635,,,Omaré Gassama,341163.0,,,,,,,2,From Goal Kick,Lamine Ba,264954.0,Left Center Back,132,Mauritania,4932,['5df1ff79-f9a3-4596-9311-3f343a2eb045'],31,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:31.126,Pass,
,,,,,,,,,,,,,,,,,2.164534,,,,,,,,,,,,,ea697a6e-1984-4095-bc1c-85cea7d9fe9b,2377,,"[49.2, 26.3]",3920403,73,,,,-1.8736812,,Right Foot,,,,"[44.7, 11.9]",,Ground Pass,,15.086749,,,Lamine Ba,264954.0,,,,,,,2,From Goal Kick,Omaré Gassama,341163.0,Left Defensive Midfield,132,Mauritania,4932,['61779575-b2f6-425a-83d7-09f52a0792ae'],33,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:33.404,Pass,
,,,,,,,,,,,,,,,,,1.394098,,,,,,,,,,,,,a6665526-b01e-4305-833f-de52c8ddb988,2380,,"[47.9, 6.0]",3920403,73,,,,2.0005586,,Left Foot,,,,"[41.3, 20.4]",,Ground Pass,,15.840454,,,Omaré Gassama,341163.0,,,,,,,2,From Goal Kick,Lamine Ba,264954.0,Left Center Back,132,Mauritania,4932,['d72c62d0-ec0b-4011-8f96-f77bbf316ec4'],36,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:36.805,Pass,
,,,,,,,,,,,,,,,,,1.754974,,,,,,,,,,,,,903a6f47-aecf-4f97-b049-7a2cad088793,2383,,"[42.1, 27.7]",3920403,73,,,,1.1372688,,Right Foot,,,,"[55.2, 56.0]",,Ground Pass,,31.184933,,,Nouh Mohamed El Abd,389294.0,,,,,,,2,From Goal Kick,Omaré Gassama,341163.0,Left Defensive Midfield,132,Mauritania,4932,['bc05a24e-0104-4ebf-bd4d-b096d0894c32'],40,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:40.937,Pass,
,,,,,,,,,,,,,,,,,1.715973,,,,,,,,,,,,,2a3531e9-02e4-4611-85e0-cb5af6e1395a,2386,,"[59.6, 55.6]",3920403,73,,,,0.81713355,,Right Foot,,,,"[77.9, 75.1]",,Ground Pass,,26.742102,,,Ibrahima Keita,264956.0,,,,,,,2,From Goal Kick,Nouh Mohamed El Abd,389294.0,Right Center Back,132,Mauritania,4932,['9ebaa92d-d754-4a30-8aad-73bbd78a0770'],43,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:43.919,Pass,
,,,,,,,,,,,,,,,,,0.982487,,,,,,,,,,,,,4d755242-63c3-4d65-b107-f293da8d678b,2389,,"[79.7, 75.6]",3920403,73,,,,-1.2445413,,Right Foot,,,,"[84.2, 62.3]",,Ground Pass,,14.040655,,,Sidi Bouna Sidi Amar,416907.0,,,,,,,2,From Goal Kick,Ibrahima Keita,264956.0,Right Back,132,Mauritania,4932,['63c355db-c706-490d-b7ca-5f3182e4ba4b'],46,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:46.767,Pass,
,,,,,,,,,,,,,,,,,0.996697,,,,,,,,,,,,,f41d6101-49e1-453f-ada0-abc53968bfe1,2392,,"[77.5, 56.7]",3920403,73,,,,-1.8421309,,Right Foot,,,,"[73.8, 43.4]",,Ground Pass,,13.805072,,,Bodda Mouhsine,146933.0,,,,,,,2,From Goal Kick,Sidi Bouna Sidi Amar,416907.0,Right Midfield,132,Mauritania,4932,['84cca79f-b664-44f5-b888-c43fad0e8b0d'],49,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:49.469,Pass,
,,,,,,,,,,,,,,,,,1.581012,,,,,,,,,,,,,6728fb69-33c8-4bdb-98ec-1ade99d5454b,2396,,"[71.4, 46.7]",3920403,73,,,,1.2244422,,Right Foot,,,,"[76.2, 60.0]",,Ground Pass,,14.139661,,,Omaré Gassama,341163.0,,,,,,,2,From Goal Kick,Bodda Mouhsine,146933.0,Right Defensive Midfield,132,Mauritania,4932,"['88367e8b-9ed6-4934-8aee-064ffee42483', 'c1400d24-a557-49fb-9f74-b1ca73882d9f']",50,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:50.878,Pass,True
,,,,,,,,,,,,,,,,,1.591266,,,,,,,,,,,,,7d517fdc-f8d5-4d9f-8e3f-56e4ca7d8075,2399,,"[71.6, 61.3]",3920403,73,,,,0.8616619,,Right Foot,,,,"[85.5, 77.5]",,Ground Pass,,21.34596,,,Ibrahima Keita,264956.0,,,,,,,2,From Goal Kick,Omaré Gassama,341163.0,Left Defensive Midfield,132,Mauritania,4932,['bdceb4ec-48d2-4668-90ab-b3775fec5ac7'],53,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:53.209,Pass,
,,,,,,,,,,,,,,,,,3.459286,,,,,,,,,,,,,fb4f1964-6974-479c-b52c-4ddf2736b909,2403,,"[83.8, 77.1]",3920403,73,,,,-1.6748962,0e79548a-04b9-4fa8-b117-ae6ed202dc0a,Right Foot,,,,"[81.7, 57.0]",,Ground Pass,,20.209404,,,Bodda Mouhsine,146933.0,True,,,,,,2,From Goal Kick,Ibrahima Keita,264956.0,Right Back,132,Mauritania,4932,"['6f9ea21f-7a93-487d-9e7b-d434c2b61c0a', '6172eb4c-a9c6-4492-9c25-3a45dea0c40f']",56,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:28:56.756,Pass,True
,,,,,,,,,,,,,,,,,2.016958,,,,,,,,,,,,,3466f4e4-dfa9-4966-9db8-9085fae887e4,2408,,"[7.0, 35.2]",3920403,74,True,,,-0.038869303,,Right Foot,,,,"[79.0, 32.4]",,High Pass,,72.05442,Incomplete,,,,,,,,,Goal Kick,2,From Goal Kick,Adilson Cipriano da Cruz,135849.0,Goalkeeper,133,Angola,4901,['e6165147-2153-4244-82a8-513ef624bb2a'],33,,,,,,,,,,,,,,,,,,,Angola,4901,00:29:33.684,Pass,
,,,,,,,,,,,,,,,,,0.76611,,,,,,,,,,,,,2a942f43-b360-4a3e-97b2-2429bbd377ef,2412,,"[60.0, 19.6]",3920403,74,,,True,0.73372006,,,,,,"[66.1, 25.1]",,High Pass,,8.213404,Incomplete,,Manuel Keliano,389784.0,,,,,,Recovery,2,From Goal Kick,Núrio Domingos Matias Fortuna,23873.0,Left Back,133,Angola,4901,"['ff5e6ec2-2039-4bd1-b274-1899f3e07524', '62bffa4b-d0e8-4d69-8cd4-b4b866cf5f07', '1a720fff-2749-4ed5-b1c3-fb2594e13063']",39,,,,,,,,,,,,,,,,,,,Angola,4901,00:29:39.063,Pass,True
,,,,,,,,,,,,,,,,,1.838744,,,,,,,,,,,,,62bffa4b-d0e8-4d69-8cd4-b4b866cf5f07,2414,,"[54.0, 55.0]",3920403,74,,,,-0.7853982,,Head,,,,"[56.3, 52.7]",,High Pass,,3.2526913,Incomplete,,Bodda Mouhsine,146933.0,,,,,,Recovery,2,From Goal Kick,Omaré Gassama,341163.0,Left Defensive Midfield,133,Angola,4901,"['f248fa3e-87a9-40b4-8c1e-c213c75fe7aa', 'fbb37a76-94f3-48a4-82f9-17100e8681d1', '2a942f43-b360-4a3e-97b2-2429bbd377ef']",39,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:29:39.829,Pass,
,,,,,,,,,,,,,,,,,0.833771,,,,,,,,,,,,,fbb37a76-94f3-48a4-82f9-17100e8681d1,2417,,"[63.8, 27.4]",3920403,74,,,True,0.38260722,,,,,,"[72.0, 30.7]",,Low Pass,,8.839118,,,Jacinto Muondo Dala,10577.0,,,,,,Recovery,2,From Goal Kick,Manuel Keliano,389784.0,Right Center Midfield,133,Angola,4901,"['1801e896-6e14-45c5-8820-cae3669ca322', '62bffa4b-d0e8-4d69-8cd4-b4b866cf5f07', '47f5bcd3-fb34-4b1e-b767-cb90d580deec']",41,,,,,,,,,,,,,,,,,,,Angola,4901,00:29:41.667,Pass,True
,,,,,,,,,,,,,,,,,1.780012,,,,,,,,,,,,,0b7fa9d4-c10b-4aa3-9459-ea4ced60f1ad,2420,,"[73.6, 48.2]",3920403,74,,,,1.668614,,Right Foot,,,,"[71.5, 69.6]",,Ground Pass,,21.50279,,,Eddie Marcos Melo Afonso,145058.0,,,,,,,2,From Goal Kick,Jacinto Muondo Dala,10577.0,Left Midfield,133,Angola,4901,['a720667b-856a-4c05-94d9-37054bccf749'],45,,,,,,,,,,,,,,,,,,,Angola,4901,00:29:45.949,Pass,
,,,,,,,,,,,,,,,,,1.040765,,,,,,,,,,,,,1587b4ae-efff-4c67-b289-402b40ec81e7,2423,,"[72.2, 73.2]",3920403,74,,,,-1.8811837,,Right Foot,,,,"[67.1, 57.3]",,Ground Pass,,16.697905,,,Alfredo Kulembe Ribeiro,10844.0,,,,,,,2,From Goal Kick,Eddie Marcos Melo Afonso,145058.0,Right Back,133,Angola,4901,['579d02b8-8b8c-4680-8a41-27b1b15e5c34'],48,,,,,,,,,,,,,,,,,,,Angola,4901,00:29:48.392,Pass,
,,,,,,,,,,,,,,,,,0.969021,,,,,,,,,,,,,0459dc57-4bf1-4b5c-8855-1518cb23ff26,2426,,"[76.2, 58.9]",3920403,74,,,,-0.4907203,,Right Foot,,,,"[96.6, 48.0]",,Low Pass,,23.12942,Incomplete,,Cristóvão Paciência Mabululo,128881.0,,,,,,,2,From Goal Kick,Alfredo Kulembe Ribeiro,10844.0,Left Center Midfield,133,Angola,4901,"['324a35a8-3c55-4ce1-beff-8ce688dadacf', 'b895f188-2ab6-4424-89f5-e1d06edfc6bb']",51,,,,,,,,,,,,,,,,,,,Angola,4901,00:29:51.590,Pass,
,,,,,,,,,,,,,,,,,0.194656,,,,,,,,,,,,,179b4bf5-8552-40b6-b8d2-274d59262c3d,2430,,"[86.3, 50.6]",3920403,74,,,,1.2490457,,Right Foot,,,,"[86.9, 52.4]",,Ground Pass,,1.8973666,Incomplete,,Alfredo Kulembe Ribeiro,10844.0,,,,,,Recovery,2,From Goal Kick,Jacinto Muondo Dala,10577.0,Left Midfield,133,Angola,4901,"['c1965271-f07e-48e1-adb5-01dd630114da', '5188d79d-f5bd-431a-9946-4293a8dcd658']",54,,,,,,,,,,,,,,,,,,,Angola,4901,00:29:54.344,Pass,
,,,,,,,,,,,,,,,,,0.99463,,,,,,,,,,,,,82af91a2-38b6-4de8-b97e-44759565d7b8,2437,,"[36.6, 25.5]",3920403,74,,,,1.0982994,,Right Foot,,,,"[43.5, 39.0]",,Ground Pass,,15.161135,,,Sidi Bouna Sidi Amar,416907.0,,,,,,,2,Regular Play,Souleymane Doukara,51698.0,Left Center Forward,134,Mauritania,4932,"['2c3fd74f-f830-4a1b-a8a6-1b9c1aeffc35', '1fd65371-72bb-4c02-ad03-53a53a0a4bd3']",56,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:29:56.725,Pass,True
,,,,,,,,,,,,,,,,,2.208519,,,,,,,,,,,,,8f2de0d2-8fdc-4568-a6ad-ddf3be22e8a2,2441,,"[50.4, 27.0]",3920403,74,,,,-1.053509,,Left Foot,,,,"[63.6, 3.8]",,Ground Pass,,26.692322,,,Aboubakary Koita,23892.0,,,,,,,2,Regular Play,Sidi Bouna Sidi Amar,416907.0,Right Midfield,134,Mauritania,4932,"['32c0d490-6c54-47c5-955f-934a26e4360e', '72a036ca-f6ce-417f-b62e-f961ac0f4e82']",59,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:29:59.779,Pass,True
,,,,,,,,,,,,,,,,,1.120879,,,,,,,,,,,,,8be9e6b1-0fe0-43a8-8e86-7d6a99777a41,2445,,"[99.9, 13.5]",3920403,75,,,,2.4444003,,Right Foot,,,,"[91.9, 20.2]",,Ground Pass,,10.435037,,,Sidi Bouna Sidi Amar,416907.0,,,,,,,2,Regular Play,Aboubakary Koita,23892.0,Left Midfield,134,Mauritania,4932,['0b63d99a-442e-469f-a7a3-14d3eb402645'],9,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:30:09.958,Pass,
,,,,,,,,,,,,,,,,,5.233398,,,,,,,,,,,,,dc47dccc-917c-462b-8bbc-dd12e685881f,2458,,"[17.5, 45.5]",3920403,77,,,,0.18072589,,Right Foot,,,,"[88.1, 58.4]",,High Pass,,71.76887,,,Zito André Sebastião Luvumbo,90913.0,,,,,,Free Kick,2,From Free Kick,Adilson Cipriano da Cruz,135849.0,Goalkeeper,136,Angola,4901,['ac0bb25a-2c75-409d-83d4-2feaf9ba8542'],47,,,,,,,,,,,,,,,,,,,Angola,4901,00:32:47.195,Pass,
,,,,,,,,,,,,,,,,,1.245135,,,,,,,,,,,,,4cec1cb9-c868-4125-a21c-80664a80827c,2465,,"[102.1, 80.0]",3920403,78,,,,-0.96789414,,,,,,"[111.6, 66.2]",,High Pass,,16.753805,Incomplete,,Zito André Sebastião Luvumbo,90913.0,,,,,,Throw-in,2,From Throw In,Eddie Marcos Melo Afonso,145058.0,Right Back,137,Angola,4901,"['b0a4ec10-e271-47e1-9cfa-163ee93b067a', '9d6958e4-44ef-431e-a7be-78babd2fa05b']",11,,,,,,,,,,,,,,,,,,,Angola,4901,00:33:11.601,Pass,
,,,,,,,,,,,,,,,,,1.294817,,,,,,,,,,,,,75cd66ab-2460-4405-a50b-5ad75bd2d8a6,2477,,"[25.5, 15.3]",3920403,78,,,,-0.6187055,,Right Foot,,,,"[43.9, 2.2]",,Ground Pass,,22.586943,,,Aboubakar Kamara,10280.0,,,,,,,2,Regular Play,Omaré Gassama,341163.0,Left Defensive Midfield,138,Mauritania,4932,"['9115b8b8-7e8a-4984-8e82-16e4f02ba265', '86686bac-979d-401d-ab2b-7fe9c5069b32']",19,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:33:19.222,Pass,True
,,,,,,,,,,,,,,,,,1.367481,,,,,,,,,,,,,4f8e1392-c91b-4bcf-8901-776fa1a1ae42,2492,,"[83.3, 37.4]",3920403,78,,,,1.19029,,Right Foot,,,,"[93.5, 62.9]",,Ground Pass,,27.46434,,,Sidi Bouna Sidi Amar,416907.0,,,,,,,2,Regular Play,Aboubakary Koita,23892.0,Left Midfield,138,Mauritania,4932,"['20ea5a47-4e24-4285-a768-88c3cffa5156', 'be01b3c7-5c21-4c63-b58f-b94b4b9128db']",29,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:33:29.304,Pass,True
,,,,,,,,,,,,,,,,,1.554714,,,,,,,,,,,,,ab98ccca-cf7d-464f-a21e-bfe78a5cd902,2495,,"[96.5, 62.1]",3920403,78,,,,-1.1914755,,Right Foot,True,,,"[108.1, 33.0]",,High Pass,,31.326826,Incomplete,,Souleymane Doukara,51698.0,,,,,,,2,Regular Play,Sidi Bouna Sidi Amar,416907.0,Right Midfield,138,Mauritania,4932,"['ac123d09-ad71-4cb9-b741-c33e520e8e9b', '37b33aa5-421b-478e-abf5-9bcb8febf5c4']",32,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:33:32.401,Pass,
,,,,,,,,,,,,,,,,,0.826871,,,,,,,,,,,,,aa89038e-2187-48c4-8175-bc9de090aff0,2503,,"[83.8, 37.4]",3920403,78,,,,1.2373276,,Right Foot,,,,"[89.1, 52.7]",,Ground Pass,,16.191973,,,Sidi Bouna Sidi Amar,416907.0,,,,,,,2,Regular Play,Omaré Gassama,341163.0,Left Defensive Midfield,138,Mauritania,4932,['c4e32f73-2987-4e25-a555-29cbdf444bc9'],39,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:33:39.908,Pass,
,,,,,,,,,,,,,,,,,0.656168,,,,,,,,,,,,,5ae49003-273c-4183-813e-77356b0ffb99,2506,,"[90.2, 51.8]",3920403,78,,,,-0.50190645,,Right Foot,,,,"[98.4, 47.3]",,Ground Pass,,9.353609,,,Bodda Mouhsine,146933.0,,,,,,,2,Regular Play,Sidi Bouna Sidi Amar,416907.0,Right Midfield,138,Mauritania,4932,['89fcca01-e0c5-4f69-9ba6-b3cd1d59f29e'],42,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:33:42.256,Pass,
,,,,,,,,,,,,,,,,,0.657114,,,,,,,,,,,,,6fd05bbe-8a1b-4673-99e5-dbf2675e43c1,2513,,"[22.4, 26.3]",3920403,78,,,,-2.1962814,,Right Foot,,,,"[21.1, 24.5]",,Ground Pass,,2.2203603,,,Alfredo Kulembe Ribeiro,10844.0,,,,,,,2,Regular Play,Manuel Keliano,389784.0,Right Center Midfield,138,Mauritania,4932,['831226cd-732d-4ea7-8e4a-e3565c97fe5d'],45,,,,,,,,,,,,,,,,,,,Angola,4901,00:33:45.656,Pass,
,,,,,,,,,,,,,,,,,1.121577,,,,,,,,,,,,,d2ab5ac2-9b3e-44f6-b4b6-06b320a8c7e3,2517,,"[21.7, 22.5]",3920403,78,,,,-0.3866488,,Right Foot,,,,"[35.7, 16.8]",,Low Pass,,15.115886,Incomplete,,Jacinto Muondo Dala,10577.0,,,,,,,2,Regular Play,Alfredo Kulembe Ribeiro,10844.0,Left Center Midfield,138,Mauritania,4932,"['57dd3545-3bf1-45f0-a2bb-eb7d55ff9c1c', '2cefa277-fdd3-4702-a2b8-9e4d76c7ebc2', '05ea04ca-ff21-471f-8e4f-3262c4d05a09']",46,,,,,,,,,,,,,,,,,,,Angola,4901,00:33:46.450,Pass,True
,,,,,,,,,,,,,,,,,1.712666,,,,,,,,,,,,,14ad3dc2-b880-49a3-9d72-88ea53550216,2521,,"[83.3, 71.4]",3920403,78,,,,-2.5269296,,Right Foot,,,,"[62.9, 57.0]",,Ground Pass,,24.970383,,,Nouh Mohamed El Abd,389294.0,,,,,,,2,Regular Play,Omaré Gassama,341163.0,Left Defensive Midfield,138,Mauritania,4932,['cbf096e4-960d-4ee2-95c4-3d843396a657'],50,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:33:50.187,Pass,
,,,,,,,,,,,,,,,,,1.12397,,,,,,,,,,,,,13a9ed4a-9206-4558-8af4-2f5b462db9bc,2524,,"[63.2, 56.5]",3920403,78,,,,-0.38831872,,Left Foot,,,,"[72.0, 52.9]",,Ground Pass,,9.507892,,,Bodda Mouhsine,146933.0,,,,,,,2,Regular Play,Nouh Mohamed El Abd,389294.0,Right Center Back,138,Mauritania,4932,['4188ee41-b32e-4c5b-9e04-dde3e69c305a'],52,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:33:52.428,Pass,
,,,,,,,,,,,,,,,,,0.875663,,,,,,,,,,,,,129e8e53-43fc-4187-835d-670376f01f1b,2527,,"[74.2, 44.5]",3920403,78,,,,-0.10012073,,Left Foot,,,,"[96.1, 42.3]",,Low Pass,,22.010225,Incomplete,,Souleymane Doukara,51698.0,,,,,,,2,Regular Play,Bodda Mouhsine,146933.0,Right Defensive Midfield,138,Mauritania,4932,"['e08f5277-4ce7-483d-9612-dc420a950c9e', 'e1fbdeaf-6194-4d6c-9138-70319d8fff80']",55,,,,,,,,,,,,,,,,,,,Mauritania,4932,00:33:55.317,Pass,
,,,,,,,,,,,,,,,,,1.220516,,,,,,,,,,,,,1f3c9668-4a84-46fc-9d61-be153fab9b97,2531,,"[46.3, 42.5]",3920403,79,True,,,-1.6556981,,Right Foot,,,,"[45.9, 37.8]",,Ground Pass,,4.7169905,,,Manuel Keliano,389784.0,,,,,,,2,Regular Play,Cristóvão Paciência Mabululo,128881.0,Center Forward,138,Mauritania,4932,['dddfc362-7bde-4db0-9cf8-f0b5ace5b409'],0,,,,,,,,,,,,,,,,,,,Angola,4901,00:34:00.881,Pass,
