50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c027798-f58d-4367-89d4-50bcb1d44f14,1325,,,"[35.3, 29.6]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,Left Center Back,81,Nigeria,775,['6b7033eb-846f-45b9-852a-a2d454b4a88b'],11,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:46:11.665,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16873354-347d-4000-bd15-cc09e9305b54,1328,,,"[62.7, 3.9]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zaidu Sanusi,31949.0,Left Back,81,Nigeria,775,['4a041d5c-4f66-45ce-add5-d3d854a92c6d'],14,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:46:14.311,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9580d1fd-c3ef-4c55-b6bc-6fc150211c51,1331,,,"[60.8, 12.5]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ademola Lookman,3447.0,Left Midfield,81,Nigeria,775,['5d77adaa-0d06-41b0-b122-1501ddde2345'],16,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:46:16.960,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85127a35-5df9-4b9f-8ca2-f4a49277783d,1334,,,"[75.1, 12.5]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alex Iwobi,3647.0,Left Center Midfield,81,Nigeria,775,['3240f1c8-a3be-4616-89b0-3c6be05075f1'],20,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:46:20.371,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be2af10e-60d1-4a7e-aa39-2292dfa0c226,1336,,,"[61.3, 66.5]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,José Ndong Machín Dicombo,23559.0,Center Attacking Midfield,82,Equatorial Guinea,4992,['d3d01313-9ba7-403e-b5d1-b6369a3b28a7'],21,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:46:21.511,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dff6ff01-cf1c-402f-85db-cae9b50d6442,1339,,,"[76.0, 63.7]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Emilio Nsue López,13581.0,Center Forward,82,Equatorial Guinea,4992,['701751d3-89e5-49da-85a7-e3898c6d4d6a'],23,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:46:23.807,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bffc2af7-ecea-470d-86ce-0e1358a73a49,1348,,,"[35.9, 65.0]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alhassan Yusuf,27434.0,Right Center Midfield,83,Nigeria,775,['093a1e18-2c5a-4546-96ad-a1247bb843c0'],35,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:46:35.898,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ef4ac81-2e9b-4b55-8ee5-571981ff45df,1351,,,"[45.7, 47.5]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alex Iwobi,3647.0,Left Center Midfield,83,Nigeria,775,['bc6d9279-95df-4ce2-804a-3a8621c8e204'],39,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:46:39.364,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35138c7b-870c-4ee4-8333-7dbd3723a2fc,1355,,,"[74.4, 75.7]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Temitayo Olufisayo Olaoluwa Aina,11492.0,Right Back,83,Nigeria,775,['27fcf728-e4ab-4805-b6b7-4e7108ca1391'],42,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:46:42.063,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835c247-e32a-46bc-baf9-13a25862d429,1358,,,"[84.6, 78.3]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Moses Daddy-Ajala Simon,18163.0,Right Midfield,83,Nigeria,775,['77447128-b0a2-40ce-b829-fdd0e3a71200'],47,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:46:47.316,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8df3da5-6bc5-418b-baa8-e0d8ab0b3a46,1361,,,"[77.6, 73.9]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Temitayo Olufisayo Olaoluwa Aina,11492.0,Right Back,83,Nigeria,775,['22739525-6e3d-4dff-83ca-ded9c081f9ec'],49,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:46:49.068,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fb59e07-aa1f-435b-97e4-28e4e7f370a1,1367,,,"[69.5, 77.5]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alhassan Yusuf,27434.0,Right Center Midfield,84,Nigeria,775,['e9753d16-c192-4e95-9eca-a35aac826b9a'],59,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:46:59.964,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80c4a6ad-b4ed-4796-818c-f81a7d56c1f3,1369,,,"[56.5, 33.6]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,Left Center Back,84,Nigeria,775,['c34fcdda-346a-400c-a675-315c71b12042'],3,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:47:03.900,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819c0c58-5359-4432-b245-b365ffe131a1,1372,,,"[86.5, 15.0]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ademola Lookman,3447.0,Left Midfield,84,Nigeria,775,['97b0911d-1bf1-4b4c-8e4f-f9b07428d44e'],9,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:47:09.869,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1a7788c-fb42-4698-9d0f-290a2779afe2,1375,,,"[98.6, 32.0]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alhassan Yusuf,27434.0,Right Center Midfield,84,Nigeria,775,['7d2128e2-e3fc-4a5c-97b2-ece343c30f5f'],13,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:47:13.417,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264efdb-a2b4-45e8-b381-7faa17bf3117,1378,,,"[95.2, 26.7]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alex Iwobi,3647.0,Left Center Midfield,84,Nigeria,775,['cde6996b-6c1b-4b92-952a-4558866aa570'],14,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:47:14.122,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7098f7a4-7398-415b-9424-c0c5192ef032,1383,,,"[101.9, 44.2]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor James Osimhen,11277.0,Center Forward,84,Nigeria,775,['9cf3b555-a899-4f8d-bfb1-7c7cd881e718'],15,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:47:15.493,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91f6784d-6d6e-42fa-9b64-996243d9c62d,1386,,,"[106.3, 60.3]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Moses Daddy-Ajala Simon,18163.0,Right Midfield,84,Nigeria,775,['3b5fc639-5795-4f97-a815-d823a3b5130c'],17,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:47:17.300,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82234afd-9cab-4548-b7ff-61fd8dbcaee2,1394,,,"[73.8, 20.6]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Emilio Nsue López,13581.0,Center Forward,86,Equatorial Guinea,4992,['04321b7c-85be-46b2-841a-302170a0eb9b'],24,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:48:24.116,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61880469-13b0-4a48-b0af-a4559a6c1c02,1398,,,"[94.7, 4.9]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Ndong Machín Dicombo,23559.0,Center Attacking Midfield,87,Equatorial Guinea,4992,['a469c6b1-98d7-4a99-b8c4-012e974d8d52'],47,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:48:47.108,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d25f1ad3-4727-485d-bac2-fdfdef0e489b,1404,,,"[75.5, 7.5]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Federico Bikoro Akieme Nchama,34845.0,Right Defensive Midfield,88,Equatorial Guinea,4992,['e9f9b640-bb68-44c6-a449-faacdc0ff0c0'],57,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:48:57.551,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a5039ed-bb5d-4610-91ab-e8852e50f813,1413,,,"[46.2, 37.6]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Federico Bikoro Akieme Nchama,34845.0,Right Defensive Midfield,89,Equatorial Guinea,4992,['56d116d9-b611-4ab7-90c0-47c0d79658f7'],4,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:04.273,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d769e5fd-009e-4dec-b571-7c8c81527026,1416,,,"[63.6, 5.5]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Basilio Ndong Owono Nchamaaa,105764.0,Left Back,89,Equatorial Guinea,4992,['d4cb9ade-32d9-493e-b770-c60420960020'],10,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:10.054,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b543ad2-d1ea-4bcb-953b-5aed01364153,1419,,,"[63.2, 13.9]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Federico Bikoro Akieme Nchama,34845.0,Right Defensive Midfield,89,Equatorial Guinea,4992,['4297120c-4890-4c46-aa67-28fd6572d8c7'],14,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:14.558,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e557846-17d3-4c5b-a28f-a6baa0c23fad,1422,,,"[13.5, 26.9]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Jesús Lázaro Owono Ngua Akeng,105765.0,Goalkeeper,89,Equatorial Guinea,4992,['40b23094-f0c3-4e9c-9a6c-f9bbd3b3313a'],19,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:19.779,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309f38a-7839-4941-8c65-be562ad33f07,1425,,,"[30.6, 60.1]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Esteban Orozco Fernández,482851.0,Right Center Back,89,Equatorial Guinea,4992,['c6a3596b-e9fe-4f14-813b-9f113c14c006'],23,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:23.634,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65ab73db-e630-4f65-8fdd-766f55c6c058,1428,,,"[39.9, 42.0]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Pablo Ganet Cómitre,105942.0,Left Defensive Midfield,89,Equatorial Guinea,4992,['801d4335-cbd8-41e3-9b28-8a8ed0dbee1f'],26,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:26.279,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ffe7951-a2f2-4900-a359-3bb4a3dcf379,1431,,,"[36.8, 57.2]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Esteban Orozco Fernández,482851.0,Right Center Back,89,Equatorial Guinea,4992,['94ebf24a-7086-4b7e-855a-260c047d6413'],27,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:27.503,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b137a227-d4a2-4f70-b6cd-f8552b242957,1436,,,"[3.2, 27.5]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stanley Bobo Nwabali,358410.0,Goalkeeper,90,Nigeria,775,['047b32d2-86c3-4cf4-abf8-d24bcbd9c309'],35,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:35.685,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e1f294d-f945-4892-b1f4-f9743408b4dd,1440,,,"[8.2, 3.1]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,Left Center Back,90,Nigeria,775,['eb7e4a26-7437-4b96-9547-a754a1867acb'],38,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:38.007,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a92ba055-ab54-4794-9566-51097302c65a,1445,,,"[93.1, 69.0]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Ndong Machín Dicombo,23559.0,Center Attacking Midfield,90,Nigeria,775,['b2d98534-e9ae-4db7-814c-6e6ee38b0630'],43,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:43.731,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385c2d50-6c4e-449d-b6bb-5f8be8ba7718,1448,,,"[35.9, 17.6]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Iwobi,3647.0,Left Center Midfield,90,Nigeria,775,['ad8f685a-cedc-4750-b035-cfa9faa88ca0'],44,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:44.672,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74864ddc-1f9e-4bad-9a11-1609270d6a23,1452,,,"[96.8, 77.7]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ibán Salvador Edu,30423.0,Right Wing,90,Nigeria,775,['8c256a4a-c07b-48f5-8daa-e8b82518ef10'],47,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:47.039,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd095cad-8700-465e-b8cc-73222ff1d257,1460,,,"[85.1, 25.3]",3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Victor James Osimhen,11277.0,Center Forward,90,Nigeria,775,['75131726-5e84-4352-b95e-f2315c27c746'],54,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:54.733,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13ad3b98-d94f-4ecd-8251-aa6f59eb7c1b,1472,,,"[26.2, 32.4]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Basilio Ndong Owono Nchamaaa,105764.0,Left Back,92,Equatorial Guinea,4992,['37f65c6c-bb92-40a9-8047-8017016dfb58'],5,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:05.903,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2fd0f7d-40a9-44c6-9483-153517fbd7d4,1475,,,"[72.6, 23.7]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,José Ndong Machín Dicombo,23559.0,Center Attacking Midfield,92,Equatorial Guinea,4992,"['34dcbd8e-d7c2-4d40-a04c-c74141606c4e', '3f068c83-290d-4859-ae8b-00f9d2befeee']",8,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:08.647,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca2f1942-2bef-4dd1-a586-95fe5e61e41f,1478,,,"[81.4, 6.6]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Basilio Ndong Owono Nchamaaa,105764.0,Left Back,92,Equatorial Guinea,4992,['8dcb8eda-4564-473d-8f84-086445455d0e'],11,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:11.300,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03bb02f9-efc9-43a3-8185-7336f8b24087,1480,,,"[7.1, 56.2]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Stanley Bobo Nwabali,358410.0,Goalkeeper,92,Equatorial Guinea,4992,['443d81fd-5ade-4b2c-a9a4-dc76724053b2'],13,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:01:13.316,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa33ab89-d769-4bf3-ad08-125cfe1c4c0f,1483,,,"[69.2, 61.9]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Ademola Lookman,3447.0,Right Midfield,92,Equatorial Guinea,4992,['5c069181-54eb-45fb-9da8-8f1212177ba8'],18,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:01:18.927,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41a975a3-708d-4128-a8d6-b24c30750c7f,1487,,,"[106.1, 80.0]",3920386,46,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Carlos Akapo Martínez,17618.0,Right Back,93,Equatorial Guinea,4992,['5f4d749f-e3eb-4bd9-9ee9-423ddc3737f8'],40,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:40.095,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597a942-634a-4498-acaf-07f152c45fdd,1490,,,"[39.8, 2.5]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Victor James Osimhen,11277.0,Center Forward,94,Nigeria,775,['3ccd68d3-9f05-4a6a-9098-4afe224d215f'],6,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:02:06.282,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffa8ec89-1c31-4b59-b973-b20ed35f0deb,1494,,,"[28.1, 28.9]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Temitayo Olufisayo Olaoluwa Aina,11492.0,Right Back,95,Nigeria,775,"['d4e15dd7-c6c6-4e17-8d32-fcfa292f32d5', '0590b983-6e9e-4d32-a836-36c1147249fe']",19,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:02:19.908,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8bde12d-4a0a-4c82-960c-7c5052faa6b1,1497,,,"[57.2, 27.1]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ademola Lookman,3447.0,Right Midfield,95,Nigeria,775,['6508d59b-dcc0-436d-b925-5658b13f4c62'],22,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:02:22.417,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2e85cad-1d18-4587-85ef-2e1bb4933fc2,1501,,,"[57.5, 43.0]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Basilio Ndong Owono Nchamaaa,105764.0,Left Back,96,Equatorial Guinea,4992,['160a9ace-c0d8-4387-9305-3c3231011d97'],30,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:02:30.137,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33e4a926-b7dd-49d9-9b1f-e6f6f06996d7,1504,,,"[114.4, 26.9]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Emilio Nsue López,13581.0,Center Forward,96,Equatorial Guinea,4992,"['6d729854-6623-4c94-9022-83e53e0a91f0', '3e5791ac-75c0-4ef6-bc83-bd15bc7ad11c']",36,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:02:36.579,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433eabcf-d6dc-4294-b918-7f82f3424f96,1508,,,"[102.3, 8.4]",3920386,47,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Basilio Ndong Owono Nchamaaa,105764.0,Left Back,96,Equatorial Guinea,4992,['d3bf3cb4-2782-4b59-a4fb-165972da3775'],39,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:02:39.700,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95b99913-70e1-471f-93a0-2c63095772e9,1512,,,"[80.0, 50.5]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Victor James Osimhen,11277.0,Center Forward,97,Nigeria,775,['4aa21e1a-9455-4c5e-bd67-db960b94e1d5'],29,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:03:29.714,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24687e9c-3365-45fa-a061-2f6e6ced6b55,1515,,,"[49.6, 28.3]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Ndong Machín Dicombo,23559.0,Center Attacking Midfield,98,Equatorial Guinea,4992,['03022fd5-7246-4b58-b7dd-6474b6d71f65'],31,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:31.044,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0558a356-3e56-4407-92c1-ae21ae225bc4,1518,,,"[42.7, 21.7]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jannick Buyla Sam,40128.0,Left Wing,98,Equatorial Guinea,4992,['a711edcb-c1e0-4940-a45c-d6cae99e328e'],31,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:31.513,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb0e55bf-da47-4d27-a3b2-7667c0193f14,1521,,,"[63.6, 37.5]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emilio Nsue López,13581.0,Center Forward,98,Equatorial Guinea,4992,['e54e982f-4d46-470a-8e81-a7498544badb'],33,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:33.761,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61b3d415-1177-4739-bd7b-52f5ea4427a4,1524,,,"[46.5, 35.7]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Federico Bikoro Akieme Nchama,34845.0,Right Defensive Midfield,98,Equatorial Guinea,4992,['0e16a568-2767-4028-9ad8-626a169cc01b'],35,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:35.211,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d338a0d2-e5b5-44de-862c-a5e8068c8c98,1529,,,"[35.3, 41.4]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Esteban Orozco Fernández,482851.0,Right Center Back,98,Equatorial Guinea,4992,"['6eca66bb-8375-4152-a1ed-2befdc340ffb', '91f29333-1c4b-4bd7-bd18-970a614e51cf']",37,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:37.871,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93f0d983-561e-47e4-bb2d-1fa41a097617,1533,,,"[34.8, 30.0]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Saúl Basilio Coco-Bassey Oubiña,52324.0,Left Center Back,98,Equatorial Guinea,4992,"['9610d4ad-80a9-4978-962b-0f86ebf6d4ce', 'b46338bd-78f2-4f1e-bdd3-5cae7b66851f']",39,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:39.178,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59340106-be8b-4a13-aea2-2735b8e0bb29,1536,,,"[48.8, 4.0]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Basilio Ndong Owono Nchamaaa,105764.0,Left Back,98,Equatorial Guinea,4992,['679ec25e-6d1e-4ed4-a2f9-dc1c77423faa'],41,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:41.938,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b37b3fb4-e381-4c66-8118-83801100903f,1539,,,"[56.1, 9.8]",3920386,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Ndong Machín Dicombo,23559.0,Center Attacking Midfield,98,Equatorial Guinea,4992,['59f7dde9-2d1b-45b5-b11e-ba8ec3aebcbc'],45,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:45.758,Ball Receipt*,
