50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dfe0b8cb-f4c5-41b0-a4ed-17302d90417c,1,,,,3920386,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 358410, 'name': 'Stanley Bobo Nwabali'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 11492, 'name': 'Temitayo Olufisayo Olaoluwa Aina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5455, 'name': 'William Troost-Ekong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3923, 'name': 'Oluwasemilogo Adesewo Ibidapo Ajayi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 31949, 'name': 'Zaidu Sanusi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 24467, 'name': 'Frank Onyeka'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 18163, 'name': 'Moses Daddy-Ajala Simon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 27434, 'name': 'Alhassan Yusuf'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3647, 'name': 'Alex Iwobi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3447, 'name': 'Ademola Lookman'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 11277, 'name': 'Victor James Osimhen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nigeria,775,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,44ba29e4-424d-45a4-b63f-38fe1405834f,2,,,,3920386,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 105765, 'name': 'Jesús Lázaro Owono Ngua Akeng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 17618, 'name': 'Carlos Akapo Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 482851, 'name': 'Esteban Orozco Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 52324, 'name': 'Saúl Basilio Coco-Bassey Oubiña'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 105764, 'name': 'Basilio Ndong Owono Nchamaaa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 34845, 'name': 'Federico Bikoro Akieme Nchama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 105942, 'name': 'Pablo Ganet Cómitre'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 30423, 'name': 'Ibán Salvador Edu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 6}, {'player': {'id': 23559, 'name': 'José Ndong Machín Dicombo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 40128, 'name': 'Jannick Buyla Sam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 13581, 'name': 'Emilio Nsue López'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Equatorial Guinea,4992,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e377c7c3-cec8-42cf-a63d-bbeb3c1de03d,3,,,,3920386,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,['1edb2589-8bf5-4bcd-b74a-704c90c30db9'],0,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1edb2589-8bf5-4bcd-b74a-704c90c30db9,4,,,,3920386,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nigeria,775,['e377c7c3-cec8-42cf-a63d-bbeb3c1de03d'],0,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d6f19be8-da29-4e9b-8096-abdd9c0c0594,1409,,,,3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,88,Equatorial Guinea,4992,['ac183aaf-b79c-451a-a43c-fabdd0244b31'],0,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ac183aaf-b79c-451a-a43c-fabdd0244b31,1410,,,,3920386,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,88,Equatorial Guinea,4992,['d6f19be8-da29-4e9b-8096-abdd9c0c0594'],0,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.815945,,,,,,,,,,,,,,531fb058-10bb-4da4-97bb-5912a90d4163,5,,,"[61.0, 40.1]",3920386,0,,,,,-2.6602905,,Right Foot,,,,"[36.3, 27.2]",,Ground Pass,27.86575,,,,,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,,,,,Kick Off,1,From Kick Off,Alex Iwobi,3647.0,Left Center Midfield,2,Nigeria,775,['7efb16d5-2952-4d7e-9909-7f0435b5f0b7'],1,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:01.011,Pass,
,,,,,,,,,,,,,,,,,,1.356881,,,,,,,,,,,,,,37232343-ccaa-43be-b95e-ed55f7fb50eb,8,,,"[35.5, 28.7]",3920386,0,,,,,1.6447353,,Left Foot,,,,"[34.3, 44.9]",,Ground Pass,16.244383,,,,,William Troost-Ekong,5455.0,,,,,,1,From Kick Off,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,Left Center Back,2,Nigeria,775,['9b209de9-d153-4472-b05b-b42748ee0a8c'],3,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:03.669,Pass,
,,,,,,,,,,,,,,,,,,3.386929,,,,,,,,,,,,,,67f5a1b2-8391-4d40-b263-0407601f6f2c,11,,,"[38.4, 45.1]",3920386,0,,,,,-0.71776325,,Right Foot,,,,"[84.9, 4.5]",,High Pass,61.730137,,,,,Victor James Osimhen,11277.0,,True,,,,1,From Kick Off,William Troost-Ekong,5455.0,Right Center Back,2,Nigeria,775,['920a62ed-f821-4b24-a719-bfc0a1a41c87'],6,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:06.833,Pass,
,,,,,,,,,,,,,,,,,,1.711385,,,,,,,,,,,,,,dccf4872-bbc7-48ea-8362-be6f817796e5,13,,,"[85.6, 3.4]",3920386,0,,,,True,0.9238509,,,,,,"[96.1, 17.3]",,High Pass,17.420103,,,Incomplete,,Frank Onyeka,24467.0,,,,,,1,From Kick Off,Victor James Osimhen,11277.0,Center Forward,2,Nigeria,775,"['d3d17934-afeb-4b45-9088-a2b846d6f595', 'd6459019-d55e-4e51-a108-0ccfddfad2b2', 'ddb82bc1-4d4c-4f6c-90ca-7306c5954861']",10,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:10.236,Pass,True
,,,,,,,,,,,,,,,,,,9.337087,,,,,,,,,,,,,,38289b96-8992-4aa8-af91-92b844072f55,23,,,"[12.6, 45.7]",3920386,0,,True,,,-0.2643196,,Drop Kick,,,,"[104.6, 20.8]",,High Pass,95.310074,,,Incomplete,,,,,,,,,1,From Keeper,Jesús Lázaro Owono Ngua Akeng,105765.0,Goalkeeper,3,Equatorial Guinea,4992,['10258f98-2c89-43ad-b109-5846df463a8e'],25,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:00:25.854,Pass,
,,,,,,,,,,,,,,,,,,3.199828,,,,,,,,,,,,,,6c3421b4-4c45-4fc9-a02f-0fa7f376595c,25,,,"[16.1, 59.3]",3920386,0,,True,,,0.46461567,,Right Foot,,,,"[57.4, 80.0]",,High Pass,46.197186,,,Out,,Moses Daddy-Ajala Simon,18163.0,,,,,,1,Regular Play,Stanley Bobo Nwabali,358410.0,Goalkeeper,4,Nigeria,775,['044cae1d-628e-433e-932d-589c16295073'],51,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:00:51.047,Pass,
,,,,,,,,,,,,,,,,,,1.979027,,,,,,,,,,,,,,684b25d4-9a81-4a31-b7eb-01c071787af9,27,,,"[72.2, 0.1]",3920386,1,,,,,0.71654165,,,,,,"[93.9, 19.0]",,High Pass,28.776726,,,Incomplete,,Emilio Nsue López,13581.0,,,,,Throw-in,1,From Throw In,Basilio Ndong Owono Nchamaaa,105764.0,Left Back,5,Equatorial Guinea,4992,"['64144465-456b-4e2c-afc0-d0e1aaf1f03a', '06501c02-a02c-4fdf-b240-0bf601c3724f']",6,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:06.219,Pass,
,,,,,,,,,,,,,,,,,,2.295586,,,,,,,,,,,,,,06501c02-a02c-4fdf-b240-0bf601c3724f,30,,,"[26.2, 61.1]",3920386,1,,,,True,1.4695809,,,,,,"[27.5, 73.9]",,High Pass,12.865847,,,,,Temitayo Olufisayo Olaoluwa Aina,11492.0,,,,,Recovery,1,Regular Play,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,Left Center Back,6,Nigeria,775,"['684b25d4-9a81-4a31-b7eb-01c071787af9', '6566237d-9880-4b6f-9d64-e7c47fbff30d', 'ed9165ab-d362-4465-9bf8-4f007305d502']",8,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:01:08.198,Pass,True
,,,,,,,,,,,,,,,,,,0.615688,,,,,,,,,,,,,,52f238b7-6798-48cf-93e7-22b91c7872ce,33,,,"[26.8, 73.9]",3920386,1,,,,True,0.21336864,,,,,,"[32.8, 75.2]",,High Pass,6.1392183,,,,,Moses Daddy-Ajala Simon,18163.0,,,,,,1,Regular Play,Temitayo Olufisayo Olaoluwa Aina,11492.0,Right Back,6,Nigeria,775,"['45ef2391-ba71-4d02-8cb2-c61ef3e1d79e', '94b2f0cf-fdbb-4bd9-bb96-cf36c2799136']",10,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:01:10.537,Pass,True
,,,,,,,,,,,,,,,,,,3.631971,,,,,,,,,,,,,,ba3454f8-3d8d-48ec-ba91-9643e3322829,37,,,"[43.2, 77.9]",3920386,1,,,,,-0.27857536,,Right Foot,,,,"[91.1, 64.2]",,High Pass,49.82068,,,Incomplete,,Victor James Osimhen,11277.0,,,Through Ball,True,,1,Regular Play,Moses Daddy-Ajala Simon,18163.0,Right Midfield,6,Nigeria,775,"['10149e47-008a-4399-ab17-2211d44ec98e', '9838739a-2c50-43d6-a774-c1b9dbec79b3']",15,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:01:15.354,Pass,
,,,,,,,,,,,,,,,,,,2.483565,,,,,,,,,,,,,,43f6ea3b-f4de-42f3-833c-81c5a904bf98,40,,,"[38.3, 71.4]",3920386,1,,,,,-0.78899527,,Right Foot,,,,"[66.0, 43.5]",,High Pass,39.31539,,,Incomplete,,Ademola Lookman,3447.0,,,,,Recovery,1,Regular Play,William Troost-Ekong,5455.0,Right Center Back,6,Nigeria,775,"['d826cc2e-e031-4fc7-bc38-f45122478986', '8e3871c9-fd80-4f5e-8e46-3751fe823f78']",22,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:01:22.848,Pass,
,,,,,,,,,,,,,,,,,,2.374613,,,,,,,,,,,,,,d826cc2e-e031-4fc7-bc38-f45122478986,43,,,"[54.1, 36.6]",3920386,1,,,,True,-0.035699114,,,,,,"[62.5, 36.3]",,High Pass,8.405355,,,Incomplete,,Ibán Salvador Edu,30423.0,,,,,Recovery,1,Regular Play,Carlos Akapo Martínez,17618.0,Right Back,6,Nigeria,775,"['43f6ea3b-f4de-42f3-833c-81c5a904bf98', 'fe776b56-b2d6-473d-8e9d-e3c49854ca85', 'b0d3ed3b-e30e-42e1-91ae-a3a6d0655495', '34f47f72-7edb-4171-af78-847f62c07afe']",25,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:25.331,Pass,True
,,,,,,,,,,,,,,,,,,1.587054,,,,,,,,,,,,,,fe776b56-b2d6-473d-8e9d-e3c49854ca85,46,,,"[57.6, 43.8]",3920386,1,,,,True,1.9559538,,,,,,"[56.1, 47.5]",,High Pass,3.992493,,,,,Frank Onyeka,24467.0,,,,,Recovery,1,Regular Play,Alhassan Yusuf,27434.0,Right Center Midfield,6,Nigeria,775,"['cce8d8de-e732-47a9-bfc4-92fdc0808ae1', 'a48a7041-c566-47ec-b81e-5bf8d70e2fc9', 'd826cc2e-e031-4fc7-bc38-f45122478986']",27,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:01:27.706,Pass,True
,,,,,,,,,,,,,,,,,,1.579817,,,,,,,,,,,,,,b7f8fc6c-3ec1-4509-b370-082c815d3a4d,48,,,"[56.1, 47.5]",3920386,1,,,,,0.23210384,,Head,,,,"[61.6, 48.8]",,High Pass,5.6515484,,,Incomplete,,Alex Iwobi,3647.0,,,,,,1,Regular Play,Frank Onyeka,24467.0,Center Defensive Midfield,6,Nigeria,775,"['6c3b23d2-4d92-4428-9ba0-9d73a1e764cb', '5356d190-2499-49c3-8536-1eed155dd950']",29,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:01:29.304,Pass,
,,,,,,,,,,,,,,,,,,0.719894,,,,,,,,,,,,,,5356d190-2499-49c3-8536-1eed155dd950,50,,,"[58.5, 31.3]",3920386,1,,,,,0.5337082,,Head,,,,"[62.9, 33.9]",,Low Pass,5.110773,,,Incomplete,,Ibán Salvador Edu,30423.0,,,,,Recovery,1,Regular Play,Pablo Ganet Cómitre,105942.0,Left Defensive Midfield,6,Nigeria,775,"['4142ac72-c03f-483d-afd0-20228cb6f1fa', 'b7f8fc6c-3ec1-4509-b370-082c815d3a4d', 'c3f7bf3d-c364-48c4-889a-9cbc000ac032']",30,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:30.884,Pass,
,,,,,,,,,,,,,,,,,,0.329164,,,,,,,,,,,,,,18a0581d-f436-462a-9d38-10aa04482237,59,,,"[69.0, 24.8]",3920386,1,,,,,0.5743048,,Right Foot,,,,"[70.7, 25.9]",,Low Pass,2.0248456,,,,,Ibán Salvador Edu,30423.0,,,,,,1,Regular Play,Jannick Buyla Sam,40128.0,Left Wing,7,Equatorial Guinea,4992,"['381a408b-e9dc-41a6-a133-385a57547787', 'd1b1ab2e-75e2-4c0e-97a1-3c3c2088844a']",34,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:34.803,Pass,True
,,,,,,,,,,,,,,,,,,0.624354,,,,,,,,,,,,,,700954c6-036d-48c7-a2a5-744504d7e8f2,64,,,"[67.2, 25.2]",3920386,1,,,,,-2.9147937,,Right Foot,,,,"[60.7, 23.7]",,Ground Pass,6.670832,,,,,Pablo Ganet Cómitre,105942.0,,,,,Recovery,1,Regular Play,Jannick Buyla Sam,40128.0,Left Wing,7,Equatorial Guinea,4992,['7bb66baf-843e-4433-bdd4-c986e5791289'],36,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:36.691,Pass,
,,,,,,,,,,,,,,,,,,0.949479,,,,,,,,,,,,,,cc4be44a-7081-4ed8-9d6d-d615bbc843ce,67,,,"[60.7, 23.7]",3920386,1,,,,,-1.1246908,,Right Foot,,,,"[70.6, 3.0]",,Ground Pass,22.945587,,,,,Basilio Ndong Owono Nchamaaa,105764.0,,,,,,1,Regular Play,Pablo Ganet Cómitre,105942.0,Left Defensive Midfield,7,Equatorial Guinea,4992,['933c8edb-0384-4687-b870-2ff8d3c851bb'],37,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:37.396,Pass,
,,,,,,,,,,,,,,,,,,1.120298,,,,,,,,,,,,,,b8ed440b-ddd7-44fd-92e9-b772cb98343c,70,,,"[74.5, 1.1]",3920386,1,,,,,0.28574553,,Left Foot,,,,"[92.2, 6.3]",,High Pass,18.448034,,,Incomplete,,Ibán Salvador Edu,30423.0,,,,,,1,Regular Play,Basilio Ndong Owono Nchamaaa,105764.0,Left Back,7,Equatorial Guinea,4992,"['02498dfc-335d-4f9a-843c-1485a50e0d2a', '7c80ce91-8a4e-4549-b7a7-71da58e8e2e7']",39,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:01:39.799,Pass,
,,,,,,,,,,,,,,,,,,0.87566,,,,,,,,,,,,,,7c80ce91-8a4e-4549-b7a7-71da58e8e2e7,72,,,"[27.9, 73.8]",3920386,1,,,,,0.5642682,,Head,,,,"[35.8, 78.8]",,Low Pass,9.349332,,,,,Moses Daddy-Ajala Simon,18163.0,,,,,Recovery,1,Regular Play,Temitayo Olufisayo Olaoluwa Aina,11492.0,Right Back,8,Nigeria,775,"['b8ed440b-ddd7-44fd-92e9-b772cb98343c', 'f080b49b-4399-473b-b130-fc6559deeb1a']",40,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:01:40.919,Pass,
,,,,,,,,,,,,,,,,,,1.376869,,,,,,,,,,,,,,bf96b348-1ec9-4887-8d23-5d754da1e738,79,,,"[25.5, 78.5]",3920386,2,,True,,,-1.5473465,,Right Foot,,,,"[26.6, 31.6]",,Ground Pass,46.9129,,,,,William Troost-Ekong,5455.0,,True,,,Free Kick,1,From Free Kick,Temitayo Olufisayo Olaoluwa Aina,11492.0,Right Back,9,Nigeria,775,['98bb1ca0-e0b8-4cda-9dc0-f3dd56029219'],5,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:02:05.057,Pass,
,,,,,,,,,,,,,,,,,,3.367762,,,,,,,,,,,,,,bc7bc78e-eed0-438f-8e6e-abe1dbbbd174,81,,,"[27.2, 32.0]",3920386,2,,True,,,-0.7680388,,Right Foot,,,,"[56.5, 3.7]",,Ground Pass,40.73549,,,,,Zaidu Sanusi,31949.0,,,,,,1,From Free Kick,William Troost-Ekong,5455.0,Right Center Back,9,Nigeria,775,['b6ee3aef-33fd-46b3-b997-77b068701dcf'],6,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:02:06.617,Pass,
,,,,,,,,,,,,,,,,,,0.855169,,,,,,,,,,,,,,8f127ed1-5d8c-41be-ac6b-8fc6065418fa,83,,,"[64.7, 3.9]",3920386,2,,,,,0.7368925,,Left Foot,,,,"[70.1, 8.8]",,Ground Pass,7.291776,,,,,Ademola Lookman,3447.0,,,,,,1,From Free Kick,Zaidu Sanusi,31949.0,Left Back,9,Nigeria,775,['8d62bf41-2d16-4f22-9363-2d06bafe257e'],13,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:02:13.132,Pass,
,,,,,,,,,,,,,,,,,,1.120873,,,,,,,,,,,,,,baf4a0f9-2435-4f25-9cca-a5db7c7a63a0,86,,,"[67.3, 7.7]",3920386,2,,,,,0.21983218,,Right Foot,,,,"[94.6, 13.8]",,Low Pass,27.973202,,,,,Alex Iwobi,3647.0,,,,,,1,From Free Kick,Ademola Lookman,3447.0,Left Midfield,9,Nigeria,775,['a581b49d-ca57-4556-88e0-a4fb97426af7'],16,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:02:16.331,Pass,
,,,,,,,,,,,,,,,,,,1.817325,,,,,,,,,,,,,,a45acee9-4715-40cd-bfc2-e76b8918d97a,89,,,"[101.2, 14.3]",3920386,2,,,,,1.0950199,,Right Foot,True,,,"[116.4, 43.8]",,High Pass,33.185688,,,Incomplete,,Victor James Osimhen,11277.0,,,,,,1,From Free Kick,Alex Iwobi,3647.0,Left Center Midfield,9,Nigeria,775,"['a46fa3e0-2d04-48d7-b6b5-7c7ae1c5feda', '932560fa-c33d-410a-8642-3b41243b55cd']",21,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:02:21.047,Pass,
,,,,,,,,,,,,,,,,,,3.317001,,,,,,,,,,,,,,b58ee0fb-d68f-4532-b232-8c3090137e7b,93,,,"[9.3, 43.2]",3920386,2,,,,,0.40449274,,Right Foot,,,,"[69.8, 69.1]",,High Pass,65.81079,,,Incomplete,,,,,,,,,1,From Keeper,Jesús Lázaro Owono Ngua Akeng,105765.0,Goalkeeper,10,Equatorial Guinea,4992,['0eb9095d-350a-4298-90ae-56e59e4e0135'],39,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:02:39.694,Pass,
,,,,,,,,,,,,,,,,,,2.278904,,,,,,,,,,,,,,0eb9095d-350a-4298-90ae-56e59e4e0135,94,,,"[50.3, 11.0]",3920386,2,,,,,-0.8809963,,Head,,,,"[56.9, 3.0]",,High Pass,10.371114,,,,,Ademola Lookman,3447.0,,,,,Recovery,1,Regular Play,Zaidu Sanusi,31949.0,Left Back,11,Nigeria,775,"['b58ee0fb-d68f-4532-b232-8c3090137e7b', 'df7e2ad9-c257-400b-b584-c4cc694296d5']",43,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:02:43.011,Pass,
,,,,,,,,,,,,,,,,,,1.068037,,,,,,,,,,,,,,0c679718-336c-45f5-a614-a4a485371084,100,,,"[37.2, 15.0]",3920386,3,,True,,,1.7303864,,Right Foot,,,,"[32.5, 44.2]",,Ground Pass,29.575834,,,,,William Troost-Ekong,5455.0,,,,,Recovery,1,Regular Play,Zaidu Sanusi,31949.0,Left Back,14,Nigeria,775,['c28eb9f0-a7a3-4ce6-af09-ba37d7f9ac67'],15,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:03:15.483,Pass,
,,,,,,,,,,,,,,,,,,1.615821,,,,,,,,,,,,,,77f98eb0-0d3b-49d1-892f-a53b1c1d7011,102,,,"[37.5, 50.8]",3920386,3,,,,,1.3615495,,Right Foot,,,,"[43.0, 76.7]",,Ground Pass,26.477537,,,,,Temitayo Olufisayo Olaoluwa Aina,11492.0,,,,,,1,Regular Play,William Troost-Ekong,5455.0,Right Center Back,14,Nigeria,775,['3a8b096a-efa4-4133-8adc-2d14645751b0'],18,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:03:18.016,Pass,
,,,,,,,,,,,,,,,,,,1.604396,,,,,,,,,,,,,,21979012-5cbf-446e-965a-8747d3f840c0,106,,,"[43.0, 78.7]",3920386,3,,,,,-0.43078747,,Right Foot,,,,"[66.5, 67.9]",,Ground Pass,25.862907,True,,Incomplete,,Alhassan Yusuf,27434.0,,,,,,1,Regular Play,Temitayo Olufisayo Olaoluwa Aina,11492.0,Right Back,14,Nigeria,775,"['b2f163d8-4ddf-45b2-9bca-41010a074f48', 'c8c71444-b329-4ab4-8a7e-ab694e723eaa']",21,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:03:21.428,Pass,
,,,,,,,,,,,,,,,,,,2.400768,,,,,,,,,,,,,,1b4c57a2-64af-4b81-b60a-d7240c87ef83,111,,,"[45.0, 19.0]",3920386,3,,,,,2.5453935,,Right Foot,,,,"[17.0, 38.0]",,Ground Pass,33.83785,,,,,Jesús Lázaro Owono Ngua Akeng,105765.0,,,,,,1,Regular Play,Pablo Ganet Cómitre,105942.0,Left Defensive Midfield,15,Equatorial Guinea,4992,['9abb5499-e151-45b3-a473-6b099e571a82'],26,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:26.919,Pass,
,,,,,,,,,,,,,,,,,,2.267193,,,,,,,,,,,,,,465fbe27-00b6-48eb-8065-211c529cadc1,115,,,"[19.5, 40.1]",3920386,3,,,,,0.7352251,,Right Foot,,,,"[56.1, 73.2]",,High Pass,49.347443,,,,,Carlos Akapo Martínez,17618.0,,,,,,1,Regular Play,Jesús Lázaro Owono Ngua Akeng,105765.0,Goalkeeper,15,Equatorial Guinea,4992,"['34d9b1ef-99dd-4c6e-8447-017202f9b72c', 'bf69188b-3929-4f38-8141-5b92b7d000e7']",31,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:31.003,Pass,True
,,,,,,,,,,,,,,,,,,0.734936,,,,,,,,,,,,,,470715d2-583b-4050-a514-6a65f1a13fe8,121,,,"[118.7, 60.0]",3920386,3,,,,,-1.565016,,Right Foot,True,,,"[118.8, 42.7]",,High Pass,17.30029,,,Incomplete,,,,,,,,,1,Regular Play,Carlos Akapo Martínez,17618.0,Right Back,15,Equatorial Guinea,4992,"['567a6163-21fe-4ef7-90c8-be6ca147d136', '3147eaf3-2802-4635-a4af-c399ff1a3f8f']",41,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:41.976,Pass,True
,,,,,,,,,,,,,,,,,,3.702268,,,,,,,,,,,,,,639f6815-7910-442d-8819-d48fe7bcce1e,124,,,"[13.9, 39.5]",3920386,3,,,,,0.20324747,,Drop Kick,,,,"[69.7, 51.0]",,High Pass,56.972713,,,Incomplete,,Victor James Osimhen,11277.0,,,,,,1,Regular Play,Stanley Bobo Nwabali,358410.0,Goalkeeper,15,Equatorial Guinea,4992,"['76dd07ee-d3b7-434b-a2e1-41a6e1598475', 'ec599345-34bf-4e05-bf2c-28973110084a']",47,,,,,,,,,,,,,,,,,,,,Nigeria,775,00:03:47.857,Pass,
,,,,,,,,,,,,,,,,,,1.573594,,,,,,,,,,,,,,ec599345-34bf-4e05-bf2c-28973110084a,126,,,"[50.4, 29.1]",3920386,3,,,,,-0.7111547,,Head,,,,"[56.9, 23.5]",,High Pass,8.579627,,,,,Basilio Ndong Owono Nchamaaa,105764.0,,,,,Recovery,1,Regular Play,Saúl Basilio Coco-Bassey Oubiña,52324.0,Left Center Back,15,Equatorial Guinea,4992,"['5d4c6fd9-bcbf-45ec-b196-dd079043e48f', '639f6815-7910-442d-8819-d48fe7bcce1e']",51,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,4992,00:03:51.559,Pass,
