50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.439344,,,,,,,,,,,a946715b-7ebe-43ad-a1b4-15cd03602212,2607,,,"[110.8, 10.6]",3922238,98,,,,-3.0606885,,Right Foot,,,"[103.4, 10.0]",,Ground Pass,7.4242845,,,,Calvin Bassey Ughelumba,43779.0,,,,,,2,From Throw In,Ademola Lookman,3447.0,Left Wing,172,Nigeria,775,"['1e8a06ea-067c-4be8-bab4-c20df7b61292', 'f13d3830-a0f8-4374-a450-5cdfdc294689']",14,,,,,,,,,,,,,,,,Nigeria,775,00:53:14.805,Pass,True
,,,,,,,,,,,,,,0.332342,,,,,,,,,,,b6f2b43c-b88e-4e29-8bb4-47d46c6240c6,2611,,,"[103.1, 9.6]",3922238,98,,,,-0.81986725,,Left Foot,,,"[105.9, 6.6]",,Ground Pass,4.103657,,,,Ademola Lookman,3447.0,,,,,,2,From Throw In,Calvin Bassey Ughelumba,43779.0,Left Center Back,172,Nigeria,775,"['7dbe9b14-ee4a-4a30-b04c-7c9549bbfb5b', 'cc321147-6808-4135-98a7-075b42b95e94']",15,,,,,,,,,,,,,,,,Nigeria,775,00:53:15.960,Pass,True
,,,,,,,,,,,,,,1.371649,,,,,,,,,,,78a967f9-8dea-411e-93d6-b4e8b51d1065,2618,,,"[103.1, 0.1]",3922238,99,,,,1.2151605,,,,,"[108.3, 14.1]",,Low Pass,14.934524,,,,Paul Onuachu,24478.0,,,,,Throw-in,2,From Throw In,Calvin Bassey Ughelumba,43779.0,Left Center Back,173,Nigeria,775,['5662b51d-899b-48ec-b038-912419bcd2c3'],5,,,,,,,,,,,,,,,,Nigeria,775,00:54:05.817,Pass,
,,,,,,,,,,,,,,0.839001,,,,,,,,,,,ea16f4e4-7771-44ad-912b-d32b14d078eb,2622,,,"[108.1, 13.9]",3922238,99,,,,-2.1843524,,Right Foot,,,"[103.1, 6.8]",,Ground Pass,8.683893,,,,Calvin Bassey Ughelumba,43779.0,,,,,,2,From Throw In,Paul Onuachu,24478.0,Center Forward,173,Nigeria,775,"['de711278-a72d-44a1-b951-3af3ac164e6e', 'a367315d-34f1-47a7-b4b5-7565d5d96885']",8,,,,,,,,,,,,,,,,Nigeria,775,00:54:08.169,Pass,True
,,,,,,,,,,,,,,1.253738,,,,,,,,,,,76c49c19-f0c8-4bd9-a118-bd474b3c00e0,2624,,,"[103.1, 6.8]",3922238,99,,,,0.21264492,,Left Foot,,,"[111.9, 8.7]",,Ground Pass,9.002777,,,,Paul Onuachu,24478.0,,,,,,2,From Throw In,Calvin Bassey Ughelumba,43779.0,Left Center Back,173,Nigeria,775,['f3c54283-f307-43ed-aeae-38ed30011901'],9,,,,,,,,,,,,,,,,Nigeria,775,00:54:09.008,Pass,
,,,,,,,,,,,,,,1.100131,,,,,,,,,,,874d9add-bbfd-448b-8ce2-0519a801e29a,2630,,,"[120.0, 0.1]",3922238,99,True,,,2.427502,,Right Foot,,,"[115.5, 4.0]",,Ground Pass,5.95483,,,,Paul Onuachu,24478.0,,,,,Corner,2,From Corner,Ademola Lookman,3447.0,Left Wing,174,Nigeria,775,['6ce2baed-79ba-49e7-b8a6-4ad1fdfb0a95'],25,,,,,,,,,,,,,,,,Nigeria,775,00:54:25.438,Pass,
,,,,,,,,,,,,,,1.112603,,,,,,,,,,,ff0c1056-3459-44da-9527-1d85e5714b09,2635,,,"[100.6, 0.1]",3922238,99,,,,1.1752251,,,,,"[104.4, 9.2]",,Low Pass,9.861542,,,,Ademola Lookman,3447.0,,,,,Throw-in,2,From Throw In,Calvin Bassey Ughelumba,43779.0,Left Center Back,175,Nigeria,775,['0bc3be1e-a49e-4db6-9413-66f96a2ee4ca'],44,,,,,,,,,,,,,,,,Nigeria,775,00:54:44.072,Pass,
,,,,,,,,,,,,,,0.718492,,,,,,,,,,,141013a4-8e91-4a24-87cd-b56d363a8211,2638,,,"[104.4, 9.2]",3922238,99,,,,-2.5294402,,Right Foot,,,"[99.7, 5.9]",,Low Pass,5.7428217,,,,Calvin Bassey Ughelumba,43779.0,,,,,,2,From Throw In,Ademola Lookman,3447.0,Left Wing,175,Nigeria,775,['1fa25b77-e002-4b51-a20b-ccc0f9f8cbbf'],45,,,,,,,,,,,,,,,,Nigeria,775,00:54:45.279,Pass,
,,,,,,,,,,,,,,0.83782,,,,,,,,,,,3fc19634-b0da-46f8-ab1a-bd938c965f2e,2647,,,"[98.4, 8.9]",3922238,99,,,,-0.7454195,,Right Foot,,,"[99.7, 7.7]",,Ground Pass,1.7691807,,,,Ademola Lookman,3447.0,,,,,Free Kick,2,From Free Kick,Calvin Bassey Ughelumba,43779.0,Left Center Back,176,Nigeria,775,['489a5920-c9af-4de4-8659-59d17f630e1a'],57,,,,,,,,,,,,,,,,Nigeria,775,00:54:57.333,Pass,
,,,,,,,,,,,,,,0.19448,,,,,,,,,,,e910a4e6-3282-4d1f-9197-7c421dc7705a,2649,,,"[99.7, 7.7]",3922238,99,,,,2.8430936,,Left Foot,,,"[98.4, 8.1]",,Ground Pass,1.360147,,,,Calvin Bassey Ughelumba,43779.0,,,,,,2,From Free Kick,Ademola Lookman,3447.0,Left Wing,176,Nigeria,775,['b760d02f-9e84-480f-867d-283144870a09'],58,,,,,,,,,,,,,,,,Nigeria,775,00:54:58.171,Pass,
,,,,,,,,,,,,,,0.455476,,,,,,,,,,,79412bb8-5124-4d23-a3c0-e69d4d9e2434,2652,,,"[98.4, 8.1]",3922238,99,,,,-0.38831872,,Right Foot,,,"[100.6, 7.2]",,Ground Pass,2.376973,,,,Ademola Lookman,3447.0,,,,,,2,From Free Kick,Calvin Bassey Ughelumba,43779.0,Left Center Back,176,Nigeria,775,['3858fd59-fd86-4db4-8605-b9b9eae26a9b'],58,,,,,,,,,,,,,,,,Nigeria,775,00:54:58.521,Pass,
,,,,,,,,,,,,,,0.149712,,,,,,,,,,,1d6a3561-9e58-488f-bfe4-60b0e33abc74,2656,,,"[103.1, 6.4]",3922238,100,,,,0.5585993,,Left Foot,,,"[105.5, 7.9]",,Ground Pass,2.8301942,,Incomplete,,,,,,,,,2,From Free Kick,Ademola Lookman,3447.0,Left Wing,176,Nigeria,775,['61c75111-c99e-4ad7-abbe-47912d9f5e59'],0,,,,,,,,,,,,,,,,Nigeria,775,00:55:00.407,Pass,
,,,,,,,,,,,,,,1.122102,,,,,,,,,,,55938e21-7837-42a4-a212-6183e97aba73,2658,,,"[100.4, 0.1]",3922238,100,,,,1.1946903,,,,,"[106.6, 15.8]",,Low Pass,16.87987,,Incomplete,,Ademola Lookman,3447.0,,,,,Throw-in,2,From Throw In,Calvin Bassey Ughelumba,43779.0,Left Center Back,177,Nigeria,775,"['d3079617-3e97-4e7c-8407-5036baf81e25', 'c0287b32-4074-4126-a930-ee0b957c1851']",15,,,,,,,,,,,,,,,,Nigeria,775,00:55:15.957,Pass,
,,,,,,,,,,,,,,1.309134,,,,,,,,,,,10c9e971-df4c-4b8d-ad90-7fc4fb601248,2669,,,"[84.5, 21.3]",3922238,100,,,,0.0,,Right Foot,,,"[105.1, 21.3]",,High Pass,20.6,,,,Paul Onuachu,24478.0,,,,,,2,From Throw In,Frank Onyeka,24467.0,Right Defensive Midfield,177,Nigeria,775,"['feedbed9-8e4b-44ca-8499-d0e543b47f2f', '992497ce-60f0-432f-bcb5-3147bcef4829']",23,,,,,,,,,,,,,,,,Nigeria,775,00:55:23.814,Pass,True
,,,,,,,,,,,,,,0.845123,,,,,,,,,,,e21e3431-8803-4877-97fe-ecad4c05a7f0,2673,,,"[118.5, 8.7]",3922238,100,,,,-3.117501,,Right Foot,,,"[110.2, 8.5]",,Ground Pass,8.302409,,,,Calvin Bassey Ughelumba,43779.0,,,,,,2,From Throw In,Paul Onuachu,24478.0,Center Forward,177,Nigeria,775,"['20944e44-8c98-46f2-9337-8b5f65598c8e', '38bace81-60d3-47e3-ba35-a090a707df33']",33,,,,,,,,,,,,,,,,Nigeria,775,00:55:33.332,Pass,True
,,,,,,,,,,,,,,0.37128,,,,,,,,,,,1d44575c-c3db-48b2-9f06-b21243f2b327,2676,,,"[110.0, 8.3]",3922238,100,,,,-0.6923344,,Left Foot,,,"[114.1, 4.9]",,Ground Pass,5.3263497,,,,Paul Onuachu,24478.0,,,,,,2,From Throw In,Calvin Bassey Ughelumba,43779.0,Left Center Back,177,Nigeria,775,['746d917f-77ff-4115-96c3-b8ca8fbcfc1c'],34,,,,,,,,,,,,,,,,Nigeria,775,00:55:34.759,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,17d60bc9-b702-4af6-a033-f57129e4178b,6,,,"[36.0, 46.6]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,William Troost-Ekong,5455.0,Center Back,2,Nigeria,775,['9669afde-4e74-4780-84f6-2fa55b23a6eb'],2,,,,,,,,,,,,,,,,Nigeria,775,00:00:02.482,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,b0e3570e-5b58-4672-8845-1c9970d7f30e,8,,,"[36.0, 28.2]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Calvin Bassey Ughelumba,43779.0,Left Center Back,2,Nigeria,775,['0c766705-5a2c-4540-8527-2b63ce6ec815'],3,,,,,,,,,,,,,,,,Nigeria,775,00:00:03.458,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,21c5ead3-03e1-4ff7-b960-38d16ff3a63c,11,,,"[84.2, 56.7]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Victor James Osimhen,11277.0,Center Forward,2,Nigeria,775,['28a05212-680a-457b-b82b-2a3cd34b58f1'],8,,,,,,,,,,,,,,,,Nigeria,775,00:00:08.188,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,6d0bfca8-c948-4e36-aab0-6f9296ad9b33,14,,,"[79.2, 46.6]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Alex Iwobi,3647.0,Left Defensive Midfield,2,Nigeria,775,['f4f3afdf-1eb6-4981-a2cd-5ac5f0b1a687'],9,,,,,,,,,,,,,,,,Nigeria,775,00:00:09.831,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,d678dcf4-19dc-425e-a87c-f98fc271e1d8,16,,,"[50.8, 29.9]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Frank Magri,189348.0,Center Forward,2,Nigeria,775,['3d4e8ae2-0370-46e3-b7eb-7254de8d26ea'],11,,,,,,,,,,,,,,,,Cameroon,2722,00:00:11.520,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,7e38f99a-5ee5-4438-90f9-0859fe917414,18,,,"[84.6, 64.3]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Victor James Osimhen,11277.0,Center Forward,2,Nigeria,775,['d284cd60-0391-472c-8f36-f08a0804f47b'],14,,,,,,,,,,,,,,,,Nigeria,775,00:00:14.107,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,6d40d5b5-8eaf-4871-ad38-d198dc7cd875,27,,,"[7.5, 44.2]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Stanley Bobo Nwabali,358410.0,Goalkeeper,2,Nigeria,775,"['b7363715-e3c8-4b07-b3a4-f54004b0899e', '9f468320-76b4-4f40-b7ea-4dcf62f99ec6']",22,,,,,,,,,,,,,,,,Nigeria,775,00:00:22.742,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,9408e686-a325-4451-889c-81dcabc7b332,30,,,"[50.6, 29.1]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Ademola Lookman,3447.0,Left Wing,2,Nigeria,775,['e140be56-ac3a-4a13-b11b-7f17cade5b15'],25,,,,,,,,,,,,,,,,Nigeria,775,00:00:25.427,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,23a6457f-5284-4262-ac2a-5dfc46f44e0f,36,,,"[62.2, 68.1]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jean-Charles Castelletto,7426.0,Right Center Back,3,Cameroon,2722,['c4ec22ef-3820-4c35-b8ad-8eb8b675dae6'],35,,,,,,,,,,,,,,,,Cameroon,2722,00:00:35.715,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,0a247253-9416-4714-8c24-b985ccecce95,40,,,"[68.3, 58.4]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,André-Frank Zambo Anguissa,3141.0,Right Defensive Midfield,3,Cameroon,2722,"['9384a8d9-78ec-4499-8414-6f53909ecbbc', '9c3c3a57-ff5e-438f-b5e2-7d4ddeca7053']",37,,,,,,,,,,,,,,,,Cameroon,2722,00:00:37.085,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,6bb48e68-b01e-480b-b583-26bf7fdc5ad1,42,,,"[77.6, 65.2]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicolas Moumi Ngamaleu,16015.0,Right Wing Back,3,Cameroon,2722,['f596b268-0366-4830-8941-ee5b25743fe8'],38,,,,,,,,,,,,,,,,Cameroon,2722,00:00:38.602,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,a6d68bd7-f7ea-4c81-8559-962e66ec9b34,46,,,"[79.5, 76.6]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Karl Brillant Toko Ekambi,3551.0,Right Wing,3,Cameroon,2722,"['186284ff-5bb2-492f-9cfc-2c267bb641cf', '75c4c46f-8774-4f5b-a7d0-f4118d33a01d']",40,,,,,,,,,,,,,,,,Cameroon,2722,00:00:40.691,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,4bfe026b-f794-4a1e-be13-6282f97156d2,49,,,"[58.1, 75.6]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jean-Charles Castelletto,7426.0,Right Center Back,3,Cameroon,2722,['4fb85da4-098b-4c38-8dfd-6a77b0edfbc6'],42,,,,,,,,,,,,,,,,Cameroon,2722,00:00:42.727,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,c8353c88-5249-440c-bcac-c16f8e85007e,52,,,"[50.1, 51.5]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Oumar Gonzalez,28444.0,Center Back,3,Cameroon,2722,['444766a7-d96d-4ff4-8176-fb5b22b43c0e'],45,,,,,,,,,,,,,,,,Cameroon,2722,00:00:45.149,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,ef1c1fe5-5c03-4303-8545-0d8c8fc8e249,55,,,"[56.9, 26.9]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Christopher Wooh,74588.0,Left Center Back,3,Cameroon,2722,['ed6a87fa-2c68-44e0-aa0a-fbd074c8b0da'],48,,,,,,,,,,,,,,,,Cameroon,2722,00:00:48.582,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,4c705d54-c65e-460f-8ff4-627a1e3b880d,58,,,"[87.9, 78.9]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicolas Moumi Ngamaleu,16015.0,Right Wing Back,3,Cameroon,2722,['9bc4e178-b0af-4ea8-bf72-97489aacb285'],53,,,,,,,,,,,,,,,,Cameroon,2722,00:00:53.573,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,6334d67b-e016-4263-8e72-e8dd8437788e,62,,,"[113.7, 40.4]",3922238,0,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Karl Brillant Toko Ekambi,3551.0,Right Wing,3,Cameroon,2722,['5b2f7425-ebc1-49f6-b60a-7178cd9acb17'],59,,,,,,,,,,,,,,,,Cameroon,2722,00:00:59.657,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,0b6abace-d120-46ae-910f-9222c3ec116c,64,,,"[3.0, 38.8]",3922238,1,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Stanley Bobo Nwabali,358410.0,Goalkeeper,4,Nigeria,775,['48810076-8ae2-470f-beb1-0eb01c8d5030'],22,,,,,,,,,,,,,,,,Nigeria,775,00:01:22.543,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,a00337b6-57c1-4aaf-bca6-71079b53049b,67,,,"[95.4, 76.4]",3922238,1,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Victor James Osimhen,11277.0,Center Forward,4,Nigeria,775,['968c1d8b-93c9-40b0-9574-3a95fa2848dd'],32,,,,,,,,,,,,,,,,Nigeria,775,00:01:32.526,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,edba4721-d38d-4a3e-9cad-a168bd12c7b8,74,,,"[82.4, 17.6]",3922238,2,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,5,Cameroon,2722,['7b311353-967a-4b38-96c0-2cf5ff9a8244'],9,,,,,,,,,,,,,,,,Cameroon,2722,00:02:09.951,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,30338afb-7440-4442-bd7e-0323132f8f15,76,,,"[43.8, 51.3]",3922238,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ademola Lookman,3447.0,Left Wing,6,Nigeria,775,['a264e889-5cee-48db-b145-d9f82e4ae40e'],11,,,,,,,,,,,,,,,,Nigeria,775,00:02:11.757,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,23cb63b2-cd45-460c-97b7-e69be5c0b8b1,80,,,"[38.0, 53.8]",3922238,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frank Onyeka,24467.0,Right Defensive Midfield,6,Nigeria,775,"['c8e865d2-c9a1-4527-92ca-c903eb659170', '34808c32-e41f-4ac5-9147-9e56eb10fb26']",12,,,,,,,,,,,,,,,,Nigeria,775,00:02:12.653,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,c4cef6bb-0899-47a2-89cc-f84636c6347e,82,,,"[67.9, 57.5]",3922238,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Victor James Osimhen,11277.0,Center Forward,6,Nigeria,775,['c883bdc7-6f82-4f2e-8b9b-60c8ab7e633b'],15,,,,,,,,,,,,,,,,Nigeria,775,00:02:15.262,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,5a628d2c-bd98-41a2-9726-6518a7c2d7c4,85,,,"[55.1, 7.6]",3922238,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nouhou Tolo,13454.0,Left Wing Back,6,Nigeria,775,['b03772b9-cb6e-4d72-940e-ddf26c840cb9'],16,,,,,,,,,,,,,,,,Cameroon,2722,00:02:16.931,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,ea3a34fb-729d-4ea1-a434-5726e273fb4a,87,,,"[76.5, 5.6]",3922238,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georges-Kévin Nkoudou Mbida,3639.0,Left Wing,6,Nigeria,775,['3e89fbd6-233e-4089-b7af-6f6813fed6dd'],17,,,,,,,,,,,,,,,,Cameroon,2722,00:02:17.623,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,c3fe066e-1dda-4582-b4e6-93cdb493dc30,89,,,"[65.5, 63.1]",3922238,2,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Oluwasemilogo Adesewo Ibidapo Ajayi,3923.0,Right Center Back,7,Nigeria,775,['9542e48d-c894-406a-a8ca-0fef98914da0'],32,,,,,,,,,,,,,,,,Nigeria,775,00:02:32.222,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,9fb19766-11a7-4dc4-b38e-82682b68818a,91,,,"[53.3, 49.2]",3922238,2,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,William Troost-Ekong,5455.0,Center Back,7,Nigeria,775,['4ad24d5b-8105-4150-b7dc-78d280ec42d2'],33,,,,,,,,,,,,,,,,Nigeria,775,00:02:33.847,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,c7b02239-febb-413a-8728-e2a3d1cff1c3,93,,,"[56.4, 17.2]",3922238,2,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Calvin Bassey Ughelumba,43779.0,Left Center Back,7,Nigeria,775,['828ed7ef-1c2b-4fb7-8ce9-1773210c081f'],36,,,,,,,,,,,,,,,,Nigeria,775,00:02:36.460,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,f676d113-aeb6-455d-a8f7-84aa95556eb2,96,,,"[104.2, 3.3]",3922238,2,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Zaidu Sanusi,31949.0,Left Wing Back,7,Nigeria,775,['c4e0443c-9a36-4519-b126-42a4a8eb88c4'],40,,,,,,,,,,,,,,,,Nigeria,775,00:02:40.670,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,3920ea6b-881e-470c-9fbf-770867e8b164,107,,,"[42.5, 19.7]",3922238,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Stanley Bobo Nwabali,358410.0,Goalkeeper,8,Nigeria,775,['cedac728-0606-401e-8b1f-b600cc961cb8'],17,,,,,,,,,,,,,,,,Nigeria,775,00:03:17.951,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,9f8e95f7-86ca-46f9-813d-bb77e56dfaa9,110,,,"[88.6, 70.6]",3922238,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Moses Daddy-Ajala Simon,18163.0,Right Wing,8,Nigeria,775,['22870255-8bd1-4bdc-810f-5f84ab2adc85'],25,,,,,,,,,,,,,,,,Nigeria,775,00:03:25.759,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,8b751547-9eb0-422f-97d0-48f41831d691,113,,,"[40.7, 18.7]",3922238,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jules Olivier Ntcham,10530.0,Left Defensive Midfield,8,Nigeria,775,['275cdfd1-53b8-42fc-a0a4-cf884d243623'],28,,,,,,,,,,,,,,,,Cameroon,2722,00:03:28.104,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,debe6e00-8159-41fb-85a8-191e1d7750f4,117,,,"[95.4, 58.3]",3922238,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor James Osimhen,11277.0,Center Forward,8,Nigeria,775,"['b38d63e5-170c-4369-b91e-3acf79afbfeb', '35a91aa3-b7bb-4011-81bb-3338b7c3ceec']",29,,,,,,,,,,,,,,,,Nigeria,775,00:03:29.406,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,52f72959-3b95-4456-8940-bc49189fdbe7,122,,,"[110.0, 40.9]",3922238,3,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor James Osimhen,11277.0,Center Forward,9,Nigeria,775,['01746982-62f5-48ff-979a-d80adcde0337'],58,,,,,,,,,,,,,,,,Nigeria,775,00:03:58.918,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,89cd43ee-96d9-477a-b638-327e60af606d,127,,,"[25.7, 74.4]",3922238,4,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Nicolas Moumi Ngamaleu,16015.0,Right Wing Back,11,Cameroon,2722,['bf2239a3-16cd-4802-93f1-55a861a03bf8'],6,,,,,,,,,,,,,,,,Cameroon,2722,00:04:06.076,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,ccbfa5fa-3f3d-4998-9fec-cced1f51e8c4,129,,,"[43.0, 68.0]",3922238,4,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Karl Brillant Toko Ekambi,3551.0,Right Wing,11,Cameroon,2722,['cd8f3c9a-1049-4186-8a2f-54cfba18db18'],8,,,,,,,,,,,,,,,,Cameroon,2722,00:04:08.206,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,7a42b1d5-9ae2-4b6e-934d-daf3ac24d84e,133,,,"[60.0, 77.2]",3922238,4,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Nicolas Moumi Ngamaleu,16015.0,Right Wing Back,11,Cameroon,2722,['2458d243-62de-4ec4-8a93-50dfbf4b8777'],11,,,,,,,,,,,,,,,,Cameroon,2722,00:04:11.792,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,24a4d764-e7ee-4ee5-b209-3ef132c4ba04,138,,,"[56.1, 73.2]",3922238,4,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Karl Brillant Toko Ekambi,3551.0,Right Wing,11,Cameroon,2722,['e33d310a-528d-4052-8df5-2e940363d662'],12,,,,,,,,,,,,,,,,Cameroon,2722,00:04:12.704,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,05457156-e550-459b-8d83-1227cfe2c33d,141,,,"[54.1, 13.8]",3922238,4,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Frank Onyeka,24467.0,Right Defensive Midfield,11,Cameroon,2722,['a356bc05-6438-455f-b577-89551aac6dfe'],15,,,,,,,,,,,,,,,,Nigeria,775,00:04:15.034,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,d566e3bf-75d5-4709-a32b-822729acade8,144,,,"[80.3, 55.7]",3922238,4,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Karl Brillant Toko Ekambi,3551.0,Right Wing,11,Cameroon,2722,['6be96dbf-014f-45d2-bbb9-b31926a179d4'],17,,,,,,,,,,,,,,,,Cameroon,2722,00:04:17.973,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,93f7236d-cf0d-48be-a4e0-543b87fb94b9,152,,,"[59.6, 66.4]",3922238,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Victor James Osimhen,11277.0,Center Forward,13,Nigeria,775,['98cf7f6f-f267-43d3-8433-278fb02ce217'],56,,,,,,,,,,,,,,,,Nigeria,775,00:04:56.878,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,2c2b554a-3bfa-446f-96ff-3bb6906bc6e2,154,,,"[82.9, 27.6]",3922238,4,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Karl Brillant Toko Ekambi,3551.0,Right Wing,13,Nigeria,775,['49355a55-e986-4094-bc39-ca28ed93b5c4'],57,,,,,,,,,,,,,,,,Cameroon,2722,00:04:57.981,Ball Receipt*,
