50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4f79b63b-2050-4739-935e-684c145aac9a,1,,,3920391,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mali,4930,,0,,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 102992, 'name': 'Djigui Diarra'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 23331, 'name': 'Boubakar Kouyate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7295, 'name': 'Sikou Niakate'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 12557, 'name': 'Falaye Sacko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 4385, 'name': 'Yves Bissouma'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 67714, 'name': 'Aliou Dieng'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 8774, 'name': 'Amadou Haïdara'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 162132, 'name': 'Kamory Doumbia'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 26}, {'player': {'id': 23623, 'name': 'Sekou Koita'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 105182, 'name': 'Lassine Sinayoko'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Mali,4930,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a71a9731-6d5d-414e-9d1e-4c1122008e44,2,,,3920391,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mali,4930,,0,,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 66721, 'name': 'Ronwen Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 65719, 'name': 'Khuliso Johnson Mudau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 102722, 'name': 'Siyanda Xulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 65732, 'name': 'Mothobi Mvala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 65733, 'name': 'Aubrey Maphosa Modiba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 66716, 'name': 'Teboho Mokoena'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 42527, 'name': ""Sphephelo S''Miso Sithole""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 29367, 'name': 'Percy Tau'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 202037, 'name': 'Thapelo Maseko'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 65726, 'name': 'Themba Zwane'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 65853, 'name': 'Evidence Makgopa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",South Africa,4976,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2c97bc31-4fe7-424f-9e98-ce7d3b717ad6,3,,,3920391,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mali,4930,['feb2dddd-86d5-4ec8-9546-bab7696ec0b3'],0,,,,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,feb2dddd-86d5-4ec8-9546-bab7696ec0b3,4,,,3920391,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Mali,4930,['2c97bc31-4fe7-424f-9e98-ce7d3b717ad6'],0,,,,,,,,,,,,,,,,,,,,South Africa,4976,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b840184b-857c-4307-bd32-6f41c5fee702,1821,,,3920391,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,87,South Africa,4976,['3793781d-0297-4902-b07c-17482dc9b53a'],0,,,,,,,,,,,,,,,,,,,,Mali,4930,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3793781d-0297-4902-b07c-17482dc9b53a,1822,,,3920391,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,87,South Africa,4976,['b840184b-857c-4307-bd32-6f41c5fee702'],0,,,,,,,,,,,,,,,,,,,,South Africa,4976,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.801305,,,,,,,,,,,,,,79f2b856-3c44-4087-a923-84990d7a56b6,5,,"[60.0, 40.0]",3920391,0,,,,,2.9971511,,Left Foot,,,,"[49.0, 41.6]",,Ground Pass,,11.115754,,,,Yves Bissouma,4385.0,,,,,Kick Off,1,From Kick Off,Sekou Koita,23623.0,Right Center Forward,2,Mali,4930,['138dfb67-b556-4255-89fe-68dc2064bc74'],1,,,,,,,,,,,,,,,,,,,,Mali,4930,00:00:01.129,Pass,
,,,,,,,,,,,,,,,,,,2.062206,,,,,,,,,,,,,,4c4ca03a-88fa-4372-98da-f8b7d37bee54,8,,"[47.5, 39.7]",3920391,0,,,,,-1.950621,,Right Foot,,,,"[37.4, 14.4]",,Ground Pass,,27.241512,,,,Falaye Sacko,12557.0,,,,,,1,From Kick Off,Yves Bissouma,4385.0,Center Defensive Midfield,2,Mali,4930,['ba9d0dbc-9590-4af0-ae47-fef88b55ebce'],2,,,,,,,,,,,,,,,,,,,,Mali,4930,00:00:02.872,Pass,
,,,,,,,,,,,,,,,,,,1.318346,,,,,,,,,,,,,,19d0642d-9b1a-48b4-bc3c-90854e639326,11,,"[36.6, 14.6]",3920391,0,,,,,2.4063807,,Right Foot,,,,"[25.1, 25.0]",,Ground Pass,,15.50516,,,,Sikou Niakate,7295.0,,,,,,1,From Kick Off,Falaye Sacko,12557.0,Left Back,2,Mali,4930,['145fb8cf-050d-471b-aceb-b3eca08caf69'],5,,,,,,,,,,,,,,,,,,,,Mali,4930,00:00:05.955,Pass,
,,,,,,,,,,,,,,,,,,1.73218,,,,,,,,,,,,,,35e08f6d-30a1-40f2-8d5c-a78cd765d633,14,,"[32.1, 32.2]",3920391,0,,,,,1.4978491,,Left Foot,,,,"[34.0, 58.2]",,Ground Pass,,26.06933,,,,Boubakar Kouyate,23331.0,,,,,,1,From Kick Off,Sikou Niakate,7295.0,Left Center Back,2,Mali,4930,['3c8cb1f1-ad2b-4ca8-a42e-9e86ce4d9fd9'],11,,,,,,,,,,,,,,,,,,,,Mali,4930,00:00:11.528,Pass,
,,,,,,,,,,,,,,,,,,2.390052,,,,,,,,,,,,,,18dbbc84-6a2a-4b06-8930-eefbd022d479,17,,"[40.4, 61.5]",3920391,0,,,,,-0.31823474,,Right Foot,,,,"[100.2, 41.8]",,High Pass,,62.961338,,Unknown,,Sekou Koita,23623.0,,,,,,1,From Kick Off,Boubakar Kouyate,23331.0,Right Center Back,2,Mali,4930,['4ac2265a-fa15-4ddb-a2cc-1821f6bc4098'],16,,,,,,,,,,,,,,,,,,,,Mali,4930,00:00:16.486,Pass,
,,,,,,,,,,,,,,,,,,2.925606,,,,,,,,,,,,,,f0ae0670-1aa0-4b3a-b84b-0b5a8af482f9,21,,"[20.3, 32.8]",3920391,0,,True,,,1.5707964,,Right Foot,,,,"[20.3, 40.1]",,Ground Pass,,7.3,,,,Ronwen Williams,66721.0,,,,,Free Kick,1,From Free Kick,Siyanda Xulu,102722.0,Right Center Back,3,South Africa,4976,['7c028d2b-1918-4214-bbfe-49e7fcb59023'],50,,,,,,,,,,,,,,,,,,,,South Africa,4976,00:00:50.343,Pass,
,,,,,,,,,,,,,,,,,,2.273131,,,,,,,,,,,,,,5ae1b40b-5a5f-434f-9020-374fb2dc0aa0,24,,"[21.2, 43.4]",3920391,0,,,,,-0.38700917,,Right Foot,,,,"[68.8, 24.0]",,High Pass,,51.401558,,,,Themba Zwane,65726.0,,,,,,1,From Free Kick,Ronwen Williams,66721.0,Goalkeeper,3,South Africa,4976,"['18ff81e1-78b2-4b2e-96a6-1b5a80318472', '239ef9b1-ab47-4d20-8a5c-757c6e36be05']",58,,,,,,,,,,,,,,,,,,,,South Africa,4976,00:00:58.563,Pass,True
,,,,,,,,,,,,,,,,,,1.169363,,,,,,,,,,,,,,24e5a50c-0e6c-47c8-abfc-ac4b5664cf3f,29,,"[41.4, 66.5]",3920391,1,,,,,-0.3164596,,Right Foot,,,,"[69.8, 57.2]",,Ground Pass,,29.883942,,,,Sekou Koita,23623.0,,,,,Recovery,1,Regular Play,Hamari Traoré,3248.0,Right Back,4,Mali,4930,['83e926f4-6cf5-4c0c-b739-a0eed1d7b9eb'],2,,,,,,,,,,,,,,,,,,,,Mali,4930,00:01:02.556,Pass,
,,,,,,,,,,,,,,,,,,1.910202,,,,,,,,,,,,,,ae8415e8-589e-4b6f-9508-8ea4d1f1dcc6,40,,"[78.3, 52.8]",3920391,1,,,,,-1.1970695,,Right Foot,,,,"[90.3, 22.2]",,Low Pass,,32.86883,,,,Lassine Sinayoko,105182.0,,,,,,1,Regular Play,Kamory Doumbia,162132.0,Center Attacking Midfield,4,Mali,4930,"['3490771f-54e2-42e5-8183-8c4b8e5bcf61', 'c41fbcd0-a411-45ba-8010-8df620f703f1', '5d544caf-7a5a-40df-973c-d2ca7ab87a31']",7,,,,,,,,,,,,,,,,,,,,Mali,4930,00:01:07.810,Pass,True
,,,,,,,,,,,,,,,,,,1.32384,,,,,,,,,,,,,,21ca55e3-b5bf-41ef-bf73-4544f4871434,43,,"[98.4, 22.2]",3920391,1,,,,,-0.30288488,,Right Foot,,,,"[111.2, 18.2]",,Ground Pass,,13.410443,,,,Amadou Haïdara,8774.0,,,,,,1,Regular Play,Lassine Sinayoko,105182.0,Left Center Forward,4,Mali,4930,['3498adb2-0c65-4dff-b8f1-6424a62d66e8'],12,,,,,,,,,,,,,,,,,,,,Mali,4930,00:01:12.774,Pass,
,,,,,,,,,,,,,,,,,,0.584391,,,,,,,,,,,,,,555d4c5e-05f7-432b-9973-fb1fa3171f45,45,,"[110.9, 18.7]",3920391,1,,,,,1.4940244,,Left Foot,True,,,"[112.1, 34.3]",,Ground Pass,,15.646086,,Incomplete,,Sekou Koita,23623.0,,,,,,1,Regular Play,Amadou Haïdara,8774.0,Left Center Midfield,4,Mali,4930,"['1260a751-5593-40cb-bf95-b22903c869f3', 'f0178c92-df07-40eb-a621-12ec68ccad27']",14,,,,,,,,,,,,,,,,,,,,Mali,4930,00:01:14.097,Pass,
,,,,,,,,,,,,,,,,,,0.593366,,,,,,,,,,,,,,bd57505c-d865-42f5-bbf6-ae9c32026ff2,48,,"[103.8, 0.1]",3920391,1,,True,,,2.5019426,,,,,,"[91.3, 9.4]",,Low Pass,,15.580115,,,,Yves Bissouma,4385.0,,,,,Throw-in,1,From Throw In,Falaye Sacko,12557.0,Left Back,5,Mali,4930,['9881d526-a85b-42c9-a6b6-2b441dddc094'],27,,,,,,,,,,,,,,,,,,,,Mali,4930,00:01:27.944,Pass,
,,,,,,,,,,,,,,,,,,0.682392,,,,,,,,,,,,,,b3ccb81b-cee3-40de-a224-1f6c13ae9ff2,50,,"[91.7, 9.4]",3920391,1,,True,,,-2.812543,,Left Foot,,,,"[83.5, 6.6]",,Ground Pass,,8.664871,,,,Aliou Dieng,67714.0,,,,,,1,From Throw In,Yves Bissouma,4385.0,Center Defensive Midfield,5,Mali,4930,['e09ef8ad-dbbd-42df-a911-40108ea0ae8a'],29,,,,,,,,,,,,,,,,,,,,Mali,4930,00:01:29.552,Pass,
,,,,,,,,,,,,,,,,,,1.607259,,,,,,,,,,,,,,88521243-d68e-43be-89a4-e061478777bc,52,,"[81.8, 3.6]",3920391,1,,,,,2.7054296,,Right Foot,,,,"[58.2, 14.6]",,Ground Pass,,26.037664,,,,Sikou Niakate,7295.0,,,,,,1,From Throw In,Aliou Dieng,67714.0,Right Center Midfield,5,Mali,4930,['5e159f6c-4016-41ae-a272-0e54120b590f'],31,,,,,,,,,,,,,,,,,,,,Mali,4930,00:01:31.128,Pass,
,,,,,,,,,,,,,,,,,,1.895404,,,,,,,,,,,,,,a0aee9c9-606c-4d25-9c3f-67569f413c6c,55,,"[57.0, 17.2]",3920391,1,,,,,1.576462,,Left Foot,,,,"[56.8, 52.5]",,Ground Pass,,35.300568,,,,Boubakar Kouyate,23331.0,,,,,,1,From Throw In,Sikou Niakate,7295.0,Left Center Back,5,Mali,4930,['0b737ad6-ce49-4f7e-b213-354725c23840'],34,,,,,,,,,,,,,,,,,,,,Mali,4930,00:01:34.462,Pass,
,,,,,,,,,,,,,,,,,,1.051688,,,,,,,,,,,,,,0d831164-ed6b-43eb-8621-07064e36371f,58,,"[56.8, 52.5]",3920391,1,,,,,-0.15711026,,Right Foot,,,,"[66.9, 50.9]",,Ground Pass,,10.225947,,,,Yves Bissouma,4385.0,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,5,Mali,4930,['f93b90ba-02d3-4d30-9b0e-9008b8d92c30'],36,,,,,,,,,,,,,,,,,,,,Mali,4930,00:01:36.654,Pass,
,,,,,,,,,,,,,,,,,,1.111563,,,,,,,,,,,,,,afbed374-bed5-41e8-a04d-1ecc7b16b77d,61,,"[70.5, 58.2]",3920391,1,,,,,0.57202953,,Right Foot,,,,"[92.4, 72.3]",,Ground Pass,,26.046497,,Incomplete,,Hamari Traoré,3248.0,,,,,,1,From Throw In,Yves Bissouma,4385.0,Center Defensive Midfield,5,Mali,4930,"['61253cbc-c528-4a52-8fb6-ab51a3ce3c36', 'ca6c385a-d1a0-4a13-8aa1-cc899d93c891']",40,,,,,,,,,,,,,,,,,,,,Mali,4930,00:01:40.642,Pass,
,,,,,,,,,,,,,,,,,,0.925114,,,,,,,,,,,,,,715a68cb-0532-468a-a513-1308790929fd,65,,"[28.3, 7.3]",3920391,1,,,,,-0.25981438,,Left Foot,,,,"[36.2, 5.2]",,Ground Pass,,8.17435,,,,Thapelo Maseko,202037.0,,,,,,1,Regular Play,Aubrey Maphosa Modiba,65733.0,Left Back,6,South Africa,4976,['f68859cd-e7ee-4979-b808-a3c37d35d7e3'],42,,,,,,,,,,,,,,,,,,,,South Africa,4976,00:01:42.887,Pass,
,,,,,,,,,,,,,,,,,,0.979382,,,,,,,,,,,,,,962beba7-2afd-47d2-9182-81a6ba0ee6dc,69,,"[35.5, 5.2]",3920391,1,,,,,-3.0981417,,Left Foot,,,,"[28.6, 4.9]",,Ground Pass,,6.9065185,,,,Aubrey Maphosa Modiba,65733.0,,,,,,1,Regular Play,Thapelo Maseko,202037.0,Left Midfield,6,South Africa,4976,"['d8375728-4473-424e-a8f5-9e922f6ac154', 'b9e45648-9d9a-42c0-a40e-2ff841560411']",45,,,,,,,,,,,,,,,,,,,,South Africa,4976,00:01:45.494,Pass,True
,,,,,,,,,,,,,,,,,,1.881554,,,,,,,,,,,,,,86282486-2c0b-4d1b-b3b6-36116e8af04c,72,,"[28.6, 4.9]",3920391,1,,,,,0.38554594,,Left Foot,,,,"[52.5, 14.6]",,Ground Pass,,25.79341,,,,Themba Zwane,65726.0,,,,,,1,Regular Play,Aubrey Maphosa Modiba,65733.0,Left Back,6,South Africa,4976,['fe43a4a3-ec2a-424e-ac2c-93c08cf0cfbd'],46,,,,,,,,,,,,,,,,,,,,South Africa,4976,00:01:46.513,Pass,
,,,,,,,,,,,,,,,,,,3.181739,,,,,,,,,,,,,,f77ea398-bf33-4561-b60d-4e1dca48e5cb,78,,"[56.5, 17.9]",3920391,2,,True,,,-0.10228113,,Left Foot,,,,"[90.6, 14.4]",,High Pass,,34.27915,,,,Thapelo Maseko,202037.0,,,,,Free Kick,1,From Free Kick,Mothobi Mvala,65732.0,Left Center Back,7,South Africa,4976,['c82b175b-7d97-4b6f-9dfa-98fc61a95fad'],20,,,,,,,,,,,,,,,,,,,,South Africa,4976,00:02:20.560,Pass,
,,,,,,,,,,,,,,,,,,2.065558,,,,,,,,,,,,,,eeb6d7b9-941a-4831-9e0d-f218438cac57,80,,"[29.5, 65.7]",3920391,2,,True,,,2.2415478,,Left Foot,,,,"[22.2, 74.9]",,Ground Pass,,11.74436,,,,Hamari Traoré,3248.0,,,,,Recovery,1,Regular Play,Aliou Dieng,67714.0,Right Center Midfield,8,Mali,4930,['b3eeca0c-002d-41bc-935e-0d68ba4cb82b'],23,,,,,,,,,,,,,,,,,,,,Mali,4930,00:02:23.273,Pass,
,,,,,,,,,,,,,,,,,,2.656932,,,,,,,,,,,,,,74055ada-7335-4474-bc91-67acd3771aea,84,,"[23.7, 75.0]",3920391,2,,,,,-0.04799804,,Right Foot,,,,"[69.5, 72.8]",,Ground Pass,,45.852806,,Incomplete,,Sekou Koita,23623.0,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Back,8,Mali,4930,"['dfb2ffc7-23ac-491a-8cd4-5a1165e098f4', '8059410a-3add-4d70-bc64-d570f530e5ee', '7f0cb64b-9d4e-4592-8ecf-a802a7bb6433']",25,,,,,,,,,,,,,,,,,,,,Mali,4930,00:02:25.339,Pass,True
,,,,,,,,,,,,,,,,,,0.328739,,,,,,,,,,,,,,91957595-36cf-4ea2-b853-39c4bdff28bc,89,,"[49.7, 4.9]",3920391,2,,,,,-1.174355,,Left Foot,,,,"[51.5, 0.6]",,Low Pass,,4.661545,,Out,,,,,,,,,1,Regular Play,Mothobi Mvala,65732.0,Left Center Back,8,Mali,4930,['e2006053-0645-44de-9872-f7380f4f54bc'],28,,,,,,,,,,,,,,,,,,,,South Africa,4976,00:02:28.753,Pass,True
,,,,,,,,,,,,,,,,,,2.197128,,,,,,,,,,,,,,0c14f2ee-95df-4672-b562-d57e4a19d5ab,90,,"[65.3, 80.0]",3920391,2,,,,,-2.5189219,,,,,,"[41.9, 63.2]",,Low Pass,,28.80625,,,,Boubakar Kouyate,23331.0,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Back,9,Mali,4930,['55c84f4c-ecd8-41a4-a50d-406153ef1bcf'],46,,,,,,,,,,,,,,,,,,,,Mali,4930,00:02:46.096,Pass,
,,,,,,,,,,,,,,,,,,1.623182,,,,,,,,,,,,,,e322cd08-2d47-4cf1-84d4-25e74721b873,93,,"[41.9, 61.5]",3920391,2,,,,,-1.5432804,,Right Foot,,,,"[42.5, 39.7]",,Ground Pass,,21.808256,,,,Sikou Niakate,7295.0,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,9,Mali,4930,['2e14095f-98b6-4fe8-aa0a-b83d47ef7b46'],49,,,,,,,,,,,,,,,,,,,,Mali,4930,00:02:49.435,Pass,
,,,,,,,,,,,,,,,,,,1.125197,,,,,,,,,,,,,,f3f9deb8-b73a-47a0-9663-3b978ec4976e,96,,"[42.5, 37.3]",3920391,2,,,,,-0.4697825,,Left Foot,,,,"[55.5, 30.7]",,Ground Pass,,14.579437,,,,Amadou Haïdara,8774.0,,,,,,1,From Throw In,Sikou Niakate,7295.0,Left Center Back,9,Mali,4930,['f385bc46-3214-4c27-a949-9c46b6a6ac0c'],52,,,,,,,,,,,,,,,,,,,,Mali,4930,00:02:52.891,Pass,
,,,,,,,,,,,,,,,,,,0.885262,,,,,,,,,,,,,,d8c3403d-8259-4455-9c86-15854bb06eb1,98,,"[54.8, 30.2]",3920391,2,,,,,3.0522788,,Right Foot,,,,"[41.4, 31.4]",,Ground Pass,,13.453624,,,,Sikou Niakate,7295.0,,,,,,1,From Throw In,Amadou Haïdara,8774.0,Left Center Midfield,9,Mali,4930,['e987edc5-8690-4653-b639-d3dae954fb0b'],54,,,,,,,,,,,,,,,,,,,,Mali,4930,00:02:54.017,Pass,
,,,,,,,,,,,,,,,,,,1.131285,,,,,,,,,,,,,,b4e49b41-eac5-4b77-8197-ebff26cf025c,101,,"[40.9, 35.7]",3920391,2,,,,,1.6922611,,Left Foot,,,,"[38.3, 57.0]",,Ground Pass,,21.4581,,,,Boubakar Kouyate,23331.0,,,,,,1,From Throw In,Sikou Niakate,7295.0,Left Center Back,9,Mali,4930,['cc65ba41-08d2-4386-9f9e-d31a13db79f3'],55,,,,,,,,,,,,,,,,,,,,Mali,4930,00:02:55.895,Pass,
,,,,,,,,,,,,,,,,,,1.036447,,,,,,,,,,,,,,30c71ea9-dac4-4a38-b3aa-a04a35496067,104,,"[38.3, 57.2]",3920391,2,,,,,1.0516502,,Right Foot,,,,"[44.7, 68.4]",,Ground Pass,,12.899612,,,,Yves Bissouma,4385.0,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,9,Mali,4930,['223a367c-2a91-4b7e-b7bc-2fa51d9d69ce'],58,,,,,,,,,,,,,,,,,,,,Mali,4930,00:02:58.225,Pass,
,,,,,,,,,,,,,,,,,,1.016771,,,,,,,,,,,,,,ea68f54b-f68b-4e37-ae44-fd95cbbec5dc,107,,"[44.7, 68.4]",3920391,2,,,,,-2.612643,,Right Foot,,,,"[30.5, 60.1]",,Ground Pass,,16.447796,,,,Boubakar Kouyate,23331.0,,,,,,1,From Throw In,Yves Bissouma,4385.0,Center Defensive Midfield,9,Mali,4930,['5c2b6657-7d11-427c-b047-da5a73333790'],59,,,,,,,,,,,,,,,,,,,,Mali,4930,00:02:59.945,Pass,
,,,,,,,,,,,,,,,,,,1.050288,,,,,,,,,,,,,,7723e638-46f6-4938-84d3-67cc83d9771a,110,,"[25.3, 52.2]",3920391,3,,,,,-1.5949463,,Right Foot,,,,"[24.8, 31.5]",,Ground Pass,,20.706038,,,,Sikou Niakate,7295.0,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,9,Mali,4930,['9f4f9570-ad9e-4c3b-a6e6-ec938c61ea2a'],5,,,,,,,,,,,,,,,,,,,,Mali,4930,00:03:05.548,Pass,
,,,,,,,,,,,,,,,,,,1.731604,,,,,,,,,,,,,,c92cca9b-8e55-4e7b-a1c8-5d01058feaf1,113,,"[29.8, 20.8]",3920391,3,,,,,-0.6903311,,Left Foot,,,,"[52.2, 2.3]",,Ground Pass,,29.05185,,,,Falaye Sacko,12557.0,,,,,,1,From Throw In,Sikou Niakate,7295.0,Left Center Back,9,Mali,4930,['a7de7c54-a9e3-4ac3-aff7-676b086bde7f'],9,,,,,,,,,,,,,,,,,,,,Mali,4930,00:03:09.134,Pass,
,,,,,,,,,,,,,,,,,,0.928877,,,,,,,,,,,,,,f0f3dd90-8fff-4a3a-b60e-e3f50ac39bb5,116,,"[58.4, 3.5]",3920391,3,,,,,0.1952814,,Right Foot,,,,"[76.6, 7.1]",,Ground Pass,,18.552628,,Incomplete,,Lassine Sinayoko,105182.0,,,,,,1,From Throw In,Falaye Sacko,12557.0,Left Back,9,Mali,4930,"['b7f9e610-bc75-4aa2-899a-6228ea50d43a', '648f4f47-8831-4d04-b69d-4a2396c18623']",12,,,,,,,,,,,,,,,,,,,,Mali,4930,00:03:12.183,Pass,
,,,,,,,,,,,,,,,,,,1.417376,,,,,,,,,,,,,,84a75f29-4867-4e98-829a-ac94de3191b4,120,,"[42.1, 75.9]",3920391,3,,,,,0.16715,,Right Foot,,,,"[66.4, 80.0]",,Ground Pass,,24.643457,,Out,,Percy Tau,29367.0,,,,,,1,From Throw In,Khuliso Johnson Mudau,65719.0,Right Back,9,Mali,4930,['b349d4e7-c375-48bf-acff-bf8d7dc78c45'],14,,,,,,,,,,,,,,,,,,,,South Africa,4976,00:03:14.346,Pass,
,,,,,,,,,,,,,,,,,,0.959101,,,,,,,,,,,,,,05a32d2b-57ff-4fd3-a0e5-987a72831a56,122,,"[54.1, 0.1]",3920391,3,,,,,2.2308054,,,,,,"[48.9, 6.8]",,Low Pass,,8.481155,,,,Amadou Haïdara,8774.0,,,,,Throw-in,1,From Throw In,Falaye Sacko,12557.0,Left Back,10,Mali,4930,['cdedb747-b65e-4bfb-aed4-d6aa786c5835'],21,,,,,,,,,,,,,,,,,,,,Mali,4930,00:03:21.833,Pass,
,,,,,,,,,,,,,,,,,,0.717506,,,,,,,,,,,,,,fd0f1bee-66f1-4d52-94ff-0b8390dc2629,125,,"[48.7, 6.8]",3920391,3,,,,,0.7853982,,Right Foot,,,,"[51.3, 9.4]",,Ground Pass,,3.6769552,,,,Aliou Dieng,67714.0,,,,,,1,From Throw In,Amadou Haïdara,8774.0,Left Center Midfield,10,Mali,4930,['ec95741e-6f41-42b3-85d0-e7efa6ce60b2'],25,,,,,,,,,,,,,,,,,,,,Mali,4930,00:03:25.379,Pass,
,,,,,,,,,,,,,,,,,,0.843592,,,,,,,,,,,,,,407d6237-4651-45da-9556-095833981796,127,,"[51.3, 9.4]",3920391,3,,,,,-2.573488,,Right Foot,,,,"[46.6, 6.4]",,Ground Pass,,5.575841,,,,Amadou Haïdara,8774.0,,,,,,1,From Throw In,Aliou Dieng,67714.0,Right Center Midfield,10,Mali,4930,['c9e37e4c-c301-426d-8277-674cd42945d7'],26,,,,,,,,,,,,,,,,,,,,Mali,4930,00:03:26.097,Pass,
,,,,,,,,,,,,,,,,,,1.933696,,,,,,,,,,,,,,6dae47c1-a8c4-4d4d-976e-87f89557046c,130,,"[45.6, 9.9]",3920391,3,,,,,1.9251763,,Right Foot,,,,"[30.8, 49.9]",,Ground Pass,,42.650204,,,,Boubakar Kouyate,23331.0,,True,,,,1,From Throw In,Amadou Haïdara,8774.0,Left Center Midfield,10,Mali,4930,['16fc24c2-ef5e-4922-abc7-d2eb6c2034bb'],29,,,,,,,,,,,,,,,,,,,,Mali,4930,00:03:29.944,Pass,
