50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.434602,,,,,,,,,,,,,4403ff74-43c8-4838-baa5-30e557e229f4,50,,"[104.8, 61.8]",3920388,0,,,,,-2.4476814,5b516832-3912-4193-8e1f-b4677e0eff7e,Right Foot,,,"[92.9, 51.9]",,Ground Pass,,15.479664,,,Alasana Manneh,28212.0,True,,,,,,1,From Free Kick,Musa Barrow,6988.0,Left Attacking Midfield,4,Gambia,4934,['757fc799-042a-4d5b-b112-0e4b32653590'],45,,,,,,,,,,,,,,,,,Gambia,4934,00:00:45.027,Pass,
,,,,,,,,,,,,,,,0.06445,,,,,,,,,,,,,6e576a7d-1366-42e4-a026-ab49b244919c,60,,"[2.1, 9.1]",3920388,0,,,,,-0.32175055,,Left Foot,,,"[4.8, 8.2]",,Low Pass,,2.8460498,,Incomplete,Ismail Jakobs,32915.0,,,,,,,1,Regular Play,Moussa Niakhate,3198.0,Left Center Back,5,Senegal,787,"['988d1b2e-5a85-47a1-bddc-49607ef000d0', 'ef878138-7e86-4aed-9124-e739eba28dba']",55,,,,,,,,,,,,,,,,,Senegal,787,00:00:55.796,Pass,
,,,,,,,,,,,,,,,2.324531,,,,,,,,,,,,,b6c8b4e1-b566-48f7-9ad9-5ba604a173c1,63,,"[6.0, 32.5]",3920388,1,,True,,,-0.41046587,,Right Foot,,,"[49.2, 13.7]",,Ground Pass,,47.11348,,,Moussa Niakhate,3198.0,,,,,,Goal Kick,1,From Goal Kick,Edouard Mendy,7379.0,Goalkeeper,6,Senegal,787,['9a6b76f9-dc52-4b89-bd29-a338f38e14fe'],20,,,,,,,,,,,,,,,,,Senegal,787,00:01:20.629,Pass,
,,,,,,,,,,,,,,,1.017387,,,,,,,,,,,,,e5d3a07d-7d2a-4761-bdec-4b623c295aaf,65,,"[52.4, 11.0]",3920388,1,,,,,-0.25594315,,Left Foot,,,"[63.1, 8.2]",,Ground Pass,,11.060289,,,Sadio Mané,3629.0,,,,,,,1,From Goal Kick,Moussa Niakhate,3198.0,Left Center Back,6,Senegal,787,['8c13878c-b301-45dd-965d-fda5c4d7a09a'],26,,,,,,,,,,,,,,,,,Senegal,787,00:01:26.202,Pass,
,,,,,,,,,,,,,,,0.917615,,,,,,,,,,,,,9d3cff04-36b1-4f4b-8b9e-2f42e364890e,68,,"[63.6, 8.0]",3920388,1,,,,,-0.54486394,,Right Foot,,,"[73.5, 2.0]",,Ground Pass,,11.576269,,,Ismail Jakobs,32915.0,,,,,,,1,From Goal Kick,Sadio Mané,3629.0,Left Wing,6,Senegal,787,['08821ad2-6241-4c26-bdfa-ea02ccdf554c'],28,,,,,,,,,,,,,,,,,Senegal,787,00:01:28.896,Pass,
,,,,,,,,,,,,,,,0.785548,,,,,,,,,,,,,2136d9b2-630c-4cde-9028-f62942a7524a,71,,"[72.9, 4.6]",3920388,1,,,,,2.6028652,,Left Foot,,,"[64.2, 9.8]",,Ground Pass,,10.135581,,,Sadio Mané,3629.0,,,,,,,1,From Goal Kick,Ismail Jakobs,32915.0,Left Back,6,Senegal,787,['55c717d0-d160-4e22-908b-c65c8365e56c'],30,,,,,,,,,,,,,,,,,Senegal,787,00:01:30.568,Pass,
,,,,,,,,,,,,,,,1.918136,,,,,,,,,,,,,a4f30a38-9e21-4820-8277-7bdb3e7b3e98,74,,"[63.1, 14.8]",3920388,1,,,,,2.0262475,,Right Foot,,,"[53.5, 34.4]",,Ground Pass,,21.824757,,,Abdou Diallo,8553.0,,,,,,,1,From Goal Kick,Sadio Mané,3629.0,Left Wing,6,Senegal,787,['cf85d53a-502b-458a-986b-474e8df719cc'],34,,,,,,,,,,,,,,,,,Senegal,787,00:01:34.637,Pass,
,,,,,,,,,,,,,,,0.950364,,,,,,,,,,,,,1bf98b65-945c-431b-af47-a93869a43ab0,77,,"[53.7, 35.5]",3920388,1,,,,,1.4156291,,Left Foot,,,"[56.5, 53.4]",,Ground Pass,,18.11767,,,Kalidou Koulibaly,5675.0,,,,,,,1,From Goal Kick,Abdou Diallo,8553.0,Center Defensive Midfield,6,Senegal,787,['5c174c54-bd4b-44c4-9ff5-76fe18476be0'],37,,,,,,,,,,,,,,,,,Senegal,787,00:01:37.467,Pass,
,,,,,,,,,,,,,,,1.061668,,,,,,,,,,,,,7245af92-8237-454d-a4c2-31bf8a7148e9,80,,"[56.5, 54.9]",3920388,1,,,,,1.0479445,,Right Foot,,,"[68.2, 75.2]",,Ground Pass,,23.430323,,,Lamine Camara,392153.0,,,,,,,1,From Goal Kick,Kalidou Koulibaly,5675.0,Right Center Back,6,Senegal,787,['40b36936-0de3-4b28-b7d6-498c041bcbc6'],39,,,,,,,,,,,,,,,,,Senegal,787,00:01:39.575,Pass,
,,,,,,,,,,,,,,,0.968895,,,,,,,,,,,,,2f526a37-c8ff-472e-89ed-abae64576625,83,,"[70.4, 75.2]",3920388,1,,,,,0.029931178,,Right Foot,,,"[87.1, 75.7]",,Ground Pass,,16.707483,,,Krépin Diatta,20758.0,,,,,,,1,From Goal Kick,Lamine Camara,392153.0,Right Center Midfield,6,Senegal,787,['37925023-e41e-40c4-89b2-0c5550efc5b6'],41,,,,,,,,,,,,,,,,,Senegal,787,00:01:41.901,Pass,
,,,,,,,,,,,,,,,0.867418,,,,,,,,,,,,,3ed8d0dd-b531-4916-b94e-d793494ae233,86,,"[87.1, 75.7]",3920388,1,,,,,-3.0638278,,Right Foot,,,"[79.4, 75.1]",,Ground Pass,,7.7233415,,,Lamine Camara,392153.0,,,,,,,1,From Goal Kick,Krépin Diatta,20758.0,Right Back,6,Senegal,787,['94371f30-bc40-4d50-b33d-62f543a95d16'],42,,,,,,,,,,,,,,,,,Senegal,787,00:01:42.939,Pass,
,,,,,,,,,,,,,,,0.75173,,,,,,,,,,,,,2a713bfc-147f-4394-ab5a-6a34d163617f,89,,"[79.8, 75.1]",3920388,1,,,,,-0.7551044,,Right Foot,,,"[91.7, 63.9]",,Ground Pass,,16.341665,,,Ismaïla Sarr,2941.0,,,,,,,1,From Goal Kick,Lamine Camara,392153.0,Right Center Midfield,6,Senegal,787,['8c11545f-abf4-40a8-b052-64e4cd41b9c8'],43,,,,,,,,,,,,,,,,,Senegal,787,00:01:43.874,Pass,
,,,,,,,,,,,,,,,0.827282,,,,,,,,,,,,,30bfca7a-8961-41f8-80c2-d6ec396b4e9c,93,,"[91.3, 68.7]",3920388,1,,,,,1.3318598,,Right Foot,,,"[93.2, 76.5]",,Ground Pass,,8.028076,,,Krépin Diatta,20758.0,,,,,,,1,From Goal Kick,Ismaïla Sarr,2941.0,Right Wing,6,Senegal,787,['fc39b1b1-e909-40ed-9ace-1695c1ee67af'],46,,,,,,,,,,,,,,,,,Senegal,787,00:01:46.399,Pass,
,,,,,,,,,,,,,,,1.500789,,,,,,,,,,,,,2c1afc54-f0fb-4c89-a0d3-05d93328ce67,95,,"[93.2, 76.5]",3920388,1,,,,,-0.18255985,,Right Foot,,,"[106.2, 74.1]",,Ground Pass,,13.219683,,,Ismaïla Sarr,2941.0,,,,,,,1,From Goal Kick,Krépin Diatta,20758.0,Right Back,6,Senegal,787,['7d70af4b-2805-4309-bd9a-cf81596426fa'],47,,,,,,,,,,,,,,,,,Senegal,787,00:01:47.226,Pass,
,,,,,,,,,,,,,,,1.0036,,,,,,,,,,,,,d7ec53b6-3670-4d8c-b40f-c66730aa44b9,101,,"[110.4, 80.0]",3920388,2,,,,,-2.5767877,,,,,"[100.3, 73.6]",,Low Pass,,11.957006,,,Lamine Camara,392153.0,,,,,,Throw-in,1,From Throw In,Krépin Diatta,20758.0,Right Back,7,Senegal,787,['d96393f8-34fb-43a3-ab18-53f5c5748c3b'],4,,,,,,,,,,,,,,,,,Senegal,787,00:02:04.494,Pass,
,,,,,,,,,,,,,,,0.711217,,,,,,,,,,,,,25affb38-7205-402c-9fee-0c2cdb9b026a,104,,"[96.4, 74.1]",3920388,2,,,,,0.35144478,,Right Foot,,,"[102.4, 76.3]",,Ground Pass,,6.3906183,,,Krépin Diatta,20758.0,,,,,,,1,From Throw In,Lamine Camara,392153.0,Right Center Midfield,7,Senegal,787,['f45820fa-3565-43c9-8298-d24a7cd21fa4'],6,,,,,,,,,,,,,,,,,Senegal,787,00:02:06.696,Pass,
,,,,,,,,,,,,,,,0.968576,,,,,,,,,,,,,a89c5b47-9829-40e8-b6e7-73c677ee5a7c,119,,"[21.0, 6.3]",3920388,2,,,,,2.1375256,,Right Foot,,,"[16.1, 14.0]",,Ground Pass,,9.1268835,,,Ibou Touray,29816.0,,,,,,,1,From Throw In,Musa Barrow,6988.0,Left Attacking Midfield,7,Senegal,787,['170be742-0ce5-4ef9-8a3d-de76be0a085b'],12,,,,,,,,,,,,,,,,,Gambia,4934,00:02:12.333,Pass,
,,,,,,,,,,,,,,,3.361172,,,,,,,,,,,,,75542308-e2a8-4c53-96e7-e6e51e6b7446,122,,"[15.0, 14.0]",3920388,2,,,,,-0.14246267,,Left Foot,,,"[64.5, 6.9]",,High Pass,,50.0066,,Incomplete,Ali Sowe,50938.0,,,,,,,1,From Throw In,Ibou Touray,29816.0,Left Back,7,Senegal,787,"['9526a13c-659c-4aa8-ab0e-26bc292a0103', 'f634fe25-7cb4-455a-a529-912a2fda4ee3']",13,,,,,,,,,,,,,,,,,Gambia,4934,00:02:13.631,Pass,
,,,,,,,,,,,,,,,2.728221,,,,,,,,,,,,,c821793c-f927-428e-adc1-fa3af7ce5fe0,127,,"[46.4, 75.1]",3920388,2,,,,,-2.2671716,,Left Foot,,,"[16.3, 39.1]",,Ground Pass,,46.92558,,,Edouard Mendy,7379.0,,,,,,,1,From Throw In,Kalidou Koulibaly,5675.0,Right Center Back,7,Senegal,787,['6512b4fd-53d2-4a8e-876e-841bd3b17cfa'],18,,,,,,,,,,,,,,,,,Senegal,787,00:02:18.519,Pass,
,,,,,,,,,,,,,,,1.462544,,,,,,,,,,,,,c7189b83-f71a-4d3c-9344-b85ebef2417c,130,,"[18.7, 39.4]",3920388,2,,,,,0.18024458,,Right Foot,,,"[41.2, 43.5]",,Ground Pass,,22.870504,,,Abdou Diallo,8553.0,,,,,,,1,From Throw In,Edouard Mendy,7379.0,Goalkeeper,7,Senegal,787,['0409d07a-73c7-4549-85ae-e0a61f28e0e5'],22,,,,,,,,,,,,,,,,,Senegal,787,00:02:22.982,Pass,
,,,,,,,,,,,,,,,2.463721,,,,,,,,,,,,,d2634b56-0b1b-4a3b-840d-609e29bc09a6,133,,"[53.0, 37.5]",3920388,2,,,,,0.8020847,,Left Foot,,,"[91.3, 77.1]",,High Pass,,55.09129,,,Krépin Diatta,20758.0,,,,,,,1,From Throw In,Abdou Diallo,8553.0,Center Defensive Midfield,7,Senegal,787,['02145164-7344-487d-b09a-60e832326320'],28,,,,,,,,,,,,,,,,,Senegal,787,00:02:28.993,Pass,
,,,,,,,,,,,,,,,4.261357,,,,,,,,,,,,,cdf37110-befe-4b8e-a027-8a7c9ed404a6,137,,"[99.7, 72.5]",3920388,2,,,,,-1.3221787,,Right Foot,True,,"[116.1, 7.9]",,High Pass,,66.64923,,,Ismail Jakobs,32915.0,,,True,,,,1,From Throw In,Krépin Diatta,20758.0,Right Back,7,Senegal,787,['029593f7-8dc5-4d1e-96bb-05245212cea8'],33,,,,,,,,,,,,,,,,,Senegal,787,00:02:33.888,Pass,
,,,,,,,,,,,,,,,0.95839,,,,,,,,,,,,,33b586de-c8d2-4c66-8fb5-1eaa513e0793,140,,"[116.7, 4.9]",3920388,2,,,,,2.6779451,,Left Foot,,,"[105.1, 10.7]",,Ground Pass,,12.969194,,,Sadio Mané,3629.0,,,,,,,1,From Throw In,Ismail Jakobs,32915.0,Left Back,7,Senegal,787,['77861bda-5384-4685-a568-244ebe956927'],39,,,,,,,,,,,,,,,,,Senegal,787,00:02:39.822,Pass,
