50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,70abfd68-b1de-4a99-b694-f9406ffbd9d8,1,,,,3920399,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 105932, 'name': 'Josimar José Évora Dias'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7197, 'name': 'Steven Moreira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 45557, 'name': 'Logan Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 36271, 'name': 'Roberto Lopes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 133038, 'name': 'João Paulo Moreira Fernandes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 132800, 'name': 'Kevin Lenini Gonçalves Pereira de Pina'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 40485, 'name': 'Ryan Isaac Mendes da Graça'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 8349, 'name': 'Deroy Duarte'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 7753, 'name': 'Jamiro Gregory Monteiro Alvarenga'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10598, 'name': 'Jovane Eduardo Borges Cabral'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Cape Verde Islands,4924,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e628637a-9992-47ef-b505-aa17cf56bb57,2,,,,3920399,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,,0,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 136064, 'name': 'Ernan Alberto Siluane'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 65742, 'name': 'Edmilson Gabriel Dove'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 8}, {'player': {'id': 10848, 'name': 'Reinildo Isnard Mandava'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 389641, 'name': 'Domingos João Macandza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 106070, 'name': 'Bruno Alberto Langa'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 23706, 'name': 'Alfons Amade'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 29482, 'name': 'Ricardo Martins Guimarães'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 127300, 'name': 'Geny Cipriano Catamo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 10865, 'name': 'Witiness Chimoio João Quembo'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 127547, 'name': 'Stanley Ratifo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Mozambique,4978,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6a3c0208-5b47-4b7b-963b-b22113428b31,3,,,,3920399,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,['efb7fb81-c397-4f68-9a58-1406192c0170'],0,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,efb7fb81-c397-4f68-9a58-1406192c0170,4,,,,3920399,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Cape Verde Islands,4924,['6a3c0208-5b47-4b7b-963b-b22113428b31'],0,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6c148bb6-5a3d-4bbc-b6ce-5bb2f3628d34,1812,,,,3920399,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Cape Verde Islands,4924,['25becd51-1c7e-42b1-bb07-dd3918c19ba6'],0,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,25becd51-1c7e-42b1-bb07-dd3918c19ba6,1813,,,,3920399,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Cape Verde Islands,4924,['6c148bb6-5a3d-4bbc-b6ce-5bb2f3628d34'],0,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.144995,,,,,,,,,,,69506170-7c53-4798-86c7-b294a38e9503,5,,,"[60.0, 40.0]",3920399,0,,,,,2.7419856,,Right Foot,,,,"[39.4, 48.7]",,Ground Pass,,22.361797,,,Logan Costa,45557.0,,,,,Kick Off,1,From Kick Off,Tiago Manuel Dias Correia,7900.0,Center Forward,2,Cape Verde Islands,4924,['e964e6ee-58d8-4448-9f1f-0de4b0769a30'],0,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:00.576,Pass,
,,,,,,,,,,,,,,,,,3.398903,,,,,,,,,,,a7e6d263-5d15-4029-8474-8ce62013f153,8,,,"[49.0, 50.6]",3920399,0,,,,,-0.47606933,,Right Foot,,,,"[106.6, 20.9]",,High Pass,,64.80625,Incomplete,,Jovane Eduardo Borges Cabral,10598.0,,,,,,1,From Kick Off,Logan Costa,45557.0,Right Center Back,2,Cape Verde Islands,4924,"['2b6fefa4-c505-459d-9622-8d734c0e6b83', 'fcf17967-4679-4b3a-8d0e-838cf557373b']",6,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:06.082,Pass,
,,,,,,,,,,,,,,,,,1.439705,,,,,,,,,,,2b6fefa4-c505-459d-9622-8d734c0e6b83,10,,,"[13.5, 59.2]",3920399,0,,,,,0.2200617,,Head,,,,"[28.7, 62.6]",,High Pass,,15.575622,,,Ricardo Martins Guimarães,29482.0,,,,,Recovery,1,Regular Play,Domingos João Macandza,389641.0,Right Wing Back,3,Mozambique,4978,"['e689f41e-dd36-4c67-b432-9043f135ead0', 'a7e6d263-5d15-4029-8474-8ce62013f153']",9,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:09.481,Pass,
,,,,,,,,,,,,,,,,,0.828285,,,,,,,,,,,38ed56b9-f0c6-4ca2-b80b-673fc328d893,13,,,"[28.3, 63.1]",3920399,0,,,,,1.316038,,Other,,,,"[30.8, 72.7]",,Low Pass,,9.920181,,,Geny Cipriano Catamo,127300.0,,,,,,1,Regular Play,Ricardo Martins Guimarães,29482.0,Left Defensive Midfield,3,Mozambique,4978,['bf8ba55f-31bd-45dc-a583-87a5cd5b4e58'],11,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:11.020,Pass,
,,,,,,,,,,,,,,,,,2.625879,,,,,,,,,,,756567de-74d2-48fe-80b9-6d3c1276e4ef,21,,,"[27.4, 75.0]",3920399,0,,,,,-1.2421175,,Right Foot,,,,"[49.5, 10.2]",,High Pass,,68.46496,,,Bruno Alberto Langa,106070.0,,True,,,Free Kick,1,From Free Kick,Edson André Sitoe,3250.0,Right Center Back,4,Mozambique,4978,['899c8b38-4aab-4f18-a45f-a0201d4c9e8a'],28,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:28.493,Pass,
,,,,,,,,,,,,,,,,,1.837276,,,,,,,,,,,d767c977-1ef4-4cb4-9d4e-468bd2787425,24,,,"[49.5, 10.2]",3920399,0,,,,,-3.0791738,,Left Foot,,,,"[28.7, 8.9]",,Ground Pass,,20.840586,,,Reinildo Isnard Mandava,10848.0,,,,,,1,From Free Kick,Bruno Alberto Langa,106070.0,Left Wing Back,4,Mozambique,4978,['89f54bd9-0db0-4cc0-b2ec-08d63994d39a'],31,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:31.159,Pass,
,,,,,,,,,,,,,,,,,1.690946,,,,,,,,,,,479859e5-bb2e-4089-a9e9-56d2fa3e5270,27,,,"[30.6, 9.4]",3920399,0,,,,,2.5130866,,Left Foot,,,,"[10.1, 24.3]",,Ground Pass,,25.34285,,,Edmilson Gabriel Dove,65742.0,,,,,,1,From Free Kick,Reinildo Isnard Mandava,10848.0,Left Center Back,4,Mozambique,4978,['0528804e-c4e4-447d-b45d-baf431e5548f'],36,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:36.092,Pass,
,,,,,,,,,,,,,,,,,2.014328,,,,,,,,,,,f7d3fe50-a775-4cc8-a968-f4f68b669f8b,30,,,"[10.1, 24.3]",3920399,0,,,,,1.865847,,Left Foot,,,,"[3.9, 44.7]",,Ground Pass,,21.32135,,,Ernan Alberto Siluane,136064.0,,,,,,1,From Free Kick,Edmilson Gabriel Dove,65742.0,Center Back,4,Mozambique,4978,['0c41a14a-e8ae-4593-ad15-4520a2d449bd'],38,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:38.463,Pass,
,,,,,,,,,,,,,,,,,3.236977,,,,,,,,,,,fc2bb709-b300-4b4e-96c7-c622fb3386cd,34,,,"[3.9, 44.2]",3920399,0,,,,,-0.5592457,,Right Foot,,,,"[45.6, 18.1]",,High Pass,,49.19451,Incomplete,,Witiness Chimoio João Quembo,10865.0,,,,,,1,From Free Kick,Ernan Alberto Siluane,136064.0,Goalkeeper,4,Mozambique,4978,"['b53635e6-8118-4682-990b-7b5102b0e6e6', '4e8fbe8f-a41d-45ec-91c0-ebd64722dadf']",40,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:40.770,Pass,
,,,,,,,,,,,,,,,,,0.381369,,,,,,,,,,,4e8fbe8f-a41d-45ec-91c0-ebd64722dadf,36,,,"[74.5, 62.0]",3920399,0,,,,,3.056691,,Left Foot,,,,"[69.8, 62.4]",,Ground Pass,,4.7169905,Incomplete,,,,,,,,Recovery,1,From Free Kick,Steven Moreira,7197.0,Right Back,4,Mozambique,4978,"['fc2bb709-b300-4b4e-96c7-c622fb3386cd', '9e3bb35d-a850-41e8-96cd-c444ecc7fb19']",44,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:44.007,Pass,
,,,,,,,,,,,,,,,,,0.324274,,,,,,,,,,,fc2c3e77-5d55-4cd4-a1b0-297caff5f2cc,46,,,"[76.4, 63.7]",3920399,0,,,,,3.0916343,,Right Foot,,,,"[72.4, 63.9]",,Ground Pass,,4.004997,,,Ryan Isaac Mendes da Graça,40485.0,,,,,Recovery,1,From Free Kick,Steven Moreira,7197.0,Right Back,4,Mozambique,4978,['b879cdfa-acbd-4103-bc4f-e93c65a808e8'],46,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:00:46.512,Pass,
,,,,,,,,,,,,,,,,,0.656848,,,,,,,,,,,237eee8a-2d5b-4245-8442-ee604ccf728e,52,,,"[52.4, 21.8]",3920399,0,,,,,-0.018179815,,Right Foot,,,,"[63.4, 21.6]",,Ground Pass,,11.001818,,,Stanley Ratifo,127547.0,,,,,Recovery,1,From Free Kick,Ricardo Martins Guimarães,29482.0,Left Defensive Midfield,4,Mozambique,4978,['b4624db4-44ea-45fb-9d1c-cf8fe93a33b5'],49,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:49.333,Pass,
,,,,,,,,,,,,,,,,,1.307995,,,,,,,,,,,d0e6dc6d-e7c1-44f5-bcc8-a2203c25f6e8,56,,,"[63.6, 21.6]",3920399,0,,,,,-1.7386923,,Right Foot,,,,"[61.6, 9.8]",,Ground Pass,,11.968291,,,Witiness Chimoio João Quembo,10865.0,,,,,,1,From Free Kick,Stanley Ratifo,127547.0,Center Forward,4,Mozambique,4978,"['df597b8a-d22c-42da-bb6d-c56522ddef41', 'a3c12b70-1277-4d0d-b7a4-1e4d88dcf4ea']",50,,,,,,,,,,,,,,,,,Mozambique,4978,00:00:50.544,Pass,True
,,,,,,,,,,,,,,,,,0.745827,,,,,,,,,,,5291666e-c1f1-4bb3-bdc6-208b146f8cf7,62,,,"[58.7, 0.1]",3920399,1,,True,,,2.688964,,,,,,"[44.1, 7.2]",,Low Pass,,16.234838,,,Reinildo Isnard Mandava,10848.0,,,,,Throw-in,1,From Throw In,Bruno Alberto Langa,106070.0,Left Wing Back,5,Mozambique,4978,['e95b296f-3a26-4731-805c-f1e83073a507'],0,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:00.240,Pass,
,,,,,,,,,,,,,,,,,1.128963,,,,,,,,,,,176759ef-3f42-459c-bbb5-41c8fbd6dac7,64,,,"[44.7, 10.0]",3920399,1,,,,,-0.4497596,,Right Foot,,,,"[56.3, 4.4]",,Ground Pass,,12.880994,,,Bruno Alberto Langa,106070.0,,,,,,1,From Throw In,Reinildo Isnard Mandava,10848.0,Left Center Back,5,Mozambique,4978,['2ee44390-9493-4c11-b768-993980eecf5e'],1,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:01.566,Pass,
,,,,,,,,,,,,,,,,,0.840149,,,,,,,,,,,b0776297-0201-42d9-89d8-a14f14a2749a,67,,,"[62.1, 5.7]",3920399,1,,,,,1.8223002,,Left Foot,,,,"[58.4, 20.1]",,Ground Pass,,14.86775,,,Ricardo Martins Guimarães,29482.0,,,,,,1,From Throw In,Bruno Alberto Langa,106070.0,Left Wing Back,5,Mozambique,4978,['6a867fe1-c738-4db5-a81f-416846de0346'],5,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:05.359,Pass,
,,,,,,,,,,,,,,,,,1.614101,,,,,,,,,,,bbffa1c3-cdd9-440a-9df5-01308ed32ab0,70,,,"[58.0, 23.3]",3920399,1,,,,,2.1904924,,Right Foot,,,,"[45.8, 40.4]",,Ground Pass,,21.00595,,,Alfons Amade,23706.0,,,,,,1,From Throw In,Ricardo Martins Guimarães,29482.0,Left Defensive Midfield,5,Mozambique,4978,['5735fcee-abeb-49d3-8f82-53b3db97bff8'],7,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:07.608,Pass,
,,,,,,,,,,,,,,,,,1.274993,,,,,,,,,,,9f5acd73-f3e9-4974-83a5-d26ea77de020,74,,,"[53.7, 60.5]",3920399,1,,,,,1.0814534,,Right Foot,,,,"[62.7, 77.4]",,Ground Pass,,19.147062,,,Domingos João Macandza,389641.0,,,,,,1,From Throw In,Alfons Amade,23706.0,Right Defensive Midfield,5,Mozambique,4978,['1c703e9a-1abf-457d-8b3e-021b2453a09a'],12,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:12.775,Pass,
,,,,,,,,,,,,,,,,,1.521267,,,,,,,,,,,75f0a970-3735-4769-b17c-ac8e55754655,78,,,"[55.7, 73.5]",3920399,1,,,,,-2.777408,,Right Foot,,,,"[35.5, 65.8]",,Ground Pass,,21.617817,,,Edson André Sitoe,3250.0,,,,,,1,From Throw In,Domingos João Macandza,389641.0,Right Wing Back,5,Mozambique,4978,['7ec4d395-91f0-48f6-99b6-f226195f732e'],16,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:16.223,Pass,
,,,,,,,,,,,,,,,,,1.250035,,,,,,,,,,,e4e7c1ba-e139-488f-8c4a-add6fbb36c9c,87,,,"[105.3, 43.6]",3920399,1,,,,,3.0293899,,Right Foot,,,,"[98.2, 44.4]",,Ground Pass,,7.1449285,,,Ryan Isaac Mendes da Graça,40485.0,,,,,,1,From Throw In,Tiago Manuel Dias Correia,7900.0,Center Forward,5,Mozambique,4978,"['fb945831-b765-4362-b36c-70b5a8342f4b', 'b9f8fc1e-417b-4a4b-bcbe-9a09e34d785d']",23,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:01:23.757,Pass,True
,,,,,,,,,,,,,,,,,0.839875,,,,,,,,,,,ace386dc-63c5-480d-9e78-25e8f608041b,93,,,"[18.4, 42.9]",3920399,1,,,,,-1.2454357,,Right Foot,,,,"[21.2, 34.6]",,Ground Pass,,8.759566,,,Reinildo Isnard Mandava,10848.0,,,,,Recovery,1,From Throw In,Ricardo Martins Guimarães,29482.0,Left Defensive Midfield,5,Mozambique,4978,['701e3f1a-2533-4546-b087-242472ed03b2'],26,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:26.845,Pass,
,,,,,,,,,,,,,,,,,1.481177,,,,,,,,,,,fc23d75c-df38-466e-93ad-aba641da966b,96,,,"[23.4, 35.2]",3920399,1,,,,,1.1209172,,Left Foot,,,,"[34.7, 58.6]",,Ground Pass,,25.985573,,,Domingos João Macandza,389641.0,,,,,,1,From Throw In,Reinildo Isnard Mandava,10848.0,Left Center Back,5,Mozambique,4978,['30198237-417d-438b-b437-a975cfe846b6'],29,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:29.385,Pass,
,,,,,,,,,,,,,,,,,1.196055,,,,,,,,,,,96149096-825e-4248-b7c5-4fd75ac6a470,100,,,"[33.2, 59.4]",3920399,1,,,,,-2.9626756,,Right Foot,,,,"[23.8, 57.7]",,Ground Pass,,9.552486,,,Edson André Sitoe,3250.0,,,,,,1,From Throw In,Domingos João Macandza,389641.0,Right Wing Back,5,Mozambique,4978,['9376bb3b-b063-4266-a124-b132a2b1e13e'],33,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:33.209,Pass,
,,,,,,,,,,,,,,,,,0.656716,,,,,,,,,,,95a628d5-eac1-4577-b5c2-a857ccdd4658,103,,,"[24.9, 57.7]",3920399,1,,,,,-0.53581125,,Right Foot,,,,"[31.3, 53.9]",,Ground Pass,,7.4431176,,,Alfons Amade,23706.0,,,,,,1,From Throw In,Edson André Sitoe,3250.0,Right Center Back,5,Mozambique,4978,['46aac9ef-9419-4814-8529-898525408ec3'],36,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:36.147,Pass,
,,,,,,,,,,,,,,,,,1.2856,,,,,,,,,,,3e58d10a-e061-4a65-b039-ab001463dbbf,106,,,"[35.8, 59.8]",3920399,1,,,,,-0.02083032,,Right Foot,,,,"[55.0, 59.4]",,Ground Pass,,19.204166,,,Geny Cipriano Catamo,127300.0,,,,,,1,From Throw In,Alfons Amade,23706.0,Right Defensive Midfield,5,Mozambique,4978,['88cda71d-7100-4ae6-91b9-d7212d48adb0'],40,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:40.734,Pass,
,,,,,,,,,,,,,,,,,0.70998,,,,,,,,,,,13c6f7a6-b25a-4600-b023-a3fabd49f6de,112,,,"[56.7, 56.9]",3920399,1,,True,,,-1.7830669,,Right Foot,,,,"[54.2, 45.3]",,Ground Pass,,11.866339,,,Ricardo Martins Guimarães,29482.0,,,,,Free Kick,1,From Free Kick,Alfons Amade,23706.0,Right Defensive Midfield,6,Mozambique,4978,['1ab8f406-2f80-4c57-b026-28bb12c4dc08'],50,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:50.860,Pass,
,,,,,,,,,,,,,,,,,1.679138,,,,,,,,,,,f16f7a03-6e5b-4f5f-ba76-e4dddb5bbd28,114,,,"[55.2, 42.3]",3920399,1,,,,,-1.6521614,,Right Foot,,,,"[53.3, 19.0]",,Ground Pass,,23.37734,,,Reinildo Isnard Mandava,10848.0,,,,,,1,From Free Kick,Ricardo Martins Guimarães,29482.0,Left Defensive Midfield,6,Mozambique,4978,['3ecda646-a7ba-46d0-9d81-1b323ab10f60'],52,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:52.692,Pass,
,,,,,,,,,,,,,,,,,1.537368,,,,,,,,,,,2088d7fb-2cd8-48a8-a142-ddac3b1d207d,117,,,"[56.7, 15.1]",3920399,1,,,,,2.3322756,,Left Foot,,,,"[46.5, 25.8]",,Ground Pass,,14.782761,,,Edmilson Gabriel Dove,65742.0,,,,,,1,From Free Kick,Reinildo Isnard Mandava,10848.0,Left Center Back,6,Mozambique,4978,['d1c8dd8e-c923-4b40-b2d1-55c41e3dd3ef'],56,,,,,,,,,,,,,,,,,Mozambique,4978,00:01:56.739,Pass,
,,,,,,,,,,,,,,,,,1.071759,,,,,,,,,,,990dfbde-e2ed-4340-8da6-561c4b23f065,120,,,"[48.4, 30.5]",3920399,2,,,,,1.2666353,,Left Foot,,,,"[55.4, 52.8]",,Ground Pass,,23.372847,,,Alfons Amade,23706.0,,,,,,1,From Free Kick,Edmilson Gabriel Dove,65742.0,Center Back,6,Mozambique,4978,['c0177594-c8aa-45cb-b026-ff6f8f8f3fe8'],2,,,,,,,,,,,,,,,,,Mozambique,4978,00:02:02.114,Pass,
,,,,,,,,,,,,,,,,,1.381423,,,,,,,,,,,e1bc400c-46d3-4a3e-b5df-de1ac8565a8c,123,,,"[55.4, 52.6]",3920399,2,,,,,-1.889352,,Right Foot,,,,"[49.2, 33.8]",,Ground Pass,,19.79596,,,Edmilson Gabriel Dove,65742.0,,,,,,1,From Free Kick,Alfons Amade,23706.0,Right Defensive Midfield,6,Mozambique,4978,['5ae96ca2-bb7b-4f1a-befb-0268b8e5a2b6'],4,,,,,,,,,,,,,,,,,Mozambique,4978,00:02:04.781,Pass,
,,,,,,,,,,,,,,,,,1.261231,,,,,,,,,,,135bb4da-8067-405e-bad8-9cddfa611239,126,,,"[50.1, 26.0]",3920399,2,,,,,-0.95463216,,Left Foot,,,,"[64.9, 5.1]",,Ground Pass,,25.609568,,,Reinildo Isnard Mandava,10848.0,,,,,,1,From Free Kick,Edmilson Gabriel Dove,65742.0,Center Back,6,Mozambique,4978,['06f58ed1-937a-4a41-9766-57c4c3c95e51'],7,,,,,,,,,,,,,,,,,Mozambique,4978,00:02:07.905,Pass,
,,,,,,,,,,,,,,,,,0.357814,,,,,,,,,,,3288b77c-6ea1-4081-a710-0e7d643cd14f,130,,,"[65.5, 6.6]",3920399,2,,,,,0.2536741,,Left Foot,,,,"[73.6, 8.7]",,Ground Pass,,8.367795,Incomplete,,Witiness Chimoio João Quembo,10865.0,,,,,,1,From Free Kick,Reinildo Isnard Mandava,10848.0,Left Center Back,6,Mozambique,4978,"['b42bfa50-f97a-4387-9927-9f5ffcf404a3', '0768367c-32aa-4e16-82a4-27d5106873da', 'c09a12a9-19a7-4a69-9eb5-328ba71a2a86']",11,,,,,,,,,,,,,,,,,Mozambique,4978,00:02:11.434,Pass,True
,,,,,,,,,,,,,,,,,2.342403,,,,,,,,,,,13e458f5-0d17-460d-aa9c-3801ba4e9774,135,,,"[32.8, 75.0]",3920399,2,,,,,-0.17652176,,Right Foot,,,,"[69.8, 68.4]",,High Pass,,37.584038,Incomplete,,Tiago Manuel Dias Correia,7900.0,,,,,,1,From Free Kick,Kevin Lenini Gonçalves Pereira de Pina,132800.0,Center Defensive Midfield,6,Mozambique,4978,"['d4ca7d6b-2d57-4f8f-b252-e6d1e1e38919', 'e60907fa-d0da-4f90-aa9c-d08904ccf8fb']",16,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:02:16.067,Pass,
,,,,,,,,,,,,,,,,,1.264721,,,,,,,,,,,e60907fa-d0da-4f90-aa9c-d08904ccf8fb,137,,,"[50.3, 11.7]",3920399,2,,,,,-1.2141762,,Other,,,,"[52.2, 6.6]",,Low Pass,,5.4424257,,,Reinildo Isnard Mandava,10848.0,,,,,Recovery,1,From Free Kick,Edmilson Gabriel Dove,65742.0,Center Back,6,Mozambique,4978,"['351ab54d-e2f8-4006-a6e3-768770092e01', '13e458f5-0d17-460d-aa9c-3801ba4e9774']",18,,,,,,,,,,,,,,,,,Mozambique,4978,00:02:18.409,Pass,
,,,,,,,,,,,,,,,,,1.359982,,,,,,,,,,,f526bcab-4c37-4383-a3a5-eab91ecc4540,140,,,"[51.2, 6.4]",3920399,2,,,True,,-1.4288993,,Left Foot,,,,"[52.0, 0.8]",,Ground Pass,,5.656854,Injury Clearance,,,,,,,,,1,From Free Kick,Reinildo Isnard Mandava,10848.0,Left Center Back,6,Mozambique,4978,,23,,,,,,,,,,,,,,,,,Mozambique,4978,00:02:23.008,Pass,
,,,,,,,,,,,,,,,,,0.85339,,,,,,,,,,,b4dfe1ae-4cbc-4448-8a72-f457fd8b2004,144,,,"[66.2, 80.0]",3920399,3,,,,,-1.6980126,,,,,,"[65.1, 71.4]",,Low Pass,,8.670063,,,Deroy Duarte,8349.0,,,,,Throw-in,1,From Throw In,Steven Moreira,7197.0,Right Back,7,Cape Verde Islands,4924,['8e8a6ad2-befd-46b2-a3b7-b0e72477eb8a'],19,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:03:19.290,Pass,
,,,,,,,,,,,,,,,,,1.666637,,,,,,,,,,,b77c3ce5-ad0a-4ec6-996e-7d4586d021b2,147,,,"[66.8, 71.4]",3920399,3,,,,,-0.55704266,,Right Foot,,,,"[95.7, 53.4]",,High Pass,,34.047173,Injury Clearance,,,,,,,,,1,From Throw In,Deroy Duarte,8349.0,Right Center Midfield,7,Cape Verde Islands,4924,,21,,,,,,,,,,,,,,,,,Cape Verde Islands,4924,00:03:21.332,Pass,
,,,,,,,,,,,,,,,,,1.546125,,,,,,,,,,,661a4018-5949-4ed2-945c-d45e2e739e3b,150,,,"[27.6, 41.7]",3920399,3,,,,,1.2555816,,Right Foot,,,,"[36.6, 69.3]",,Ground Pass,,29.030329,,,Domingos João Macandza,389641.0,,,,,,1,Regular Play,Edson André Sitoe,3250.0,Right Center Back,8,Mozambique,4978,['c842c12f-494b-4f9d-a578-3fdb89508f69'],24,,,,,,,,,,,,,,,,,Mozambique,4978,00:03:24.952,Pass,
