50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,390be059-3ae4-49c2-9ba5-1269c9002872,1,,,3920418,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tanzania,4953,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 103262, 'name': 'Aishi Manula'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 136596, 'name': 'Lusajo Mwaikenda'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 103269, 'name': 'Bakari Nondo Mwamnyeto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 389092, 'name': 'Ibrahim Abdallah Hamad'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 105766, 'name': 'Mohamed Hussein Mohamed'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 86067, 'name': 'Himid Mao Mkami'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 136055, 'name': 'Novatus Dismas Miroshi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 51494, 'name': 'Haji Mnoga'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 103268, 'name': 'Faisal Salum Abdalla'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 103270, 'name': 'Simon Happygod Msuva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 16548, 'name': 'Mbwana Ally Samatta'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tanzania,4953,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,ea0dd6da-ec00-4964-b49a-2ddd1d37deb3,2,,,3920418,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tanzania,4953,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 35413, 'name': 'Lionel Mpasi-Nzau'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30193, 'name': 'Gedeon Kalulu Kyatengwa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 24105, 'name': 'Dylan Batubinsika'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3587, 'name': 'Arthur Masuaku'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 28415, 'name': 'Charles Pickel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4412, 'name': 'Samuel Moutoussamy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 13329, 'name': 'Silas Katompa Mvumpa'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3130, 'name': 'Gaël Kakuta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 389291, 'name': 'Fiston Kalala Mayele'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 7294, 'name': 'Yoane Wissa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Congo DR,4881,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,4822d154-c9ed-454c-b9ce-cc34951cc6d8,3,,,3920418,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tanzania,4953,['4583f3f0-dcbd-4df2-9709-ac870aed0e1e'],0,,,,,,,,,,,,,,,,Tanzania,4953,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,4583f3f0-dcbd-4df2-9709-ac870aed0e1e,4,,,3920418,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tanzania,4953,['4822d154-c9ed-454c-b9ce-cc34951cc6d8'],0,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,f7c82243-3132-45b7-8a8a-a5c62e6efb20,1874,,,3920418,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Congo DR,4881,['2181e19e-ebce-4bf9-a58e-1429165b5dbc'],0,,,,,,,,,,,,,,,,Congo DR,4881,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,2181e19e-ebce-4bf9-a58e-1429165b5dbc,1875,,,3920418,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Congo DR,4881,['f7c82243-3132-45b7-8a8a-a5c62e6efb20'],0,,,,,,,,,,,,,,,,Tanzania,4953,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.734608,,,,,,,,,,0150d0e8-9408-42a1-928f-97d709a35f09,5,,"[60.0, 40.0]",3920418,0,,,,,-2.3357892,,Right Foot,,,,"[55.2, 35.0]",Ground Pass,,6.9310894,,,Faisal Salum Abdalla,103268.0,,,,,Kick Off,1,From Kick Off,Mbwana Ally Samatta,16548.0,Center Forward,2,Tanzania,4953,['692ab4c2-e803-475e-ab61-7858b571b561'],0,,,,,,,,,,,,,,,,Tanzania,4953,00:00:00.266,Pass,
,,,,,,,,,,,,,,,1.794852,,,,,,,,,,e29c23c1-c1ef-4dbb-baaf-40a62619a195,8,,"[54.8, 38.0]",3920418,0,,,,,2.3713448,,Right Foot,,,,"[34.7, 57.5]",Ground Pass,,28.004642,,,Lusajo Mwaikenda,136596.0,,,,,,1,From Kick Off,Faisal Salum Abdalla,103268.0,Center Attacking Midfield,2,Tanzania,4953,['1446d35f-fefe-4484-9ef2-e019dadf4634'],1,,,,,,,,,,,,,,,,Tanzania,4953,00:00:01.847,Pass,
,,,,,,,,,,,,,,,1.005528,,,,,,,,,,82cb4ac5-6133-469e-b8ee-6d049d0a0b07,11,,"[34.7, 57.5]",3920418,0,,,,,-2.1021867,,Right Foot,,,,"[27.0, 44.4]",Ground Pass,,15.195394,,,Bakari Nondo Mwamnyeto,103269.0,,,,,,1,From Kick Off,Lusajo Mwaikenda,136596.0,Right Back,2,Tanzania,4953,['dda26c03-8665-4268-837f-8c7a8260ee09'],4,,,,,,,,,,,,,,,,Tanzania,4953,00:00:04.694,Pass,
,,,,,,,,,,,,,,,1.245772,,,,,,,,,,d9210fb5-1a1e-4315-98fb-ee27cdd3b62c,14,,"[27.0, 44.4]",3920418,0,,,,,0.8076167,,Left Foot,,,,"[35.8, 53.6]",Ground Pass,,12.731065,,,Lusajo Mwaikenda,136596.0,,,,,,1,From Kick Off,Bakari Nondo Mwamnyeto,103269.0,Right Center Back,2,Tanzania,4953,['87c9d8e1-07f9-44a9-a178-f4202d4e87e4'],7,,,,,,,,,,,,,,,,Tanzania,4953,00:00:07.858,Pass,
,,,,,,,,,,,,,,,1.652249,,,,,,,,,,0842b3c1-c2d6-42a5-b232-305408dabe38,17,,"[35.8, 53.6]",3920418,0,,,,,-3.012183,,Right Foot,,,,"[21.2, 51.7]",Ground Pass,,14.723111,,,Bakari Nondo Mwamnyeto,103269.0,,,,,,1,From Kick Off,Lusajo Mwaikenda,136596.0,Right Back,2,Tanzania,4953,['5a236811-22f1-4d63-9c50-9f32b92df802'],11,,,,,,,,,,,,,,,,Tanzania,4953,00:00:11.261,Pass,
,,,,,,,,,,,,,,,1.804274,,,,,,,,,,2d7d2c21-7b0b-4a84-aa01-615a932d63bb,20,,"[21.7, 45.5]",3920418,0,,,,,-1.4791421,,Right Foot,,,,"[24.2, 18.3]",Ground Pass,,27.314648,,,Ibrahim Abdallah Hamad,389092.0,,,,,,1,From Kick Off,Bakari Nondo Mwamnyeto,103269.0,Right Center Back,2,Tanzania,4953,['a3400523-3c6f-4421-a9af-ae0da74ed606'],14,,,,,,,,,,,,,,,,Tanzania,4953,00:00:14.079,Pass,
,,,,,,,,,,,,,,,0.795935,,,,,,,,,,c1a32b69-4e49-44c6-9e30-b14a6e3159ff,24,,"[37.5, 16.4]",3920418,0,,,,,0.36019313,,Right Foot,,,,"[52.9, 22.2]",Ground Pass,,16.456001,,,Faisal Salum Abdalla,103268.0,,,,,,1,From Kick Off,Ibrahim Abdallah Hamad,389092.0,Left Center Back,2,Tanzania,4953,"['9d60d763-28b8-4dcd-84ea-7398a5b074df', '79ffd974-7272-40a3-9661-ee2f2dc95372']",19,,,,,,,,,,,,,,,,Tanzania,4953,00:00:19.558,Pass,True
,,,,,,,,,,,,,,,1.401213,,,,,,,,,,0572da7e-0113-473e-9d03-44128913640d,28,,"[50.5, 19.0]",3920418,0,,,,,-1.6517004,,Right Foot,,,,"[49.3, 4.2]",Ground Pass,,14.848569,,,Mohamed Hussein Mohamed,105766.0,,,,,,1,From Kick Off,Faisal Salum Abdalla,103268.0,Center Attacking Midfield,2,Tanzania,4953,"['e6687c83-8298-4731-831c-e12481abc576', 'c9327b63-08d7-4927-8e3c-b8894d7315a8']",21,,,,,,,,,,,,,,,,Tanzania,4953,00:00:21.663,Pass,True
,,,,,,,,,,,,,,,0.121582,,,,,,,,,,4b2b0cec-02ed-40fa-90b0-da70fd703794,31,,"[49.3, 4.2]",3920418,0,,,,,-0.055498507,,Left Foot,,,,"[52.9, 4.0]",Low Pass,,3.6055512,Incomplete,,,,,,,,,1,From Kick Off,Mohamed Hussein Mohamed,105766.0,Left Back,2,Tanzania,4953,['a21a6315-2ffe-49c9-bbca-586531bc7e09'],24,,,,,,,,,,,,,,,,Tanzania,4953,00:00:24.481,Pass,
,,,,,,,,,,,,,,,2.690559,,,,,,,,,,bf3e9b59-a3e6-41bb-af24-4846818cf9f5,33,,"[57.0, 2.3]",3920418,0,,,,,0.0,,Left Foot,,,,"[76.6, 2.3]",High Pass,,19.6,Incomplete,,Mbwana Ally Samatta,16548.0,,,,,Recovery,1,From Kick Off,Mohamed Hussein Mohamed,105766.0,Left Back,2,Tanzania,4953,"['a96f8fea-387f-4283-a9d9-9a773f627c59', '917acb6d-330c-470c-967c-206f20f107d8']",26,,,,,,,,,,,,,,,,Tanzania,4953,00:00:26.169,Pass,
,,,,,,,,,,,,,,,0.879985,,,,,,,,,,917acb6d-330c-470c-967c-206f20f107d8,35,,"[43.5, 77.8]",3920418,0,,,,,2.3561945,,Right Foot,,,,"[42.8, 78.5]",High Pass,,0.98994946,,,Charles Pickel,28415.0,,,,,Recovery,1,Regular Play,Gedeon Kalulu Kyatengwa,30193.0,Right Back,3,Congo DR,4881,"['bf3e9b59-a3e6-41bb-af24-4846818cf9f5', '6a6c1103-0c0b-456d-a12b-9a1f9e4402af']",28,,,,,,,,,,,,,,,,Congo DR,4881,00:00:28.860,Pass,
,,,,,,,,,,,,,,,0.919988,,,,,,,,,,12116f1c-0d7b-410d-b33b-ec99af00cac6,37,,"[57.6, 74.0]",3920418,0,,,,,-0.071307465,,Head,,,,"[67.4, 73.3]",Low Pass,,9.824968,,,Fiston Kalala Mayele,389291.0,,,,,,1,Regular Play,Charles Pickel,28415.0,Right Defensive Midfield,3,Congo DR,4881,['7cee90e9-67de-4652-9e90-a17a956718b4'],29,,,,,,,,,,,,,,,,Congo DR,4881,00:00:29.740,Pass,
,,,,,,,,,,,,,,,0.639989,,,,,,,,,,98ed3060-931c-4d64-8d37-491a5507f699,41,,"[66.1, 69.7]",3920418,0,,,,,2.2518134,,Right Foot,,,,"[61.4, 75.5]",Ground Pass,,7.465253,,,Gaël Kakuta,3130.0,,,,,,1,Regular Play,Fiston Kalala Mayele,389291.0,Left Wing,3,Congo DR,4881,['ad4cc1a0-e8e7-4b70-8ef5-7bef776bce8a'],31,,,,,,,,,,,,,,,,Congo DR,4881,00:00:31.650,Pass,
,,,,,,,,,,,,,,,4.039975,,,,,,,,,,e95ceb02-8884-465c-bdd8-b765232ff3a5,44,,"[61.4, 75.5]",3920418,0,,,,,-0.22957551,,Left Foot,,,,"[98.2, 66.9]",High Pass,,37.791534,,,Silas Katompa Mvumpa,13329.0,,,,,,1,Regular Play,Gaël Kakuta,3130.0,Center Attacking Midfield,3,Congo DR,4881,['3fb56bf7-e88a-409c-a9d1-28196397332a'],32,,,,,,,,,,,,,,,,Congo DR,4881,00:00:32.307,Pass,
,,,,,,,,,,,,,,,1.599998,,,,,,,,,,fa2f17f0-a7d8-407b-9857-5178d147d179,49,,"[94.8, 73.1]",3920418,0,,,,,-2.710192,,Right Foot,,,,"[82.2, 67.3]",Ground Pass,,13.870832,,,Gaël Kakuta,3130.0,,,,,,1,Regular Play,Silas Katompa Mvumpa,13329.0,Right Wing,3,Congo DR,4881,"['b0eecddd-7ef0-4e1f-8214-bc181cf3a92a', 'bd9ec614-93ec-47a4-a4a6-6901f4fc5d31']",41,,,,,,,,,,,,,,,,Congo DR,4881,00:00:41.858,Pass,True
,,,,,,,,,,,,,,,1.199999,,,,,,,,,,885469f4-80f2-4f58-94c7-147daf20ee74,53,,"[83.2, 67.1]",3920418,0,,,,,-1.857331,,Left Foot,,,,"[76.6, 44.7]",Ground Pass,,23.352087,,,Charles Pickel,28415.0,,,,,,1,Regular Play,Gaël Kakuta,3130.0,Center Attacking Midfield,3,Congo DR,4881,"['e4d4bf9e-d687-42e1-9cee-2dfa2ef854a1', '556964ae-c371-43ce-9d6e-897c1f0bc971']",44,,,,,,,,,,,,,,,,Congo DR,4881,00:00:44.827,Pass,True
,,,,,,,,,,,,,,,2.399998,,,,,,,,,,922dc148-0ec9-42b5-a0a8-6ae8ed041207,57,,"[75.8, 39.3]",3920418,0,,,,,-2.2079396,,Left Foot,,,,"[62.7, 21.6]",Ground Pass,,22.020445,,,Dylan Batubinsika,24105.0,,,,,,1,Regular Play,Charles Pickel,28415.0,Right Defensive Midfield,3,Congo DR,4881,['55877a73-4d80-4a0e-ba5b-8fa20c8ce1d0'],46,,,,,,,,,,,,,,,,Congo DR,4881,00:00:46.925,Pass,
,,,,,,,,,,,,,,,0.799998,,,,,,,,,,11355bf2-987e-4e1d-9e92-dc457226dad8,60,,"[62.7, 21.6]",3920418,0,,,,,-1.1576675,,Left Foot,,,,"[69.1, 7.0]",Ground Pass,,15.941142,,,Arthur Masuaku,3587.0,,,,,,1,Regular Play,Dylan Batubinsika,24105.0,Left Center Back,3,Congo DR,4881,['5b81295c-1d9b-4f11-9138-f40fd6f81c1a'],49,,,,,,,,,,,,,,,,Congo DR,4881,00:00:49.576,Pass,
,,,,,,,,,,,,,,,1.879994,,,,,,,,,,7856abfa-f3a3-4239-ad18-88b4f7093b4e,64,,"[69.6, 20.9]",3920418,0,,,,,2.815951,,Left Foot,,,,"[61.9, 23.5]",Ground Pass,,8.127115,,,Charles Pickel,28415.0,,,,,,1,Regular Play,Arthur Masuaku,3587.0,Left Back,3,Congo DR,4881,['297364db-e0c9-4f6e-95c6-9cae95f43b1a'],53,,,,,,,,,,,,,,,,Congo DR,4881,00:00:53.003,Pass,
,,,,,,,,,,,,,,,1.999999,,,,,,,,,,4294330b-1b5b-48ee-8b50-feee8708436d,68,,"[57.6, 31.0]",3920418,0,,,,,1.8899696,,Right Foot,,,,"[49.9, 54.3]",Ground Pass,,24.539356,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,Regular Play,Charles Pickel,28415.0,Right Defensive Midfield,3,Congo DR,4881,['9e0db8a8-7e8a-4620-9b9f-7fea7a2796b7'],55,,,,,,,,,,,,,,,,Congo DR,4881,00:00:55.359,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,7b894a1e-dc5b-4ade-bc49-d5c3e1e8dae1,71,,"[41.8, 54.7]",3920418,0,,,,,-1.4684931,,Right Foot,,,,"[44.5, 28.4]",Ground Pass,,26.43823,,,Dylan Batubinsika,24105.0,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,3,Congo DR,4881,['798e0124-2759-488c-af28-c6ee7877956b'],58,,,,,,,,,,,,,,,,Congo DR,4881,00:00:58.819,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,e76a374d-5c80-49af-bcab-35512726322b,74,,"[44.5, 28.4]",3920418,1,,,,,-0.7124589,,Right Foot,,,,"[70.2, 6.2]",Ground Pass,,33.960712,,,Arthur Masuaku,3587.0,,,,,,1,Regular Play,Dylan Batubinsika,24105.0,Left Center Back,3,Congo DR,4881,['adfdff63-5d4d-47f7-a3c6-de954718a006'],2,,,,,,,,,,,,,,,,Congo DR,4881,00:01:02.705,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,cb746391-e207-4f17-bd26-ca497f0a5428,78,,"[69.6, 4.2]",3920418,1,,,,,2.3725865,,Right Foot,,,,"[63.4, 10.2]",Ground Pass,,8.627862,,,Chancel Mbemba Mangulu,3044.0,,,,,,1,Regular Play,Arthur Masuaku,3587.0,Left Back,3,Congo DR,4881,"['0508f1a0-2ecc-4f62-87c1-4db35ea4d42a', '9f4415a9-36b0-4f85-b57f-b3e4ef6a9a3c']",5,,,,,,,,,,,,,,,,Congo DR,4881,00:01:05.069,Pass,True
,,,,,,,,,,,,,,,1.2,,,,,,,,,,3bd774be-5cc8-4ff7-b460-d9e304de9e10,81,,"[63.4, 10.2]",3920418,1,,,,,-0.41571388,,Left Foot,,,,"[74.5, 5.3]",Ground Pass,,12.133425,,,Yoane Wissa,7294.0,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,3,Congo DR,4881,['da3506e4-147a-4d08-83df-cc86434bec85'],7,,,,,,,,,,,,,,,,Congo DR,4881,00:01:07.907,Pass,
,,,,,,,,,,,,,,,1.050824,,,,,,,,,,ff81fea5-8722-4476-aec3-20ea547bcb09,89,,"[79.2, 18.6]",3920418,1,,,,,0.51048833,,Right Foot,,,,"[96.7, 28.4]",Ground Pass,,20.057169,Incomplete,,Silas Katompa Mvumpa,13329.0,,,,,,1,Regular Play,Yoane Wissa,7294.0,Center Forward,3,Congo DR,4881,"['91027d20-df2e-4826-8a98-74f84f652271', 'adee5e1a-5854-4b7f-83ad-666f40adc21c']",13,,,,,,,,,,,,,,,,Congo DR,4881,00:01:13.804,Pass,
,,,,,,,,,,,,,,,5.073889,,,,,,,,,,91027d20-df2e-4826-8a98-74f84f652271,91,,"[23.4, 51.7]",3920418,1,,,,,-0.23040244,,Right Foot,,,,"[31.5, 49.8]",High Pass,,8.319856,Incomplete,,Mbwana Ally Samatta,16548.0,,,,,Recovery,1,Regular Play,Ibrahim Abdallah Hamad,389092.0,Left Center Back,3,Congo DR,4881,"['ff81fea5-8722-4476-aec3-20ea547bcb09', '92c46ef5-42d0-4235-8c6f-5611eff3dbcf', '52ca5543-6c28-44de-aa93-b2e5a07dbf1c']",14,,,,,,,,,,,,,,,,Tanzania,4953,00:01:14.854,Pass,
,,,,,,,,,,,,,,,1.64,,,,,,,,,,52ca5543-6c28-44de-aa93-b2e5a07dbf1c,93,,"[88.6, 30.3]",3920418,1,,,,,2.912095,,Right Foot,,,,"[29.1, 44.2]",Ground Pass,,61.102047,,,Dylan Batubinsika,24105.0,,,,,Recovery,1,Regular Play,Lionel Mpasi-Nzau,35413.0,Goalkeeper,3,Congo DR,4881,"['310bcc46-af9e-42d4-973d-3101156576d2', '91027d20-df2e-4826-8a98-74f84f652271']",19,,,,,,,,,,,,,,,,Congo DR,4881,00:01:19.928,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,1e2e74ef-7eb0-46b8-88d7-69cd59b92e7b,96,,"[29.1, 45.7]",3920418,1,,,,,-1.0654235,,Left Foot,,,,"[40.0, 26.0]",Ground Pass,,22.51444,,,Arthur Masuaku,3587.0,,,,,,1,Regular Play,Dylan Batubinsika,24105.0,Left Center Back,3,Congo DR,4881,['293c1be2-2910-4637-b13b-9572391378ad'],22,,,,,,,,,,,,,,,,Congo DR,4881,00:01:22.930,Pass,
,,,,,,,,,,,,,,,3.119999,,,,,,,,,,e43762d4-ccc7-41fc-9aac-5b8d10f6b0fb,99,,"[34.5, 5.5]",3920418,1,,,,,0.0,,Left Foot,,,,"[98.4, 5.5]",High Pass,,63.9,,,Yoane Wissa,7294.0,,,,,,1,Regular Play,Arthur Masuaku,3587.0,Left Back,3,Congo DR,4881,['ad5f8dca-bcfb-4269-921d-171dd2b6190c'],25,,,,,,,,,,,,,,,,Congo DR,4881,00:01:25.160,Pass,
,,,,,,,,,,,,,,,1.294627,,,,,,,,,,2f90dda1-34ac-43ff-bfe4-41c3495c6c8d,103,,"[16.7, 80.0]",3920418,1,,,,,-0.20619622,,,,,,"[51.6, 72.7]",High Pass,,35.655293,Incomplete,,Haji Mnoga,51494.0,,,,,Throw-in,1,From Throw In,Lusajo Mwaikenda,136596.0,Right Back,4,Tanzania,4953,"['aa697e7b-d5f5-49d6-bde7-5eba7e4e27b7', '2f694587-cfe6-44b2-b17c-e09a3732b0ed']",47,,,,,,,,,,,,,,,,Tanzania,4953,00:01:47.601,Pass,
,,,,,,,,,,,,,,,2.0,,,,,,,,,,aa697e7b-d5f5-49d6-bde7-5eba7e4e27b7,105,,"[68.5, 7.4]",3920418,1,,,,,2.2565258,,Head,,,,"[67.6, 8.5]",High Pass,,1.421267,,,Silas Katompa Mvumpa,13329.0,,,,,Recovery,1,Regular Play,Yoane Wissa,7294.0,Center Forward,5,Congo DR,4881,"['2f90dda1-34ac-43ff-bfe4-41c3495c6c8d', '6cdbb555-3c5f-4e04-9995-d451c571be55']",48,,,,,,,,,,,,,,,,Congo DR,4881,00:01:48.896,Pass,
,,,,,,,,,,,,,,,0.68,,,,,,,,,,94161e58-79e9-4669-9277-ee00284c3076,110,,"[89.0, 12.4]",3920418,1,,,,,-0.87815446,,Right Foot,,,,"[92.9, 7.7]",Ground Pass,,6.1073728,,,Yoane Wissa,7294.0,,,,,,1,Regular Play,Silas Katompa Mvumpa,13329.0,Right Wing,5,Congo DR,4881,['4141ce5b-98b0-478f-9461-919e52e540fe'],52,,,,,,,,,,,,,,,,Congo DR,4881,00:01:52.127,Pass,
,,,,,,,,,,,,,,,0.153834,,,,,,,,,,1f6b115c-51f7-4afa-be9d-394a24c3cdc0,116,,"[107.2, 9.4]",3920418,1,,,,,1.8545904,,Left Foot,,,,"[104.4, 19.0]",Ground Pass,,10.0,Incomplete,,Silas Katompa Mvumpa,13329.0,,,,,,1,Regular Play,Yoane Wissa,7294.0,Center Forward,5,Congo DR,4881,"['6b19e6f6-d3db-4805-ac0a-9d192b300d3d', '21a72c4b-6425-489c-b520-f301219990b6']",55,,,,,,,,,,,,,,,,Congo DR,4881,00:01:55.148,Pass,
,,,,,,,,,,,,,,,0.039997,,,,,,,,,,b86f03db-d6b0-41cd-af6f-5213320a6a84,119,,"[120.0, 0.1]",3920418,2,,True,,,2.702069,,Right Foot,,,,"[104.9, 7.2]",Ground Pass,,16.685923,,,Gedeon Kalulu Kyatengwa,30193.0,,,,,Corner,1,From Corner,Fiston Kalala Mayele,389291.0,Left Wing,6,Congo DR,4881,['a49ca309-ec1a-457e-8687-ae1304c7004b'],5,,,,,,,,,,,,,,,,Congo DR,4881,00:02:05.633,Pass,
,,,,,,,,,,,,,,,0.214391,,,,,,,,,,4dafa03f-823b-474e-8346-1c4fb4ca34dc,121,,"[107.2, 5.5]",3920418,2,,,,,1.2838576,,Left Foot,,,,"[110.8, 17.7]",High Pass,,12.720063,Incomplete,,,,,,,,,1,From Corner,Gedeon Kalulu Kyatengwa,30193.0,Right Back,6,Congo DR,4881,['c0b76510-4b44-4adf-81c6-c3fc47ffdf8a'],6,,,,,,,,,,,,,,,,Congo DR,4881,00:02:06.962,Pass,
,,,,,,,,,,,,,,,3.318083,,,,,,,,,,18162ca4-30cf-45a4-be58-f0f5d451a6c7,123,,"[110.0, 0.1]",3920418,2,,,,,1.5249951,,,,,,"[111.1, 24.1]",High Pass,,24.025194,Incomplete,,Yoane Wissa,7294.0,,,,,Throw-in,1,From Throw In,Arthur Masuaku,3587.0,Left Back,7,Congo DR,4881,"['15ef566d-d676-4a32-8f7c-3cd2203e2b73', '5732320e-07e3-4b4c-abc1-9bbd0526571c']",21,,,,,,,,,,,,,,,,Congo DR,4881,00:02:21.407,Pass,
,,,,,,,,,,,,,,,0.489156,,,,,,,,,,15ef566d-d676-4a32-8f7c-3cd2203e2b73,127,,"[9.0, 56.0]",3920418,2,,,,True,-1.3473197,,,,,,"[9.5, 53.8]",Low Pass,,2.2561028,,,Lusajo Mwaikenda,136596.0,,,,,Recovery,1,Regular Play,Bakari Nondo Mwamnyeto,103269.0,Right Center Back,8,Tanzania,4953,"['a66d87bb-d91a-483d-83df-08d1522d8d8d', '18162ca4-30cf-45a4-be58-f0f5d451a6c7', '92ee1b62-4539-4ce6-b1f8-d3c3d40f0a63']",24,,,,,,,,,,,,,,,,Tanzania,4953,00:02:24.725,Pass,True
,,,,,,,,,,,,,,,1.073977,,,,,,,,,,7e25a4e3-9748-4e82-92ce-43858a12c8b9,129,,"[12.5, 57.9]",3920418,2,,,,,-1.7647555,,Right Foot,,,,"[11.4, 52.3]",Low Pass,,5.707013,,,Mohamed Hussein Mohamed,105766.0,,,,,,1,Regular Play,Lusajo Mwaikenda,136596.0,Right Back,8,Tanzania,4953,['34592707-7580-4083-9aba-57a5361a79d0'],25,,,,,,,,,,,,,,,,Tanzania,4953,00:02:25.214,Pass,
,,,,,,,,,,,,,,,2.426929,,,,,,,,,,c7a930d9-21b9-4225-a89e-85ced787265d,132,,"[9.0, 48.9]",3920418,2,,,,,0.14776209,,Left Foot,,,,"[56.7, 56.0]",High Pass,,48.225513,Incomplete,,Mbwana Ally Samatta,16548.0,,,,,,1,Regular Play,Mohamed Hussein Mohamed,105766.0,Left Back,8,Tanzania,4953,"['5ba2db58-4bc8-470e-bfe2-7eabeeae2c66', 'd457bcc3-e9e9-4e44-9b60-2de46988c4a6']",26,,,,,,,,,,,,,,,,Tanzania,4953,00:02:26.355,Pass,
