50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.023259,,,,,,,,,,cfb37252-b4d2-4ced-b100-b3203dad01cf,3353,,"[71.1, 22.3]",3920418,88,,,,,0.90975314,,Left Foot,,,,"[72.5, 24.1]",Low Pass,,2.280351,Incomplete,,Charles M'Mombwa,80307.0,,,,,,2,From Throw In,Novatus Dismas Miroshi,136055.0,Left Defensive Midfield,170,Tanzania,4953,"['951f1e05-33f8-492b-b413-f542f886cb15', '2740e6d5-794e-472d-b1be-a45d5c64d010', '1c068cfc-a265-400d-8b13-7b58bde8eb32']",40,,,,,,,,,,,,,,,,Tanzania,4953,00:43:40.208,Pass,True
,,,,,,,,,,,,,,,2.658835,,,,,,,,,,91c2f950-9884-4443-bc11-420e44db7de3,3358,,"[78.9, 47.1]",3920418,88,,,,,0.7730021,,Right Foot,,,,"[103.4, 71.0]",Ground Pass,,34.226597,,,Lusajo Mwaikenda,136596.0,,,,,,2,From Throw In,Mzamiru Yassin,105769.0,Right Defensive Midfield,170,Tanzania,4953,['4d4a8f59-b9f1-451f-a62e-cb841ad6fdd5'],43,,,,,,,,,,,,,,,,Tanzania,4953,00:43:43.163,Pass,
,,,,,,,,,,,,,,,1.206095,,,,,,,,,,98b5e6ee-f5a8-49ea-a8a7-500fa184d70d,3361,,"[105.0, 71.2]",3920418,88,,,,,-1.1861209,,Right Foot,True,,,"[116.7, 42.3]",High Pass,,31.178518,Incomplete,,Denis Kibu,145622.0,,,,,,2,From Throw In,Lusajo Mwaikenda,136596.0,Right Wing Back,170,Tanzania,4953,"['54daa759-c41c-40d7-b9de-d2603ad85bb1', 'b1cedc40-c721-455a-b849-eb9b3bcbe5e4']",46,,,,,,,,,,,,,,,,Tanzania,4953,00:43:46.782,Pass,
,,,,,,,,,,,,,,,3.420241,,,,,,,,,,894e0501-3c20-48d0-ab08-7959d09869e4,3365,,"[23.1, 43.0]",3920418,89,,,,,-0.07505873,,Right Foot,,,,"[85.6, 38.3]",High Pass,,62.67647,Incomplete,,Yoane Wissa,7294.0,,,,,,2,From Keeper,Lionel Mpasi-Nzau,35413.0,Goalkeeper,171,Congo DR,4881,"['32adb272-7e4f-4e93-ab28-121ff3ea760f', '3d492592-70eb-4989-9d47-a6b1076a8f7a']",15,,,,,,,,,,,,,,,,Congo DR,4881,00:44:15.378,Pass,
,,,,,,,,,,,,,,,2.015117,,,,,,,,,,3d492592-70eb-4989-9d47-a6b1076a8f7a,3367,,"[34.5, 41.8]",3920418,89,,,,True,-1.646737,,,,,,"[33.1, 23.4]",High Pass,,18.453184,Incomplete,,Ibrahim Abdallah Hamad,389092.0,,,,,Recovery,2,From Keeper,Bakari Nondo Mwamnyeto,103269.0,Center Back,171,Congo DR,4881,"['1e713b42-b82d-4792-a533-dda8ee71122f', '894e0501-3c20-48d0-ab08-7959d09869e4', '7b86f1c8-778d-43cc-a516-ba8c8ceac1c6', '1d49c28d-8093-489a-8c12-0f8b7f720812']",18,,,,,,,,,,,,,,,,Tanzania,4953,00:44:18.798,Pass,True
,,,,,,,,,,,,,,,2.0,,,,,,,,,,223a2225-7c3f-462f-a1e3-574a7954ee31,3373,,"[87.0, 73.0]",3920418,89,,,,,2.537121,,Right Foot,,,,"[77.3, 79.7]",Ground Pass,,11.788978,Out,,Arthur Masuaku,3587.0,,,,,,2,From Keeper,Meschak Elia,35684.0,Right Wing,171,Congo DR,4881,"['e3bfb881-a896-4255-a5c1-5059adcaa85b', '8064f6c7-e005-4474-a8dc-641a6e858697']",22,,,,,,,,,,,,,,,,Congo DR,4881,00:44:22.848,Pass,True
,,,,,,,,,,,,,,,0.724305,,,,,,,,,,e3b8c03c-0124-443d-ac67-dcf6b0f337ba,3375,,"[44.2, 0.1]",3920418,89,,True,,,1.6054645,,,,,,"[43.6, 17.4]",Low Pass,,17.310402,,,Novatus Dismas Miroshi,136055.0,,,,,Throw-in,2,From Throw In,Mohamed Hussein Mohamed,105766.0,Left Wing Back,172,Tanzania,4953,['e68c6f51-a66c-40b9-b1d2-d111d35f80aa'],39,,,,,,,,,,,,,,,,Tanzania,4953,00:44:39.420,Pass,
,,,,,,,,,,,,,,,3.042056,,,,,,,,,,072d36e8-2e5d-4407-88c7-8a993dade224,3377,,"[46.1, 17.6]",3920418,89,,,,,0.2597496,,Left Foot,,,,"[82.6, 27.3]",High Pass,,37.76692,,,Denis Kibu,145622.0,,,,,,2,From Throw In,Novatus Dismas Miroshi,136055.0,Left Defensive Midfield,172,Tanzania,4953,['783c26e5-bcbe-4689-a857-9256dbf852c0'],40,,,,,,,,,,,,,,,,Tanzania,4953,00:44:40.489,Pass,
,,,,,,,,,,,,,,,2.029811,,,,,,,,,,58254eed-d3cf-4415-a983-f002d1339117,3379,,"[82.6, 27.3]",3920418,89,,,,True,0.08407103,,,,,,"[100.4, 28.8]",High Pass,,17.86309,Incomplete,,Morice Michael Abraham,138493.0,,,,,,2,From Throw In,Denis Kibu,145622.0,Center Forward,172,Tanzania,4953,"['83f7d2d7-53dd-4741-9bfe-ec594afca4e7', '5cd877c1-b40c-447f-adde-c99e1a520ee7', '28a5826a-8c21-42a7-a683-964a86273542']",43,,,,,,,,,,,,,,,,Tanzania,4953,00:44:43.531,Pass,True
,,,,,,,,,,,,,,,2.07811,,,,,,,,,,83f7d2d7-53dd-4741-9bfe-ec594afca4e7,3383,,"[19.7, 51.3]",3920418,89,,,,,0.95710105,,Right Foot,,,,"[34.0, 71.6]",High Pass,,24.83103,Incomplete,,Gedeon Kalulu Kyatengwa,30193.0,,,,,Recovery,2,From Throw In,Aaron Tshibola,4753.0,Right Defensive Midfield,172,Tanzania,4953,"['4e0c2e99-f5bf-472f-8fbb-f3cba2e0860a', '8a485735-70d4-47a5-9a6f-38f3ae21ec26', '58254eed-d3cf-4415-a983-f002d1339117', 'ab337421-e847-42d4-9e8b-dbd1ce2b5f14']",45,,,,,,,,,,,,,,,,Congo DR,4881,00:44:45.561,Pass,True
,,,,,,,,,,,,,,,2.58525,,,,,,,,,,4e0c2e99-f5bf-472f-8fbb-f3cba2e0860a,3385,,"[86.1, 8.5]",3920418,89,,,,,0.17170289,,Head,,,,"[103.4, 11.5]",High Pass,,17.55819,,,Denis Kibu,145622.0,,,,,Recovery,2,From Throw In,Charles M'Mombwa,80307.0,Left Attacking Midfield,172,Tanzania,4953,"['83f7d2d7-53dd-4741-9bfe-ec594afca4e7', '93266501-496f-4e9a-9e24-0593bf9dfee3']",47,,,,,,,,,,,,,,,,Tanzania,4953,00:44:47.639,Pass,
,,,,,,,,,,,,,,,0.73934,,,,,,,,,,1354bd0f-8678-4950-8789-d92bd56b904c,3389,,"[111.2, 7.1]",3920418,89,,,,,3.1415927,,Right Foot,,,,"[98.4, 7.1]",Ground Pass,,12.8,,,Charles M'Mombwa,80307.0,,,,,,2,From Throw In,Denis Kibu,145622.0,Center Forward,172,Tanzania,4953,['78c5f854-cd46-472e-a5b7-7c2019378d70'],53,,,,,,,,,,,,,,,,Tanzania,4953,00:44:53.389,Pass,
,,,,,,,,,,,,,,,0.922591,,,,,,,,,,1ff9cea8-ad05-40db-bf4f-76b85c417460,3393,,"[96.4, 6.0]",3920418,89,,,,,1.4821404,,Right Foot,,,,"[97.6, 19.5]",Ground Pass,,13.553228,,,Mohamed Hussein Mohamed,105766.0,,,,,,2,From Throw In,Charles M'Mombwa,80307.0,Left Attacking Midfield,172,Tanzania,4953,"['75d58824-1311-45c5-8901-e3ff7c927478', '6144ed7d-99e7-4220-b4ad-e5f9ddf11074']",55,,,,,,,,,,,,,,,,Tanzania,4953,00:44:55.942,Pass,True
,,,,,,,,,,,,,,,1.507451,,,,,,,,,,d57a8d7b-0292-4731-bb02-8a8e8ed856b7,3397,,"[97.2, 19.6]",3920418,89,,,,,3.10052,,Left Foot,,,,"[82.6, 20.2]",Ground Pass,,14.612324,Incomplete,,Charles M'Mombwa,80307.0,,,,,,2,From Throw In,Mohamed Hussein Mohamed,105766.0,Left Wing Back,172,Tanzania,4953,"['186a2061-7670-4f24-a39e-1eaf1cda8fd2', 'd514bbce-4dc1-40cf-a043-ab7848a5a134', '3919cfc9-135b-48d3-a45f-d67ca2c3fbcd']",57,,,,,,,,,,,,,,,,Tanzania,4953,00:44:57.855,Pass,True
,,,,,,,,,,,,,,,0.879997,,,,,,,,,,27b7dfdb-591a-4b6c-801d-3811d733d93b,3400,,"[28.2, 57.4]",3920418,90,,,,,0.8905984,,Right Foot,,,,"[35.4, 66.3]",Ground Pass,,11.447707,,,Meschak Elia,35684.0,,,,,Recovery,2,From Counter,Aaron Tshibola,4753.0,Right Defensive Midfield,173,Congo DR,4881,['5a39f3c1-074e-4713-b56c-1a40870ab073'],0,,,,,,,,,,,,,,,,Congo DR,4881,00:45:00.595,Pass,
,,,,,,,,,,,,,,,0.184253,,,,,,,,,,32585684-f4c4-472c-82b1-343698992f1b,3407,,"[100.6, 69.2]",3920418,90,,,,,-1.2315037,,Right Foot,,,,"[101.2, 67.5]",Low Pass,,1.8027756,Incomplete,,Yoane Wissa,7294.0,,,,,,2,From Counter,Meschak Elia,35684.0,Right Wing,173,Congo DR,4881,"['76281c3c-fe10-4339-87d4-8d58c82fd413', '56266757-2d83-471b-8bf2-b2a6e97fcde8']",9,,,,,,,,,,,,,,,,Congo DR,4881,00:45:09.922,Pass,
,,,,,,,,,,,,,,,1.039996,,,,,,,,,,6634484e-d4c1-40c3-8fe5-25aa46c601b7,3410,,"[111.7, 80.0]",3920418,90,,,,,-1.8601508,,,,,,"[107.8, 66.9]",Low Pass,,13.668211,,,Samuel Moutoussamy,4412.0,,,,,Throw-in,2,From Throw In,Gedeon Kalulu Kyatengwa,30193.0,Right Back,174,Congo DR,4881,['11816c1d-b9ca-42bb-a4c9-b8b2bcd75d53'],47,,,,,,,,,,,,,,,,Congo DR,4881,00:45:47.129,Pass,
,,,,,,,,,,,,,,,0.8,,,,,,,,,,2edcd864-53c9-4ad7-b68b-86643b33eea1,3413,,"[107.8, 66.9]",3920418,90,,,,,1.2058833,,Left Foot,,,,"[111.2, 75.8]",Ground Pass,,9.527329,,,Gedeon Kalulu Kyatengwa,30193.0,,,,,,2,From Throw In,Samuel Moutoussamy,4412.0,Center Attacking Midfield,174,Congo DR,4881,"['ffcf720e-41a7-4867-ac51-ed89bd521dbd', '2abea177-afd3-40fd-b9fc-b1c6c2ef991e']",48,,,,,,,,,,,,,,,,Congo DR,4881,00:45:48.169,Pass,True
,,,,,,,,,,,,,,,1.177439,,,,,,,,,,115d54c5-d895-47f1-bb97-22717d66f4fc,3417,,"[116.5, 73.0]",3920418,90,,,,,-1.7909774,,Right Foot,,True,,"[111.8, 52.0]",Ground Pass,,21.519526,Incomplete,,Yoane Wissa,7294.0,,,,,,2,From Throw In,Gedeon Kalulu Kyatengwa,30193.0,Right Back,174,Congo DR,4881,"['643faa85-a3b8-462d-b2d7-69257bfab9b4', '324b2a1a-8ee1-4d7c-bf88-006737da1cc1', '190b50f2-d52f-4228-a6c0-89c83e223713']",52,,,,,,,,,,,,,,,,Congo DR,4881,00:45:52.027,Pass,True
,,,,,,,,,,,,,,,1.2,,,,,,,,,,d6477ad0-bfde-4e7a-ac65-3b1e28c35c19,3422,,"[62.6, 44.9]",3920418,90,,,,,-2.1821492,,Right Foot,,,,"[55.1, 34.2]",Ground Pass,,13.0667515,,,Dylan Batubinsika,24105.0,,,,,,2,From Throw In,Aaron Tshibola,4753.0,Right Defensive Midfield,174,Congo DR,4881,['ea20710e-3c33-4b0e-8a3a-f06fad500bd8'],58,,,,,,,,,,,,,,,,Congo DR,4881,00:45:58.667,Pass,
,,,,,,,,,,,,,,,2.8,,,,,,,,,,2fa3b428-6f7f-4334-9a5c-8d4595773ced,3425,,"[53.9, 32.7]",3920418,91,,,,,2.8159206,,Right Foot,,,,"[15.7, 45.6]",Ground Pass,,40.31935,,,Lionel Mpasi-Nzau,35413.0,,,,,,2,From Throw In,Dylan Batubinsika,24105.0,Left Center Back,174,Congo DR,4881,['24854ef4-231b-4a1a-b514-c4180de2044e'],0,,,,,,,,,,,,,,,,Congo DR,4881,00:46:00.654,Pass,
,,,,,,,,,,,,,,,3.477986,,,,,,,,,,583a8298-b84e-49c5-93ed-8725fa2b08d6,3429,,"[23.1, 58.6]",3920418,91,,,,,-0.018070322,,Right Foot,,,,"[89.5, 57.4]",High Pass,,66.41084,Incomplete,,Meschak Elia,35684.0,,,,,,2,From Throw In,Lionel Mpasi-Nzau,35413.0,Goalkeeper,174,Congo DR,4881,"['58db20b6-1adc-4f85-a34a-6cb217378b39', 'aac3d23f-74d0-4781-8271-59db7d774140']",7,,,,,,,,,,,,,,,,Congo DR,4881,00:46:07.747,Pass,
,,,,,,,,,,,,,,,1.617609,,,,,,,,,,58db20b6-1adc-4f85-a34a-6cb217378b39,3431,,"[30.6, 22.7]",3920418,91,,,,,-0.39155924,,Left Foot,,,,"[57.0, 11.8]",High Pass,,28.561687,Incomplete,,Novatus Dismas Miroshi,136055.0,,,,,Recovery,2,From Throw In,Mohamed Hussein Mohamed,105766.0,Left Wing Back,174,Congo DR,4881,"['6fb66153-32e9-4de9-87e0-4b39db50682c', '583a8298-b84e-49c5-93ed-8725fa2b08d6', '0c5aed22-0937-4d2e-9d60-81990692272e']",11,,,,,,,,,,,,,,,,Tanzania,4953,00:46:11.225,Pass,
,,,,,,,,,,,,,,,2.16,,,,,,,,,,6fb66153-32e9-4de9-87e0-4b39db50682c,3433,,"[63.1, 68.3]",3920418,91,,,,,0.2670938,,Head,,,,"[83.2, 73.8]",High Pass,,20.838905,,,Meschak Elia,35684.0,,,,,Recovery,2,From Throw In,Gedeon Kalulu Kyatengwa,30193.0,Right Back,174,Congo DR,4881,"['58db20b6-1adc-4f85-a34a-6cb217378b39', '3cd806e1-d10a-4b8b-9b27-e172d3d47c17']",12,,,,,,,,,,,,,,,,Congo DR,4881,00:46:12.842,Pass,
,,,,,,,,,,,,,,,1.283192,,,,,,,,,,1ce2e3f1-128b-46c3-8f68-c3114fd4376a,3440,,"[110.0, 69.9]",3920418,91,,,,,-1.3562511,,Left Foot,True,,,"[115.6, 44.2]",High Pass,,26.303041,Incomplete,,Cédric Bakambu,6862.0,,,,,,2,From Throw In,Meschak Elia,35684.0,Right Wing,174,Congo DR,4881,"['2ba04da1-a0a7-4ae4-8c95-f22611b83919', '443345f6-e87f-4bfc-b7c7-f8da31d41df7']",22,,,,,,,,,,,,,,,,Congo DR,4881,00:46:22.012,Pass,
,,,,,,,,,,,,,,,0.8,,,,,,,,,,c23d173c-ee4c-4beb-97b7-97a4413f7798,3445,,"[94.8, 52.2]",3920418,91,,,,,2.64517,,Left Foot,,,,"[87.6, 56.1]",Ground Pass,,8.188406,,,Aaron Tshibola,4753.0,,,,,,2,From Throw In,Samuel Moutoussamy,4412.0,Center Attacking Midfield,174,Congo DR,4881,['a30d56a1-b1e8-4957-a2aa-c8890148eb0b'],26,,,,,,,,,,,,,,,,Congo DR,4881,00:46:26.524,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,59eb274d-e9cf-414c-9325-a235f23c4eca,3448,,"[85.6, 57.0]",3920418,91,,,,,2.2694561,,Right Foot,,,,"[75.1, 69.5]",Ground Pass,,16.324827,,,Gedeon Kalulu Kyatengwa,30193.0,,,,,,2,From Throw In,Aaron Tshibola,4753.0,Right Defensive Midfield,174,Congo DR,4881,['67d30aca-fad2-4efc-ba77-1bc2ed232d85'],28,,,,,,,,,,,,,,,,Congo DR,4881,00:46:28.235,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,7fc34979-a9e5-470c-897c-1958a05d5740,3451,,"[75.1, 66.9]",3920418,91,,,,,0.69473827,,Left Foot,,,,"[84.7, 74.9]",Ground Pass,,12.4964,,,Meschak Elia,35684.0,,,,,,2,From Throw In,Gedeon Kalulu Kyatengwa,30193.0,Right Back,174,Congo DR,4881,['abc2574b-ec9a-4033-8b0f-92f17efd9dae'],29,,,,,,,,,,,,,,,,Congo DR,4881,00:46:29.942,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,7a948fc0-ff45-41a5-ad03-09c7986ae361,3454,,"[84.7, 74.9]",3920418,91,,,,,-2.7763913,,Right Foot,,,,"[74.5, 71.0]",Ground Pass,,10.920165,,,Gedeon Kalulu Kyatengwa,30193.0,,,,,,2,From Throw In,Meschak Elia,35684.0,Right Wing,174,Congo DR,4881,['392f36a4-73ce-4e0d-a487-bc2c95752ae4'],31,,,,,,,,,,,,,,,,Congo DR,4881,00:46:31.711,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,9b61ba62-5265-4d1b-ab8b-8d8df57e78ad,3457,,"[74.5, 71.0]",3920418,91,,,,,-1.3793708,,Right Foot,,,,"[77.0, 58.1]",Ground Pass,,13.140016,,,Arthur Masuaku,3587.0,,,,,,2,From Throw In,Gedeon Kalulu Kyatengwa,30193.0,Right Back,174,Congo DR,4881,['c3c45b1e-5290-44c6-8e6e-e0b99776f4fb'],33,,,,,,,,,,,,,,,,Congo DR,4881,00:46:33.351,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,d707f4ee-c3e6-4a95-b253-bb3c74a566ed,3461,,"[83.1, 56.7]",3920418,91,,,,,0.85732,,Left Foot,,,,"[99.2, 75.3]",Ground Pass,,24.600203,,,Meschak Elia,35684.0,,,,,,2,From Throw In,Arthur Masuaku,3587.0,Left Back,174,Congo DR,4881,['368766d0-bf46-486f-bae0-cf6fbaf519f4'],35,,,,,,,,,,,,,,,,Congo DR,4881,00:46:35.942,Pass,
,,,,,,,,,,,,,,,1.289049,,,,,,,,,,f84fffc3-fac9-4ea1-bb66-7b25411886d9,3464,,"[104.0, 74.9]",3920418,91,,,,,-1.4148815,,Right Foot,True,,,"[108.7, 45.0]",High Pass,,30.267143,Incomplete,,Yoane Wissa,7294.0,,,,,,2,From Throw In,Meschak Elia,35684.0,Right Wing,174,Congo DR,4881,"['8a4f5f80-bc8b-4c62-a4f4-a99a03b48b5c', 'b7b63859-ca39-4f26-9177-0fd347d5ba15']",38,,,,,,,,,,,,,,,,Congo DR,4881,00:46:38.399,Pass,
,,,,,,,,,,,,,,,1.500309,,,,,,,,,,e006b8c4-c3f3-42a6-91af-eb9aa5b29e13,3469,,"[20.4, 63.4]",3920418,91,,,,,0.735212,,Right Foot,,,,"[31.9, 73.8]",Ground Pass,,15.50516,Incomplete,,Morice Michael Abraham,138493.0,,,,,,2,From Throw In,Lusajo Mwaikenda,136596.0,Right Wing Back,174,Congo DR,4881,"['967ada56-0548-48e8-a1c9-107f46006bf6', 'a936b4c9-3f56-4475-9e5b-69ce742f9d34']",44,,,,,,,,,,,,,,,,Tanzania,4953,00:46:44.798,Pass,
,,,,,,,,,,,,,,,0.8,,,,,,,,,,9b89f85e-27ed-4d8c-8222-29c2be780738,3473,,"[91.8, 4.2]",3920418,91,,,,,1.5707964,,Left Foot,,,,"[91.8, 13.0]",Ground Pass,,8.8,,,Yoane Wissa,7294.0,,,,,,2,From Throw In,Arthur Masuaku,3587.0,Left Back,174,Congo DR,4881,['86256af1-db05-4c7c-9d96-da68d71a90f7'],47,,,,,,,,,,,,,,,,Congo DR,4881,00:46:47.233,Pass,
,,,,,,,,,,,,,,,2.439997,,,,,,,,,,ef019e65-0e5e-4df0-b02d-d9dadd7ed5b7,3476,,"[94.0, 14.7]",3920418,91,,,,,-0.28360114,,Left Foot,,,,"[113.9, 8.9]",Ground Pass,,20.728,,,Omenuke Mfulu,18783.0,,,,,,2,From Throw In,Yoane Wissa,7294.0,Left Wing,174,Congo DR,4881,['387864b3-1fc5-49b5-90ba-4f1549d3906a'],49,,,,,,,,,,,,,,,,Congo DR,4881,00:46:49.721,Pass,
,,,,,,,,,,,,,,,1.845024,,,,,,,,,,9e94cb58-bfd1-4e88-b9e3-b5fbf81bd1db,3479,,"[113.9, 8.9]",3920418,91,,,,,1.6284751,,Left Foot,True,,,"[111.7, 47.0]",High Pass,,38.163464,Incomplete,,Cédric Bakambu,6862.0,,,,,,2,From Throw In,Omenuke Mfulu,18783.0,Left Defensive Midfield,174,Congo DR,4881,"['29f9e2e9-1408-4212-a74a-bedd762a4e31', 'e02c123c-bc94-4adf-881a-a17740777aba']",52,,,,,,,,,,,,,,,,Congo DR,4881,00:46:52.281,Pass,
,,,,,,,,,,,,,,,1.945955,,,,,,,,,,9ed14ff1-ffaf-4196-9fba-f7da8032830c,3483,,"[14.7, 32.1]",3920418,91,,,,,-0.2128086,,Left Foot,,,,"[54.5, 23.5]",High Pass,,40.718548,Incomplete,,Denis Kibu,145622.0,,,,,,2,From Throw In,Mohamed Hussein Mohamed,105766.0,Left Wing Back,174,Congo DR,4881,"['8c283d0f-432a-4b7f-9fb8-bf3565cd5e32', '6f163a4a-23cc-49a3-95ac-51d138cddd1d']",56,,,,,,,,,,,,,,,,Tanzania,4953,00:46:56.386,Pass,
,,,,,,,,,,,,,,,2.222599,,,,,,,,,,6f163a4a-23cc-49a3-95ac-51d138cddd1d,3486,,"[65.6, 56.6]",3920418,91,,,,True,-0.4593373,,,,,,"[84.2, 47.4]",High Pass,,20.750904,,,Samuel Moutoussamy,4412.0,,,,,Recovery,2,From Throw In,Gedeon Kalulu Kyatengwa,30193.0,Right Back,174,Congo DR,4881,"['9ed14ff1-ffaf-4196-9fba-f7da8032830c', 'ee191a0f-23a5-4897-9448-ffedbef04c84', '911fe5eb-6b35-4165-a3e4-7b3f21c0ce70']",58,,,,,,,,,,,,,,,,Congo DR,4881,00:46:58.332,Pass,True
,,,,,,,,,,,,,,,1.2,,,,,,,,,,bb5a2882-8b2e-4d0e-b612-6559aa12d01b,3489,,"[77.3, 38.5]",3920418,92,,,,,-2.6971734,,Left Foot,,,,"[64.7, 32.5]",Ground Pass,,13.955644,,,Aaron Tshibola,4753.0,,,,,,2,From Throw In,Samuel Moutoussamy,4412.0,Center Attacking Midfield,174,Congo DR,4881,['ea72c568-5d1b-463c-b62c-5277e8b51469'],2,,,,,,,,,,,,,,,,Congo DR,4881,00:47:02.088,Pass,
,,,,,,,,,,,,,,,2.4,,,,,,,,,,adee2331-e8a2-4d4e-bfea-d4ba03bf761c,3492,,"[62.8, 33.1]",3920418,92,,,,,1.8609482,,Right Foot,,,,"[56.5, 54.2]",Ground Pass,,22.020445,,,Chancel Mbemba Mangulu,3044.0,,,,,,2,From Throw In,Aaron Tshibola,4753.0,Right Defensive Midfield,174,Congo DR,4881,['4c87b950-05fd-48e7-bbff-280d8d0f62ad'],5,,,,,,,,,,,,,,,,Congo DR,4881,00:47:05.794,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,c95c951d-bcf6-42a0-a699-5406df63cf9d,3495,,"[56.8, 54.2]",3920418,92,,,,,0.8342482,,Left Foot,,,,"[67.5, 66.0]",Ground Pass,,15.928905,,,Gedeon Kalulu Kyatengwa,30193.0,,,,,,2,From Throw In,Chancel Mbemba Mangulu,3044.0,Right Center Back,174,Congo DR,4881,['9be4ea41-43d4-44b8-9603-5fd48d63d86f'],8,,,,,,,,,,,,,,,,Congo DR,4881,00:47:08.467,Pass,
,,,,,,,,,,,,,,,2.4,,,,,,,,,,e68eaaab-d243-4f0c-9f40-bc0cd629afd4,3498,,"[69.8, 68.1]",3920418,92,,,,,-1.8857902,,Right Foot,,,,"[64.0, 50.3]",Ground Pass,,18.721111,,,Omenuke Mfulu,18783.0,,,,,,2,From Throw In,Gedeon Kalulu Kyatengwa,30193.0,Right Back,174,Congo DR,4881,['b1c5a9e7-c666-4452-8dca-3c38587dd6a8'],12,,,,,,,,,,,,,,,,Congo DR,4881,00:47:12.361,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,8e49a3b0-dda5-4f30-8353-369d3e07d01e,3501,,"[63.1, 49.2]",3920418,92,,,,,-2.273457,,Right Foot,,,,"[53.7, 38.1]",Ground Pass,,14.545446,,,Dylan Batubinsika,24105.0,,,,,,2,From Throw In,Omenuke Mfulu,18783.0,Left Defensive Midfield,174,Congo DR,4881,['637a9f7a-f5a5-422c-8964-dbd79a09c62c'],15,,,,,,,,,,,,,,,,Congo DR,4881,00:47:15.295,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,70587b19-fbf2-47c5-ae78-7a2fefe505d9,3504,,"[53.7, 38.1]",3920418,92,,,,,0.72297937,,Left Foot,,,,"[62.2, 45.6]",Ground Pass,,11.335784,,,Omenuke Mfulu,18783.0,,,,,,2,From Throw In,Dylan Batubinsika,24105.0,Left Center Back,174,Congo DR,4881,['6e3fa3df-77da-45e8-b95b-fa31b160400f'],16,,,,,,,,,,,,,,,,Congo DR,4881,00:47:16.633,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,110c9a15-4d9f-4818-b934-b02a20ccb811,3507,,"[62.0, 45.6]",3920418,92,,,,,-2.3433747,,Right Foot,,,,"[54.3, 37.7]",Ground Pass,,11.031773,,,Dylan Batubinsika,24105.0,,,,,,2,From Throw In,Omenuke Mfulu,18783.0,Left Defensive Midfield,174,Congo DR,4881,['2c54f1d5-9860-4401-9c7a-46d8178511ea'],17,,,,,,,,,,,,,,,,Congo DR,4881,00:47:17.884,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,5f476418-bc1e-46e3-8daf-c239e49d17fb,3510,,"[54.2, 36.0]",3920418,92,,,,,-1.4625257,,Right Foot,,,,"[55.7, 22.2]",Ground Pass,,13.881283,,,Arthur Masuaku,3587.0,,,,,,2,From Throw In,Dylan Batubinsika,24105.0,Left Center Back,174,Congo DR,4881,['20ec6a9e-048f-4e5a-b75b-2d336d5bd0ed'],19,,,,,,,,,,,,,,,,Congo DR,4881,00:47:19.499,Pass,
,,,,,,,,,,,,,,,2.0,,,,,,,,,,2727d417-4c63-4294-a5d3-9e9fb2deabfe,3513,,"[62.8, 25.5]",3920418,92,,,,,1.6890539,,Right Foot,,,,"[59.2, 55.8]",Ground Pass,,30.513111,,,Chancel Mbemba Mangulu,3044.0,,,,,,2,From Throw In,Arthur Masuaku,3587.0,Left Back,174,Congo DR,4881,['4a52843a-af8e-4b4e-b16d-e3e09ba94fa4'],24,,,,,,,,,,,,,,,,Congo DR,4881,00:47:24.039,Pass,
