50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,be503fb4-6806-401b-86e5-4a4210d6cbde,1528,,"[43.8, 33.2]",3920404,45,,,,,-1.4119256,,Right Foot,,,,"[46.7, 15.1]",,Ground Pass,,18.330849,,,Sikou Niakate,7295.0,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,70,Mali,4930,['007a0c65-e1be-4f54-b5f5-060e2cf62fe0'],54,,,,,,,,,,,,,,,,Mali,4930,00:45:54.274,Pass,
,,,,,,,,,,,,,,,1.100155,,,,,,,,,,,c8f2677a-e6c1-432e-8bdb-df1078d80465,1531,,"[46.8, 14.4]",3920404,45,,,,,0.7291196,,Left Foot,,,,"[54.3, 21.1]",,Ground Pass,,10.056838,,,Diadie Samassekou,8759.0,,,,,,1,From Throw In,Sikou Niakate,7295.0,Left Center Back,70,Mali,4930,['6ceba6d4-4f7b-436a-9b9e-c4fd8393c005'],56,,,,,,,,,,,,,,,,Mali,4930,00:45:56.367,Pass,
,,,,,,,,,,,,,,,1.256149,,,,,,,,,,,4f4d5447-d2d2-465f-a7a0-342c57af493a,1535,,"[52.5, 19.9]",3920404,45,,,,,2.3351007,,Right Foot,,,,"[40.9, 32.0]",,Ground Pass,,16.76216,,,Boubakar Kouyate,23331.0,,,,,,1,From Throw In,Diadie Samassekou,8759.0,Center Defensive Midfield,70,Mali,4930,['e0c4d0c6-850d-4acc-b674-3bb5486159ec'],58,,,,,,,,,,,,,,,,Mali,4930,00:45:58.144,Pass,
,,,,,,,,,,,,,,,1.394194,,,,,,,,,,,98e65c2e-5c39-48e3-8cdd-3f2157cc65ee,1538,,"[43.8, 33.9]",3920404,46,,,,,1.5047446,,Left Foot,,,,"[45.5, 59.6]",,Ground Pass,,25.756165,,,Lassana Coulibaly,3433.0,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,70,Mali,4930,['8d253612-0c11-4944-973b-60c567d42ddf'],1,,,,,,,,,,,,,,,,Mali,4930,00:46:01.142,Pass,
,,,,,,,,,,,,,,,1.627511,,,,,,,,,,,f3aa3fae-7ee4-4586-bbd3-22089456c8ba,1541,,"[49.8, 63.6]",3920404,46,,,,,0.59076124,,Right Foot,,,,"[66.5, 74.8]",,Ground Pass,,20.107958,,,Hamari Traoré,3248.0,,,,,,1,From Throw In,Lassana Coulibaly,3433.0,Right Center Midfield,70,Mali,4930,['2180d3ca-62fc-4e55-9512-1aa7b0975073'],3,,,,,,,,,,,,,,,,Mali,4930,00:46:03.742,Pass,
,,,,,,,,,,,,,,,2.205923,,,,,,,,,,,0d8cc2f3-eb35-4ebe-96fe-a2603720cbf6,1544,,"[89.3, 70.0]",3920404,46,,,,,-0.11470169,,Right Foot,,,,"[111.0, 67.5]",,Ground Pass,,21.843534,,,Lassine Sinayoko,105182.0,,,,,,1,From Throw In,Hamari Traoré,3248.0,Right Back,70,Mali,4930,['8d71dafb-9336-4076-998d-429e27db8274'],8,,,,,,,,,,,,,,,,Mali,4930,00:46:08.199,Pass,
,,,,,,,,,,,,,,,0.930838,,,,,,,,,,,b66d2f1d-6831-4acc-a234-286c900ba0d2,1547,,"[111.0, 67.4]",3920404,46,,,,,-2.27195,,Left Foot,,,,"[100.7, 55.2]",,Low Pass,,15.966528,,,Amadou Haïdara,8774.0,,,,,,1,From Throw In,Lassine Sinayoko,105182.0,Right Center Forward,70,Mali,4930,['cd0e0df7-d035-4a98-b941-67f5e4a00da0'],11,,,,,,,,,,,,,,,,Mali,4930,00:46:11.729,Pass,
,,,,,,,,,,,,,,,0.130367,,,,,,,,,,,aa4d034f-8a2a-4070-99ff-49f3565740e7,1550,,"[96.3, 55.7]",3920404,46,,,,,-0.32855317,,Right Foot,,,,"[100.7, 54.2]",,Ground Pass,,4.648656,Incomplete,,Kamory Doumbia,162132.0,,,,,,1,From Throw In,Amadou Haïdara,8774.0,Left Center Midfield,70,Mali,4930,"['ecafbff1-1d36-47b7-94fd-9345a4e0d793', 'ae454264-fd45-4f78-aaa9-62533c99ac18']",14,,,,,,,,,,,,,,,,Mali,4930,00:46:14.173,Pass,
,,,,,,,,,,,,,,,0.446241,,,,,,,,,,,ef5bf882-76a5-474a-9672-b66f8f4f3544,1553,,"[22.1, 27.5]",3920404,46,,,,,2.785373,,Left Foot,,,,"[17.8, 29.1]",,Ground Pass,,4.588028,,,Aïssa Bilal Laïdouni,44955.0,,,,,Recovery,1,Regular Play,Anis Ben Slimane,35592.0,Left Center Forward,71,Tunisia,777,['d25c6791-c93c-4592-9fe2-d9117d04e3aa'],14,,,,,,,,,,,,,,,,Tunisia,777,00:46:14.647,Pass,
,,,,,,,,,,,,,,,2.220523,,,,,,,,,,,86a8722e-434b-40e1-9396-f856a983a59a,1560,,"[23.8, 19.5]",3920404,46,,True,,,1.0490625,,Right Foot,,,,"[45.3, 56.9]",,Ground Pass,,43.139423,,,Ellyes Joris Skhiri,3767.0,,,,,Free Kick,1,From Free Kick,Montassar Omar Talbi,32450.0,Left Center Back,72,Tunisia,777,['75af22b9-6f56-440e-8c41-fc818d1d7aaf'],33,,,,,,,,,,,,,,,,Tunisia,777,00:46:33.840,Pass,
,,,,,,,,,,,,,,,1.877521,,,,,,,,,,,fabfd925-185a-46b0-a07f-25a469377176,1562,,"[44.1, 61.3]",3920404,46,,,,,0.90185004,,Right Foot,,,,"[55.8, 76.1]",,Ground Pass,,18.866108,,,Wajdi Kechrida,105944.0,,,,,,1,From Free Kick,Ellyes Joris Skhiri,3767.0,Right Defensive Midfield,72,Tunisia,777,['d1feb705-0bbd-410d-abc8-19750d0d4125'],37,,,,,,,,,,,,,,,,Tunisia,777,00:46:37.157,Pass,
,,,,,,,,,,,,,,,1.598906,,,,,,,,,,,1082dc86-a202-459c-8542-cda97d0f1118,1566,,"[56.0, 77.2]",3920404,46,,,,,-2.5768754,,Right Foot,,,,"[39.9, 67.0]",,Ground Pass,,19.059118,,,Yassine Meriah,5651.0,,,,,,1,From Free Kick,Wajdi Kechrida,105944.0,Right Back,72,Tunisia,777,"['8c4cef20-d2fd-41cc-a2bf-2f12f569be19', '443b6487-6046-4c8a-95c0-641b35ad403d']",39,,,,,,,,,,,,,,,,Tunisia,777,00:46:39.896,Pass,True
,,,,,,,,,,,,,,,2.181931,,,,,,,,,,,10b243a1-1b13-4a35-8489-f5b32049d5b7,1569,,"[43.9, 68.9]",3920404,46,,,,,-1.5489815,,Right Foot,,,,"[45.1, 13.9]",,Ground Pass,,55.01309,,,Montassar Omar Talbi,32450.0,,True,,,,1,From Free Kick,Yassine Meriah,5651.0,Right Center Back,72,Tunisia,777,['9badb335-4965-4332-906c-17335a5a2fd3'],46,,,,,,,,,,,,,,,,Tunisia,777,00:46:46.964,Pass,
,,,,,,,,,,,,,,,0.73479,,,,,,,,,,,b5f6cb7b-d2fe-4fdd-93ee-1dda58fef96d,1572,,"[67.1, 10.9]",3920404,46,,,,,0.049958397,,Right Foot,,,,"[87.1, 11.9]",,Low Pass,,20.024984,,,Anis Ben Slimane,35592.0,,,,,,1,From Free Kick,Montassar Omar Talbi,32450.0,Left Center Back,72,Tunisia,777,['fb934e8d-4beb-4650-8a28-a1d0a459ca90'],52,,,,,,,,,,,,,,,,Tunisia,777,00:46:52.253,Pass,
,,,,,,,,,,,,,,,1.264415,,,,,,,,,,,3cf443ca-8aaa-469e-b435-f3ba5d4e9446,1574,,"[86.0, 11.4]",3920404,46,,,,,1.0566502,d5a0d78c-e890-4100-ac5b-2306fcc0a72f,Left Foot,,,,"[92.1, 22.2]",,High Pass,,12.403628,,,Ali Abdi,30681.0,True,,,,,1,From Free Kick,Anis Ben Slimane,35592.0,Left Center Forward,72,Tunisia,777,['00f05d71-ba56-41c2-88ef-d5b010bea2ce'],52,,,,,,,,,,,,,,,,Tunisia,777,00:46:52.988,Pass,
,,,,,,,,,,,,,,,3.234945,,,,,,,,,,,1cac2847-fc76-4e9b-81df-d56e8c2df46a,1581,,"[6.0, 34.7]",3920404,47,,,,,-0.124973424,,Right Foot,,,,"[65.7, 27.2]",,High Pass,,60.169262,Incomplete,,Amadou Haïdara,8774.0,,,,,Goal Kick,1,From Goal Kick,Djigui Diarra,102992.0,Goalkeeper,73,Mali,4930,"['ea8760ba-6455-42bf-879b-0f1da9f740f3', '484cf04a-c023-435a-be8c-89145274fd74']",27,,,,,,,,,,,,,,,,Mali,4930,00:47:27.854,Pass,
,,,,,,,,,,,,,,,1.189952,,,,,,,,,,,484cf04a-c023-435a-be8c-89145274fd74,1584,,"[54.4, 52.9]",3920404,47,,,,True,0.4595154,,,,,True,"[64.1, 57.7]",,Low Pass,,10.822661,,,Youssef Msakni,23910.0,,,,,Recovery,1,From Goal Kick,Ellyes Joris Skhiri,3767.0,Right Defensive Midfield,73,Mali,4930,"['1055f424-4d66-409a-80b3-b6ebb4097de3', '7de2d7f8-522e-4ad1-85a1-050e4a2fd3f8', '1cac2847-fc76-4e9b-81df-d56e8c2df46a']",31,,,,,,,,,,,,,,,,Tunisia,777,00:47:31.089,Pass,True
,,,,,,,,,,,,,,,1.878587,,,,,,,,,,,53b14abf-cf9a-41e8-8be1-ffd6b760926b,1593,,"[79.2, 80.0]",3920404,47,,,,,-2.871942,,,,,,"[59.3, 74.5]",,Low Pass,,20.646065,,,Yassine Meriah,5651.0,,,,,Throw-in,1,From Throw In,Wajdi Kechrida,105944.0,Right Back,74,Tunisia,777,['36b8b3c2-f0a4-46cc-a07f-3c482c05eba1'],47,,,,,,,,,,,,,,,,Tunisia,777,00:47:47.368,Pass,
,,,,,,,,,,,,,,,1.021446,,,,,,,,,,,63f7cf63-bbca-4321-887b-19ac403eb9c6,1596,,"[62.3, 74.2]",3920404,47,,,,,-1.4279405,,Right Foot,,,,"[64.4, 59.6]",,Ground Pass,,14.750255,,,Aïssa Bilal Laïdouni,44955.0,,,,,,1,From Throw In,Yassine Meriah,5651.0,Right Center Back,74,Tunisia,777,['c4a0feb1-4c03-4761-accb-5329c9e15e60'],50,,,,,,,,,,,,,,,,Tunisia,777,00:47:50.170,Pass,
,,,,,,,,,,,,,,,0.972341,,,,,,,,,,,ecbfa02f-6662-4c1a-a9b0-a99084ca8a31,1598,,"[64.7, 59.6]",3920404,47,,,,,1.8262825,,Right Foot,,,,"[61.2, 73.0]",,Ground Pass,,13.849548,,,Yassine Meriah,5651.0,,,,,,1,From Throw In,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,74,Tunisia,777,['1961f073-2495-4e17-ae00-b096087ee43e'],51,,,,,,,,,,,,,,,,Tunisia,777,00:47:51.191,Pass,
,,,,,,,,,,,,,,,1.774288,,,,,,,,,,,becad9e2-a3a6-46ca-802e-52a6a8ab08ec,1601,,"[61.2, 73.0]",3920404,47,,,,,-1.8840725,,Right Foot,,,,"[54.3, 51.7]",,Ground Pass,,22.38973,,,Aïssa Bilal Laïdouni,44955.0,,,,,,1,From Throw In,Yassine Meriah,5651.0,Right Center Back,74,Tunisia,777,,52,,,,,,,,,,,,,,,,Tunisia,777,00:47:52.931,Pass,
,,,,,,,,,,,,,,,2.610415,,,,,,,,,,,e519689b-3e18-4359-8029-ab67cdd4b37f,1606,,"[61.0, 40.1]",3920404,45,,,,,-2.7854977,,Right Foot,,,,"[28.2, 27.9]",,Ground Pass,,34.99543,,,Sikou Niakate,7295.0,,,,,Kick Off,2,From Kick Off,Lassine Sinayoko,105182.0,Right Center Forward,75,Mali,4930,['c6407a5c-7c5c-4b50-8c4e-b96950efe447'],0,,,,,,,,,,,,,,,,Mali,4930,00:00:00.188,Pass,
,,,,,,,,,,,,,,,2.862993,,,,,,,,,,,a5ff49dc-c8dd-41b8-953e-cdd9d139f3ae,1609,,"[35.0, 31.2]",3920404,45,,,,,0.044039305,,Left Foot,,,,"[94.0, 33.8]",,High Pass,,59.05726,Incomplete,,Lassine Sinayoko,105182.0,,,,,,2,From Kick Off,Sikou Niakate,7295.0,Left Center Back,75,Mali,4930,"['220be2d9-5665-4f75-a9df-f7f84ee05efc', '6afc37c2-18b1-43d5-8b98-b0a68efa988f']",5,,,,,,,,,,,,,,,,Mali,4930,00:00:05.024,Pass,
,,,,,,,,,,,,,,,1.262556,,,,,,,,,,,6afc37c2-18b1-43d5-8b98-b0a68efa988f,1611,,"[26.1, 46.3]",3920404,45,,,,,-1.0112896,,Head,,,,"[32.3, 36.4]",,High Pass,,11.681182,,,Aïssa Bilal Laïdouni,44955.0,,,,,Recovery,2,From Kick Off,Yassine Meriah,5651.0,Right Center Back,75,Mali,4930,"['a5ff49dc-c8dd-41b8-953e-cdd9d139f3ae', '3ba36907-4fe3-426a-8273-ac76a52683b4']",7,,,,,,,,,,,,,,,,Tunisia,777,00:00:07.887,Pass,
,,,,,,,,,,,,,,,3.218666,,,,,,,,,,,61f15347-1557-4012-830f-4513cc3626b9,1615,,"[33.3, 36.6]",3920404,45,,,,,0.18643235,,Right Foot,,,,"[66.7, 42.9]",,High Pass,,33.988968,Incomplete,,Youssef Msakni,23910.0,,,,,,2,From Kick Off,Aïssa Bilal Laïdouni,44955.0,Left Defensive Midfield,75,Mali,4930,"['ef9917c0-dd56-4cbc-bc92-087686f8f417', '713503ec-5421-4426-bcad-a0eba3baf11c', 'a5fcd105-bfc6-4efd-8bb8-f81cfcad1e80']",9,,,,,,,,,,,,,,,,Tunisia,777,00:00:09.230,Pass,True
,,,,,,,,,,,,,,,2.740473,,,,,,,,,,,713503ec-5421-4426-bcad-a0eba3baf11c,1617,,"[53.4, 37.2]",3920404,45,,,,,0.12659213,,Head,,,,"[64.4, 38.6]",,Low Pass,,11.088733,,,Lassana Coulibaly,3433.0,,,,,Recovery,2,From Kick Off,Sikou Niakate,7295.0,Left Center Back,75,Mali,4930,"['61f15347-1557-4012-830f-4513cc3626b9', 'd595a53c-00e6-418b-aa06-037e980a1f8f']",12,,,,,,,,,,,,,,,,Mali,4930,00:00:12.448,Pass,
,,,,,,,,,,,,,,,1.037576,,,,,,,,,,,49f9537a-7bfa-4f50-8fd4-25ff245d5f26,1619,,"[67.5, 41.0]",3920404,45,,,,,-1.4352686,,Head,,,,"[68.4, 34.4]",,High Pass,,6.661081,,,Amadou Haïdara,8774.0,,,,,,2,From Kick Off,Lassana Coulibaly,3433.0,Right Center Midfield,75,Mali,4930,['53e7afb4-af81-4e53-919e-6ec3bb97151e'],15,,,,,,,,,,,,,,,,Mali,4930,00:00:15.189,Pass,
,,,,,,,,,,,,,,,1.469364,,,,,,,,,,,8b56b815-91d2-48a0-aaf0-f853d5aeae68,1621,,"[68.4, 34.4]",3920404,45,,,,,0.2758059,,Head,,,,"[79.0, 37.4]",,Low Pass,,11.016352,,,Lassine Sinayoko,105182.0,,,,,,2,From Kick Off,Amadou Haïdara,8774.0,Left Center Midfield,75,Mali,4930,['bfda05f5-2003-4430-b78d-1ff6f2ac8735'],16,,,,,,,,,,,,,,,,Mali,4930,00:00:16.232,Pass,
,,,,,,,,,,,,,,,1.92212,,,,,,,,,,,2073173a-f079-41b0-9aea-8d788c9cacef,1624,,"[80.4, 37.2]",3920404,45,,,,,0.63438284,,Right Foot,,,,"[91.0, 45.0]",,Ground Pass,,13.160547,Incomplete,,Kamory Doumbia,162132.0,,,,,,2,From Kick Off,Lassine Sinayoko,105182.0,Right Center Forward,75,Mali,4930,"['6db540c2-8beb-4147-a849-9710b5e8c746', '4ec1f143-3f72-47ec-911f-5b63b0b4fc83']",17,,,,,,,,,,,,,,,,Mali,4930,00:00:17.742,Pass,
,,,,,,,,,,,,,,,0.833273,,,,,,,,,,,5802422d-40a3-4310-8fe4-cd29ac094719,1630,,"[51.3, 31.9]",3920404,45,,,,,0.72989964,,Right Foot,,,,"[53.2, 33.6]",,Ground Pass,,2.5495098,,,Diadie Samassekou,8759.0,,,,,,2,From Kick Off,Falaye Sacko,12557.0,Left Back,75,Mali,4930,['8b2332f8-a71b-40f2-9343-42d83ec95f1e'],23,,,,,,,,,,,,,,,,Mali,4930,00:00:23.601,Pass,
,,,,,,,,,,,,,,,3.068954,,,,,,,,,,,a8af0751-34a9-46ba-bada-be33b351f5fe,1634,,"[48.7, 33.6]",3920404,45,,,,,2.285203,,Right Foot,,,,"[27.8, 57.7]",,Low Pass,,31.900156,,,Boubakar Kouyate,23331.0,,,,,,2,From Kick Off,Diadie Samassekou,8759.0,Center Defensive Midfield,75,Mali,4930,"['a39af614-4b51-4599-8ec7-91b426c25716', 'ef135423-03a3-4c86-8d11-1fadeea0f08f']",26,,,,,,,,,,,,,,,,Mali,4930,00:00:26.217,Pass,True
,,,,,,,,,,,,,,,1.743842,,,,,,,,,,,9565f4a3-ff53-429a-96e5-89a50efd9fc5,1637,,"[21.0, 58.1]",3920404,45,,,,,-2.0669768,,Right Foot,,,,"[13.8, 44.8]",,Ground Pass,,15.123822,,,Djigui Diarra,102992.0,,,,,,2,From Kick Off,Boubakar Kouyate,23331.0,Right Center Back,75,Mali,4930,['1f234e81-1998-4d86-8431-9f8cb2b69ead'],32,,,,,,,,,,,,,,,,Mali,4930,00:00:32.398,Pass,
,,,,,,,,,,,,,,,1.293574,,,,,,,,,,,1c6646d0-aeaa-4444-aa31-c8f79c0a4463,1640,,"[13.8, 44.8]",3920404,45,,,,,-1.2814025,,Right Foot,,,,"[19.1, 27.0]",,Ground Pass,,18.57229,,,Sikou Niakate,7295.0,,,,,,2,From Kick Off,Djigui Diarra,102992.0,Goalkeeper,75,Mali,4930,['f0a5ee79-633b-4ab2-be28-1569fd6fe214'],34,,,,,,,,,,,,,,,,Mali,4930,00:00:34.816,Pass,
,,,,,,,,,,,,,,,1.695022,,,,,,,,,,,71d48738-b437-4746-8ddb-aba9130b6a61,1643,,"[19.1, 27.0]",3920404,45,,,,,1.7287062,,Left Foot,,,,"[16.6, 42.7]",,Ground Pass,,15.897799,,,Djigui Diarra,102992.0,,,,,,2,From Kick Off,Sikou Niakate,7295.0,Left Center Back,75,Mali,4930,['c3014a3e-971f-4d20-8218-460c8f60d8e0'],37,,,,,,,,,,,,,,,,Mali,4930,00:00:37.050,Pass,
,,,,,,,,,,,,,,,3.042881,,,,,,,,,,,880e03bb-0135-4bd9-b79c-d70ba74bac17,1647,,"[17.7, 50.5]",3920404,45,,,,,0.5245573,,Right Foot,,,,"[67.3, 79.2]",,High Pass,,57.304886,,,Hamari Traoré,3248.0,,,,,,2,From Kick Off,Djigui Diarra,102992.0,Goalkeeper,75,Mali,4930,"['9c4fded0-ce2b-4b71-aa50-6edc0c54c32a', 'b496b503-8284-4ddf-a32d-167f31f88dae']",41,,,,,,,,,,,,,,,,Mali,4930,00:00:41.536,Pass,True
,,,,,,,,,,,,,,,1.81083,,,,,,,,,,,a042644d-a9f5-476e-bdb6-369a0937dbe4,1650,,"[67.3, 79.2]",3920404,45,,,,,-3.00314,,Right Foot,,,,"[55.1, 77.5]",,Ground Pass,,12.317873,,,Lassana Coulibaly,3433.0,,,,,,2,From Kick Off,Hamari Traoré,3248.0,Right Back,75,Mali,4930,['d967fc4d-ffcc-4ca8-aba2-3dfc125b1091'],44,,,,,,,,,,,,,,,,Mali,4930,00:00:44.618,Pass,
,,,,,,,,,,,,,,,1.890053,,,,,,,,,,,006fc682-1a06-4453-bf70-f1cb96140c71,1653,,"[54.6, 77.5]",3920404,45,,,,,-2.7184215,,Right Foot,,,,"[41.5, 71.6]",,Ground Pass,,14.367324,,,Boubakar Kouyate,23331.0,,,,,,2,From Kick Off,Lassana Coulibaly,3433.0,Right Center Midfield,75,Mali,4930,['cd201bac-b15f-4581-a327-fa4d98ef0572'],49,,,,,,,,,,,,,,,,Mali,4930,00:00:49.604,Pass,
,,,,,,,,,,,,,,,1.643187,,,,,,,,,,,1bb10246-9bab-40d9-9a8f-2728f12b8f15,1656,,"[41.5, 71.6]",3920404,45,,,,,-1.7569712,,Right Foot,,,,"[36.0, 42.4]",,Ground Pass,,29.713465,,,Sikou Niakate,7295.0,,,,,,2,From Kick Off,Boubakar Kouyate,23331.0,Right Center Back,75,Mali,4930,['6702967b-a13d-4fca-9d22-6a6c5702f57f'],52,,,,,,,,,,,,,,,,Mali,4930,00:00:52.676,Pass,
,,,,,,,,,,,,,,,1.019621,,,,,,,,,,,2e39da3c-212b-4b32-b4fe-6d68843ed166,1659,,"[33.9, 26.0]",3920404,45,,,,,-0.9064649,,Left Foot,,,,"[48.7, 7.1]",,Ground Pass,,24.005207,,,Falaye Sacko,12557.0,,,,,,2,From Kick Off,Sikou Niakate,7295.0,Left Center Back,75,Mali,4930,['fc2dec0c-c63c-4c2c-97ae-161608d020e9'],56,,,,,,,,,,,,,,,,Mali,4930,00:00:56.176,Pass,
,,,,,,,,,,,,,,,2.192115,,,,,,,,,,,07470926-9df3-4f99-8312-b1dd4010be57,1662,,"[43.0, 10.5]",3920404,45,,,,,2.2137067,,Right Foot,,,,"[22.7, 37.6]",,Ground Pass,,33.860004,,,Djigui Diarra,102992.0,,,,,,2,From Kick Off,Falaye Sacko,12557.0,Left Back,75,Mali,4930,['d1cfa0e0-9dfb-40a1-ab7f-102afd5257e0'],58,,,,,,,,,,,,,,,,Mali,4930,00:00:58.491,Pass,
,,,,,,,,,,,,,,,1.66292,,,,,,,,,,,47c1015d-519f-42e1-b773-fe85e446aa1f,1665,,"[28.6, 40.8]",3920404,46,,,,,-1.3005195,,Right Foot,,,,"[35.0, 17.7]",,Ground Pass,,23.97019,,,Sikou Niakate,7295.0,,,,,,2,From Kick Off,Djigui Diarra,102992.0,Goalkeeper,75,Mali,4930,['e27b9d4d-a950-4f47-8565-897f37028dee'],7,,,,,,,,,,,,,,,,Mali,4930,00:01:07.203,Pass,
,,,,,,,,,,,,,,,1.554833,,,,,,,,,,,3021bd4b-bc59-4737-a39c-13406e86c765,1668,,"[27.0, 23.2]",3920404,46,,,,,-0.4754291,,Left Foot,,,,"[54.0, 9.3]",,Ground Pass,,30.36791,,,Falaye Sacko,12557.0,,,,,,2,From Kick Off,Sikou Niakate,7295.0,Left Center Back,75,Mali,4930,['e3d92089-375c-4b70-85f4-bd73c8eb8f1f'],10,,,,,,,,,,,,,,,,Mali,4930,00:01:10.524,Pass,
,,,,,,,,,,,,,,,1.299951,,,,,,,,,,,479c101c-290c-4414-b337-20e2dd66d93f,1672,,"[55.5, 9.3]",3920404,46,,,,,2.7676508,,Right Foot,,,,"[31.8, 18.6]",,Ground Pass,,25.45938,,,Sikou Niakate,7295.0,,,,,,2,From Kick Off,Falaye Sacko,12557.0,Left Back,75,Mali,4930,"['a26cc662-fd18-4c5f-ae48-1df8b6f8c600', '24a5dfce-db74-44e3-a302-68deacd2c293']",14,,,,,,,,,,,,,,,,Mali,4930,00:01:14.784,Pass,True
,,,,,,,,,,,,,,,1.99216,,,,,,,,,,,504e3e55-efa5-4634-93af-075c00b5b795,1675,,"[20.0, 18.3]",3920404,46,,,,,1.6521614,,Left Foot,,,,"[18.1, 41.6]",,Ground Pass,,23.37734,,,Djigui Diarra,102992.0,,,,,,2,From Kick Off,Sikou Niakate,7295.0,Left Center Back,75,Mali,4930,['24aedc5d-ec65-47bd-a824-506adacce638'],19,,,,,,,,,,,,,,,,Mali,4930,00:01:19.300,Pass,
,,,,,,,,,,,,,,,1.946546,,,,,,,,,,,1cd34472-2416-4a80-bda0-cc0fbe781399,1678,,"[22.9, 44.4]",3920404,46,,,,,-1.0813608,,Right Foot,,,,"[33.5, 24.5]",,Ground Pass,,22.547062,,,Sikou Niakate,7295.0,,,,,,2,From Kick Off,Djigui Diarra,102992.0,Goalkeeper,75,Mali,4930,['4a7b5c54-12ab-4ac9-8b84-a633ca7a6164'],27,,,,,,,,,,,,,,,,Mali,4930,00:01:27.069,Pass,
,,,,,,,,,,,,,,,4.080158,,,,,,,,,,,75651ae1-7877-4363-bccb-0235916806bb,1681,,"[41.3, 25.5]",3920404,46,,,,,0.13589528,,Left Foot,,,,"[102.0, 33.8]",,High Pass,,61.264835,,,Kamory Doumbia,162132.0,,,,,,2,From Kick Off,Sikou Niakate,7295.0,Left Center Back,75,Mali,4930,['b1b26e08-31b5-4acb-85b0-1f420a3e1ad6'],30,,,,,,,,,,,,,,,,Mali,4930,00:01:30.804,Pass,
,,,,,,,,,,,,,,,0.708097,,,,,,,,,,,4950d4ca-5025-4d75-b39a-e4c39f4ad382,1687,,"[97.6, 33.8]",3920404,46,,,,,-2.3561945,39d6d588-9347-4f6f-89f0-67a8668e0ae1,Right Foot,,,,"[93.1, 29.3]",,Ground Pass,,6.363961,,,Sekou Koita,23623.0,True,,,,,2,From Kick Off,Kamory Doumbia,162132.0,Center Attacking Midfield,75,Mali,4930,['bebe0c2b-698c-4689-9cb9-0beb909d9d8a'],36,,,,,,,,,,,,,,,,Mali,4930,00:01:36.040,Pass,
,,,,,,,,,,,,,,,2.326076,,,,,,,,,,,8466291a-fb5b-48ea-a676-cb2f6dcb7bdb,1699,,"[28.0, 55.2]",3920404,50,,,,,-2.698848,,Left Foot,,,,"[4.8, 44.2]",,Ground Pass,,25.675669,,,Bechir Ben Said,136296.0,,,,,Recovery,2,Other,Ellyes Joris Skhiri,3767.0,Right Defensive Midfield,77,Tunisia,777,['24ce6a8a-8066-4184-a38c-e9503417c54c'],33,,,,,,,,,,,,,,,,Tunisia,777,00:05:33.768,Pass,
,,,,,,,,,,,,,,,1.203911,,,,,,,,,,,086fb558-1627-4a29-a7ab-ac1614ce5498,1702,,"[10.3, 44.8]",3920404,50,,,,,1.6642731,,Left Foot,,,,"[9.4, 54.4]",,Ground Pass,,9.642096,,,Yassine Meriah,5651.0,,,,,,2,Other,Bechir Ben Said,136296.0,Goalkeeper,77,Tunisia,777,['fce843b0-0b96-4a21-a640-6ad36e293d67'],38,,,,,,,,,,,,,,,,Tunisia,777,00:05:38.995,Pass,
,,,,,,,,,,,,,,,1.770563,,,,,,,,,,,138aa51a-2157-470f-adac-e6bb6a95d0ac,1705,,"[9.4, 54.4]",3920404,50,,,,,-1.344644,,Right Foot,,,,"[17.2, 20.5]",,Ground Pass,,34.785774,,,Montassar Omar Talbi,32450.0,,,,,,2,Other,Yassine Meriah,5651.0,Right Center Back,77,Tunisia,777,['5034e941-6e21-4339-97e2-56913a7d63cd'],40,,,,,,,,,,,,,,,,Tunisia,777,00:05:40.279,Pass,
