50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,5aa358e1-9faa-459e-b963-5577ed1e8d7a,898,,"[22.8, 24.9]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Montassar Omar Talbi,32450.0,Left Center Back,47,Tunisia,777,['4c5bd319-4da2-421a-99f6-eb7ca536dd5b'],2,,,,,,,,,,,,,,,,Tunisia,777,00:29:02.848,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,3bdef622-6e92-4a81-b7a9-b4dd16a7b545,901,,"[28.2, 58.8]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yassine Meriah,5651.0,Right Center Back,47,Tunisia,777,['f23d3837-4abe-4e90-96bf-59aca8b67f47'],9,,,,,,,,,,,,,,,,Tunisia,777,00:29:09.531,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,98e5ee5f-0ee4-4cc5-bf1f-6526f022b6d2,904,,"[49.9, 77.1]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hamza Rafia,50442.0,Right Midfield,47,Tunisia,777,['78c56912-8327-4c56-a387-b4e4828c8519'],14,,,,,,,,,,,,,,,,Tunisia,777,00:29:14.896,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,0dbfa7b7-70da-4a98-b234-256d2ae9ab3c,907,,"[88.1, 56.1]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Youssef Msakni,23910.0,Right Center Forward,47,Tunisia,777,['635faec7-d778-43c2-a1d5-4c78f1672ed9'],19,,,,,,,,,,,,,,,,Tunisia,777,00:29:19.034,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,5b3bc55c-8a0f-47f0-9c31-2636c835dbfc,909,,"[36.5, 4.8]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Falaye Sacko,12557.0,Left Back,47,Tunisia,777,['091cc357-8326-4a26-99b8-5279a99101c1'],20,,,,,,,,,,,,,,,,Mali,4930,00:29:20.528,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,9b2f8cb4-cd6f-4a18-b40e-36bd1922a19e,913,,"[84.9, 76.2]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ellyes Joris Skhiri,3767.0,Right Defensive Midfield,47,Tunisia,777,['691a8da0-2665-4325-a634-0512889fc421'],21,,,,,,,,,,,,,,,,Tunisia,777,00:29:21.427,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,67fa17b3-d8e2-45b3-aeb7-6fa29e7c86b4,918,,"[90.3, 76.6]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ellyes Joris Skhiri,3767.0,Right Defensive Midfield,47,Tunisia,777,"['4c3334a2-4a35-44e5-84c7-38d96e68fbe3', 'c735b22b-3244-4cb6-be1d-4a4359185f13']",23,,,,,,,,,,,,,,,,Tunisia,777,00:29:23.975,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,e58f9434-bc21-4a35-bc08-8c6c7d739af6,921,,"[97.8, 59.6]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hamza Rafia,50442.0,Right Midfield,47,Tunisia,777,"['4c3334a2-4a35-44e5-84c7-38d96e68fbe3', '25baea19-0f24-4ace-b859-cfd8967ef01a']",26,,,,,,,,,,,,,,,,Tunisia,777,00:29:26.729,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,5f80cda0-cc56-4e28-b1d3-a0c12f027df3,925,,"[27.9, 3.5]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Falaye Sacko,12557.0,Left Back,48,Mali,4930,['f556d289-2c02-4282-8295-21f5ab4f0d34'],38,,,,,,,,,,,,,,,,Mali,4930,00:29:38.460,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,883bd3c9-dec3-44ff-af5b-b57b69c4ba6c,927,,"[21.3, 20.4]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sikou Niakate,7295.0,Left Center Back,48,Mali,4930,['7600cff2-c58b-441a-acb5-753558097d1c'],41,,,,,,,,,,,,,,,,Mali,4930,00:29:41.652,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,382b3cea-266e-42f5-b7e7-4b971d979380,930,,"[25.4, 47.5]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Boubakar Kouyate,23331.0,Right Center Back,48,Mali,4930,['aaebb843-5417-4498-909d-6b61401d6c9a'],47,,,,,,,,,,,,,,,,Mali,4930,00:29:47.047,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,4167909f-3a0a-4ba8-89ba-a06cf614ee44,933,,"[35.0, 23.0]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sikou Niakate,7295.0,Left Center Back,48,Mali,4930,['147634e4-4508-46f8-b20a-189c2dffb6ce'],51,,,,,,,,,,,,,,,,Mali,4930,00:29:51.645,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,505521e0-7870-40e3-ab4c-c8dfa218a8ef,936,,"[84.2, 31.3]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lassine Sinayoko,105182.0,Right Center Forward,48,Mali,4930,['a2333218-8559-40db-b114-cfbefc60081b'],57,,,,,,,,,,,,,,,,Mali,4930,00:29:57.598,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,8df2f650-10ad-4f32-b5a6-6d8c27302fe7,938,,"[37.2, 69.5]",3920404,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wajdi Kechrida,105944.0,Right Back,48,Mali,4930,['0380d26a-d610-4ada-9a92-6ce93f5a623d'],58,,,,,,,,,,,,,,,,Tunisia,777,00:29:58.708,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,4bf856fb-1a35-480b-8afe-353b135ede5a,943,,"[72.2, 8.3]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Amadou Haïdara,8774.0,Left Center Midfield,49,Mali,4930,['7853f173-ba3d-4b06-b8db-167a910382c0'],7,,,,,,,,,,,,,,,,Mali,4930,00:30:07.245,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,9f2f9cf8-f560-4a83-bb28-4e018c76ffa7,947,,"[55.9, 10.3]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sikou Niakate,7295.0,Left Center Back,49,Mali,4930,['0b266c31-91e9-4654-a908-d26f24eddf6b'],9,,,,,,,,,,,,,,,,Mali,4930,00:30:09.446,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,df5d2ba2-6737-4779-9845-adca97958537,950,,"[46.4, 35.0]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,49,Mali,4930,['08d62c1e-1e22-4761-9914-ce4c4b2751d0'],11,,,,,,,,,,,,,,,,Mali,4930,00:30:11.541,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,3bc1a822-42fb-40e1-aa73-87cbd6b63ccd,953,,"[49.9, 21.0]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sikou Niakate,7295.0,Left Center Back,49,Mali,4930,['e3e79287-8784-4aaa-844d-47fff1246cb5'],15,,,,,,,,,,,,,,,,Mali,4930,00:30:15.921,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,12c7c564-e5ce-464b-a904-91eaf1835b6c,956,,"[70.5, 4.0]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Falaye Sacko,12557.0,Left Back,49,Mali,4930,['c915a50a-1dc4-418c-ba47-353728ea160e'],21,,,,,,,,,,,,,,,,Mali,4930,00:30:21.822,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,603c999d-5bc2-4862-a50b-7374856761ff,959,,"[56.6, 42.4]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,49,Mali,4930,['84c1b8d7-f4a1-448d-a81c-1fb0c753d68a'],28,,,,,,,,,,,,,,,,Mali,4930,00:30:28.324,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,dbae58b3-eac5-4fdc-b212-77c1edbce25e,962,,"[63.8, 42.3]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lassana Coulibaly,3433.0,Right Center Midfield,49,Mali,4930,['119771ec-4da3-4892-89ac-27b9c862d4fe'],29,,,,,,,,,,,,,,,,Mali,4930,00:30:29.971,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,f2ac8f7b-25fe-47f4-82ff-cf87a05cc303,965,,"[70.2, 75.4]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hamari Traoré,3248.0,Right Back,49,Mali,4930,['a502deb1-0ddd-4379-8fd2-0ad0012e5e73'],33,,,,,,,,,,,,,,,,Mali,4930,00:30:33.615,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,4e2c2cf9-c634-436d-b044-0d09827fa300,969,,"[56.0, 52.0]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,49,Mali,4930,['9d65a97f-d6d9-4db4-ac8e-a29b605cac69'],35,,,,,,,,,,,,,,,,Mali,4930,00:30:35.792,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,71b2f6cf-b835-439f-b4be-5d9b8dff018b,972,,"[69.5, 54.2]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lassine Sinayoko,105182.0,Right Center Forward,49,Mali,4930,['91aebdb3-2e29-48b9-822e-92fe5b2a2c6d'],37,,,,,,,,,,,,,,,,Mali,4930,00:30:37.425,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,19fb9b33-a2a9-4d31-99d4-f75c3aaa6562,974,,"[57.3, 51.7]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Boubakar Kouyate,23331.0,Right Center Back,49,Mali,4930,['d47f0dd7-5cd8-44a7-8e35-1c6115afa984'],38,,,,,,,,,,,,,,,,Mali,4930,00:30:38.987,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,85c489c6-0876-4ea0-88b2-050697dc3d22,977,,"[54.9, 29.4]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sikou Niakate,7295.0,Left Center Back,49,Mali,4930,['0c3b3da1-0a98-4d70-a5b5-1c99a92da5bb'],40,,,,,,,,,,,,,,,,Mali,4930,00:30:40.465,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,5959f647-347c-4d82-a921-e094480be7f7,980,,"[72.8, 29.0]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Amadou Haïdara,8774.0,Left Center Midfield,49,Mali,4930,['cfc6a68e-30eb-4af4-b665-4b89255f5e7a'],43,,,,,,,,,,,,,,,,Mali,4930,00:30:43.460,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,e21ca009-7925-4fa6-a1d1-f860c510694d,982,,"[47.3, 52.9]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ellyes Joris Skhiri,3767.0,Right Defensive Midfield,49,Mali,4930,['be567075-df9b-45be-86c2-3296c153a85b'],45,,,,,,,,,,,,,,,,Tunisia,777,00:30:45.024,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,1b602c5d-f129-4457-b849-82819db212b8,985,,"[79.2, 29.9]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kamory Doumbia,162132.0,Center Attacking Midfield,49,Mali,4930,"['642f7d43-6bc9-480c-ad40-ae686a4099da', 'cb948149-8833-4c65-a26f-c7948571bdd3']",45,,,,,,,,,,,,,,,,Mali,4930,00:30:45.719,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,d02cbfde-f002-40c0-8fe4-e17502756cbf,987,,"[74.3, 37.7]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lassine Sinayoko,105182.0,Right Center Forward,49,Mali,4930,['067d738b-6a01-42e8-80ac-7581232746e1'],46,,,,,,,,,,,,,,,,Mali,4930,00:30:46.723,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,9eb23d2d-43c4-40f3-a2e3-62c0a1707720,989,,"[70.5, 28.4]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Diadie Samassekou,8759.0,Center Defensive Midfield,49,Mali,4930,['2e6648f7-d767-48a2-8a33-66f3f9daf07d'],47,,,,,,,,,,,,,,,,Mali,4930,00:30:47.308,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,5d882122-e25a-41e6-a5ec-3a1a7af8d8f8,992,,"[85.6, 35.5]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sekou Koita,23623.0,Left Center Forward,49,Mali,4930,['bd6f698c-7765-4286-b427-3fe5f849b63e'],51,,,,,,,,,,,,,,,,Mali,4930,00:30:51.885,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,f28c57fc-a6f4-4454-ac47-bbb660ecb6dd,994,,"[91.3, 41.8]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lassine Sinayoko,105182.0,Right Center Forward,49,Mali,4930,['4d75cf87-fa24-4534-99fc-745f166f167d'],52,,,,,,,,,,,,,,,,Mali,4930,00:30:52.487,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,957cd44c-a719-4a9c-a818-7c9c204c576a,997,,"[93.4, 33.9]",3920404,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sekou Koita,23623.0,Left Center Forward,49,Mali,4930,"['765c205e-3fb6-4102-a563-9f94de492e8e', '56b987e7-b10d-4166-85e8-3239ec072ff6']",53,,,,,,,,,,,,,,,,Mali,4930,00:30:53.631,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,159da249-0def-4e8e-a0ec-14728798199c,1006,,"[85.8, 61.8]",3920404,32,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lassana Coulibaly,3433.0,Right Center Midfield,50,Mali,4930,['4df06087-e1c7-4dff-b130-ac6d59ae1320'],42,,,,,,,,,,,,,,,,Mali,4930,00:32:42.749,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,c1097193-3bd9-40cf-8257-7aea1af3cc9c,1015,,"[50.5, 56.0]",3920404,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Boubakar Kouyate,23331.0,Right Center Back,52,Mali,4930,['78e73df5-6c97-4ee2-8d29-c4ed43dfa39a'],42,,,,,,,,,,,,,,,,Mali,4930,00:33:42.117,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,19bf4bda-1774-489a-840a-bd2da1f346d4,1018,,"[48.7, 30.9]",3920404,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sikou Niakate,7295.0,Left Center Back,52,Mali,4930,['e481ef09-2072-421e-a0e7-eff5cdfedf10'],44,,,,,,,,,,,,,,,,Mali,4930,00:33:44.963,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,98a03621-0f37-4a8a-886a-b860e7041e10,1021,,"[41.2, 53.9]",3920404,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Boubakar Kouyate,23331.0,Right Center Back,52,Mali,4930,['c41e91b7-03b8-4d36-a76c-353da8de02c9'],47,,,,,,,,,,,,,,,,Mali,4930,00:33:47.704,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,2f16a268-6a85-441a-929f-81d9aa7dd027,1024,,"[50.3, 4.2]",3920404,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Falaye Sacko,12557.0,Left Back,52,Mali,4930,['fa97d313-5d6a-4dce-b47d-3daa13cefcc1'],50,,,,,,,,,,,,,,,,Mali,4930,00:33:50.787,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,02ae43d5-6b95-4641-ab11-b06a40d2d4fb,1028,,"[74.3, 3.9]",3920404,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sekou Koita,23623.0,Left Center Forward,52,Mali,4930,['536e0956-ab04-4f9e-9e6c-6075536c9a5b'],57,,,,,,,,,,,,,,,,Mali,4930,00:33:57.325,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,2118e70c-d00b-49bc-8fb6-6354c607f0cd,1034,,"[67.3, 68.0]",3920404,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anis Ben Slimane,35592.0,Left Center Forward,52,Mali,4930,['0baed4ca-de32-481b-9beb-5975f27a1871'],59,,,,,,,,,,,,,,,,Tunisia,777,00:33:59.888,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,e014d2cb-845c-4eaf-a7c9-2573a7ce2363,1038,,"[41.2, 3.5]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diadie Samassekou,8759.0,Center Defensive Midfield,52,Mali,4930,['379b7bad-781b-4749-8924-c666dba52fd5'],2,,,,,,,,,,,,,,,,Mali,4930,00:34:02.938,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,62a447cb-2ceb-4380-98d2-26e366a01be9,1041,,"[42.0, 17.5]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amadou Haïdara,8774.0,Left Center Midfield,52,Mali,4930,['a5610d5b-8342-4ae5-a6e3-f66155619450'],4,,,,,,,,,,,,,,,,Mali,4930,00:34:04.950,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,e413af4e-29e0-45e7-8351-6f1ca3c5069b,1045,,"[44.2, 32.0]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lassana Coulibaly,3433.0,Right Center Midfield,52,Mali,4930,"['90b89dea-39cc-4589-8721-4a15c34939ad', '9ed5e07d-a1fd-4e7b-9e06-37a9cbc2d038']",6,,,,,,,,,,,,,,,,Mali,4930,00:34:06.944,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,e58d4abe-f2c4-416a-8764-16e38a97d240,1048,,"[32.8, 25.8]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diadie Samassekou,8759.0,Center Defensive Midfield,52,Mali,4930,['691177a6-dffe-4916-b7b0-0c24dc9c1c1b'],8,,,,,,,,,,,,,,,,Mali,4930,00:34:08.180,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,e0c2245d-0c65-412c-b6f8-b26f34765b0f,1051,,"[51.1, 73.6]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Back,52,Mali,4930,['0b0e303e-1c81-4921-a1a9-ae79659d46cb'],12,,,,,,,,,,,,,,,,Mali,4930,00:34:12.384,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,9c3c6e01-6d27-45cb-898e-f463872a30f8,1054,,"[57.3, 68.5]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lassana Coulibaly,3433.0,Right Center Midfield,52,Mali,4930,['9e42b10a-2a31-4b28-b2ce-1b269807401b'],16,,,,,,,,,,,,,,,,Mali,4930,00:34:16.881,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,b5ccdaca-56af-4f6e-8ef4-c75611893c08,1058,,"[55.4, 45.5]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diadie Samassekou,8759.0,Center Defensive Midfield,52,Mali,4930,"['8994f1eb-9f3e-4eea-b483-c9497029eeb0', '7610bfd4-d79a-4314-9337-c29a68aee3a7']",18,,,,,,,,,,,,,,,,Mali,4930,00:34:18.607,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,d15d7ae1-f9f1-4245-9ca2-a666dcea1a35,1061,,"[42.2, 68.1]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Boubakar Kouyate,23331.0,Right Center Back,52,Mali,4930,['019f2b88-d17d-437b-9552-3506fa9dff13'],20,,,,,,,,,,,,,,,,Mali,4930,00:34:20.370,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,65d1e7ec-7370-4d2f-898b-64e4e3c1f27f,1064,,"[63.8, 75.2]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Back,52,Mali,4930,['2cc8a081-2f0f-4d1b-bd88-0724b383c14e'],27,,,,,,,,,,,,,,,,Mali,4930,00:34:27.152,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,1b535329-b368-427c-97f1-955013bbb45f,1067,,"[40.1, 66.6]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Boubakar Kouyate,23331.0,Right Center Back,52,Mali,4930,['5c82f9db-838e-4c52-be81-e62bcacf6731'],29,,,,,,,,,,,,,,,,Mali,4930,00:34:29.384,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,662955da-8f8f-420f-96b3-fc7d1cf87811,1070,,"[20.7, 43.6]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Djigui Diarra,102992.0,Goalkeeper,52,Mali,4930,['877fdd70-85a8-4afa-8ed0-f266e06f84d0'],32,,,,,,,,,,,,,,,,Mali,4930,00:34:32.489,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,2ebe7eed-4b52-4bf0-be87-2da1813292cf,1073,,"[30.4, 19.2]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sikou Niakate,7295.0,Left Center Back,52,Mali,4930,['78c56685-c56b-4132-9643-456a4bf38620'],35,,,,,,,,,,,,,,,,Mali,4930,00:34:35.134,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,a7bc159f-0ca5-423e-918c-6c8b7cc31657,1077,,"[18.1, 24.9]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Djigui Diarra,102992.0,Goalkeeper,52,Mali,4930,['6509b4b0-7ae2-47fd-86b9-d49fc6680983'],44,,,,,,,,,,,,,,,,Mali,4930,00:34:44.166,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,cfd9af82-be60-465a-9357-db1c6a2681df,1080,,"[29.3, 7.7]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sikou Niakate,7295.0,Left Center Back,52,Mali,4930,['9f2937e2-af8f-4fde-b087-7a17e254c61e'],48,,,,,,,,,,,,,,,,Mali,4930,00:34:48.862,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,067d5f7b-7408-4111-86d3-e8ab5b7f668f,1083,,"[52.2, 10.3]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amadou Haïdara,8774.0,Left Center Midfield,52,Mali,4930,['a1a078d2-b313-4c7f-938d-8425c82bb8c3'],52,,,,,,,,,,,,,,,,Mali,4930,00:34:52.995,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,9f5c7c85-760f-472c-938a-9ffb0f7881ef,1087,,"[43.9, 2.9]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Falaye Sacko,12557.0,Left Back,52,Mali,4930,"['f8515b79-592e-478b-9cda-938bdbcc734a', '140ad97a-0253-4647-8aa0-e32ffc8650e5']",54,,,,,,,,,,,,,,,,Mali,4930,00:34:54.754,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,79328afe-8d97-40cb-8edf-3ec0284202d5,1090,,"[32.7, 5.9]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sikou Niakate,7295.0,Left Center Back,52,Mali,4930,['1673d67c-f869-47a8-82a3-c6d802ac3ab3'],56,,,,,,,,,,,,,,,,Mali,4930,00:34:56.455,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,4747f95a-25fc-4750-b75a-baa3d1b6f9aa,1094,,"[42.0, 2.7]",3920404,34,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amadou Haïdara,8774.0,Left Center Midfield,52,Mali,4930,"['140d14a3-68c9-409c-a699-eb28774b7328', '91efbafd-fffe-4e96-a2b7-d003c441b80c']",57,,,,,,,,,,,,,,,,Mali,4930,00:34:57.162,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,8525864b-97e7-4b6d-91ed-497632257521,1098,,"[36.0, 5.2]",3920404,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Amadou Haïdara,8774.0,Left Center Midfield,53,Mali,4930,"['965da6ac-9507-48b6-b345-cfe6e7d302be', '089d7bca-d6e5-42ae-a03c-71fc3fe307b3']",19,,,,,,,,,,,,,,,,Mali,4930,00:35:19.606,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,1a4f43e7-ae6d-4f21-bf33-5ac52824f09a,1100,,"[29.8, 2.3]",3920404,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Falaye Sacko,12557.0,Left Back,53,Mali,4930,['24ed0c45-b57f-44c1-afc6-55477906e049'],20,,,,,,,,,,,,,,,,Mali,4930,00:35:20.398,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,7f084b8b-d643-4d95-bda0-852207aa031c,1102,,"[69.9, 8.9]",3920404,35,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lassine Sinayoko,105182.0,Right Center Forward,53,Mali,4930,['ab78c0ea-5905-41a4-b1be-ced63282d7b6'],24,,,,,,,,,,,,,,,,Mali,4930,00:35:24.713,Ball Receipt*,
