50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.397939,,,,,,,,,,44ce2b67-accf-48be-8313-a88506e82125,49,,,"[56.7, 20.4]",3920396,1,,,True,-0.68094105,,,,,,"[70.4, 9.3]",,High Pass,,17.632357,,,,Omar Marmoush,40761.0,,,,,Recovery,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Center Defensive Midfield,6,Egypt,774,"['1bdf57f5-c36a-4e74-8b16-0da85684ce9d', '37891aee-9376-4bcd-9b37-d7f9b401ecb1', '0dd299c5-a520-4d26-89f1-a52b4bb1a6f7']",13,,,,,,,,,,,,,,,,,,,Egypt,774,00:01:13.076,Pass,True
,,,,,,,,,,,,,,,,0.496639,,,,,,,,,,28965a64-0fe5-4b29-83f4-a202ff1f4f80,52,,,"[71.6, 9.1]",3920396,1,,,,-2.9294488,,Other,,,,"[65.1, 7.7]",,Low Pass,,6.6490602,,,,Emam Ashour Metwally Abdelghany,67742.0,,,,,,1,Regular Play,Omar Marmoush,40761.0,Left Wing,6,Egypt,774,"['d148b091-42e0-478b-a9d4-2827c20051ae', 'aaae8ab5-2285-43fe-be3b-7f1c364cd837']",14,,,,,,,,,,,,,,,,,,,Egypt,774,00:01:14.474,Pass,True
,,,,,,,,,,,,,,,,0.859645,,,,,,,,,,98b42236-b30c-4ebe-b09a-ef46ab1ff027,58,,,"[79.1, 0.1]",3920396,1,True,,,2.580099,,Left Foot,,,,"[72.9, 4.0]",,Ground Pass,,7.324616,,,,Mohamed Naser Elsayed Elneny,3568.0,,,,,Free Kick,1,From Free Kick,Mohamed Hamdy Sharaf,70835.0,Left Back,7,Egypt,774,['18c50c18-73b5-48ee-a690-5f0bc2d5d538'],38,,,,,,,,,,,,,,,,,,,Egypt,774,00:01:38.532,Pass,
,,,,,,,,,,,,,,,,1.81831,,,,,,,,,,2a21a16d-36fc-4cba-b72d-7579df8c0804,61,,,"[72.5, 3.1]",3920396,1,,,,3.0289493,,Right Foot,,,,"[50.4, 5.6]",,Ground Pass,,22.240953,,,,Mohamed Abdelmonem,69563.0,,,,,,1,From Free Kick,Mohamed Naser Elsayed Elneny,3568.0,Center Defensive Midfield,7,Egypt,774,"['7a911dff-cc44-44b2-897d-fbb09603d91b', '60de6aaf-4dd2-4319-a166-d3b8f5132b37']",39,,,,,,,,,,,,,,,,,,,Egypt,774,00:01:39.993,Pass,True
,,,,,,,,,,,,,,,,1.820672,,,,,,,,,,46f646f8-5191-44f0-adb7-c68433a5c09f,64,,,"[48.6, 15.7]",3920396,1,,,,1.580796,,Right Foot,,,,"[48.3, 45.7]",,Ground Pass,,30.0015,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,1,From Free Kick,Mohamed Abdelmonem,69563.0,Left Center Back,7,Egypt,774,['4abdf4da-989a-439f-ae19-0efeed0e5994'],43,,,,,,,,,,,,,,,,,,,Egypt,774,00:01:43.594,Pass,
,,,,,,,,,,,,,,,,1.067202,,,,,,,,,,96f5cfbe-1b95-4808-8dea-dfc913b3274d,67,,,"[48.5, 52.9]",3920396,1,,,,0.9636656,,Right Foot,,,,"[57.6, 66.0]",,Ground Pass,,15.950548,,,,Omar Kamal Abdel Wahed,70783.0,,,,,,1,From Free Kick,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,7,Egypt,774,['5b759868-a648-4b7c-8ff0-40bc093bf313'],46,,,,,,,,,,,,,,,,,,,Egypt,774,00:01:46.614,Pass,
,,,,,,,,,,,,,,,,1.454344,,,,,,,,,,951d45d9-cf81-42b4-aad5-5c6018bd62d5,71,,,"[55.4, 58.0]",3920396,1,,,,-2.953371,,Right Foot,,,,"[34.4, 54.0]",,Ground Pass,,21.377558,,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,,1,From Free Kick,Omar Kamal Abdel Wahed,70783.0,Right Back,7,Egypt,774,"['bfb93565-60d0-4812-ade3-b713b52ab382', '4640e493-1edd-4583-98cb-2d8eea50603f']",49,,,,,,,,,,,,,,,,,,,Egypt,774,00:01:49.782,Pass,True
,,,,,,,,,,,,,,,,1.962554,,,,,,,,,,a9a4a840-41ac-44b3-b5ab-063a3badfd1d,74,,,"[38.1, 54.4]",3920396,1,,,,-1.7808111,,Right Foot,,,,"[30.0, 16.4]",,Ground Pass,,38.8537,,,,Mohamed Abdelmonem,69563.0,,,,,,1,From Free Kick,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,7,Egypt,774,['2ea04cc1-4d3f-433f-ab55-03fd86312e89'],54,,,,,,,,,,,,,,,,,,,Egypt,774,00:01:54.233,Pass,
,,,,,,,,,,,,,,,,2.167395,,,,,,,,,,692b16ad-82ea-4591-aabe-25664f5c5a9c,78,,,"[35.9, 21.2]",3920396,1,,,,-0.90439844,,Right Foot,,,,"[52.1, 0.6]",,Ground Pass,,26.20687,,,,Mohamed Hamdy Sharaf,70835.0,,,,,,1,From Free Kick,Mohamed Abdelmonem,69563.0,Left Center Back,7,Egypt,774,"['de07ad9c-a251-4287-9aa1-f39305c5c8f1', '96e6c861-ad8d-48ef-b49d-c507fa5757a8']",57,,,,,,,,,,,,,,,,,,,Egypt,774,00:01:57.862,Pass,True
,,,,,,,,,,,,,,,,1.257836,,,,,,,,,,8b8dca80-19b3-405c-9e01-a4f2d395db8d,82,,,"[53.8, 0.9]",3920396,2,,,,0.07947824,,Left Foot,,,,"[65.1, 1.8]",,Ground Pass,,11.335784,,,,Emam Ashour Metwally Abdelghany,67742.0,,,,,,1,From Free Kick,Mohamed Hamdy Sharaf,70835.0,Left Back,7,Egypt,774,"['1ec4a78d-d417-477b-b766-56de4a5c5d03', '99d52f96-2eb9-4711-b9ea-356f315b5c37']",0,,,,,,,,,,,,,,,,,,,Egypt,774,00:02:00.091,Pass,True
,,,,,,,,,,,,,,,,0.847387,,,,,,,,,,0644d000-6810-4471-8295-705d2ee0f944,87,,,"[62.7, 2.8]",3920396,2,True,,,2.2537506,,Left Foot,,,,"[57.9, 8.7]",,Ground Pass,,7.605919,,,,Emam Ashour Metwally Abdelghany,67742.0,,,,,Free Kick,1,From Free Kick,Mohamed Hamdy Sharaf,70835.0,Left Back,8,Egypt,774,['36b17f8c-7a59-438a-a0e5-23e7badd5282'],29,,,,,,,,,,,,,,,,,,,Egypt,774,00:02:29.347,Pass,
,,,,,,,,,,,,,,,,0.327919,,,,,,,,,,066075f7-2308-4417-8f7a-3a3ac224b434,93,,,"[83.5, 45.8]",3920396,2,,,,1.6991196,5281e3f7-11fa-4aba-802e-2edca3e05911,Right Foot,,,,"[82.7, 52.0]",,Ground Pass,,6.2514,,,,Mohammed Kudus,17033.0,True,,,,,1,Regular Play,Majeed Ashimeru,30693.0,Right Defensive Midfield,9,Ghana,4885,['4c63642b-2165-4016-bf94-2975f2ae8b7e'],35,,,,,,,,,,,,,,,,,,,Ghana,4885,00:02:35.578,Pass,
