50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,e288c6ba-6d98-4782-85b9-8a7686a9980a,1,,,,3920393,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tunisia,777,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 136296, 'name': 'Bechir Ben Said'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 105944, 'name': 'Wajdi Kechrida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5651, 'name': 'Yassine Meriah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 32450, 'name': 'Montassar Omar Talbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5647, 'name': 'Ali Maâloul'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 35592, 'name': 'Anis Ben Slimane'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 102816, 'name': 'Mohamed Ali Ben Romdhane'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 132461, 'name': 'Mohamed Elias Achouri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 23910, 'name': 'Youssef Msakni'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 128793, 'name': 'Taha Yassine Khenissi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Tunisia,777,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,d583c855-bd2b-4c7f-90fb-e503ae3bd142,2,,,,3920393,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tunisia,777,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 125324, 'name': 'Lloyd Junior Kazapua'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4218, 'name': 'Ryan Nyambe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 264381, 'name': 'Kennedy Amutenya'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 135004, 'name': 'Lubeni Haukongo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 65555, 'name': 'Riaan Hanamub'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 136406, 'name': 'Aprocious Petrus'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 103804, 'name': 'Absalom Iimbondi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 125333, 'name': 'Petrus Shitembi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 103803, 'name': 'Prins Menelik Tjiueza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 64612, 'name': 'Deon Hotto Kavendji'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 65723, 'name': 'Peter Shalulile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Namibia,4980,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,5ea9a159-4e9a-49e6-b4aa-11b91d65ae86,3,,,,3920393,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tunisia,777,['5b97bee0-e977-45e9-93ee-a9023ed3c0b6'],0,,,,,,,,,,,,,,,,,Namibia,4980,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,5b97bee0-e977-45e9-93ee-a9023ed3c0b6,4,,,,3920393,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tunisia,777,['5ea9a159-4e9a-49e6-b4aa-11b91d65ae86'],0,,,,,,,,,,,,,,,,,Tunisia,777,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,06fa50db-c005-42aa-8f09-b93af9410415,1536,,,,3920393,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Namibia,4980,['bc20100a-530d-45f2-9dbf-982241910815'],0,,,,,,,,,,,,,,,,,Tunisia,777,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,bc20100a-530d-45f2-9dbf-982241910815,1537,,,,3920393,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Namibia,4980,['06fa50db-c005-42aa-8f09-b93af9410415'],0,,,,,,,,,,,,,,,,,Namibia,4980,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,1.908379,,,,,,,,,b1902328-9ffc-4415-903d-b9b53f0841d8,5,,,"[61.0, 40.1]",3920393,0,,,,1.5707964,,Right Foot,,,"[61.0, 42.6]",,Ground Pass,,2.5,,,,,Lubeni Haukongo,135004.0,,,,,Kick Off,1,From Kick Off,Prins Menelik Tjiueza,103803.0,Left Center Midfield,2,Namibia,4980,['32c385e8-acad-4ea8-881a-bbf2fe4931ff'],0,,,,,,,,,,,,,,,,,Namibia,4980,00:00:00.645,Pass,
,,,,,,,,,,,,,,,,,,,3.321751,,,,,,,,,285d4390-5b2b-488e-ad50-86d981c524ab,9,,,"[39.0, 33.3]",3920393,0,,,,0.51219875,,Left Foot,,,"[88.8, 61.3]",,High Pass,,57.13178,,,Incomplete,,Peter Shalulile,65723.0,,,,,,1,From Kick Off,Lubeni Haukongo,135004.0,Left Center Back,2,Namibia,4980,"['c703ed8c-dd77-4c70-bb84-a38b4fba2389', '493985d8-7380-4170-9216-588d56ad0cab', 'd040caa8-0aac-4204-9358-0f0171ac487f']",3,,,,,,,,,,,,,,,,,Namibia,4980,00:00:03.765,Pass,True
,,,,,,,,,,,,,,,,,,,1.670337,,,,,,,,,f11e5b89-f0c3-4ce5-b042-e3a95383a134,13,,,"[49.5, 80.0]",3920393,0,,,,-2.8038576,,,,,"[32.7, 74.1]",,Low Pass,,17.805899,,,,,Kennedy Amutenya,264381.0,,,,,Throw-in,1,From Throw In,Ryan Nyambe,4218.0,Right Back,3,Namibia,4980,['a2a59637-ba1a-43a4-abd6-429635c632b9'],17,,,,,,,,,,,,,,,,,Namibia,4980,00:00:17.145,Pass,
,,,,,,,,,,,,,,,,,,,1.958764,,,,,,,,,ddbdc5b2-7f60-4097-971b-d9a0b1695039,16,,,"[32.7, 74.1]",3920393,0,,,,-1.8934668,,Right Foot,,,"[21.8, 41.5]",,Ground Pass,,34.373974,,,,,Lubeni Haukongo,135004.0,,,,,,1,From Throw In,Kennedy Amutenya,264381.0,Right Center Back,3,Namibia,4980,['3b1b00f6-d8fe-4985-ae89-d061918b7acc'],21,,,,,,,,,,,,,,,,,Namibia,4980,00:00:21.667,Pass,
,,,,,,,,,,,,,,,,,,,3.463222,,,,,,,,,fdd2532b-a719-45be-b9fc-9d210b3a0f4c,19,,,"[35.5, 21.8]",3920393,0,,,,-0.43650892,,Left Foot,,,"[81.8, 0.2]",,High Pass,,51.090607,,,Out,,Riaan Hanamub,65555.0,,,,,,1,From Throw In,Lubeni Haukongo,135004.0,Left Center Back,3,Namibia,4980,['04c4d402-ae19-4105-88a4-9cc5a12aaf53'],28,,,,,,,,,,,,,,,,,Namibia,4980,00:00:28.491,Pass,
,,,,,,,,,,,,,,,,,,,1.071039,,,,,,,,,8aff39c1-d8ec-4a30-9e6c-f8f2bcae4a52,21,,,"[35.9, 80.0]",3920393,0,,,,-0.75778085,,,,,"[45.2, 71.2]",,Low Pass,,12.803515,,,,,Anis Ben Slimane,35592.0,,,,,Throw-in,1,From Throw In,Wajdi Kechrida,105944.0,Right Back,4,Tunisia,777,['bfab9870-f934-4359-9395-795450aac6a7'],41,,,,,,,,,,,,,,,,,Tunisia,777,00:00:41.393,Pass,
,,,,,,,,,,,,,,,,,,,1.012723,,,,,,,,,a9b000de-4b90-4258-81c7-4bff91d0e898,25,,,"[43.7, 71.4]",3920393,0,,,,2.620683,,Right Foot,,,"[37.6, 74.9]",,Ground Pass,,7.03278,,,,,Wajdi Kechrida,105944.0,,,,,,1,From Throw In,Anis Ben Slimane,35592.0,Right Center Midfield,4,Tunisia,777,"['9229238c-4447-4064-b454-71cb36ff2ff6', '1146191d-3fb4-4a3d-a0b6-e4b0ac45aa62']",43,,,,,,,,,,,,,,,,,Tunisia,777,00:00:43.186,Pass,True
,,,,,,,,,,,,,,,,,,,1.308387,,,,,,,,,2f228cc5-0f51-409a-96c6-e9e270868c73,28,,,"[37.6, 74.9]",3920393,0,,,,-0.39591765,,Right Foot,,,"[56.5, 67.0]",,High Pass,,20.484629,,,,,Mohamed Elias Achouri,132461.0,,,,,,1,From Throw In,Wajdi Kechrida,105944.0,Right Back,4,Tunisia,777,['6798cd1a-ec09-44b8-930a-25f5001ba1ea'],44,,,,,,,,,,,,,,,,,Tunisia,777,00:00:44.225,Pass,
,,,,,,,,,,,,,,,,,,,1.444546,,,,,,,,,0c8cd6b6-aee5-4e91-bb31-f67074b22bbc,30,,,"[56.5, 67.0]",3920393,0,,,,-0.5671723,,Head,,,"[71.1, 57.7]",,Low Pass,,17.310402,,,Incomplete,,Taha Yassine Khenissi,128793.0,,,,,,1,From Throw In,Mohamed Elias Achouri,132461.0,Right Wing,4,Tunisia,777,"['cbf37a12-9aa2-43a9-8f21-cbba5ca203c5', '2d20c0ca-dd8e-40c5-a75a-d7f3131abc32']",45,,,,,,,,,,,,,,,,,Tunisia,777,00:00:45.534,Pass,
,,,,,,,,,,,,,,,,,,,0.585122,,,,,,,,,d20235ff-f500-4f1e-b887-ff5ec422d52c,35,,,"[48.2, 21.5]",3920393,0,,,,0.45130256,,Right Foot,,,"[64.5, 29.4]",,Ground Pass,,18.113531,,,Unknown,,Petrus Shitembi,125333.0,,,,,,1,From Throw In,Kennedy Amutenya,264381.0,Right Center Back,4,Tunisia,777,"['d285a9a9-9153-4e45-8b64-7387adce141d', '01dc97f1-f7d6-4826-935e-5cd253eaf1c9']",47,,,,,,,,,,,,,,,,,Namibia,4980,00:00:47.717,Pass,True
,,,,,,,,,,,,,,,,,,,1.613152,,,,,,,,,7732371c-e7a3-4a43-9cef-b9da2543c505,42,,,"[63.5, 47.7]",3920393,1,,,,-1.7219523,,Right Foot,,,"[58.9, 17.5]",,Ground Pass,,30.548323,,,,,Montassar Omar Talbi,32450.0,,,,,Free Kick,1,From Free Kick,Yassine Meriah,5651.0,Right Center Back,5,Tunisia,777,['9d9fad78-ab61-4b3e-9d05-2bc3405ece8e'],28,,,,,,,,,,,,,,,,,Tunisia,777,00:01:28.934,Pass,
,,,,,,,,,,,,,,,,,,,1.223308,,,,,,,,,065f8288-d411-443a-8e1a-8a9ffce8145a,45,,,"[62.2, 15.7]",3920393,1,,,,-0.8803499,,Right Foot,,,"[71.7, 4.2]",,Ground Pass,,14.916434,,,,,Ali Maâloul,5647.0,,,,,,1,From Free Kick,Montassar Omar Talbi,32450.0,Left Center Back,5,Tunisia,777,['d47c45b6-eacc-45b8-8dd0-430e60956d01'],32,,,,,,,,,,,,,,,,,Tunisia,777,00:01:32.082,Pass,
,,,,,,,,,,,,,,,,,,,0.736441,,,,,,,,,585021e7-0763-4c86-8806-415433b1bebe,48,,,"[71.7, 4.2]",3920393,1,,,,1.2924967,,Left Foot,,,"[73.5, 10.5]",,Ground Pass,,6.5520988,,,,,Mohamed Ali Ben Romdhane,102816.0,,,,,,1,From Free Kick,Ali Maâloul,5647.0,Left Back,5,Tunisia,777,['64f48583-c7f4-41d7-881a-2dab8c153dad'],34,,,,,,,,,,,,,,,,,Tunisia,777,00:01:34.055,Pass,
,,,,,,,,,,,,,,,,,,,0.722826,,,,,,,,,cafaab66-b18e-4eff-b20d-7fa3e491e08c,51,,,"[73.5, 10.5]",3920393,1,,,,-2.2318394,,Right Foot,,,"[70.0, 6.0]",,Ground Pass,,5.700877,,,,,Ali Maâloul,5647.0,,,,,,1,From Free Kick,Mohamed Ali Ben Romdhane,102816.0,Left Center Midfield,5,Tunisia,777,"['6c6df89c-239c-4bd8-9f21-71d04970c50f', 'c2f5ce81-949f-44c3-b393-b74c5c56f4cf']",34,,,,,,,,,,,,,,,,,Tunisia,777,00:01:34.792,Pass,True
,,,,,,,,,,,,,,,,,,,1.795483,,,,,,,,,59387135-d53d-41b1-957f-4f2c486898d4,54,,,"[68.3, 6.0]",3920393,1,,,,2.8731248,,Left Foot,,,"[45.4, 12.3]",,Ground Pass,,23.75079,,,,,Montassar Omar Talbi,32450.0,,,,,,1,From Free Kick,Ali Maâloul,5647.0,Left Back,5,Tunisia,777,['776b4895-eaf6-4159-b10e-dcba2aae8506'],36,,,,,,,,,,,,,,,,,Tunisia,777,00:01:36.176,Pass,
,,,,,,,,,,,,,,,,,,,2.102956,,,,,,,,,4555fe4f-4d76-41d1-81f8-2a4d6ced1276,57,,,"[41.3, 12.0]",3920393,1,,,,1.5898157,,Right Foot,,,"[40.6, 48.8]",,Ground Pass,,36.806656,,,,,Yassine Meriah,5651.0,,,,,,1,From Free Kick,Montassar Omar Talbi,32450.0,Left Center Back,5,Tunisia,777,['783bc05d-ccf1-4e8e-89c6-606c2ca0691d'],39,,,,,,,,,,,,,,,,,Tunisia,777,00:01:39.107,Pass,
,,,,,,,,,,,,,,,,,,,1.559108,,,,,,,,,7b1f54a5-29ef-4212-b778-9f97655ea75a,60,,,"[40.6, 48.8]",3920393,1,,,,1.2731599,,Right Foot,,,"[45.6, 65.1]",,Ground Pass,,17.049633,,,,,Anis Ben Slimane,35592.0,,,,,,1,From Free Kick,Yassine Meriah,5651.0,Right Center Back,5,Tunisia,777,['a5d8a389-c4ea-4b8d-8ba1-14b0142001cb'],42,,,,,,,,,,,,,,,,,Tunisia,777,00:01:42.532,Pass,
,,,,,,,,,,,,,,,,,,,1.069315,,,,,,,,,87739f05-eba0-4475-91af-6f0c85ac4e40,63,,,"[43.7, 65.1]",3920393,1,,,,-2.9694018,,Right Foot,,,"[32.2, 63.1]",,Ground Pass,,11.672618,,,,,Yassine Meriah,5651.0,,,,,,1,From Free Kick,Anis Ben Slimane,35592.0,Right Center Midfield,5,Tunisia,777,['c87a4320-37eb-404e-b525-ceb282537fb8'],45,,,,,,,,,,,,,,,,,Tunisia,777,00:01:45.079,Pass,
,,,,,,,,,,,,,,,,,,,2.89564,,,,,,,,,ee617d60-0d51-419a-aa11-a3e734437878,66,,,"[32.8, 63.1]",3920393,1,,,,-1.1939186,,Right Foot,,,"[55.4, 6.0]",,High Pass,,61.40985,,,,,Ali Maâloul,5647.0,,True,,,,1,From Free Kick,Yassine Meriah,5651.0,Right Center Back,5,Tunisia,777,['5f021a9b-31b2-45b3-b7d6-2645aac9fb62'],48,,,,,,,,,,,,,,,,,Tunisia,777,00:01:48.350,Pass,
,,,,,,,,,,,,,,,,,,,0.761509,,,,,,,,,2484629e-d6f1-49c8-a17b-811bc8008924,69,,,"[56.3, 5.7]",3920393,1,,,,-0.6073052,,Left Foot,,,"[62.2, 1.6]",,Ground Pass,,7.184706,,,,,Youssef Msakni,23910.0,,,,,,1,From Free Kick,Ali Maâloul,5647.0,Left Back,5,Tunisia,777,['c4ca721f-15b2-41ff-8757-e5549c34823c'],52,,,,,,,,,,,,,,,,,Tunisia,777,00:01:52.879,Pass,
,,,,,,,,,,,,,,,,,,,1.086393,,,,,,,,,1b2213b1-63fa-4989-947f-6c420d84f1b8,72,,,"[62.2, 1.6]",3920393,1,,,,2.745903,,Right Foot,,,"[54.3, 4.9]",,Ground Pass,,8.561542,,,,,Ali Maâloul,5647.0,,,,,,1,From Free Kick,Youssef Msakni,23910.0,Left Wing,5,Tunisia,777,['f0456289-5e83-4434-a1bc-4afd780853b2'],53,,,,,,,,,,,,,,,,,Tunisia,777,00:01:53.748,Pass,
,,,,,,,,,,,,,,,,,,,2.214386,,,,,,,,,8ebf018b-a601-4782-823c-a9c42ec6bb60,75,,,"[54.3, 4.9]",3920393,1,,,,2.8111086,,Left Foot,,,"[40.6, 9.6]",,Ground Pass,,14.483784,,,,,Montassar Omar Talbi,32450.0,,,,,,1,From Free Kick,Ali Maâloul,5647.0,Left Back,5,Tunisia,777,['141eb4c3-c26f-4cfa-917a-318ff73aba51'],55,,,,,,,,,,,,,,,,,Tunisia,777,00:01:55.991,Pass,
,,,,,,,,,,,,,,,,,,,1.061735,,,,,,,,,26331d54-ccc9-42af-82f3-e37d5fdf245d,78,,,"[51.9, 21.2]",3920393,2,,,,-1.1182184,,Right Foot,,,"[57.2, 10.3]",,Ground Pass,,12.120231,,,,,Youssef Msakni,23910.0,,,,,,1,From Free Kick,Montassar Omar Talbi,32450.0,Left Center Back,5,Tunisia,777,['830dbe09-be68-4bb2-8121-c7911bb2687f'],2,,,,,,,,,,,,,,,,,Tunisia,777,00:02:02.551,Pass,
,,,,,,,,,,,,,,,,,,,2.090673,,,,,,,,,345f6c5b-20e1-45af-b4cc-6b122838fe90,81,,,"[55.6, 11.6]",3920393,2,,,,1.7473427,,Right Foot,,,"[48.0, 54.2]",,Ground Pass,,43.272625,,,,,Yassine Meriah,5651.0,,True,,,,1,From Free Kick,Youssef Msakni,23910.0,Left Wing,5,Tunisia,777,['721aba9f-eb30-4a96-acf0-d280473c19af'],5,,,,,,,,,,,,,,,,,Tunisia,777,00:02:05.831,Pass,
,,,,,,,,,,,,,,,,,,,1.287463,,,,,,,,,33cf6cd1-ee5b-49d6-81e3-c87e61dc8596,84,,,"[67.2, 58.3]",3920393,2,,,,1.6509165,,Right Foot,,,"[66.1, 72.0]",,Ground Pass,,13.74409,,,,,Wajdi Kechrida,105944.0,,,,,,1,From Free Kick,Yassine Meriah,5651.0,Right Center Back,5,Tunisia,777,['367e174d-ff26-44c4-81d9-99d59d9b6b24'],12,,,,,,,,,,,,,,,,,Tunisia,777,00:02:12.718,Pass,
,,,,,,,,,,,,,,,,,,,2.485684,,,,,,,,,b399ad19-e9bf-46d5-b101-c983b244dbca,86,,,"[64.8, 73.4]",3920393,2,,,,-1.9334292,,Right Foot,,,"[51.9, 39.4]",,Ground Pass,,36.364956,,,,,Montassar Omar Talbi,32450.0,,,,,,1,From Free Kick,Wajdi Kechrida,105944.0,Right Back,5,Tunisia,777,['44cbc087-7e9d-48ce-b505-a554df8e6bdd'],14,,,,,,,,,,,,,,,,,Tunisia,777,00:02:14.005,Pass,
,,,,,,,,,,,,,,,,,,,1.508019,,,,,,,,,98f1eada-02be-47e7-8b3d-7949d0b760e6,89,,,"[53.5, 37.5]",3920393,2,,,,-1.1425322,,Right Foot,,,"[66.1, 9.9]",,Ground Pass,,30.340073,,,,,Ali Maâloul,5647.0,,,,,,1,From Free Kick,Montassar Omar Talbi,32450.0,Left Center Back,5,Tunisia,777,['21d39a21-809a-43b3-93f6-1cf95340b6c1'],17,,,,,,,,,,,,,,,,,Tunisia,777,00:02:17.729,Pass,
,,,,,,,,,,,,,,,,,,,0.777422,,,,,,,,,9c6fc8d6-4a5e-49f6-a169-f18054d4140b,92,,,"[68.0, 9.6]",3920393,2,,,,0.6717954,,Left Foot,,,"[76.3, 16.2]",,Ground Pass,,10.604244,,,,,Taha Yassine Khenissi,128793.0,,,,,,1,From Free Kick,Ali Maâloul,5647.0,Left Back,5,Tunisia,777,['76ba8add-c8ae-4ce8-b370-db69efee3e7d'],20,,,,,,,,,,,,,,,,,Tunisia,777,00:02:20.514,Pass,
,,,,,,,,,,,,,,,,,,,0.68806,,,,,,,,,22df9040-315b-4e50-b863-a6b4960206df,96,,,"[76.3, 16.2]",3920393,2,,,,2.6271412,,Right Foot,,,"[71.7, 18.8]",,Ground Pass,,5.283938,,,,,Ali Maâloul,5647.0,,,,,,1,From Free Kick,Taha Yassine Khenissi,128793.0,Center Forward,5,Tunisia,777,['9178f01f-92df-4242-adaa-af8c2d384b65'],21,,,,,,,,,,,,,,,,,Tunisia,777,00:02:21.332,Pass,
,,,,,,,,,,,,,,,,,,,0.434796,,,,,,,,,65c9ccd4-318d-4483-baef-46601aaed586,100,,,"[71.1, 19.9]",3920393,2,,,,0.8876049,,Left Foot,,,"[74.6, 24.2]",,Ground Pass,,5.5443664,,,Incomplete,,Anis Ben Slimane,35592.0,,,,,,1,From Free Kick,Ali Maâloul,5647.0,Left Back,5,Tunisia,777,"['350ec56c-4ff4-440a-99bc-5d69e3d98654', '55d6e4e6-7988-4509-9a82-2519379bf24c', 'd643fe73-d8cc-4277-beb2-967f5b6948ad']",23,,,,,,,,,,,,,,,,,Tunisia,777,00:02:23.102,Pass,True
,,,,,,,,,,,,,,,,,,,1.188612,,,,,,,,,92b10d09-57e6-411c-8c89-d10cb9357130,103,,,"[62.8, 34.4]",3920393,2,,,,2.0586329,,Right Foot,,,"[57.6, 44.2]",,Ground Pass,,11.094143,,,,,Yassine Meriah,5651.0,,,,,Recovery,1,From Free Kick,Ali Maâloul,5647.0,Left Back,5,Tunisia,777,['4731531d-a188-4ae7-ac45-d71e512a0b24'],25,,,,,,,,,,,,,,,,,Tunisia,777,00:02:25.442,Pass,
,,,,,,,,,,,,,,,,,,,3.095669,,,,,,,,,c94db19b-c83d-4ee2-8efe-c90204924171,106,,,"[66.3, 51.4]",3920393,2,,,,-0.97501177,,Right Foot,,,"[98.3, 4.2]",,High Pass,,57.024906,,,,,Youssef Msakni,23910.0,,True,,,,1,From Free Kick,Yassine Meriah,5651.0,Right Center Back,5,Tunisia,777,['55e4f9c2-42d5-495e-b420-559653485575'],29,,,,,,,,,,,,,,,,,Tunisia,777,00:02:29.971,Pass,
,,,,,,,,,,,,,,,,,,,1.605763,,,,,,,,,fdb0cba6-e0df-4228-8e84-a6bb63a6ee71,110,,,"[95.4, 8.3]",3920393,2,,,,0.7006344,,Right Foot,,,"[112.0, 22.3]",,Ground Pass,,21.715433,,,Incomplete,,Mohamed Ali Ben Romdhane,102816.0,,,,,,1,From Free Kick,Youssef Msakni,23910.0,Left Wing,5,Tunisia,777,"['4fe92909-ee61-4df3-a095-402a840ac85b', '5f8b181e-ccf8-4c2d-9f1b-6e5fbbbd4ffe', 'c3619a6e-0952-4f0c-a6f5-9c501eb37d97']",36,,,,,,,,,,,,,,,,,Tunisia,777,00:02:36.693,Pass,True
,,,,,,,,,,,,,,,,,,,1.078962,,,,,,,,,13be3566-380b-4093-b4af-8f9a894ef623,113,,,"[120.0, 0.1]",3920393,3,,,,1.8472521,,Right Foot,,,"[113.9, 21.6]",,Ground Pass,,22.348602,,,,,Anis Ben Slimane,35592.0,,,,,Corner,1,From Corner,Mohamed Ali Ben Romdhane,102816.0,Left Center Midfield,6,Tunisia,777,['fdbed0db-f527-4f70-bf48-2676a3f8dcc1'],0,,,,,,,,,,,,,,,,,Tunisia,777,00:03:00.588,Pass,
,,,,,,,,,,,,,,,,,,,0.962987,,,,,,,,,7653356b-0464-4d33-817a-f0388909e2d5,117,,,"[110.6, 12.5]",3920393,3,,,,-0.57296616,,Right Foot,,,"[113.7, 10.5]",,Ground Pass,,3.6891735,,,,,Mohamed Ali Ben Romdhane,102816.0,,,,,,1,From Corner,Anis Ben Slimane,35592.0,Right Center Midfield,6,Tunisia,777,['664552c7-db3b-45fe-93f8-7fdee174c3a1'],2,,,,,,,,,,,,,,,,,Tunisia,777,00:03:02.831,Pass,
,,,,,,,,,,,,,,,,,,,0.12393,,,,,,,,,4dcabd34-0ad5-417b-a4fd-abce478b3cb1,119,,,"[113.7, 10.5]",3920393,3,,,,1.5273454,,Left Foot,,,"[113.9, 15.1]",,Low Pass,,4.604346,,,Incomplete,,,,,,,,,1,From Corner,Mohamed Ali Ben Romdhane,102816.0,Left Center Midfield,6,Tunisia,777,['c6475c8f-3be6-4a39-995a-7dee4182b28b'],3,,,,,,,,,,,,,,,,,Tunisia,777,00:03:03.794,Pass,
,,,,,,,,,,,,,,,,,,,1.834126,,,,,,,,,6454911f-cbc1-4ebf-a021-91554b080e77,121,,,"[120.0, 0.1]",3920393,3,,,,1.6233793,,Right Foot,,,"[117.8, 41.9]",,High Pass,True,41.857853,,,Incomplete,,Yassine Meriah,5651.0,,True,Inswinging,,Corner,1,From Corner,Mohamed Ali Ben Romdhane,102816.0,Left Center Midfield,7,Tunisia,777,"['89ad8d29-1a21-4ec8-99e0-3673a1d081b9', '2213e3b9-adca-4a01-84a4-bb523ddd7858']",18,,,,,,,,,,,,,,,,,Tunisia,777,00:03:18.835,Pass,
,,,,,,,,,,,,,,,,,,,1.272483,,,,,,,,,5c75cbe1-f0bb-4251-8dc0-f863fabddf90,124,,,"[120.0, 80.0]",3920393,3,,,,-1.7340697,f514f16f-65b8-45be-84f1-5265f2c165df,Left Foot,,,"[114.3, 45.4]",,High Pass,True,35.066364,,,,,Taha Yassine Khenissi,128793.0,True,,Inswinging,,Corner,1,From Corner,Ali Maâloul,5647.0,Left Back,8,Tunisia,777,['fe115783-000b-4bab-a1b7-226fe76f79cc'],55,,,,,,,,,,,,,,,,,Tunisia,777,00:03:55.742,Pass,
,,,,,,,,,,,,,,,,,,,4.257292,,,,,,,,,0fa948e7-4ad1-4334-8977-fb2356e2cb97,131,,,"[70.8, 80.0]",3920393,4,,,,-0.27965376,,,,,"[90.3, 74.4]",,High Pass,,20.288174,,,,,Petrus Shitembi,125333.0,,,,,Throw-in,1,From Throw In,Ryan Nyambe,4218.0,Right Back,9,Namibia,4980,['35f9e3a3-2632-496e-a6e9-9919dab7b953'],30,,,,,,,,,,,,,,,,,Namibia,4980,00:04:30.314,Pass,
