50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.525846,,,,,,,,,,,,,98a1908c-c501-4498-9b95-d1608ea4322f,55,,,"[51.1, 73.5]",3922240,0,,,,,-1.8952351,,Right Foot,,,,"[43.6, 51.2]",Ground Pass,,23.527431,,,Marwan Attia Fahim Ghallab,70682.0,,,,,,1,From Kick Off,Mohamed Hany Gamal Eldemerdash,66892.0,Right Back,2,Egypt,774,['ff05e93b-68eb-4937-94ef-d5086cb1c527'],46,,,,,,,,,,,,,,,,,Egypt,774,00:00:46.705,Pass,
,,,,,,,,,,,,,,,,,1.95941,,,,,,,,,,,,,a5847014-1dd9-46ea-8961-0c23170e1ff5,58,,,"[56.1, 25.8]",3922240,0,,,,,-1.0780778,,Right Foot,,,,"[69.2, 1.4]",Low Pass,,27.694223,,,Mahmoud Ibrahim Hassan,5261.0,,,,,,1,From Kick Off,Marwan Attia Fahim Ghallab,70682.0,Center Defensive Midfield,2,Egypt,774,['a1f96aaf-46c0-40da-9178-3fd798ffbb37'],52,,,,,,,,,,,,,,,,,Egypt,774,00:00:52.957,Pass,
,,,,,,,,,,,,,,,,,0.741272,,,,,,,,,,,,,0349afb0-cfc3-484f-ac2d-5ba6562798af,61,,,"[79.1, 2.8]",3922240,0,,,,,0.9456288,,Right Foot,,,,"[87.4, 14.3]",Ground Pass,,14.182384,,,Ahmed Mohamed Abo El Fotouh Mohamed,67737.0,,,,,,1,From Kick Off,Mahmoud Ibrahim Hassan,5261.0,Left Wing,2,Egypt,774,['2bbf83b0-89f6-4cfb-84cd-ff705e29f229'],57,,,,,,,,,,,,,,,,,Egypt,774,00:00:57.297,Pass,
,,,,,,,,,,,,,,,,,1.366884,,,,,,,,,,,,,b0644299-8c75-44f4-90d3-a6c00386c15a,67,,,"[87.3, 13.2]",3922240,1,,,,,1.8289075,,Right Foot,,,,"[84.0, 25.7]",Ground Pass,,12.928264,,,Marwan Attia Fahim Ghallab,70682.0,,,,,Free Kick,1,From Free Kick,Ahmed Sayed,66878.0,Right Wing,3,Egypt,774,['88cacf38-7d8d-4e54-b571-58621af795d0'],53,,,,,,,,,,,,,,,,,Egypt,774,00:01:53.147,Pass,
,,,,,,,,,,,,,,,,,1.173123,,,,,,,,,,,,,775c088a-b705-401d-9f6f-c3f7fbbfd8ee,70,,,"[84.0, 25.7]",3922240,1,,,,,-0.041298818,,Right Foot,,,,"[108.2, 24.7]",High Pass,,24.220652,Incomplete,,Mahmoud Ibrahim Hassan,5261.0,,,Through Ball,True,,1,From Free Kick,Marwan Attia Fahim Ghallab,70682.0,Center Defensive Midfield,3,Egypt,774,"['70d2df2e-c113-4c6d-b294-d3e8d15356ab', '30a38f5f-ef56-4937-b732-b8300d6a543b']",55,,,,,,,,,,,,,,,,,Egypt,774,00:01:55.384,Pass,
,,,,,,,,,,,,,,,,,1.493317,,,,,,,,,,,,,4c3b95e4-a7cc-4fcf-8534-df2f16a084c9,73,,,"[84.4, 11.9]",3922240,1,,,,,0.932314,,Head,,,,"[93.9, 24.7]",High Pass,,15.940201,Incomplete,,,,,,,,Recovery,1,From Free Kick,Ahmed Mohamed Abo El Fotouh Mohamed,67737.0,Left Back,3,Egypt,774,['db1dd78b-0079-4b29-b189-2326090c5d62'],58,,,,,,,,,,,,,,,,,Egypt,774,00:01:58.867,Pass,
,,,,,,,,,,,,,,,,,1.118895,,,,,,,,,,,,,db1dd78b-0079-4b29-b189-2326090c5d62,74,,,"[26.2, 55.4]",3922240,2,,,,,0.15431878,,Right Foot,,,,"[39.7, 57.5]",Ground Pass,,13.662357,,,Théo Bongonda Mbul'Ofeko Batombo,23785.0,,,,,Recovery,1,From Counter,Charles Pickel,28415.0,Right Defensive Midfield,4,Congo DR,4881,"['4c3b95e4-a7cc-4fcf-8534-df2f16a084c9', '7a040598-a404-43e2-a765-c9e360f03304']",0,,,,,,,,,,,,,,,,,Congo DR,4881,00:02:00.360,Pass,
,,,,,,,,,,,,,,,,,2.681931,,,,,,,,,,,,,2cb4f2f2-de62-4dc5-8ac4-86703886e878,78,,,"[43.5, 57.1]",3922240,2,,,,,0.362956,9cd88e76-ec2e-41ad-8c2f-321550a118f5,Left Foot,,,,"[80.1, 71.0]",Ground Pass,,39.150608,,,Meschak Elia,35684.0,True,,,,,1,From Counter,Théo Bongonda Mbul'Ofeko Batombo,23785.0,Center Attacking Midfield,4,Congo DR,4881,"['ba801acd-0208-4b91-b34d-399ba7aa916f', '01030097-9ec7-4269-8702-abba13ae88b4']",2,,,,,,,,,,,,,,,,,Congo DR,4881,00:02:02.379,Pass,True
,,,,,,,,,,,,,,,,,2.193395,,,,,,,,,,,,,25d6af5b-8111-43ff-939e-5e36f40f16b3,83,,,"[6.0, 46.3]",3922240,2,,True,,,1.012197,,Left Foot,,,,"[16.0, 62.3]",Ground Pass,,18.867962,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,,Goal Kick,1,From Goal Kick,Mohamed Abougabal,66879.0,Goalkeeper,5,Egypt,774,['8d8bc210-a295-4340-a89f-618570f14e6e'],33,,,,,,,,,,,,,,,,,Egypt,774,00:02:33.143,Pass,
,,,,,,,,,,,,,,,,,1.795633,,,,,,,,,,,,,b16e12f2-1aac-49fe-b14d-02875a7edf6a,85,,,"[16.3, 62.3]",3922240,2,,,,,-1.6943468,,Right Foot,,,,"[12.5, 31.7]",Ground Pass,,30.835045,,,Mohamed Abdelmonem,69563.0,,,,,,1,From Goal Kick,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Right Center Back,5,Egypt,774,['fe5fad7e-a5dd-4d41-b5cb-bb0e79c86711'],35,,,,,,,,,,,,,,,,,Egypt,774,00:02:35.942,Pass,
