50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.37886,,,,,,,,,,,,,45fb25a2-e312-45fc-b985-711e7db3df2f,765,,"[81.5, 1.5]",3920401,21,,,,,3.1415927,,Head,,,"[68.7, 1.5]",,High Pass,,12.8,,,,Jacob Mendy,47762.0,,,,,,Recovery,1,From Throw In,Musa Barrow,6988.0,Center Forward,32,Gambia,4934,['c6464d59-75c4-4d23-b8d4-c9cdeb9da88e'],24,,,,,,,,,,,,,,,,,Gambia,4934,00:21:24.092,Pass,
,,,,,,,,,,,,,,,,,,1.928009,,,,,,,,,,,,,cf614b40-60f5-49b7-80b9-f0f2a0d4516d,768,,"[56.9, 7.8]",3920401,21,,,,,2.0882475,,Left Foot,,,"[38.8, 39.6]",,Ground Pass,,36.590298,,,,James Gomez,35689.0,,,,,,,1,From Throw In,Jacob Mendy,47762.0,Left Back,32,Gambia,4934,['d6bb09ae-c734-473c-94ec-29fe761056c4'],29,,,,,,,,,,,,,,,,,Gambia,4934,00:21:29.548,Pass,
,,,,,,,,,,,,,,,,,,1.536174,,,,,,,,,,,,,b1bb3fdc-a611-4cfe-99f8-6f84455a5f8a,771,,"[39.3, 42.4]",3920401,21,,,,,1.3121324,,Right Foot,,,"[46.1, 68.1]",,Ground Pass,,26.584394,,,,Saidy Janko,3417.0,,,,,,,1,From Throw In,James Gomez,35689.0,Right Center Back,32,Gambia,4934,['550f3ea1-bb0f-4c53-a073-bbf65550f28d'],32,,,,,,,,,,,,,,,,,Gambia,4934,00:21:32.905,Pass,
,,,,,,,,,,,,,,,,,,1.224604,,,,,,,,,,,,,b7f2e4d1-0431-4423-a5eb-b360aea9034c,774,,"[56.3, 70.0]",3920401,21,,,,,0.32175055,,Right Foot,,,"[70.1, 74.6]",,Ground Pass,,14.546477,,,,Ablie Jallow,4471.0,,,,,,,1,From Throw In,Saidy Janko,3417.0,Right Back,32,Gambia,4934,['412148ca-ff6c-4027-bc1e-c522881fef5b'],37,,,,,,,,,,,,,,,,,Gambia,4934,00:21:37.012,Pass,
,,,,,,,,,,,,,,,,,,2.053379,,,,,,,,,,,,,9d37bb97-ae01-4156-900e-d9cc863add32,780,,"[67.2, 76.8]",3920401,21,,True,,,-2.8974173,,Right Foot,,,"[37.9, 69.5]",,Ground Pass,,30.195696,,,,James Gomez,35689.0,,,,,,Free Kick,1,From Free Kick,Saidy Janko,3417.0,Right Back,33,Gambia,4934,['299b5783-7db5-4b1f-a6cd-f2c7ced99179'],49,,,,,,,,,,,,,,,,,Gambia,4934,00:21:49.111,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,82019bf2-4b03-4ef2-929d-db39b2241b63,782,,"[44.5, 63.7]",3920401,21,,,,,-1.5786086,,Right Foot,,,"[44.2, 25.3]",,Ground Pass,,38.401173,,,,Omar Colley,12498.0,,,,,,,1,From Free Kick,James Gomez,35689.0,Right Center Back,33,Gambia,4934,['042d2361-cac0-4526-b93c-22c345e2ac23'],52,,,,,,,,,,,,,,,,,Gambia,4934,00:21:52.324,Pass,
,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,f5633f8b-935a-454b-8c62-20d5b5127ec4,785,,"[48.8, 17.6]",3920401,21,,,,,-1.4298027,,Right Foot,,,"[51.0, 2.1]",,Ground Pass,,15.655351,,,,Jacob Mendy,47762.0,,,,,,,1,From Free Kick,Omar Colley,12498.0,Left Center Back,33,Gambia,4934,['623a7501-ee5c-4740-99fc-dd60f27bca10'],56,,,,,,,,,,,,,,,,,Gambia,4934,00:21:56.936,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,94404d6d-d075-4023-8cec-b249683656cf,788,,"[49.1, 1.8]",3920401,22,,,,,2.2150774,,Left Foot,,,"[33.7, 22.3]",,Ground Pass,,25.640007,,,,Omar Colley,12498.0,,,,,,,1,From Free Kick,Jacob Mendy,47762.0,Left Back,33,Gambia,4934,['82754e6d-a62d-47ac-baea-7dd581d83231'],0,,,,,,,,,,,,,,,,,Gambia,4934,00:22:00.708,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,2eeb19e9-1c25-449a-8477-a1158b2ba43d,791,,"[28.7, 23.7]",3920401,22,,,,,1.5982404,,Right Foot,,,"[28.0, 49.2]",,Ground Pass,,25.509605,,,,James Gomez,35689.0,,,,,,,1,From Free Kick,Omar Colley,12498.0,Left Center Back,33,Gambia,4934,['d89cda7d-d32c-414f-9f9e-4cb48978ca61'],3,,,,,,,,,,,,,,,,,Gambia,4934,00:22:03.941,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,e32b2623-4205-4287-9ccb-83b6ac5e0025,794,,"[32.9, 48.1]",3920401,22,,,,,-1.6421038,,Right Foot,,,"[31.0, 21.5]",,Ground Pass,,26.66777,,,,Omar Colley,12498.0,,,,,,,1,From Free Kick,James Gomez,35689.0,Right Center Back,33,Gambia,4934,['53937c7d-5f84-467d-93f8-1f520efa8870'],7,,,,,,,,,,,,,,,,,Gambia,4934,00:22:07.280,Pass,
,,,,,,,,,,,,,,,,,,3.772778,,,,,,,,,,,,,f507c0d2-8ffa-4cca-8e0a-1ca196a5a1d9,797,,"[32.5, 21.5]",3920401,22,,,,,0.0497809,,Left Foot,,,"[88.7, 24.3]",,High Pass,,56.269707,,Incomplete,,Musa Barrow,6988.0,,,,,,,1,From Free Kick,Omar Colley,12498.0,Left Center Back,33,Gambia,4934,"['e0ed02e3-ff60-4446-8f41-dd6b47f02ea0', 'cc4035a3-b598-4994-96de-3e05ecdcdd51']",10,,,,,,,,,,,,,,,,,Gambia,4934,00:22:10.942,Pass,
,,,,,,,,,,,,,,,,,,1.090608,,,,,,,,,,,,,cc4035a3-b598-4994-96de-3e05ecdcdd51,799,,"[31.4, 55.8]",3920401,22,,,,,1.6191458,,Head,,,"[30.8, 68.2]",,High Pass,,12.414508,,,,Ibrahim Diakité,176683.0,,,,,,Recovery,1,Regular Play,Julian Jeanvier,7360.0,Left Center Back,34,Guinea,4892,"['d4233b01-55c7-401a-bf41-2b09df556bfa', 'f507c0d2-8ffa-4cca-8e0a-1ca196a5a1d9']",14,,,,,,,,,,,,,,,,,Guinea,4892,00:22:14.715,Pass,
,,,,,,,,,,,,,,,,,,1.794356,,,,,,,,,,,,,7bf14a5b-6819-4019-82e1-35c991b9f83b,802,,"[30.7, 67.8]",3920401,22,,,,,0.049255904,,Right Foot,,,"[44.9, 68.5]",,Low Pass,,14.217243,,,,Moriba Kourouma Kourouma,39073.0,,,,,,,1,Regular Play,Ibrahim Diakité,176683.0,Right Back,34,Guinea,4892,['79629341-c948-4321-8ce9-105e1763f89b'],15,,,,,,,,,,,,,,,,,Guinea,4892,00:22:15.902,Pass,
,,,,,,,,,,,,,,,,,,1.049755,,,,,,,,,,,,,9212e0c0-8f1f-4864-8ec0-3b4fdf7558e9,806,,"[44.6, 73.7]",3920401,22,,,,,0.20749623,,Right Foot,,,"[52.2, 75.3]",,Ground Pass,,7.7665954,,Incomplete,,Morgan Guilavogui,47351.0,,,,,,,1,Regular Play,Moriba Kourouma Kourouma,39073.0,Left Defensive Midfield,34,Guinea,4892,"['32e36b35-9696-4189-84dc-80d9073fc4a7', '665774a0-a15a-46db-a017-bae9e8c740de', '658991b9-4dd5-4ff7-a881-71b4d261f20e']",18,,,,,,,,,,,,,,,,,Guinea,4892,00:22:18.568,Pass,True
,,,,,,,,,,,,,,,,,,1.127565,,,,,,,,,,,,,816f460b-de8a-4112-b800-83ce265c025e,810,,"[68.3, 4.5]",3920401,22,,,,,-0.30865088,,Left Foot,,,"[75.2, 2.3]",,Ground Pass,,7.242237,,,,Alieu Fadera,44311.0,,,,,,,1,Regular Play,Jacob Mendy,47762.0,Left Back,34,Guinea,4892,['fc463fa0-7c8e-4ebc-85ca-2b814e229004'],19,,,,,,,,,,,,,,,,,Gambia,4934,00:22:19.921,Pass,
,,,,,,,,,,,,,,,,,,1.082608,,,,,,,,,,,,,ae19b471-808a-454f-9a19-c1a15578b94e,818,,"[45.4, 69.6]",3920401,22,,,,,-2.0683293,,Right Foot,,,"[39.1, 58.0]",,Ground Pass,,13.200378,,,,Abdoulaye Touré,3138.0,,,,,,,1,Regular Play,Moriba Kourouma Kourouma,39073.0,Left Defensive Midfield,34,Guinea,4892,['e62cd358-f261-4bf7-9d69-f006b3ee80a3'],25,,,,,,,,,,,,,,,,,Guinea,4892,00:22:25.570,Pass,
,,,,,,,,,,,,,,,,,,2.292059,,,,,,,,,,,,,3e5f8591-7d34-487b-a61f-2e5ed12e29be,822,,"[38.9, 50.7]",3920401,22,,,,,-1.3707312,,Right Foot,,,"[46.2, 14.7]",,Ground Pass,,36.73268,,,,Issiaga Sylla,4352.0,,,,,,,1,Regular Play,Abdoulaye Touré,3138.0,Right Defensive Midfield,34,Guinea,4892,"['9235e053-e5f4-476e-8c9c-30b3081a89fe', '8bac2ad2-3161-4fd6-ae9d-9eaf0c442522']",27,,,,,,,,,,,,,,,,,Guinea,4892,00:22:27.587,Pass,True
,,,,,,,,,,,,,,,,,,2.945678,,,,,,,,,,,,,22a853db-36e5-468e-b89e-e0cd642142f5,825,,"[57.0, 11.2]",3920401,22,,,,,0.11065722,,Left Foot,,,"[105.6, 16.6]",,Low Pass,,48.89908,,Incomplete,,Aguibou Camara,39559.0,,,,,,,1,Regular Play,Issiaga Sylla,4352.0,Left Back,34,Guinea,4892,"['05fad47b-08a4-4971-bbf2-f937fbbf2742', 'c46b69f3-e1fb-494b-9b3d-a8951691d406']",31,,,,,,,,,,,,,,,,,Guinea,4892,00:22:31.308,Pass,
,,,,,,,,,,,,,,,,,,0.585844,,,,,,,,,,,,,602b942b-e581-4461-9e2a-40d54b444638,830,,"[0.9, 78.3]",3920401,22,,,,,0.20749623,,Right Foot,,,"[8.5, 79.9]",,Low Pass,,7.7665954,,Out,,Saidy Janko,3417.0,,,,,,,1,Regular Play,James Gomez,35689.0,Right Center Back,34,Guinea,4892,['5434d4f3-eb57-4e82-af70-b1da8393a1d6'],37,,,,,,,,,,,,,,,,,Gambia,4934,00:22:37.458,Pass,
,,,,,,,,,,,,,,,,,,0.983019,,,,,,,,,,,,,5e7a70a3-1e84-4ba6-99a8-280a5ad432a8,832,,"[111.0, 0.1]",3920401,22,,,,,2.7846806,,,,,"[99.2, 4.5]",,Low Pass,,12.593649,,,,Issiaga Sylla,4352.0,,,,,,Throw-in,1,From Throw In,Aguibou Camara,39559.0,Center Attacking Midfield,35,Guinea,4892,['196ebf94-5749-46e6-a022-7003efc88fbe'],46,,,,,,,,,,,,,,,,,Guinea,4892,00:22:46.711,Pass,
,,,,,,,,,,,,,,,,,,2.059291,,,,,,,,,,,,,bc5c1bba-58a4-40ca-bfa0-1931591d64ea,835,,"[81.9, 5.6]",3920401,22,,,,,2.546523,,Left Foot,,,"[62.4, 18.8]",,Ground Pass,,23.547611,,,,Mouctar Diakhaby,4267.0,,,,,,,1,From Throw In,Issiaga Sylla,4352.0,Left Back,35,Guinea,4892,['193470ea-d3af-4de6-9f37-3d66e5e56f08'],49,,,,,,,,,,,,,,,,,Guinea,4892,00:22:49.337,Pass,
,,,,,,,,,,,,,,,,,,1.481144,,,,,,,,,,,,,ea58518c-a632-444e-8e1a-dcc462f90970,838,,"[57.5, 21.3]",3920401,22,,,,,1.7435259,,Right Foot,,,"[53.4, 44.8]",,Ground Pass,,23.854979,,,,Julian Jeanvier,7360.0,,,,,,,1,From Throw In,Mouctar Diakhaby,4267.0,Right Center Back,35,Guinea,4892,['d2e0e133-6efa-497a-a00f-80e9119dc681'],53,,,,,,,,,,,,,,,,,Guinea,4892,00:22:53.182,Pass,
,,,,,,,,,,,,,,,,,,1.516067,,,,,,,,,,,,,4cb67073-2fe5-4e04-9357-ca7555547ca9,841,,"[53.7, 45.2]",3920401,22,,,,,-1.2843252,,Right Foot,,,"[57.5, 32.3]",,Ground Pass,,13.448049,,,,Mouctar Diakhaby,4267.0,,,,,,,1,From Throw In,Julian Jeanvier,7360.0,Left Center Back,35,Guinea,4892,['ef9e3788-411e-4bef-ab6a-301c20ee7553'],57,,,,,,,,,,,,,,,,,Guinea,4892,00:22:57.118,Pass,
,,,,,,,,,,,,,,,,,,1.713718,,,,,,,,,,,,,d1076895-7720-4c7f-b254-ae7a533182c8,844,,"[57.2, 29.8]",3920401,22,,,,,-0.75285155,,Right Foot,,,"[68.3, 19.4]",,Ground Pass,,15.210852,,,,Abdoulaye Touré,3138.0,,,,,,,1,From Throw In,Mouctar Diakhaby,4267.0,Right Center Back,35,Guinea,4892,['61a1a31d-e3d1-42e6-8cfd-62975ff8dcd8'],59,,,,,,,,,,,,,,,,,Guinea,4892,00:22:59.451,Pass,
,,,,,,,,,,,,,,,,,,0.930598,,,,,,,,,,,,,cffaeb91-76e6-4225-b31e-e8206cbd37d1,847,,"[69.5, 16.9]",3920401,23,,,,,-0.6488726,,Right Foot,,,"[87.3, 3.4]",,Ground Pass,,22.340322,,,,Issiaga Sylla,4352.0,,,,,,,1,From Throw In,Abdoulaye Touré,3138.0,Right Defensive Midfield,35,Guinea,4892,['55b10984-e503-4516-8f8f-9b0f90eb17c9'],2,,,,,,,,,,,,,,,,,Guinea,4892,00:23:02.566,Pass,
,,,,,,,,,,,,,,,,,,1.547639,,,,,,,,,,,,,301f4b6a-32c9-4afe-8dca-2810471c4eb6,854,,"[29.1, 59.5]",3920401,23,,,,,0.1814677,,Right Foot,,,"[50.9, 63.5]",,High Pass,,22.163935,,,,Ablie Jallow,4471.0,,,,,,Recovery,1,From Throw In,Noah Sonko-Sundberg,26825.0,Right Defensive Midfield,35,Guinea,4892,['5c9937a7-2e8a-4753-b573-11b7099f9eab'],5,,,,,,,,,,,,,,,,,Gambia,4934,00:23:05.431,Pass,
,,,,,,,,,,,,,,,,,,1.275479,,,,,,,,,,,,,3ef3f1b0-289d-48f8-b67a-630adafc616c,856,,"[50.9, 64.6]",3920401,23,,,,,-0.77295065,,Left Foot,,,"[63.1, 52.7]",,High Pass,,17.042593,,Incomplete,,Musa Barrow,6988.0,,,,,,,1,From Throw In,Ablie Jallow,4471.0,Center Attacking Midfield,35,Guinea,4892,"['c424fb00-ac58-4ed5-a91b-1590518e54b4', 'd2b7fb05-0a56-40ed-9ee1-6f41ee123f0e']",6,,,,,,,,,,,,,,,,,Gambia,4934,00:23:06.979,Pass,
,,,,,,,,,,,,,,,,,,1.391286,,,,,,,,,,,,,d2b7fb05-0a56-40ed-9ee1-6f41ee123f0e,858,,"[57.0, 27.4]",3920401,23,,,,,-0.33253595,,Head,,,"[76.4, 20.7]",,High Pass,,20.524376,,,,Issiaga Sylla,4352.0,,,,,,Recovery,1,From Throw In,Mouctar Diakhaby,4267.0,Right Center Back,35,Guinea,4892,"['3ef3f1b0-289d-48f8-b67a-630adafc616c', '5b2027d1-fae5-44f6-91aa-fa02a4ef8e80']",8,,,,,,,,,,,,,,,,,Guinea,4892,00:23:08.255,Pass,
,,,,,,,,,,,,,,,,,,0.739477,,,,,,,,,,,,,a2b6897a-9435-4041-ad88-533a4eabce34,862,,"[73.2, 22.6]",3920401,23,,,,,2.1421337,,Right Foot,,,"[68.7, 29.6]",,Ground Pass,,8.321658,,,,Abdoulaye Touré,3138.0,,,,,,,1,From Throw In,Issiaga Sylla,4352.0,Left Back,35,Guinea,4892,"['e5dc909e-88ca-43f1-a788-cce537adb486', '6618258c-6b2c-4efc-83d8-23f02b276cfe']",10,,,,,,,,,,,,,,,,,Guinea,4892,00:23:10.452,Pass,True
,,,,,,,,,,,,,,,,,,1.162099,,,,,,,,,,,,,61584b60-ee69-4cb2-8007-696340b858d1,865,,"[68.7, 29.3]",3920401,23,,,,,-1.920099,,Right Foot,,,"[63.2, 14.2]",,Ground Pass,,16.070469,,,,Sekou Oumar Sylla,132711.0,,,,,,,1,From Throw In,Abdoulaye Touré,3138.0,Right Defensive Midfield,35,Guinea,4892,['0c5701e5-61ed-4618-9221-55a11fc904d2'],11,,,,,,,,,,,,,,,,,Guinea,4892,00:23:11.271,Pass,
,,,,,,,,,,,,,,,,,,1.191794,,,,,,,,,,,,,0c0e44ba-5599-4c99-9916-e0a4b9d524c5,868,,"[63.2, 14.2]",3920401,23,,,,,2.5845718,,Left Foot,,,"[51.8, 21.3]",,Ground Pass,,13.43019,,,,Mouctar Diakhaby,4267.0,,,,,,,1,From Throw In,Sekou Oumar Sylla,132711.0,Left Wing,35,Guinea,4892,['f70abc15-91e4-41bf-a592-92abd6dc4549'],12,,,,,,,,,,,,,,,,,Guinea,4892,00:23:12.514,Pass,
,,,,,,,,,,,,,,,,,,2.576059,,,,,,,,,,,,,512e169b-e6c3-4b80-a2ae-802d458611fc,871,,"[56.7, 29.6]",3920401,23,,,,,1.0021461,,Right Foot,,,"[86.8, 76.7]",,High Pass,,55.89651,,,,Ibrahim Diakité,176683.0,,,True,,,,1,From Throw In,Mouctar Diakhaby,4267.0,Right Center Back,35,Guinea,4892,['a38682c1-86a5-4cdd-babf-d6bbe01804d6'],16,,,,,,,,,,,,,,,,,Guinea,4892,00:23:16.555,Pass,
,,,,,,,,,,,,,,,,,,0.701099,,,,,,,,,,,,,e9cb4f46-77ee-4a3e-88d5-82618066235d,874,,"[86.8, 76.7]",3920401,23,,,,,-1.5263811,,Right Foot,,,"[87.2, 67.7]",,Ground Pass,,9.008884,,,,Morgan Guilavogui,47351.0,,,,,,,1,From Throw In,Ibrahim Diakité,176683.0,Right Back,35,Guinea,4892,['65818eaa-c2e1-46f0-860e-86e1934d45d7'],20,,,,,,,,,,,,,,,,,Guinea,4892,00:23:20.275,Pass,
,,,,,,,,,,,,,,,,,,0.559439,,,,,,,,,,,,,63fa78f3-4fcc-4ec4-b415-87c1e13b5d8d,878,,"[87.3, 70.1]",3920401,23,,,,,1.5707964,,Right Foot,,,"[87.3, 79.0]",,Ground Pass,,8.9,,,,Ibrahim Diakité,176683.0,,,,,,,1,From Throw In,Morgan Guilavogui,47351.0,Right Wing,35,Guinea,4892,"['330b0544-4341-43c8-a834-6789b19894e7', '5f97a1f7-ea71-44c7-98b0-86f302491e00']",21,,,,,,,,,,,,,,,,,Guinea,4892,00:23:21.794,Pass,True
,,,,,,,,,,,,,,,,,,1.172629,,,,,,,,,,,,,0936a378-3854-4e2d-a6fd-4fce3129435b,882,,"[87.6, 77.2]",3920401,23,,,,,-2.6543007,,Right Foot,,,"[75.9, 71.0]",,Ground Pass,,13.241223,,,,Julian Jeanvier,7360.0,,,,,,,1,From Throw In,Ibrahim Diakité,176683.0,Right Back,35,Guinea,4892,"['d14a1e6d-df6f-4d9c-8314-d815bb289146', '1b9fc245-0ab8-4069-a7a7-7c7c6a2fc02a']",22,,,,,,,,,,,,,,,,,Guinea,4892,00:23:22.820,Pass,True
,,,,,,,,,,,,,,,,,,2.776516,,,,,,,,,,,,,bb12a05b-9ec2-4c77-88dc-734a298dc6de,885,,"[75.3, 56.4]",3920401,23,,,,,-2.0965986,,Right Foot,,,"[59.4, 29.0]",,Ground Pass,,31.679173,,,,Mouctar Diakhaby,4267.0,,,,,,,1,From Throw In,Julian Jeanvier,7360.0,Left Center Back,35,Guinea,4892,['a6177958-ae54-4b35-ae98-fac601d2d14e'],25,,,,,,,,,,,,,,,,,Guinea,4892,00:23:25.417,Pass,
,,,,,,,,,,,,,,,,,,1.889884,,,,,,,,,,,,,8d765f37-7350-4b88-88cd-7ef3a38647ed,888,,"[61.1, 29.0]",3920401,23,,,,,-1.0703555,,Right Foot,,,"[75.1, 3.4]",,Ground Pass,,29.178074,,,,Issiaga Sylla,4352.0,,,,,,,1,From Throw In,Mouctar Diakhaby,4267.0,Right Center Back,35,Guinea,4892,['7dfa936a-e09f-4b36-846a-0e9079dbe1d9'],29,,,,,,,,,,,,,,,,,Guinea,4892,00:23:29.147,Pass,
,,,,,,,,,,,,,,,,,,0.955003,,,,,,,,,,,,,3bc3f185-736b-4e2a-9464-793cf0227e39,891,,"[76.2, 4.0]",3920401,23,,,,,0.06548002,,Left Foot,,,"[88.4, 4.8]",,Ground Pass,,12.226201,,,,Sekou Oumar Sylla,132711.0,,,,,,,1,From Throw In,Issiaga Sylla,4352.0,Left Back,35,Guinea,4892,['d89a4b00-c63d-4459-9849-0daaa4719667'],31,,,,,,,,,,,,,,,,,Guinea,4892,00:23:31.523,Pass,
,,,,,,,,,,,,,,,,,,0.088908,,,,,,,,,,,,,2cc21753-c7ae-4863-93ea-7666c8a021d6,895,,"[90.3, 4.4]",3920401,23,,,,,0.8329813,,Left Foot,,,"[91.3, 5.5]",,Ground Pass,,1.4866068,,Incomplete,,Issiaga Sylla,4352.0,,,,,,,1,From Throw In,Sekou Oumar Sylla,132711.0,Left Wing,35,Guinea,4892,"['9914a427-c7fb-46c7-996c-a26c4ee4ca46', '125b7c3c-5781-4ce6-8fd4-a0517eff897d', '591cd5fe-dea5-4dd1-8381-b267aaa5b29e']",33,,,,,,,,,,,,,,,,,Guinea,4892,00:23:33.496,Pass,True
,,,,,,,,,,,,,,,,,,2.272731,,,,,,,,,,,,,06f1fe9a-546f-41a9-aed0-3d9c216decf9,898,,"[90.3, 0.1]",3920401,23,,,,,2.3056538,,,,,"[78.1, 13.6]",,Low Pass,,18.195879,,,,Mouctar Diakhaby,4267.0,,,,,,Throw-in,1,From Throw In,Issiaga Sylla,4352.0,Left Back,36,Guinea,4892,['e3e4739f-fffe-437c-ab0c-ee908c85fbab'],45,,,,,,,,,,,,,,,,,Guinea,4892,00:23:45.993,Pass,
,,,,,,,,,,,,,,,,,,1.637371,,,,,,,,,,,,,3e5b5a07-0a88-4643-a207-edcf2031256e,901,,"[63.0, 15.8]",3920401,23,,,,,-0.5090709,,Right Foot,,,"[67.3, 13.4]",,Ground Pass,,4.924429,,,,Aguibou Camara,39559.0,,,,,,,1,From Throw In,Mouctar Diakhaby,4267.0,Right Center Back,36,Guinea,4892,['bce9e54e-c1d1-417f-9e7e-11822f993d7c'],48,,,,,,,,,,,,,,,,,Guinea,4892,00:23:48.873,Pass,
,,,,,,,,,,,,,,,,,,1.429517,,,,,,,,,,,,,c768165c-87ce-4d3f-b52d-b57625c785f4,904,,"[69.1, 24.8]",3920401,23,,,,,2.9537508,,Left Foot,,,"[57.0, 27.1]",,Ground Pass,,12.316655,,,,Mouctar Diakhaby,4267.0,,,,,,,1,From Throw In,Aguibou Camara,39559.0,Center Attacking Midfield,36,Guinea,4892,['4f6e5b3a-0d7c-4b2e-b8ba-b3e36733138e'],52,,,,,,,,,,,,,,,,,Guinea,4892,00:23:52.974,Pass,
,,,,,,,,,,,,,,,,,,3.170799,,,,,,,,,,,,,236e3271-a866-4c44-833b-4d3aa8f31880,907,,"[63.0, 26.7]",3920401,23,,,,,-0.43574023,,Right Foot,,,"[112.4, 3.7]",,High Pass,,54.491833,,,,Issiaga Sylla,4352.0,,,,,,,1,From Throw In,Mouctar Diakhaby,4267.0,Right Center Back,36,Guinea,4892,['d489ed3a-96af-44bb-b34b-8c49d40b2408'],57,,,,,,,,,,,,,,,,,Guinea,4892,00:23:57.595,Pass,
,,,,,,,,,,,,,,,,,,0.104452,,,,,,,,,,,,,5dc12fe8-eeb7-41b6-bfde-944f8ccb179c,910,,"[118.4, 6.4]",3920401,24,,,,,1.6456562,,Left Foot,,,"[118.1, 10.4]",,Low Pass,,4.0112343,,Incomplete,,Sekou Oumar Sylla,132711.0,,,,,,,1,From Throw In,Issiaga Sylla,4352.0,Left Back,36,Guinea,4892,"['945878e6-9aa4-4054-8cbf-7b1653eb1bcc', 'f738570e-57ea-4dac-a92b-b645e1421f1e']",1,,,,,,,,,,,,,,,,,Guinea,4892,00:24:01.733,Pass,
,,,,,,,,,,,,,,,,,,2.134177,,,,,,,,,,,,,71a29e8c-a46a-4f38-adef-d968eed64149,913,,"[120.0, 0.1]",3920401,24,,,,,1.7126933,,Right Foot,,,"[113.2, 47.7]",,High Pass,True,48.08326,,Incomplete,,Abdoulaye Touré,3138.0,,,True,Inswinging,,Corner,1,From Corner,Aguibou Camara,39559.0,Center Attacking Midfield,37,Guinea,4892,"['6f57a3cf-8717-4dbe-a5af-78a7e0f359d9', '322b129c-fc4a-4db3-907f-1adf2c1e6a9f']",32,,,,,,,,,,,,,,,,,Guinea,4892,00:24:32.470,Pass,
,,,,,,,,,,,,,,,,,,1.779541,,,,,,,,,,,,,b3cfa897-5124-4eec-83ad-f1c3788ad8b5,919,,"[99.2, 67.8]",3920401,24,,,,,-1.2770038,,Right Foot,True,,"[108.7, 36.4]",,High Pass,,32.80564,,Incomplete,,Morgan Guilavogui,47351.0,,,,,,,1,From Corner,Ibrahim Diakité,176683.0,Right Back,37,Guinea,4892,"['a0238550-8cd0-4328-aeda-3f822e7b6aa2', '88df6308-6dd0-4f3a-81ec-6462bb3143f3']",38,,,,,,,,,,,,,,,,,Guinea,4892,00:24:38.706,Pass,
,,,,,,,,,,,,,,,,,,0.289675,,,,,,,,,,,,,afb0a42b-ac66-47e6-b4a2-cd36f2783d5a,927,,"[118.1, 24.5]",3920401,24,,,,,1.4352686,,Right Foot,,,"[118.4, 26.7]",,Low Pass,,2.2203603,,Incomplete,,Mohamed Bayo,8454.0,,,,,,,1,From Corner,Morgan Guilavogui,47351.0,Right Wing,37,Guinea,4892,"['35d56874-d285-4934-8d22-8215922a06a3', '64ec8753-a94c-4097-8786-6a9c90917088', '0107fe4f-8520-4c70-bcb8-447dc567d769']",44,,,,,,,,,,,,,,,,,Guinea,4892,00:24:44.736,Pass,True
,,,,,,,,,,,,,,,,,,0.78321,,,,,,,,,,,,,3116eed6-3a34-465f-9c49-3f69e2734e83,931,,"[111.8, 15.3]",3920401,24,,,,,3.1415927,,Right Foot,,,"[101.6, 15.3]",,Ground Pass,,10.2,,,,Aguibou Camara,39559.0,,,,,,Recovery,1,From Corner,Morgan Guilavogui,47351.0,Right Wing,37,Guinea,4892,"['b8805540-8152-4033-9aad-7e39a0b04f31', 'bda7b4ae-743e-40f7-97cb-3e7ed7d2f071']",47,,,,,,,,,,,,,,,,,Guinea,4892,00:24:47.085,Pass,True
